question_hash,active,topic,question_style,question,urdu_translation,difficulty,marks,weightage,smart_syllabus
TOPIC_SEP,1,19.1 Semiconductors,topic_separator,,,,,,1
q_10_phy_ch19_sq_001,1,19.1 Semiconductors,definition_example,Define a semiconductor and give two examples.,semiconductor کی تعریف کریں اور دو examples دیں۔,Easy,2,PRO,1
TOPIC_SEP,1,19.1 Doping,topic_separator,,,,,,1
q_10_phy_ch19_sq_002,1,19.1 Doping,definition_function,Define doping and state why it is used in semiconductor materials.,doping کی تعریف کریں اور بیان کریں کہ اسے semiconductor materials میں کیوں use کیا جاتا ہے۔,Easy,2,PRO,1
TOPIC_SEP,1,19.1 N-Type Semiconductor,topic_separator,,,,,,1
q_10_phy_ch19_sq_003,1,19.1 N-Type Semiconductor,definition_function,Define an N-type semiconductor and identify its majority charge carrier.,N-type semiconductor کی تعریف کریں اور اس کا majority charge carrier identify کریں۔,Easy,2,PRO,1
TOPIC_SEP,1,19.1 P-Type Semiconductor,topic_separator,,,,,,1
q_10_phy_ch19_sq_004,1,19.1 P-Type Semiconductor,definition_function,Define a P-type semiconductor and identify its majority charge carrier.,P-type semiconductor کی تعریف کریں اور اس کا majority charge carrier identify کریں۔,Easy,2,PRO,1
TOPIC_SEP,1,19.1 Semiconductor Impurities,topic_separator,,,,,,1
q_10_phy_ch19_sq_005,1,19.1 Semiconductor Impurities,difference,Differentiate between pentavalent and trivalent impurities in semiconductor doping.,semiconductor doping میں pentavalent اور trivalent impurities میں فرق بیان کریں۔,Easy,2,ULTRA,1
TOPIC_SEP,1,19.2 PN Junction,topic_separator,,,,,,1
q_10_phy_ch19_sq_006,1,19.2 PN Junction,definition_function,Define a PN junction and state how it is formed.,PN junction کی تعریف کریں اور بیان کریں کہ یہ کیسے form ہوتی ہے۔,Easy,2,PRO,1
TOPIC_SEP,1,19.2 Depletion Region,topic_separator,,,,,,1
q_10_phy_ch19_sq_007,1,19.2 Depletion Region,definition_function,Define the depletion region and state why it contains few mobile charge carriers.,depletion region کی تعریف کریں اور بیان کریں کہ اس میں mobile charge carriers کم کیوں ہوتے ہیں۔,Easy,2,PRO,1
TOPIC_SEP,1,19.2 Barrier Potential,topic_separator,,,,,,1
q_10_phy_ch19_sq_008,1,19.2 Barrier Potential,definition_function,Define barrier potential and state its effect on majority carriers.,barrier potential کی تعریف کریں اور majority carriers پر اس کا effect بیان کریں۔,Easy,2,ULTRA,1
TOPIC_SEP,1,19.2 Forward Bias,topic_separator,,,,,,1
q_10_phy_ch19_sq_009,1,19.2 Forward Bias,process_steps,State how a PN-junction diode is connected in forward bias.,بیان کریں کہ PN-junction diode کو forward bias میں کیسے connect کیا جاتا ہے۔,Easy,2,PRO,1
TOPIC_SEP,1,19.2 Reverse Bias,topic_separator,,,,,,1
