question_hash,active,topic,question_style,question,urdu_translation,difficulty,marks,weightage,smart_syllabus
TOPIC_SEP,1,16.1 Electric Current,topic_separator,,,,,,1
q_10_phy_ch16_sq_001,1,16.1 Electric Current,definition_formula,Define electric current and write its mathematical expression.,electric current کی تعریف کریں اور اس کا mathematical expression لکھیں۔,Easy,2,PRO,1
q_10_phy_ch16_sq_002,1,16.1 Electric Current,definition_unit,State the SI unit of electric current and define one ampere.,electric current کی SI unit بیان کریں اور one ampere کی تعریف کریں۔,Easy,2,ULTRA,1
TOPIC_SEP,1,16.1 Electrical Conduction in Metals,topic_separator,,,,,,1
q_10_phy_ch16_sq_003,1,16.1 Electrical Conduction in Metals,concept_explanation,Explain electrical conduction in metals in terms of free electrons.,free electrons کی مدد سے metals میں electrical conduction explain کریں۔,Easy,2,PRO,1
TOPIC_SEP,1,16.1 Direct and Alternating Current,topic_separator,,,,,,1
q_10_phy_ch16_sq_004,1,16.1 Direct and Alternating Current,difference,Differentiate between direct current and alternating current.,direct current اور alternating current میں فرق بیان کریں۔,Easy,2,PRO,1
TOPIC_SEP,1,16.1 Conventional and Electronic Current,topic_separator,,,,,,1
q_10_phy_ch16_sq_005,1,16.1 Conventional and Electronic Current,difference,Differentiate between conventional current and electronic current.,conventional current اور electronic current میں فرق بیان کریں۔,Easy,2,PRO,1
TOPIC_SEP,1,16.1 Ammeter,topic_separator,,,,,,1
q_10_phy_ch16_sq_006,1,16.1 Ammeter,function_purpose,State the function of an ammeter and describe how it is connected in a circuit.,ammeter کا function بیان کریں اور بتائیں کہ اسے circuit میں کیسے connect کیا جاتا ہے۔,Easy,2,PRO,1
TOPIC_SEP,1,16.2 Electromotive Force,topic_separator,,,,,,1
q_10_phy_ch16_sq_007,1,16.2 Electromotive Force,definition_formula,Define electromotive force and write its mathematical expression.,electromotive force کی تعریف کریں اور اس کا mathematical expression لکھیں۔,Easy,2,PRO,1
TOPIC_SEP,1,16.2 Potential Difference,topic_separator,,,,,,1
q_10_phy_ch16_sq_008,1,16.2 Potential Difference,definition_formula,Define potential difference and write its mathematical expression.,potential difference کی تعریف کریں اور اس کا mathematical expression لکھیں۔,Easy,2,PRO,1
