question_hash,active,topic,question_type,question_style,question,urdu_translation,difficulty,marks,weightage,smart_syllabus
sep_10_phy_ch11_001,1,11.1 Conduction,Topic,topic_separator,,,,,,1
q_10_phy_ch11_lq_001,1,11.1 Conduction,Long,explain,Explain conduction in solids using the particle model. Compare thermal conduction in metals and non-metals and state why metals are better conductors.,ذراتی نمونے کی مدد سے ٹھوس اجسام میں ترسیلِ حرارت کی وضاحت کریں۔ دھاتوں اور غیر دھاتوں میں حرارتی ترسیل کا موازنہ کریں اور بیان کریں کہ دھاتیں بہتر موصل کیوں ہوتی ہیں۔,Medium,5,ULTRA,1
q_10_phy_ch11_lq_002,1,11.1 Conduction,Long,experiment,"Describe an experiment that compares the thermal conductivity of different solid materials. Include the arrangement, procedure, observation, and conclusion.",مختلف ٹھوس مادوں کی حرارتی موصلیت کا موازنہ کرنے والا تجربہ بیان کریں۔ ترتیب، طریقۂ کار، مشاہدہ اور نتیجہ شامل کریں۔,Medium,5,ULTRA,1
sep_10_phy_ch11_002,1,11.2 Convection,Topic,topic_separator,,,,,,1
q_10_phy_ch11_lq_003,1,11.2 Convection,Long,explain,Describe how convection occurs in fluids. Explain how density changes produce convection currents in liquids and gases.,سیالات میں حملِ حرارت کے عمل کو بیان کریں۔ وضاحت کریں کہ کثافت میں تبدیلی مائعات اور گیسوں میں حملی روئیں کیسے پیدا کرتی ہے۔,Medium,5,PRO,1
q_10_phy_ch11_lq_004,1,11.2 Convection,Long,application_case,Explain how convection currents produce land and sea breezes and influence local weather conditions.,وضاحت کریں کہ حملی روئیں خشکی اور سمندر کی ہوائیں کیسے پیدا کرتی ہیں اور مقامی موسمی حالات کو کیسے متاثر کرتی ہیں۔,Medium,5,PRO,1
q_10_phy_ch11_lq_005,1,11.2 Convection,Long,application_case,Explain how birds and gliders remain aloft by using convection currents. Relate the explanation to the rising of warm air.,وضاحت کریں کہ پرندے اور گلائیڈر حملی روؤں کو استعمال کرکے فضا میں کیسے بلند رہتے ہیں۔ اس وضاحت کو گرم ہوا کے اوپر اٹھنے سے مربوط کریں۔,Medium,5,ELITE,1
q_10_phy_ch11_lq_006,1,11.2 Convection,Long,diagram_based,"Explain the working of a room-heating or cooling system in terms of convection currents, with the help of a labelled diagram.",لیبل شدہ خاکے کی مدد سے کمرے کو گرم یا ٹھنڈا کرنے والے نظام کی کارکردگی حملی روؤں کے حوالے سے بیان کریں۔,Medium,5,ELITE,1
sep_10_phy_ch11_003,1,11.3 Radiation,Topic,topic_separator,,,,,,1
q_10_phy_ch11_lq_007,1,11.3 Radiation,Long,explain,Explain thermal radiation and distinguish it from conduction and convection. State how heat from the Sun reaches Earth.,حرارتی اشعاع کی وضاحت کریں اور اسے ترسیل اور حمل سے ممتاز کریں۔ بیان کریں کہ سورج کی حرارت زمین تک کیسے پہنچتی ہے۔,Easy,5,ULTRA,1
q_10_phy_ch11_lq_008,1,11.3 Radiation,Long,compare,"Compare the absorption and emission of thermal radiation by dull black, polished, light-coloured, and dark-coloured surfaces.",مدھم سیاہ، چمک دار، ہلکے رنگ اور گہرے رنگ کی سطحوں کے ذریعے حرارتی اشعاع کے جذب اور اخراج کا موازنہ کریں۔,Medium,5,PRO,1
q_10_phy_ch11_lq_009,1,11.3 Radiation,Long,experiment,Describe the Leslie's cube experiment used to compare radiation emitted by different surfaces at the same temperature.,ایک ہی درجہ حرارت پر مختلف سطحوں سے خارج ہونے والی حرارتی اشعاع کا موازنہ کرنے والا Leslie's cube تجربہ بیان کریں۔,Medium,5,ULTRA,1
q_10_phy_ch11_lq_010,1,11.3 Radiation,Long,experiment,Describe an experiment that compares the absorption of radiation by dull black and shiny surfaces. State the expected observation and conclusion.,مدھم سیاہ اور چمک دار سطحوں کے ذریعے اشعاع کے جذب کا موازنہ کرنے والا تجربہ بیان کریں۔ متوقع مشاہدہ اور نتیجہ بیان کریں۔,Medium,5,ELITE,1
q_10_phy_ch11_lq_011,1,11.3 Radiation,Long,application_case,Explain why a hot metal object placed in a cooler room eventually cools down. Use radiation and thermal equilibrium in your explanation.,وضاحت کریں کہ ٹھنڈے کمرے میں رکھا ہوا گرم دھاتی جسم آخرکار کیوں ٹھنڈا ہو جاتا ہے۔ اپنی وضاحت میں حرارتی اشعاع اور حرارتی توازن کو استعمال کریں۔,Medium,5,PRO,1
sep_10_phy_ch11_004,1,11.3 Applications of Heat Transfer,Topic,topic_separator,,,,,,1
q_10_phy_ch11_lq_012,1,11.3 Applications of Heat Transfer,Long,describe,"Describe the structure and working of a vacuum flask. Explain how its design reduces conduction, convection, and radiation.",ویکیوم فلاسک کی ساخت اور کارکردگی بیان کریں۔ وضاحت کریں کہ اس کا ڈیزائن ترسیل، حمل اور اشعاع کو کیسے کم کرتا ہے۔,Hard,5,PRO,1
q_10_phy_ch11_lq_013,1,11.3 Applications of Heat Transfer,Long,application_case,"Discuss the use of thermal insulation in buildings. Explain how cavity walls, insulating materials, and reflective surfaces reduce heat transfer.",عمارتوں میں حرارتی موصلیت کے استعمال پر بحث کریں۔ وضاحت کریں کہ کھوکھلی دیواریں، موصل مادے اور منعکس کرنے والی سطحیں حرارت کی منتقلی کو کیسے کم کرتی ہیں۔,Hard,5,ELITE,1
sep_10_phy_ch11_005,1,11.4 Greenhouse Effect,Topic,topic_separator,,,,,,1
