question_hash,active,topic,bloom_level,question,urdu_translation,A,B,C,D,correct_answer,difficulty,marks,weightage,smart_syllabus
TOPIC_SEP,1,15.1 Electric Charge,Topic,,,,,,,,,,,1
q_10_phy_ch15_001,1,15.1 Electric Charge,Remember,What are the two types of electric charge?,electric charge کی two types کون سی ہیں؟,Positive and negative / positive اور negative,North and south / north اور south,Hot and cold / hot اور cold,Real and virtual / real اور virtual,A | Positive and negative / positive اور negative,Easy,1,PRO,1
q_10_phy_ch15_002,1,15.1 Electric Charge,Remember,What happens between like charges?,like charges کے درمیان کیا ہوتا ہے؟,They attract / وہ attract کرتی ہیں,They become neutral immediately / وہ immediately neutral ہو جاتی ہیں,They produce no force / وہ no force produce کرتی ہیں,They repel / وہ repel کرتی ہیں,D | They repel / وہ repel کرتی ہیں,Easy,1,PRO,1
q_10_phy_ch15_003,1,15.1 Electric Charge,Remember,What happens between unlike charges?,unlike charges کے درمیان کیا ہوتا ہے؟,They attract / وہ attract کرتی ہیں,They repel / وہ repel کرتی ہیں,They always disappear / وہ ہمیشہ disappear ہو جاتی ہیں,They form a magnetic pole only / وہ صرف magnetic pole بناتی ہیں,A | They attract / وہ attract کرتی ہیں,Easy,1,PRO,1
q_10_phy_ch15_004,1,15.1 Electric Charge,Remember,What is the SI unit of electric charge?,electric charge کی SI unit کیا ہے؟,Coulomb (C) / coulomb (C),Newton (N) / newton (N),Volt (V) / volt (V),Ohm (Ω) / ohm (Ω),A | Coulomb (C) / coulomb (C),Easy,1,ULTRA,1
TOPIC_SEP,1,15.1 Conservation of Charge,Topic,,,,,,,,,,,1
q_10_phy_ch15_005,1,15.1 Conservation of Charge,Understand,What does conservation of charge state?,conservation of charge کیا state کرتی ہے؟,Charge is always created from nothing / charge ہمیشہ nothing سے create ہوتی ہے,Positive charge can never move / positive charge کبھی move نہیں کر سکتی,Total charge always becomes zero / total charge ہمیشہ zero ہو جاتی ہے,"Charge cannot be created or destroyed, only transferred / charge create یا destroy نہیں، صرف transfer ہو سکتی ہے","D | Charge cannot be created or destroyed, only transferred / charge create یا destroy نہیں، صرف transfer ہو سکتی ہے",Medium,1,PRO,1
TOPIC_SEP,1,15.1 Charging by Friction,Topic,,,,,,,,,,,1
q_10_phy_ch15_006,1,15.1 Charging by Friction,Understand,"When two materials are rubbed, which particles are usually transferred?",two materials rub کرنے پر usually کون سے particles transfer ہوتے ہیں؟,Protons from nuclei / nuclei سے protons,Electrons / electrons,Neutrons / neutrons,Photons only / صرف photons,B | Electrons / electrons,Medium,1,PRO,1
TOPIC_SEP,1,15.2 Electrostatic Induction,Topic,,,,,,,,,,,1
q_10_phy_ch15_007,1,15.2 Electrostatic Induction,Remember,What is electrostatic induction?,electrostatic induction کیا ہے؟,Charging only by rubbing / صرف rubbing سے charging,Redistribution of charge without contact / contact کے بغیر charge redistribution,Current through a resistor / resistor میں current,Magnetic field production / magnetic field production,B | Redistribution of charge without contact / contact کے بغیر charge redistribution,Easy,1,PRO,1
q_10_phy_ch15_008,1,15.2 Electrostatic Induction,Understand,What happens inside a neutral conductor when a charged rod is brought near?,charged rod کو neutral conductor کے near لانے پر اندر کیا ہوتا ہے؟,Charges separate within the conductor / conductor کے اندر charges separate ہوتی ہیں,All electrons leave permanently / تمام electrons permanently leave کرتی ہیں,Nuclei move to the surface / nuclei surface پر move کرتے ہیں,No charge distribution changes / charge distribution change نہیں ہوتی,A | Charges separate within the conductor / conductor کے اندر charges separate ہوتی ہیں,Medium,1,PRO,1
TOPIC_SEP,1,15.2 Earthing,Topic,,,,,,,,,,,1
