question_hash,active,topic,bloom_level,question,urdu_translation,A,B,C,D,correct_answer,difficulty,marks,weightage,smart_syllabus
TOPIC_SEP,1,12.1 Waves and Nature of Waves,Topic,,,,,,,,,,,1
q_10_phy_ch12_001,1,12.1 Waves and Nature of Waves,Remember,What do waves transfer from one place to another?,waves one place سے another place تک کیا transfer کرتی ہیں؟,Energy without transferring matter / matter transfer کیے بغیر energy,Matter without energy / energy کے بغیر matter,Only electric charge / صرف electric charge,Only mass / صرف mass,A | Energy without transferring matter / matter transfer کیے بغیر energy,Easy,1,PRO,1
q_10_phy_ch12_002,1,12.1 Waves and Nature of Waves,Understand,How do particles of a medium behave as a wave passes?,wave pass ہونے پر medium کے particles کیسے behave کرتے ہیں؟,They travel permanently with the wave / وہ permanently wave کے ساتھ travel کرتے ہیں,They oscillate about their original positions / وہ اپنی original positions کے around oscillate کرتے ہیں,They disappear / وہ disappear ہو جاتے ہیں,They become stationary forever / وہ ہمیشہ stationary ہو جاتے ہیں,B | They oscillate about their original positions / وہ اپنی original positions کے around oscillate کرتے ہیں,Easy,1,ULTRA,1
q_10_phy_ch12_003,1,12.1 Waves and Nature of Waves,Apply,What happens to a floating twig when water ripples pass?,water ripples pass ہونے پر floating twig کے ساتھ کیا ہوتا ہے؟,It mainly oscillates while energy moves outward / یہ mainly oscillate کرتا ہے جبکہ energy outward move کرتی ہے,It travels with every crest to the shore / یہ ہر crest کے ساتھ shore تک travel کرتا ہے,It sinks because matter is transferred / matter transfer ہونے سے sink کرتا ہے,It stops all wave motion / یہ تمام wave motion stop کرتا ہے,A | It mainly oscillates while energy moves outward / یہ mainly oscillate کرتا ہے جبکہ energy outward move کرتی ہے,Medium,1,PRO,1
TOPIC_SEP,1,12.1 Ripple Tank Experiment,Topic,,,,,,,,,,,1
q_10_phy_ch12_004,1,12.1 Ripple Tank Experiment,Remember,Which apparatus is used to study water-wave motion in the chapter?,chapter میں water-wave motion study کرنے کے لیے کون سا apparatus use ہوتا ہے؟,Gold-leaf electroscope / gold-leaf electroscope,Bell jar only / صرف bell jar,Ripple tank / ripple tank,Cathode-ray oscilloscope / cathode-ray oscilloscope,C | Ripple tank / ripple tank,Easy,1,ULTRA,1
TOPIC_SEP,1,12.2 Types of Waves,Topic,,,,,,,,,,,1
q_10_phy_ch12_005,1,12.2 Types of Waves,Remember,Which waves require a material medium?,کون سی waves material medium require کرتی ہیں؟,Electromagnetic waves / electromagnetic waves,Light waves only / صرف light waves,Gamma rays only / صرف gamma rays,Mechanical waves / mechanical waves,D | Mechanical waves / mechanical waves,Easy,1,PRO,1
q_10_phy_ch12_006,1,12.2 Types of Waves,Remember,Which waves can travel through vacuum?,کون سی waves vacuum سے travel کر سکتی ہیں؟,Electromagnetic waves / electromagnetic waves,Sound waves / sound waves,Water waves / water waves,Seismic waves / seismic waves,A | Electromagnetic waves / electromagnetic waves,Easy,1,PRO,1
TOPIC_SEP,1,12.2 Electromagnetic Waves,Topic,,,,,,,,,,,1
q_10_phy_ch12_007,1,12.2 Electromagnetic Waves,Understand,What is the approximate speed of electromagnetic waves in vacuum?,vacuum میں electromagnetic waves کی approximate speed کیا ہے؟,3 × 10⁵ m/s,340 m/s,3 × 10⁸ m/s,1.5 × 10³ m/s,C | 3 × 10⁸ m/s,Medium,1,ULTRA,1
TOPIC_SEP,1,12.2 Mechanical Waves,Topic,,,,,,,,,,,1
q_10_phy_ch12_008,1,12.2 Mechanical Waves,Understand,Which example is a mechanical wave?,mechanical wave کی example کون سی ہے؟,X-ray / X-ray,Sound wave / sound wave,Gamma ray / gamma ray,Visible light in vacuum / vacuum میں visible light,B | Sound wave / sound wave,Easy,1,PRO,1
TOPIC_SEP,1,12.2 Transverse Waves,Topic,,,,,,,,,,,1
q_10_phy_ch12_009,1,12.2 Transverse Waves,Remember,"In a transverse wave, particle vibration is:",transverse wave میں particle vibration کی direction کیا ہوتی ہے؟,Parallel to wave travel / wave travel کے parallel,Perpendicular to wave travel / wave travel کے perpendicular,Circular only / صرف circular,Absent / absent,B | Perpendicular to wave travel / wave travel کے perpendicular,Easy,1,PRO,1
q_10_phy_ch12_010,1,12.2 Transverse Waves,Remember,What is the highest point of a transverse wave called?,transverse wave کا highest point کیا کہلاتا ہے؟,Crest / crest,Trough / trough,Compression / compression,Rarefaction / rarefaction,A | Crest / crest,Easy,1,ULTRA,1
q_10_phy_ch12_011,1,12.2 Transverse Waves,Remember,What is the lowest point of a transverse wave called?,transverse wave کا lowest point کیا کہلاتا ہے؟,Crest / crest,Compression / compression,Wavefront / wavefront,Trough / trough,D | Trough / trough,Easy,1,ULTRA,1
TOPIC_SEP,1,12.2 Longitudinal Waves,Topic,,,,,,,,,,,1
q_10_phy_ch12_012,1,12.2 Longitudinal Waves,Remember,"In a longitudinal wave, particle vibration is:",longitudinal wave میں particle vibration کی direction کیا ہوتی ہے؟,Perpendicular to wave travel / wave travel کے perpendicular,Parallel to wave travel / wave travel کے parallel,Always upward / ہمیشہ upward,Always circular / ہمیشہ circular,B | Parallel to wave travel / wave travel کے parallel,Easy,1,PRO,1
q_10_phy_ch12_013,1,12.2 Longitudinal Waves,Remember,Which regions occur in a longitudinal wave?,longitudinal wave میں کون سے regions occur کرتے ہیں؟,Crests and troughs only / صرف crests اور troughs,Nodes and antinodes only / صرف nodes اور antinodes,Compressions and rarefactions / compressions اور rarefactions,Charges and fields / charges اور fields,C | Compressions and rarefactions / compressions اور rarefactions,Easy,1,PRO,1
TOPIC_SEP,1,12.2 Wave Examples,Topic,,,,,,,,,,,1
q_10_phy_ch12_014,1,12.2 Wave Examples,Understand,Which wave is longitudinal?,کون سی wave longitudinal ہے؟,Light wave / light wave,Wave on a rope moved up and down / up-down moved rope کی wave,Electromagnetic radiation / electromagnetic radiation,Sound wave in air / air میں sound wave,D | Sound wave in air / air میں sound wave,Medium,1,PRO,1
TOPIC_SEP,1,12.3 Wave Characteristics,Topic,,,,,,,,,,,1
q_10_phy_ch12_015,1,12.3 Wave Characteristics,Remember,What is wavelength?,wavelength کیا ہے؟,Number of cycles per second / cycles per second کی number,Maximum displacement only / صرف maximum displacement,Distance between two consecutive corresponding points / two consecutive corresponding points کے درمیان distance,Time for half a cycle / half cycle کا time,C | Distance between two consecutive corresponding points / two consecutive corresponding points کے درمیان distance,Easy,1,ULTRA,1
q_10_phy_ch12_016,1,12.3 Wave Characteristics,Remember,What is frequency?,frequency کیا ہے؟,Distance between two crests / two crests کے درمیان distance,Maximum displacement / maximum displacement,Speed divided by time / speed divided by time,Number of cycles per second / number of cycles per second,D | Number of cycles per second / number of cycles per second,Easy,1,ULTRA,1
q_10_phy_ch12_017,1,12.3 Wave Characteristics,Remember,What is the SI unit of frequency?,frequency کی SI unit کیا ہے؟,m,s,Hz,m/s,C | Hz,Easy,1,ULTRA,1
q_10_phy_ch12_018,1,12.3 Wave Characteristics,Remember,What is amplitude?,amplitude کیا ہے؟,Distance travelled in one second / one second میں travelled distance,Number of cycles in one metre / one metre میں cycles کی number,Maximum displacement from equilibrium / equilibrium سے maximum displacement,Total wave mass / total wave mass,C | Maximum displacement from equilibrium / equilibrium سے maximum displacement,Easy,1,PRO,1
TOPIC_SEP,1,12.3 Wave Equation,Topic,,,,,,,,,,,1
q_10_phy_ch12_019,1,12.3 Wave Equation,Remember,"Which equation relates wave speed, frequency, and wavelength?",wave speed، frequency اور wavelength کو کون سی equation relate کرتی ہے؟,v = f/λ,v = fλ,v = λ/f,f = vλ,B | v = fλ,Easy,1,PRO,1
q_10_phy_ch12_020,1,12.3 Wave Equation,Apply,A wave has f = 5 Hz and λ = 2 m. What is its speed?,"درج ذیل wave کی speed معلوم کریں: f = 5 Hz, λ = 2 m",2.5 m/s,7 m/s,0.4 m/s,10 m/s,D | 10 m/s,Medium,1,PRO,1
q_10_phy_ch12_021,1,12.3 Wave Equation,Apply,A wave travels at 300 m/s and has λ = 3 m. What is its frequency?,"درج ذیل wave کی frequency معلوم کریں: v = 300 m/s, λ = 3 m",900 Hz,100 Hz,0.01 Hz,303 Hz,B | 100 Hz,Medium,1,PRO,1
TOPIC_SEP,1,12.3 Time Period,Topic,,,,,,,,,,,1
