question_hash,active,topic,question_type,question_style,question,urdu_translation,difficulty,marks,weightage,smart_syllabus
sep_10_phy_ch10_001,1,10.1 Thermal Expansion,Topic,topic_separator,,,,,,1
q_10_phy_ch10_lq_001,1,10.1 Thermal Expansion,Long,compare,"Compare the thermal expansion of solids, liquids, and gases. Explain the main differences in their expansion and support the comparison with suitable textbook examples.",ٹھوس، مائع اور گیسوں کے حرارتی پھیلاؤ کا موازنہ کریں۔ ان کے پھیلاؤ میں بنیادی فرق کی وضاحت کریں اور مناسب نصابی مثالوں سے موازنہ واضح کریں۔,Medium,5,PRO,1
q_10_phy_ch10_lq_002,1,10.1 Thermal Expansion,Long,cause_effect,"Why do solids, liquids, and gases expand when heated? Explain the phenomenon in terms of particle motion, intermolecular separation, and the relative expansion of the three states.",ٹھوس، مائع اور گیسیں گرم کرنے پر کیوں پھیلتی ہیں؟ ذرات کی حرکت، بین سالماتی فاصلے اور تینوں حالتوں کے نسبتی پھیلاؤ کی مدد سے اس مظہر کی وضاحت کریں۔,Medium,5,PRO,1
q_10_phy_ch10_lq_003,1,10.1 Thermal Expansion,Long,application_case,"Discuss the practical applications and consequences of thermal expansion in everyday life, including railway tracks, bridges, thermometers, metal lids, gas containers, pipes, and hot-air balloons.",روزمرہ زندگی میں حرارتی پھیلاؤ کے عملی استعمالات اور نتائج پر بحث کریں، جن میں ریلوے ٹریک، پل، تھرمامیٹر، دھاتی ڈھکن، گیس کنٹینر، پائپ اور گرم ہوا کے غبارے شامل ہوں۔,Medium,5,PRO,1
q_10_phy_ch10_lq_004,1,10.1 Thermal Expansion,Long,derive,Derive the mathematical relation for linear thermal expansion of a solid and define the coefficient of linear expansion with its unit.,ٹھوس کے خطی حرارتی پھیلاؤ کا ریاضیاتی تعلق اخذ کریں اور خطی پھیلاؤ کے عددی سر کی تعریف اس کی اکائی سمیت کریں۔,Medium,5,PRO,1
q_10_phy_ch10_lq_005,1,10.1 Thermal Expansion,Long,derive,Derive the mathematical relation for volume thermal expansion of a solid and define the coefficient of volume expansion with its unit.,ٹھوس کے حجمی حرارتی پھیلاؤ کا ریاضیاتی تعلق اخذ کریں اور حجمی پھیلاؤ کے عددی سر کی تعریف اس کی اکائی سمیت کریں۔,Medium,5,ULTRA,1
q_10_phy_ch10_lq_006,1,10.1 Thermal Expansion,Long,diagram_based,Explain the real and apparent expansion of a liquid with the help of the flask experiment. Describe why the liquid level first falls and then rises when the flask is heated.,فلاسک کے تجربے کی مدد سے مائع کے حقیقی اور ظاہری پھیلاؤ کی وضاحت کریں۔ بیان کریں کہ فلاسک گرم کرنے پر مائع کی سطح پہلے نیچے اور پھر اوپر کیوں جاتی ہے۔,Medium,5,ULTRA,1
q_10_phy_ch10_lq_007,1,10.1 Thermal Expansion,Long,cause_effect,"Explain thermal expansion in gases. Discuss how heating changes gas pressure in a rigid container and gas volume in a flexible container, and relate the behaviour to the particle model and Charles' law.",گیسوں میں حرارتی پھیلاؤ کی وضاحت کریں۔ بحث کریں کہ گرم کرنے سے سخت کنٹینر میں گیس کا دباؤ اور لچک دار کنٹینر میں گیس کا حجم کیسے بدلتا ہے، اور اس رویے کو ذراتی نمونے اور چارلس کے قانون سے مربوط کریں۔,Medium,5,ULTRA,1
q_10_phy_ch10_lq_008,1,10.1 Thermal Expansion,Numerical,calculate,A metal rod of length 1 m expands by 0.02 m when heated from 20 °C to 120 °C. Calculate its coefficient of linear expansion.,"درج ذیل اعداد استعمال کرتے ہوئے دھاتی سلاخ کے خطی پھیلاؤ کا عددی سر معلوم کریں: L₀ = 1 m, ΔL = 0.02 m, T₀ = 20 °C, T = 120 °C",Easy,4,PRO,1
q_10_phy_ch10_lq_009,1,10.1 Thermal Expansion,Numerical,calculate,"A container contains 1 litre of water at 20 °C. Calculate its volume at 80 °C, assuming the coefficient of volume expansion of water is 2.1 × 10⁻⁴ per °C.","درج ذیل اعداد استعمال کرتے ہوئے 80 °C پر پانی کا حجم معلوم کریں: V₀ = 1 L, T₀ = 20 °C, T = 80 °C, β = 2.1 × 10⁻⁴ °C⁻¹",Medium,4,PRO,1
q_10_phy_ch10_lq_010,1,10.1 Thermal Expansion,Numerical,calculate,"A steel rod is initially 1 m long at 20 °C. If its coefficient of linear expansion is 1.2 × 10⁻⁵ °C⁻¹, calculate its length at 100 °C.","درج ذیل اعداد استعمال کرتے ہوئے 100 °C پر فولادی سلاخ کی لمبائی معلوم کریں: L₀ = 1 m, T₀ = 20 °C, T = 100 °C, α = 1.2 × 10⁻⁵ °C⁻¹",Easy,4,PRO,1
q_10_phy_ch10_lq_011,1,10.1 Thermal Expansion,Numerical,calculate,"A steel bridge expands by 5 cm on a hot summer day. If its original length is 100 m, calculate the temperature change.","درج ذیل اعداد استعمال کرتے ہوئے درجہ حرارت میں تبدیلی معلوم کریں: L₀ = 100 m, ΔL = 5 cm",Medium,4,PRO,1
