question_hash,active,topic,question_type,question_style,question,urdu_translation,difficulty,marks,weightage,smart_syllabus
sep_10_phy_ch15_001,1,15.1 Electric Charge,Topic,topic_separator,,,,,,1
q_10_phy_ch15_lq_001,1,15.1 Electric Charge,Long,explain,"Explain electric charge, its two types, and the interaction between like and unlike charges. Describe charging by friction in terms of electron transfer and conservation of charge.",برقی بار، اس کی دو اقسام اور ہم نام و غیر ہم نام باروں کے باہمی تعامل کی وضاحت کریں۔ الیکٹرون کی منتقلی اور بقائے بار کے حوالے سے رگڑ کے ذریعے چارج ہونے کا عمل بیان کریں۔,Medium,5,ULTRA,1
sep_10_phy_ch15_002,1,15.2 Electrostatic Induction,Topic,topic_separator,,,,,,1
q_10_phy_ch15_lq_002,1,15.2 Electrostatic Induction,Long,process_procedure,Explain electrostatic induction and describe the complete procedure for charging a conductor by induction and earthing.,برقی سکونی القا کی وضاحت کریں اور القا و ارتھنگ کے ذریعے موصل کو چارج کرنے کا مکمل طریقہ بیان کریں۔,Medium,5,ULTRA,1
sep_10_phy_ch15_003,1,15.2 Gold-Leaf Electroscope,Topic,topic_separator,,,,,,1
q_10_phy_ch15_lq_003,1,15.2 Gold-Leaf Electroscope,Long,describe,Discuss the construction and working of a gold-leaf electroscope. Explain how it can detect charge and determine the nature and magnitude of charge on a body.,gold-leaf electroscope کی ساخت اور کارکردگی پر بحث کریں۔ وضاحت کریں کہ یہ بار کی موجودگی اور جسم پر بار کی نوعیت و مقدار کیسے معلوم کرتا ہے۔,Hard,5,PRO,1
sep_10_phy_ch15_004,1,15.3 Applications of Electrostatics,Topic,topic_separator,,,,,,1
q_10_phy_ch15_lq_004,1,15.3 Applications of Electrostatics,Long,compare,"Describe the working principles of a photocopier, electrostatic spray painting, and an electrostatic precipitator. Compare how charge attraction is used in each application.",photocopier، electrostatic spray painting اور electrostatic precipitator کے عملی اصول بیان کریں۔ موازنہ کریں کہ ہر استعمال میں بار کی کشش کیسے استعمال ہوتی ہے۔,Hard,5,ELITE,1
sep_10_phy_ch15_005,1,15.4 Coulomb's Law,Topic,topic_separator,,,,,,1
q_10_phy_ch15_lq_005,1,15.4 Coulomb's Law,Long,state_and_explain,"State Coulomb's law and explain the interaction between charged particles. Discuss how the electrostatic force depends on charge magnitude, separation, and the medium.",Coulomb's law بیان کریں اور چارج شدہ ذرات کے باہمی تعامل کی وضاحت کریں۔ بحث کریں کہ برقی سکونی قوت بار کی مقدار، فاصلے اور میڈیم پر کیسے منحصر ہوتی ہے۔,Medium,5,PRO,1
q_10_phy_ch15_lq_006,1,15.4 Coulomb's Law,Long,derive,Derive the mathematical expression of Coulomb's law for the force between two point charges and define the symbols and constant used.,دو نقطہ باروں کے درمیان قوت کے لیے Coulomb's law کا ریاضیاتی اظہار اخذ کریں اور استعمال ہونے والی علامتوں اور مستقل کی تعریف کریں۔,Medium,5,PRO,1
sep_10_phy_ch15_006,1,15.5 Electric Field,Topic,topic_separator,,,,,,1
q_10_phy_ch15_lq_007,1,15.5 Electric Field,Long,explain,Explain electric field and electric field intensity. Describe how the electric field of a point charge is represented by field lines.,برقی میدان اور برقی میدان کی شدت کی وضاحت کریں۔ بیان کریں کہ نقطہ بار کے برقی میدان کو خطوطِ میدان سے کیسے ظاہر کیا جاتا ہے۔,Medium,5,PRO,1
sep_10_phy_ch15_007,1,15.5 Electric Field Patterns,Topic,topic_separator,,,,,,1
q_10_phy_ch15_lq_008,1,15.5 Electric Field Patterns,Long,diagram_based,"Compare the electric field patterns around a positive point charge, a negative point charge, a charged conducting sphere, and two oppositely charged parallel plates.",مثبت نقطہ بار، منفی نقطہ بار، چارج شدہ موصل کرہ اور دو مخالف بار والے متوازی پلیٹوں کے گرد برقی میدان کے نمونوں کا موازنہ کریں۔,Hard,5,ELITE,1
sep_10_phy_ch15_008,1,15.6 Conductors and Insulators,Topic,topic_separator,,,,,,1
q_10_phy_ch15_lq_009,1,15.6 Conductors and Insulators,Long,compare,Explain conduction of electric charge in conductors and insulators. Compare their charge transfer and electron movement when placed in an electric field.,موصلوں اور غیر موصلوں میں برقی بار کی ترسیل کی وضاحت کریں۔ برقی میدان میں رکھنے پر ان کی بار کی منتقلی اور الیکٹرون کی حرکت کا موازنہ کریں۔,Medium,5,PRO,1
sep_10_phy_ch15_009,1,15.7 Electrical Breakdown,Topic,topic_separator,,,,,,1
q_10_phy_ch15_lq_010,1,15.7 Electrical Breakdown,Long,cause_effect,"Explain electrical breakdown, corona discharge, and lightning. Discuss the role of electric field strength, air ionization, and sharp points.",برقی شکست، corona discharge اور آسمانی بجلی کی وضاحت کریں۔ برقی میدان کی شدت، ہوا کی ionization اور نوکیلے سروں کے کردار پر بحث کریں۔,Hard,5,ULTRA,1
sep_10_phy_ch15_010,1,15.7 Electrostatic Hazards,Topic,topic_separator,,,,,,1
q_10_phy_ch15_lq_011,1,15.7 Electrostatic Hazards,Long,advantages_limitations,Discuss electrostatic hazards such as dust explosions in factories and static shocks from synthetic clothing. Explain how these hazards can be minimized.,کارخانوں میں گرد کے دھماکوں اور مصنوعی کپڑوں سے static shocks جیسے برقی سکونی خطرات پر بحث کریں۔ وضاحت کریں کہ ان خطرات کو کیسے کم کیا جا سکتا ہے۔,Hard,5,PRO,1
sep_10_phy_ch15_011,1,15.7 Lightning Protection,Topic,topic_separator,,,,,,1
q_10_phy_ch15_lq_012,1,15.7 Lightning Protection,Long,application_case,Explain the formation of lightning and describe how a lightning conductor protects a building. State appropriate safety precautions during a thunderstorm.,آسمانی بجلی کی تشکیل کی وضاحت کریں اور بیان کریں کہ lightning conductor عمارت کو کیسے محفوظ رکھتا ہے۔ طوفانِ باد و باراں کے دوران مناسب حفاظتی احتیاطیں بیان کریں۔,Hard,5,ELITE,1
sep_10_phy_ch15_012,1,15.7 Lichtenberg Figures,Topic,topic_separator,,,,,,1
q_10_phy_ch15_lq_013,1,15.7 Lichtenberg Figures,Long,describe,Describe the formation and main characteristics of Lichtenberg figures and relate their branching patterns to electrical discharge.,Lichtenberg figures کی تشکیل اور بنیادی خصوصیات بیان کریں اور ان کے شاخ دار نمونوں کو برقی discharge سے مربوط کریں۔,Medium,5,IMPORTANT,1
q_10_phy_ch15_lq_014,1,15.5 Electric Field,Numerical,calculate,A positive test charge of 25 μC is placed in an electric field. The force acting on it is 0.500 N. Calculate the electric field intensity at the location of the charge.,"درج ذیل اعداد استعمال کرتے ہوئے برقی میدان کی شدت معلوم کریں: q = 25 μC, F = 0.500 N",Easy,4,PRO,1
q_10_phy_ch15_lq_015,1,15.4 Coulomb's Law,Numerical,calculate,"Two point charges, q₁ = 8 μC and q₂ = 4 μC, are placed 120 cm apart. Calculate the Coulomb force between them and state the nature of the force.","درج ذیل اعداد استعمال کرتے ہوئے Coulomb force معلوم کریں اور قوت کی نوعیت بیان کریں: q₁ = 8 μC, q₂ = 4 μC, r = 120 cm",Medium,4,PRO,1
q_10_phy_ch15_lq_016,1,15.4 Coulomb's Law,Numerical,calculate,Two identical charges repel each other with a force of 0.2 N when they are 9 cm apart. Calculate the magnitude of each charge.,"درج ذیل اعداد استعمال کرتے ہوئے ہر بار کی مقدار معلوم کریں: F = 0.2 N, r = 9 cm, q₁ = q₂",Hard,4,PRO,1
q_10_phy_ch15_lq_017,1,15.5 Electric Field,Numerical,calculate,A point charge of 10 μC is placed in air. Calculate the electric field intensity at a distance of 0.5 m from the charge.,"درج ذیل اعداد استعمال کرتے ہوئے برقی میدان کی شدت معلوم کریں: q = 10 μC, r = 0.5 m",Easy,4,PRO,1
q_10_phy_ch15_lq_018,1,15.4 Coulomb's Law,Numerical,calculate,"Two small equally charged metal spheres, each carrying a charge of 2 μC, are brought close together so that the distance between them is 2.0 cm. Calculate the repulsive force between them.","درج ذیل اعداد استعمال کرتے ہوئے spheres کے درمیان دفعی قوت معلوم کریں: q₁ = q₂ = 2 μC, r = 2.0 cm",Medium,4,PRO,1
q_10_phy_ch15_lq_019,1,15.4 Coulomb's Law,Numerical,calculate,Two small equally charged metal spheres repel each other with a force of 0.5 N when placed 3 cm apart in air. Calculate the charge on each sphere.,"درج ذیل اعداد استعمال کرتے ہوئے ہر sphere کا بار معلوم کریں: F = 0.5 N, r = 3 cm, q₁ = q₂",Hard,4,PRO,1
q_10_phy_ch15_lq_020,1,15.4 Coulomb's Law,Numerical,calculate,"A force of 85 N acts between two charges placed 3.2 cm apart. If one charge is 25 μC, calculate the other charge.","درج ذیل اعداد استعمال کرتے ہوئے دوسرا بار معلوم کریں: F = 85 N, r = 3.2 cm, q₁ = 25 μC",Hard,4,PRO,1
