question_hash,active,topic,question_type,question_style,question,urdu_translation,difficulty,marks,weightage,smart_syllabus
sep_10_phy_ch21_001,1,21.1 The Sun,Topic,topic_separator,,,,,,1
q_10_phy_ch21_lq_001,1,21.1 The Sun,Long,process_procedure,Describe nuclear fusion in the Sun and explain how it generates energy and electromagnetic radiation.,Sun میں nuclear fusion describe کریں اور explain کریں کہ یہ energy اور electromagnetic radiation کیسے generate کرتی ہے۔,Medium,5,PRO,1
sep_10_phy_ch21_002,1,21.1 Solar Radiation,Topic,topic_separator,,,,,,1
q_10_phy_ch21_lq_002,1,21.1 Solar Radiation,Long,discuss,"Discuss the importance of solar radiation for Earth's climate, weather, and life. Explain how energy travels from the Sun through space.",Earth's climate، weather اور life کے لیے solar radiation کی importance پر بحث کریں۔ explain کریں کہ energy Sun سے space کے through کیسے travel کرتی ہے۔,Medium,5,ELITE,1
sep_10_phy_ch21_003,1,21.2 Planetary Data,Topic,topic_separator,,,,,,1
q_10_phy_ch21_lq_003,1,21.2 Planetary Data,Long,classification,"Explain the main physical quantities used to compare planets, including orbital distance, orbital period, density, surface temperature, and gravitational field strength.",planets compare کرنے کے لیے main physical quantities explain کریں، including orbital distance، orbital period، density، surface temperature اور gravitational field strength۔,Medium,5,ULTRA,1
sep_10_phy_ch21_004,1,21.2 Planetary Temperature,Topic,topic_separator,,,,,,1
q_10_phy_ch21_lq_004,1,21.2 Planetary Temperature,Long,cause_effect,Explain how a planet's orbital distance and atmosphere affect its surface temperature and the amount of solar energy it receives.,وضاحت کریں کہ planet کا orbital distance اور atmosphere اس کے surface temperature اور received solar energy کو کیسے affect کرتے ہیں۔,Medium,5,PRO,1
sep_10_phy_ch21_005,1,21.2 Planetary Density,Topic,topic_separator,,,,,,1
q_10_phy_ch21_lq_005,1,21.2 Planetary Density,Long,compare,"Compare rocky planets and gas giants in terms of size, density, and internal structure. Explain why large gas giants may have lower average density.",size، density اور internal structure کے لحاظ سے rocky planets اور gas giants کا موازنہ کریں۔ explain کریں کہ بڑے gas giants کی average density کم کیوں ہو سکتی ہے۔,Hard,5,ELITE,1
sep_10_phy_ch21_006,1,21.3 Gravitation and Orbits,Topic,topic_separator,,,,,,1
q_10_phy_ch21_lq_006,1,21.3 Gravitation and Orbits,Long,explain,Explain how gravitational force and forward motion combine to keep planets and artificial satellites in stable orbits.,وضاحت کریں کہ gravitational force اور forward motion مل کر planets اور artificial satellites کو stable orbits میں کیسے رکھتے ہیں۔,Hard,5,ULTRA,1
sep_10_phy_ch21_007,1,21.3 Artificial Satellites,Topic,topic_separator,,,,,,1
q_10_phy_ch21_lq_007,1,21.3 Artificial Satellites,Long,describe,Describe geostationary satellites and discuss their required orbital conditions and major applications.,geostationary satellites بیان کریں اور ان کی required orbital conditions اور major applications پر بحث کریں۔,Medium,5,ELITE,1
sep_10_phy_ch21_008,1,21.4 Cyclones,Topic,topic_separator,,,,,,1
q_10_phy_ch21_lq_008,1,21.4 Cyclones,Long,process_procedure,Explain the role of convection in the formation and strengthening of cyclones over warm ocean water.,warm ocean water کے اوپر cyclones کی formation اور strengthening میں convection کا role explain کریں۔,Medium,5,PRO,1
sep_10_phy_ch21_009,1,21.4 Coriolis Effect,Topic,topic_separator,,,,,,1
q_10_phy_ch21_lq_009,1,21.4 Coriolis Effect,Long,cause_effect,Explain the Coriolis effect and its role in the spiralling motion and opposite rotation of cyclones in the two hemispheres.,Coriolis effect اور cyclones کی spiralling motion و two hemispheres میں opposite rotation میں اس کا role explain کریں۔,Hard,5,ULTRA,1
sep_10_phy_ch21_010,1,21.5 Global Warming,Topic,topic_separator,,,,,,1
q_10_phy_ch21_lq_010,1,21.5 Global Warming,Long,cause_effect,Explain the greenhouse mechanism of global warming and discuss its connection with rising sea level and extreme weather events.,global warming کے greenhouse mechanism کی وضاحت کریں اور rising sea level اور extreme weather events کے ساتھ اس کے connection پر بحث کریں۔,Hard,5,ELITE,1
sep_10_phy_ch21_011,1,21.6 Geothermal Energy,Topic,topic_separator,,,,,,1
q_10_phy_ch21_lq_011,1,21.6 Geothermal Energy,Long,explain,"Explain geothermal energy and compare conduction, convection, and radiation in geothermal activity. State why convection drives tectonic plate motion.",geothermal energy explain کریں اور geothermal activity میں conduction، convection اور radiation کا موازنہ کریں۔ بیان کریں کہ convection tectonic plate motion کو کیوں drive کرتی ہے۔,Hard,5,ELITE,1
sep_10_phy_ch21_012,1,21.7 Background Radiation,Topic,topic_separator,,,,,,1
q_10_phy_ch21_lq_012,1,21.7 Background Radiation,Long,discuss,Discuss the major natural and human-made sources of background radiation and explain why background radiation is always present in the environment.,background radiation کے major natural اور human-made sources پر بحث کریں اور explain کریں کہ background radiation environment میں ہمیشہ کیوں present رہتی ہے۔,Medium,5,PRO,1
sep_10_phy_ch21_013,1,21.7 Radiation Safety,Topic,topic_separator,,,,,,1
q_10_phy_ch21_lq_013,1,21.7 Radiation Safety,Long,application_case,"Explain how radiation exposure can be harmful and describe the key safety measures of minimizing time, increasing distance, and using shielding.",وضاحت کریں کہ radiation exposure harmful کیسے ہو سکتی ہے اور time minimize کرنے، distance increase کرنے اور shielding use کرنے کے key safety measures بیان کریں۔,Medium,5,PRO,1
