question_hash,active,topic,question_type,question_style,question,urdu_translation,difficulty,marks,weightage,smart_syllabus
sep_10_phy_ch18_001,1,18.1 Electromagnetic Induction,Topic,topic_separator,,,,,,1
q_10_phy_ch18_lq_001,1,18.1 Electromagnetic Induction,Long,state_and_explain,Define electromagnetic induction and magnetic flux. State Faraday's law and explain the factors affecting induced emf.,electromagnetic induction اور magnetic flux کی تعریف کریں۔ Faraday's law بیان کریں اور induced emf کو affect کرنے والے factors explain کریں۔,Medium,5,ULTRA,1
q_10_phy_ch18_lq_002,1,18.1 Electromagnetic Induction,Long,experiment,Describe the coil-and-magnet experiment used to demonstrate electromagnetic induction. Explain the galvanometer observations for different motions.,electromagnetic induction demonstrate کرنے والا coil-and-magnet experiment بیان کریں۔ مختلف motions کے لیے galvanometer observations explain کریں۔,Medium,5,ULTRA,1
sep_10_phy_ch18_002,1,18.1 Lenz's Law,Topic,topic_separator,,,,,,1
q_10_phy_ch18_lq_003,1,18.1 Lenz's Law,Long,state_and_explain,Explain Lenz's law and show how it supports the law of conservation of energy. Give one textbook-supported practical example.,Lenz's law explain کریں اور دکھائیں کہ یہ law of conservation of energy کو کیسے support کرتا ہے۔ ایک textbook-supported practical example دیں۔,Hard,5,PRO,1
sep_10_phy_ch18_003,1,18.2 AC Generator,Topic,topic_separator,,,,,,1
q_10_phy_ch18_lq_004,1,18.2 AC Generator,Long,diagram_based,Describe the construction and working of an AC generator with a labelled diagram. Explain the production of alternating emf during one rotation.,لیبل شدہ diagram کے ساتھ AC generator کی construction اور working بیان کریں۔ one rotation کے دوران alternating emf کی production explain کریں۔,Hard,5,ULTRA,1
sep_10_phy_ch18_004,1,18.3 Transformer,Topic,topic_separator,,,,,,1
q_10_phy_ch18_lq_005,1,18.3 Transformer,Long,compare,"Compare step-up and step-down transformers in terms of turns, voltage, current, and applications.",turns، voltage، current اور applications کے لحاظ سے step-up اور step-down transformers کا موازنہ کریں۔,Medium,5,PRO,1
q_10_phy_ch18_lq_006,1,18.3 Transformer,Long,state_and_explain,Explain the construction and working principle of a transformer. Derive the relationship between primary and secondary voltages and turns.,transformer کی construction اور working principle explain کریں۔ primary و secondary voltages اور turns کے درمیان relationship derive کریں۔,Hard,5,PRO,1
sep_10_phy_ch18_005,1,18.3 Power Transmission,Topic,topic_separator,,,,,,1
q_10_phy_ch18_lq_007,1,18.3 Power Transmission,Long,cause_effect,Explain why electrical power is transmitted at high voltage. Discuss how transformers reduce current and power loss in transmission cables.,وضاحت کریں کہ electrical power high voltage پر کیوں transmit کی جاتی ہے۔ بحث کریں کہ transformers current اور transmission cables میں power loss کیسے reduce کرتے ہیں۔,Hard,5,PRO,1
sep_10_phy_ch18_006,1,18.4 Electron Beams,Topic,topic_separator,,,,,,1
q_10_phy_ch18_lq_008,1,18.4 Electron Beams,Long,compare,Explain and compare the deflection of an electron beam in electric and magnetic fields. Describe the path of an electron moving perpendicular to a uniform magnetic field.,electric اور magnetic fields میں electron beam کی deflection explain اور compare کریں۔ uniform magnetic field کے perpendicular move کرنے والے electron کا path بیان کریں۔,Hard,5,PRO,1
sep_10_phy_ch18_007,1,18.5 Cathode-Ray Oscilloscope,Topic,topic_separator,,,,,,1
q_10_phy_ch18_lq_009,1,18.5 Cathode-Ray Oscilloscope,Long,diagram_based,Describe the main components and working of a cathode-ray oscilloscope. Explain how it displays and analyzes electrical signals.,cathode-ray oscilloscope کے main components اور working بیان کریں۔ explain کریں کہ یہ electrical signals کو display اور analyze کیسے کرتی ہے۔,Hard,5,PRO,1
sep_10_phy_ch18_008,1,18.6 Scattering of Light,Topic,topic_separator,,,,,,1
q_10_phy_ch18_lq_010,1,18.6 Scattering of Light,Long,cause_effect,Explain how scattering of sunlight causes the sky to appear blue during the day and the Sun to appear red near sunset.,وضاحت کریں کہ sunlight کی scattering سے daytime میں sky blue اور sunset کے near Sun red کیوں appear ہوتا ہے۔,Medium,5,PRO,1
sep_10_phy_ch18_009,1,18.7 Photon Model,Topic,topic_separator,,,,,,1
q_10_phy_ch18_lq_011,1,18.7 Photon Model,Long,explain,"Explain the photon model of electromagnetic radiation. Discuss photon energy, the photoelectric effect, and the transfer of momentum to solar sails.",electromagnetic radiation کے photon model کی وضاحت کریں۔ photon energy، photoelectric effect اور solar sails کو momentum transfer کرنے پر بحث کریں۔,Hard,5,ELITE,1
q_10_phy_ch18_lq_012,1,18.3 Transformer,Long,cause_effect,Explain why a transformer operates on alternating current but not on a steady direct current.,وضاحت کریں کہ transformer alternating current پر operate کرتا ہے لیکن steady direct current پر کیوں نہیں۔,Medium,5,ELITE,1
sep_10_phy_ch18_010,1,18.1 Faraday's Law — Solved Examples,Topic,topic_separator,,,,,,1
q_10_phy_ch18_lq_013,1,18.1 Faraday's Law — Solved Examples,Numerical,determine,A coil with 25 turns has an induced emf of 2.5 V for 0.20 s. Determine the total change in magnetic flux through the coil.,"درج ذیل اعداد استعمال کرتے ہوئے magnetic flux میں total change معلوم کریں: N = 25, ε = 2.5 V, Δt = 0.20 s",Medium,4,ULTRA,1
sep_10_phy_ch18_011,1,18.3 Power Transmission — Solved Examples,Topic,topic_separator,,,,,,1
q_10_phy_ch18_lq_014,1,18.3 Power Transmission — Solved Examples,Numerical,calculate,"Electricity is transmitted at 20,000 V with a current of 5 A through power cables having a resistance of 10 Ω. Calculate the power loss in the cables.","درج ذیل اعداد استعمال کرتے ہوئے cables میں power loss معلوم کریں: V = 20,000 V, I = 5 A, R = 10 Ω",Easy,4,ULTRA,1
sep_10_phy_ch18_012,1,18.1 Faraday's Law,Topic,topic_separator,,,,,,1
q_10_phy_ch18_lq_015,1,18.1 Faraday's Law,Numerical,determine,A coil of 50 tightly wound turns experiences a change in magnetic flux from 0.3 Wb to 0.8 Wb in 0.4 s. Determine the average induced emf.,"درج ذیل اعداد استعمال کرتے ہوئے average induced emf معلوم کریں: N = 50, Φ₁ = 0.3 Wb, Φ₂ = 0.8 Wb, Δt = 0.4 s",Medium,4,PRO,1
q_10_phy_ch18_lq_016,1,18.1 Electromagnetic Induction,Numerical,calculate,"A circular loop of radius 0.2 m and resistance 5 Ω is perpendicular to a magnetic field of 0.5 T. The field falls to zero in 0.1 s. Calculate (a) the induced emf and (b) the induced current and its direction, assuming the field initially points into the page.","درج ذیل اعداد استعمال کرتے ہوئے (a) induced emf اور (b) induced current اور اس کی direction معلوم کریں: r = 0.2 m, R = 5 Ω, B₁ = 0.5 T, B₂ = 0, Δt = 0.1 s, initial field = into the page",Hard,4,PRO,1
