question_hash,active,topic,bloom_level,question,urdu_translation,A,B,C,D,correct_answer,difficulty,marks,weightage,smart_syllabus
TOPIC_SEP,1,18.1 Electromagnetic Induction,Topic,,,,,,,,,,,1
q_10_phy_ch18_001,1,18.1 Electromagnetic Induction,Remember,What is electromagnetic induction?,electromagnetic induction کیا ہے؟,Production of heat by resistance only / صرف resistance سے heat production,Charging by friction / friction سے charging,Reflection of light / light reflection,Production of emf by a changing magnetic flux / changing magnetic flux سے emf production,D | Production of emf by a changing magnetic flux / changing magnetic flux سے emf production,Easy,1,PRO,1
q_10_phy_ch18_002,1,18.1 Electromagnetic Induction,Understand,When is an induced current produced in a coil?,coil میں induced current کب produce ہوتا ہے؟,When magnetic flux remains constant forever / جب magnetic flux forever constant رہے,When the circuit has no conductor / جب circuit میں conductor نہ ہو,When magnetic flux linked with the coil changes / جب coil کے linked magnetic flux میں change ہو,Only when coil temperature is zero / صرف coil temperature zero ہونے پر,C | When magnetic flux linked with the coil changes / جب coil کے linked magnetic flux میں change ہو,Medium,1,PRO,1
TOPIC_SEP,1,18.1 Magnetic Flux,Topic,,,,,,,,,,,1
q_10_phy_ch18_003,1,18.1 Magnetic Flux,Remember,What is magnetic flux through a coil related to?,coil کے through magnetic flux کس سے related ہے؟,Electric resistance only / صرف electric resistance,Temperature and mass only / صرف temperature اور mass,"Magnetic field, area, and orientation / magnetic field، area اور orientation",Sound frequency only / صرف sound frequency,"C | Magnetic field, area, and orientation / magnetic field، area اور orientation",Easy,1,ULTRA,1
TOPIC_SEP,1,18.1 Faraday's Law,Topic,,,,,,,,,,,1
q_10_phy_ch18_004,1,18.1 Faraday's Law,Remember,What does Faraday's law state?,Faraday's law کیا state کرتا ہے؟,Induced emf depends on the rate of change of magnetic flux / induced emf magnetic flux کے rate of change پر depend کرتی ہے,Induced emf equals resistance only / induced emf صرف resistance کے equal ہے,Current never changes magnetic effects / current magnetic effects کبھی change نہیں کرتا,Charge is created from nothing / charge nothing سے create ہوتی ہے,A | Induced emf depends on the rate of change of magnetic flux / induced emf magnetic flux کے rate of change پر depend کرتی ہے,Easy,1,PRO,1
q_10_phy_ch18_005,1,18.1 Faraday's Law,Understand,Which change increases induced emf?,کون سی change induced emf increase کرتی ہے؟,Holding magnet stationary inside coil / magnet کو coil کے inside stationary hold کرنا,Reducing coil turns to zero / coil turns zero کرنا,Removing magnetic field completely / magnetic field completely remove کرنا,Moving the magnet faster relative to the coil / magnet کو coil کے relative faster move کرنا,D | Moving the magnet faster relative to the coil / magnet کو coil کے relative faster move کرنا,Medium,1,PRO,1
q_10_phy_ch18_006,1,18.1 Faraday's Law,Understand,How does increasing the number of turns affect induced emf?,turns number increase کرنے سے induced emf پر کیا effect ہوتا ہے؟,It increases the induced emf / induced emf increase ہوتی ہے,It makes induced emf zero / induced emf zero ہوتی ہے,It has no possible effect / کوئی effect نہیں,It reverses gravity / gravity reverse ہوتی ہے,A | It increases the induced emf / induced emf increase ہوتی ہے,Medium,1,PRO,1
TOPIC_SEP,1,18.1 Lenz's Law,Topic,,,,,,,,,,,1
q_10_phy_ch18_007,1,18.1 Lenz's Law,Remember,What does Lenz's law determine?,Lenz's law کیا determine کرتا ہے؟,Magnitude of resistance only / صرف resistance magnitude,Speed of light / light speed,Heat capacity / heat capacity,Direction of induced current / induced current کی direction,D | Direction of induced current / induced current کی direction,Easy,1,PRO,1
