question_hash,active,topic,bloom_level,question,urdu_translation,A,B,C,D,correct_answer,difficulty,marks,weightage,smart_syllabus
TOPIC_SEP,1,10.1 Thermal Expansion,Topic,,,,,,,,,,,1
q_10_phy_ch10_001,1,10.1 Thermal Expansion,Remember,What is thermal expansion?,thermal expansion کیا ہے؟,"A change in length, area, or volume when a substance is heated / کسی مادے کو گرم کرنے پر اس کی لمبائی، رقبے یا حجم میں تبدیلی",A change in mass when a substance is heated / کسی مادے کو گرم کرنے پر اس کی کمیت میں تبدیلی,A decrease in kinetic energy during heating / گرم کرنے کے دوران حرکی توانائی میں کمی,A change in chemical composition due to heating / گرم کرنے سے کیمیائی ترکیب میں تبدیلی,"A | A change in length, area, or volume when a substance is heated / کسی مادے کو گرم کرنے پر اس کی لمبائی، رقبے یا حجم میں تبدیلی",Easy,1,PRO,1
q_10_phy_ch10_002,1,10.1 Thermal Expansion,Remember,What is thermal contraction?,thermal contraction کیا ہے؟,Contraction caused when a substance is cooled / مادے کو ٹھنڈا کرنے سے پیدا ہونے والا سکڑاؤ,Expansion caused when a substance is heated / مادے کو گرم کرنے سے پیدا ہونے والا پھیلاؤ,Melting caused by absorption of heat / حرارت جذب کرنے سے پگھلاؤ,Boiling caused by pressure reduction / دباؤ کم ہونے سے اُبال,A | Contraction caused when a substance is cooled / مادے کو ٹھنڈا کرنے سے پیدا ہونے والا سکڑاؤ,Easy,1,ULTRA,1
q_10_phy_ch10_003,1,10.1 Thermal Expansion,Understand,Why does a material generally expand when heated?,مادہ گرم ہونے پر عام طور پر کیوں پھیلتا ہے؟,Its particles lose kinetic energy and move closer / اس کے ذرات حرکی توانائی کھو کر قریب آ جاتے ہیں,Its mass increases and forces particles inward / اس کی کمیت بڑھ کر ذرات کو اندر کی طرف دھکیلتی ہے,Its particles stop vibrating completely / اس کے ذرات مکمل طور پر ارتعاش روک دیتے ہیں,"Its particles gain kinetic energy, move faster, and spread farther apart / اس کے ذرات حرکی توانائی حاصل کرکے تیز حرکت کرتے اور زیادہ دور ہو جاتے ہیں","D | Its particles gain kinetic energy, move faster, and spread farther apart / اس کے ذرات حرکی توانائی حاصل کرکے تیز حرکت کرتے اور زیادہ دور ہو جاتے ہیں",Easy,1,PRO,1
q_10_phy_ch10_004,1,10.1 Thermal Expansion,Analyze,Which statement correctly compares particle motion at low and high temperatures?,low اور high temperatures پر particle motion کا درست تقابل کون سا ہے؟,Particles have smaller vibration amplitude at higher temperature / زیادہ temperature پر ذرات کے ارتعاش کا amplitude کم ہوتا ہے,Particles have larger vibration amplitude at higher temperature / زیادہ temperature پر ذرات کے ارتعاش کا amplitude زیادہ ہوتا ہے,Particle vibration is independent of temperature / ذرات کا ارتعاش temperature سے آزاد ہوتا ہے,Particles stop moving at higher temperature / زیادہ temperature پر ذرات حرکت روک دیتے ہیں,B | Particles have larger vibration amplitude at higher temperature / زیادہ temperature پر ذرات کے ارتعاش کا amplitude زیادہ ہوتا ہے,Medium,1,ELITE,1
TOPIC_SEP,1,10.1 Thermal Expansion in Solids,Topic,,,,,,,,,,,1
q_10_phy_ch10_005,1,10.1 Thermal Expansion in Solids,Remember,Which type of expansion occurs when the length of a solid changes on heating?,solid کو گرم کرنے پر length میں تبدیلی کو کیا کہتے ہیں؟,Volumetric expansion / حجمی پھیلاؤ,Linear expansion / خطی پھیلاؤ,Apparent expansion / ظاہری پھیلاؤ,Real expansion / حقیقی پھیلاؤ,B | Linear expansion / خطی پھیلاؤ,Easy,1,ULTRA,1
q_10_phy_ch10_006,1,10.1 Thermal Expansion in Solids,Remember,Which equation represents linear expansion of a solid?,solid کی linear expansion کو کون سی equation ظاہر کرتی ہے؟,ΔL = αL₀ΔT,ΔL = βV₀ΔT,Q = mcΔT,Q = mLᶠ,A | ΔL = αL₀ΔT,Easy,1,PRO,1
q_10_phy_ch10_007,1,10.1 Thermal Expansion in Solids,Remember,What is the SI unit of the coefficient of linear expansion α?,coefficient of linear expansion α کی SI unit کیا ہے؟,J kg⁻¹ K⁻¹,J kg⁻¹,m K,K⁻¹,D | K⁻¹,Easy,1,ULTRA,1
q_10_phy_ch10_008,1,10.1 Thermal Expansion in Solids,Understand,The change in length ΔL of a solid is directly proportional to:,solid کی change in length ΔL کن quantities کے directly proportional ہے؟,Mass and specific heat capacity / mass اور specific heat capacity,Volume and pressure only / صرف volume اور pressure,Latent heat and density / latent heat اور density,Original length L₀ and temperature change ΔT / original length L₀ اور temperature change ΔT,D | Original length L₀ and temperature change ΔT / original length L₀ اور temperature change ΔT,Medium,1,PRO,1
