question_hash,active,topic,question_type,question_style,question,urdu_translation,difficulty,marks,weightage,smart_syllabus
sep_10_phy_ch13_001,1,13.1 Production and Propagation of Sound,Topic,topic_separator,,,,,,1
q_10_phy_ch13_lq_001,1,13.1 Production and Propagation of Sound,Long,explain,Explain how sound is produced and propagated through a material medium. Describe the formation of compressions and rarefactions.,وضاحت کریں کہ آواز کیسے پیدا ہوتی اور مادی میڈیم میں کیسے پھیلتی ہے۔ انضغاط اور تخلخل کی تشکیل بیان کریں۔,Medium,5,ULTRA,1
q_10_phy_ch13_lq_002,1,13.1 Production and Propagation of Sound,Long,experiment,Describe the bell-jar experiment showing that sound requires a material medium for propagation.,وہ bell-jar تجربہ بیان کریں جو ظاہر کرتا ہے کہ آواز کے پھیلاؤ کے لیے مادی میڈیم ضروری ہے۔,Medium,5,PRO,1
sep_10_phy_ch13_002,1,13.2 Speed of Sound,Topic,topic_separator,,,,,,1
q_10_phy_ch13_lq_003,1,13.2 Speed of Sound,Long,state_and_explain,"State the approximate speed of sound in air and explain how medium, temperature, and humidity affect it.",ہوا میں آواز کی تقریباً رفتار بیان کریں اور وضاحت کریں کہ میڈیم، درجہ حرارت اور نمی اسے کیسے متاثر کرتے ہیں۔,Medium,5,PRO,1
q_10_phy_ch13_lq_004,1,13.2 Speed of Sound,Long,explain,"Explain why sound travels faster in solids than in liquids and gases, using particle arrangement and intermolecular forces.",ذرات کی ترتیب اور بین سالماتی قوتوں کی مدد سے وضاحت کریں کہ آواز مائعات اور گیسوں کے مقابلے میں ٹھوس اجسام میں زیادہ تیز کیوں سفر کرتی ہے۔,Medium,5,PRO,1
sep_10_phy_ch13_003,1,13.3 Characteristics of Sound,Topic,topic_separator,,,,,,1
q_10_phy_ch13_lq_005,1,13.3 Characteristics of Sound,Long,explain,"Explain amplitude, frequency, and waveform as the physical bases of loudness, pitch, and quality of sound.",وسعت، تعدد اور موجی شکل کو آواز کی بلندی، زیر و بم اور معیار کی طبیعی بنیادوں کے طور پر بیان کریں۔,Medium,5,PRO,1
q_10_phy_ch13_lq_006,1,13.3 Characteristics of Sound,Long,diagram_based,"Explain how oscilloscope traces can be used to compare the loudness, pitch, and quality of different sounds.",وضاحت کریں کہ oscilloscope traces کو مختلف آوازوں کی بلندی، زیر و بم اور معیار کے موازنے کے لیے کیسے استعمال کیا جا سکتا ہے۔,Medium,5,ELITE,1
sep_10_phy_ch13_004,1,13.4 Reflection of Sound,Topic,topic_separator,,,,,,1
q_10_phy_ch13_lq_007,1,13.4 Reflection of Sound,Long,state_and_explain,Explain reflection of sound and state the law of reflection. Describe the conditions required for a distinct echo.,آواز کے انعکاس کی وضاحت کریں اور قانونِ انعکاس بیان کریں۔ واضح بازگشت کے لیے ضروری شرائط بیان کریں۔,Medium,5,PRO,1
