question_hash,active,topic,bloom_level,question,urdu_translation,A,B,C,D,correct_answer,difficulty,marks,weightage,smart_syllabus
TOPIC_SEP,1,14.1 Reflection of Light,Topic,,,,,,,,,,,1
q_10_phy_ch14_001,1,14.1 Reflection of Light,Remember,What is reflection of light?,reflection of light کیا ہے؟,Bending of light in a new medium / new medium میں light کا bend ہونا,Splitting of white light into colours / white light کا colours میں split ہونا,Bouncing back of light from a surface / surface سے light کا واپس bounce ہونا,Absorption of all light / تمام light کی absorption,C | Bouncing back of light from a surface / surface سے light کا واپس bounce ہونا,Easy,1,PRO,1
TOPIC_SEP,1,14.1 Laws of Reflection,Topic,,,,,,,,,,,1
q_10_phy_ch14_002,1,14.1 Laws of Reflection,Remember,What is the relationship between angle of incidence i and angle of reflection r?,angle of incidence i اور angle of reflection r میں کیا relationship ہے؟,i = 2r,r = 2i,i + r = 90°,i = r,D | i = r,Easy,1,PRO,1
q_10_phy_ch14_003,1,14.1 Laws of Reflection,Understand,"According to the first law of reflection, which three lines lie in the same plane?",first law of reflection کے مطابق کون سی three lines same plane میں ہوتی ہیں؟,"Object, image, and mirror edge / object، image اور mirror edge","Focal point, lens, and screen / focal point، lens اور screen","Incident ray, reflected ray, and normal / incident ray، reflected ray اور normal","Crest, trough, and wavefront / crest، trough اور wavefront","C | Incident ray, reflected ray, and normal / incident ray، reflected ray اور normal",Medium,1,ULTRA,1
TOPIC_SEP,1,14.1 Types of Reflection,Topic,,,,,,,,,,,1
q_10_phy_ch14_004,1,14.1 Types of Reflection,Remember,Which reflection occurs from a smooth polished surface?,smooth polished surface سے کون سی reflection occur کرتی ہے؟,Diffuse reflection / diffuse reflection,Regular or specular reflection / regular یا specular reflection,Total internal reflection / total internal reflection,Refraction / refraction,B | Regular or specular reflection / regular یا specular reflection,Easy,1,ULTRA,1
q_10_phy_ch14_005,1,14.1 Types of Reflection,Understand,Why is no clear image formed by a rough surface?,rough surface سے clear image کیوں نہیں بنتی؟,All rays obey no law / تمام rays کوئی law obey نہیں کرتیں,Light speed becomes zero / light speed zero ہو جاتی ہے,The surface emits ultrasound / surface ultrasound emit کرتی ہے,Reflected rays scatter in different directions / reflected rays different directions میں scatter کرتی ہیں,D | Reflected rays scatter in different directions / reflected rays different directions میں scatter کرتی ہیں,Medium,1,PRO,1
TOPIC_SEP,1,14.1 Plane Mirror,Topic,,,,,,,,,,,1
q_10_phy_ch14_006,1,14.1 Plane Mirror,Remember,Which property is true for an image in a plane mirror?,plane mirror image کی کون سی property true ہے؟,It is always real and inverted / یہ ہمیشہ real اور inverted ہوتی ہے,It is smaller than the object / یہ object سے smaller ہوتی ہے,It is virtual and erect / یہ virtual اور erect ہوتی ہے,It can always be caught on a screen / یہ ہمیشہ screen پر catch ہو سکتی ہے,C | It is virtual and erect / یہ virtual اور erect ہوتی ہے,Easy,1,PRO,1
q_10_phy_ch14_007,1,14.1 Plane Mirror,Remember,How does image distance compare with object distance in a plane mirror?,plane mirror میں image distance اور object distance کا کیا comparison ہے؟,Image distance is double / image distance double ہے,Object distance is zero / object distance zero ہے,They are unrelated / وہ unrelated ہیں,They are equal / وہ equal ہیں,D | They are equal / وہ equal ہیں,Easy,1,PRO,1
q_10_phy_ch14_008,1,14.1 Plane Mirror,Understand,What is lateral inversion?,lateral inversion کیا ہے؟,Turning an image upside down / image کو upside down کرنا,Interchange of left and right in a mirror image / mirror image میں left اور right کا interchange,Changing a real image into light / real image کو light میں change کرنا,Increasing image size / image size increase کرنا,B | Interchange of left and right in a mirror image / mirror image میں left اور right کا interchange,Medium,1,ULTRA,1
TOPIC_SEP,1,14.2 Refraction of Light,Topic,,,,,,,,,,,1
q_10_phy_ch14_009,1,14.2 Refraction of Light,Remember,What is refraction of light?,refraction of light کیا ہے؟,Bouncing back from the same surface / same surface سے bounce back,Production of charge by rubbing / rubbing سے charge production,Spreading of sound around corners / sound کا corners کے around spread ہونا,Change in direction when light speed changes between media / media کے درمیان light speed change ہونے سے direction change,D | Change in direction when light speed changes between media / media کے درمیان light speed change ہونے سے direction change,Easy,1,PRO,1
q_10_phy_ch14_010,1,14.2 Refraction of Light,Understand,A ray entering a denser medium and slowing down bends:,denser medium میں enter ہو کر slow ہونے والی ray کس طرف bend کرتی ہے؟,Away from the normal / normal سے away,Along the surface only / صرف surface کے along,Towards the normal / normal کی طرف,Back to the source always / ہمیشہ source کی طرف back,C | Towards the normal / normal کی طرف,Medium,1,PRO,1
q_10_phy_ch14_011,1,14.2 Refraction of Light,Understand,A ray entering a rarer medium and speeding up bends:,rarer medium میں enter ہو کر speed up ہونے والی ray کس طرف bend کرتی ہے؟,Away from the normal / normal سے away,Towards the normal / normal کی طرف,Without any direction / without direction,Into a circle / circle میں,A | Away from the normal / normal سے away,Medium,1,PRO,1
TOPIC_SEP,1,14.2 Refractive Index,Topic,,,,,,,,,,,1
q_10_phy_ch14_012,1,14.2 Refractive Index,Remember,Which formula defines refractive index in terms of speeds?,speeds کے terms میں refractive index کا formula کون سا ہے؟,n = v/c,n = cv,n = c + v,n = c/v,D | n = c/v,Easy,1,PRO,1
TOPIC_SEP,1,14.2 Snell's Law,Topic,,,,,,,,,,,1
q_10_phy_ch14_013,1,14.2 Snell's Law,Remember,Which relation represents Snell's law for light entering a medium from air?,air سے medium میں light enter ہونے پر Snell's law کا relation کون سا ہے؟,n = sin r/sin i,n = i/r,n = sin i/sin r,n = i + r,C | n = sin i/sin r,Easy,1,PRO,1
q_10_phy_ch14_014,1,14.2 Refractive Index,Apply,"If n = 1.5 and c = 3 × 10⁸ m/s, what is the speed of light in the medium?","درج ذیل medium میں light speed معلوم کریں: n = 1.5, c = 3 × 10⁸ m/s",2 × 10⁸ m/s,4.5 × 10⁸ m/s,1.5 × 10⁸ m/s,3 × 10⁸ m/s,A | 2 × 10⁸ m/s,Medium,1,PRO,1
TOPIC_SEP,1,14.2 Refraction Through Prism,Topic,,,,,,,,,,,1
q_10_phy_ch14_015,1,14.2 Refraction Through Prism,Remember,What is the angle between the original direction and emergent ray from a prism called?,prism سے original direction اور emergent ray کے درمیان angle کیا کہلاتا ہے؟,Critical angle / critical angle,Angle of reflection / angle of reflection,Angle of deviation / angle of deviation,Focal angle / focal angle,C | Angle of deviation / angle of deviation,Easy,1,ULTRA,1
TOPIC_SEP,1,14.3 Total Internal Reflection,Topic,,,,,,,,,,,1
q_10_phy_ch14_016,1,14.3 Total Internal Reflection,Remember,What is the critical angle?,critical angle کیا ہے؟,Angle of incidence for which angle of refraction is 90° / angle of incidence جس پر angle of refraction 90° ہو,Angle of reflection equal to zero / angle of reflection zero ہو,Angle between lens and axis / lens اور axis کا angle,Angle at which light stops moving / angle جس پر light stop ہو,A | Angle of incidence for which angle of refraction is 90° / angle of incidence جس پر angle of refraction 90° ہو,Easy,1,PRO,1
q_10_phy_ch14_017,1,14.3 Total Internal Reflection,Understand,"For total internal reflection, light must travel from:",total internal reflection کے لیے light کس medium سے کس medium کی طرف travel کرتی ہے؟,Denser medium to rarer medium / denser medium سے rarer medium,Rarer medium to denser medium / rarer medium سے denser medium,Vacuum to vacuum only / صرف vacuum سے vacuum,Any medium at zero incidence / any medium at zero incidence,A | Denser medium to rarer medium / denser medium سے rarer medium,Medium,1,PRO,1
q_10_phy_ch14_018,1,14.3 Total Internal Reflection,Understand,What second condition is required for total internal reflection?,total internal reflection کے لیے second condition کیا ہے؟,Angle of incidence must be zero / angle of incidence zero ہو,Angle of refraction must be less than incidence in every case / ہر case میں refraction angle less ہو,Light must be sound / light sound ہو,Angle of incidence must exceed the critical angle / angle of incidence critical angle سے greater ہو,D | Angle of incidence must exceed the critical angle / angle of incidence critical angle سے greater ہو,Medium,1,PRO,1
TOPIC_SEP,1,14.3 Critical Angle Formula,Topic,,,,,,,,,,,1
q_10_phy_ch14_019,1,14.3 Critical Angle Formula,Remember,"When the second medium is air, which relation connects refractive index and critical angle?",second medium air ہو تو refractive index اور critical angle کا relation کون سا ہے؟,n = 1/sin C,n = sin C,n = cos C,n = C/90,A | n = 1/sin C,Easy,1,PRO,1
q_10_phy_ch14_020,1,14.3 Critical Angle Formula,Apply,A material has critical angle 30° in air. What is its refractive index?,air میں critical angle 30° والے material کا refractive index معلوم کریں۔,2.0,0.5,1.0,3.0,A | 2.0,Hard,1,PRO,1
TOPIC_SEP,1,14.3 Optical Fibres,Topic,,,,,,,,,,,1
q_10_phy_ch14_021,1,14.3 Optical Fibres,Understand,Which principle guides light through an optical fibre?,optical fibre میں light کو guide کرنے والا principle کون سا ہے؟,Diffuse reflection / diffuse reflection,Total internal reflection / total internal reflection,Conduction / conduction,Electromagnetic induction / electromagnetic induction,B | Total internal reflection / total internal reflection,Medium,1,PRO,1
q_10_phy_ch14_022,1,14.3 Optical Fibres,Analyze,Which is an advantage of optical fibres over copper cables?,copper cables کے مقابلے میں optical fibres کا advantage کون سا ہے؟,High bandwidth and resistance to electrical interference / high bandwidth اور electrical interference سے resistance,They require more power and lose more signal / وہ more power require اور more signal lose کرتی ہیں,They carry data only over short distances / وہ data صرف short distances پر carry کرتی ہیں,They use moving charges as the signal inside glass / وہ glass کے اندر moving charges کو signal بناتی ہیں,A | High bandwidth and resistance to electrical interference / high bandwidth اور electrical interference سے resistance,Hard,1,ELITE,1
TOPIC_SEP,1,14.4 Thin Lenses,Topic,,,,,,,,,,,1
q_10_phy_ch14_023,1,14.4 Thin Lenses,Remember,Which lens is thicker at the centre and thinner at the edges?,کون سا lens centre پر thicker اور edges پر thinner ہوتا ہے؟,Concave or diverging lens / concave یا diverging lens,Convex or converging lens / convex یا converging lens,Plane mirror / plane mirror,Prism only / صرف prism,B | Convex or converging lens / convex یا converging lens,Easy,1,PRO,1
q_10_phy_ch14_024,1,14.4 Thin Lenses,Remember,Which lens is thinner at the centre and thicker at the edges?,کون سا lens centre پر thinner اور edges پر thicker ہوتا ہے؟,Convex or converging lens / convex یا converging lens,Plane glass plate / plane glass plate,Concave or diverging lens / concave یا diverging lens,Optical fibre / optical fibre,C | Concave or diverging lens / concave یا diverging lens,Easy,1,PRO,1
TOPIC_SEP,1,14.4 Lens Terms,Topic,,,,,,,,,,,1
q_10_phy_ch14_025,1,14.4 Lens Terms,Remember,What is the principal axis of a lens?,lens کی principal axis کیا ہے؟,Any curved line through the edge / edge سے گزرنے والی any curved line,Line joining object to screen only / صرف object کو screen سے join کرنے والی line,Straight line through the optical centre / optical centre سے گزرنے والی straight line,Normal to a mirror only / صرف mirror کا normal,C | Straight line through the optical centre / optical centre سے گزرنے والی straight line,Easy,1,ULTRA,1
q_10_phy_ch14_026,1,14.4 Lens Terms,Remember,What is focal length?,focal length کیا ہے؟,Diameter of the lens / lens کا diameter,Distance from optical centre to principal focus / optical centre سے principal focus تک distance,Distance between object and screen only / صرف object اور screen کے درمیان distance,Thickness at the edge / edge پر thickness,B | Distance from optical centre to principal focus / optical centre سے principal focus تک distance,Easy,1,PRO,1
TOPIC_SEP,1,14.4 Power of a Lens,Topic,,,,,,,,,,,1
