question_hash,active,topic,question_style,question,urdu_translation,difficulty,marks,weightage,smart_syllabus
TOPIC_SEP,1,12.1 Waves and Nature of Waves,topic_separator,,,,,,1
q_10_phy_ch12_sq_001,1,12.1 Waves and Nature of Waves,definition_function,Define a wave and state what it transfers from one place to another.,wave کی تعریف کریں اور بیان کریں کہ یہ ایک جگہ سے دوسری جگہ کیا منتقل کرتی ہے۔,Easy,2,PRO,1
q_10_phy_ch12_sq_002,1,12.1 Waves and Nature of Waves,concept_explanation,Explain how particles of a medium behave while a wave transfers energy through it.,وضاحت کریں کہ جب wave medium میں energy transfer کرتی ہے تو medium کے particles کیسے حرکت کرتے ہیں۔,Easy,2,ULTRA,1
q_10_phy_ch12_sq_003,1,12.1 Waves and Nature of Waves,application_scenario,Explain why a floating twig does not travel with the water ripples passing beneath it.,وضاحت کریں کہ floating twig اپنے نیچے سے گزرنے والی water ripples کے ساتھ کیوں travel نہیں کرتی۔,Easy,2,ELITE,1
TOPIC_SEP,1,12.1 Water-Wave Experiment,topic_separator,,,,,,1
q_10_phy_ch12_sq_004,1,12.1 Water-Wave Experiment,process_steps,Describe the basic setup used in a ripple tank to demonstrate wave motion.,wave motion demonstrate کرنے کے لیے ripple tank کی basic setup بیان کریں۔,Easy,2,PRO,1
TOPIC_SEP,1,12.2 Types of Waves,topic_separator,,,,,,1
q_10_phy_ch12_sq_005,1,12.2 Types of Waves,difference,Differentiate between mechanical waves and electromagnetic waves and give one example of each.,mechanical waves اور electromagnetic waves میں فرق بیان کریں اور ہر ایک کی ایک مثال دیں۔,Easy,2,PRO,1
TOPIC_SEP,1,12.2 Mechanical Waves,topic_separator,,,,,,1
q_10_phy_ch12_sq_006,1,12.2 Mechanical Waves,definition_example,Define a mechanical wave and give two examples.,mechanical wave کی تعریف کریں اور دو مثالیں دیں۔,Easy,2,ULTRA,1
TOPIC_SEP,1,12.2 Electromagnetic Waves,topic_separator,,,,,,1
q_10_phy_ch12_sq_007,1,12.2 Electromagnetic Waves,definition_example,Define an electromagnetic wave and give two examples.,electromagnetic wave کی تعریف کریں اور دو مثالیں دیں۔,Easy,2,ULTRA,1
TOPIC_SEP,1,12.2 Transverse Waves,topic_separator,,,,,,1
q_10_phy_ch12_sq_008,1,12.2 Transverse Waves,definition_example,Define a transverse wave and give one example from daily life.,transverse wave کی تعریف کریں اور روزمرہ زندگی سے ایک مثال دیں۔,Easy,2,PRO,1
TOPIC_SEP,1,12.2 Longitudinal Waves,topic_separator,,,,,,1
q_10_phy_ch12_sq_009,1,12.2 Longitudinal Waves,definition_example,Define a longitudinal wave and give one example.,longitudinal wave کی تعریف کریں اور ایک مثال دیں۔,Easy,2,PRO,1
q_10_phy_ch12_sq_010,1,12.2 Transverse Waves,list_state,State the meanings of crest and trough in a transverse wave.,transverse wave میں crest اور trough کے meanings بیان کریں۔,Easy,2,ULTRA,1
q_10_phy_ch12_sq_011,1,12.2 Longitudinal Waves,list_state,State the meanings of compression and rarefaction in a longitudinal wave.,longitudinal wave میں compression اور rarefaction کے meanings بیان کریں۔,Easy,2,ULTRA,1
TOPIC_SEP,1,12.3 Wave Characteristics,topic_separator,,,,,,1
q_10_phy_ch12_sq_012,1,12.3 Wave Characteristics,definition_unit,Define frequency and state its SI unit.,frequency کی تعریف کریں اور اس کی SI unit بیان کریں۔,Easy,2,PRO,1
q_10_phy_ch12_sq_013,1,12.3 Wave Characteristics,definition_unit,Define wavelength and state its SI unit.,wavelength کی تعریف کریں اور اس کی SI unit بیان کریں۔,Easy,2,PRO,1
q_10_phy_ch12_sq_014,1,12.3 Wave Characteristics,definition_function,Define amplitude and state what it indicates about a wave.,amplitude کی تعریف کریں اور بیان کریں کہ یہ wave کے بارے میں کیا ظاہر کرتی ہے۔,Easy,2,PRO,1
q_10_phy_ch12_sq_015,1,12.3 Wave Characteristics,definition_formula,Define time period and write its relationship with frequency.,time period کی تعریف کریں اور frequency کے ساتھ اس کا relationship لکھیں۔,Easy,2,ULTRA,1
TOPIC_SEP,1,12.4 Reflection of Waves,topic_separator,,,,,,1
q_10_phy_ch12_sq_016,1,12.4 Reflection of Waves,definition_example,Define reflection of waves and give one example.,reflection of waves کی تعریف کریں اور ایک مثال دیں۔,Easy,2,PRO,1
TOPIC_SEP,1,12.2 Types of Mechanical Waves,topic_separator,,,,,,1
q_10_phy_ch12_sq_017,1,12.2 Types of Mechanical Waves,compare_contrast,Compare transverse and longitudinal waves in terms of particle vibration and wave travel.,particle vibration اور wave travel کے لحاظ سے transverse اور longitudinal waves کا موازنہ کریں۔,Medium,2,PRO,1
TOPIC_SEP,1,12.2 Electromagnetic Spectrum,topic_separator,,,,,,1
q_10_phy_ch12_sq_018,1,12.2 Electromagnetic Spectrum,classification,Enlist the main regions of the electromagnetic spectrum in order of increasing frequency.,electromagnetic spectrum کے main regions کو increasing frequency کی ترتیب میں لکھیں۔,Medium,2,ELITE,1
q_10_phy_ch12_sq_019,1,12.3 Wave Characteristics,formula_relationship,State the wave-speed equation and identify each physical quantity in it.,wave-speed equation بیان کریں اور اس میں موجود ہر physical quantity کی نشاندہی کریں۔,Medium,2,PRO,1
q_10_phy_ch12_sq_020,1,12.3 Wave Characteristics,diagram_based,Describe how wavelength and amplitude are measured from a transverse-wave graph.,transverse-wave graph سے wavelength اور amplitude measure کرنے کا طریقہ بیان کریں۔,Medium,2,ELITE,1
q_10_phy_ch12_sq_021,1,12.3 Wave Characteristics,numerical_short,"Calculate the speed of a wave using the given data: f = 5 Hz, λ = 2 m.","دیے گئے data سے wave کی speed معلوم کریں: f = 5 Hz, λ = 2 m",Medium,2,PRO,1
