question_hash,active,topic,question_style,question,urdu_translation,difficulty,marks,weightage,smart_syllabus
TOPIC_SEP,1,10.1 Thermal Expansion,topic_separator,,,,,,1
q_10_phy_ch10_sq_001,1,10.1 Thermal Expansion,difference,Define thermal expansion and distinguish it from thermal contraction.,حرارتی پھیلاؤ کی تعریف کریں اور اسے حرارتی سکڑاؤ سے ممتاز کریں۔,Easy,2,ULTRA,1
q_10_phy_ch10_sq_002,1,10.1 Thermal Expansion,concept_explanation,Explain the particle-level reason a substance expands when heated.,وضاحت کریں کہ گرم کرنے پر مادہ ذرّاتی سطح پر کیوں پھیلتا ہے۔,Easy,2,PRO,1
q_10_phy_ch10_sq_003,1,10.1 Thermal Expansion,compare_contrast,"Compare the relative thermal expansion of solids, liquids, and gases, and state the reason for the observed order.",ٹھوس، مائع اور گیس کے نسبتی حرارتی پھیلاؤ کا موازنہ کریں اور اس ترتیب کی وجہ بیان کریں۔,Medium,2,PRO,1
TOPIC_SEP,1,10.1 Thermal Expansion in Solids,topic_separator,,,,,,1
q_10_phy_ch10_sq_004,1,10.1 Thermal Expansion in Solids,difference,Differentiate between linear expansion and volume expansion in terms of the dimension changed and the coefficient used.,بدلنے والی بُعد اور استعمال ہونے والے coefficient کے لحاظ سے linear expansion اور volume expansion میں فرق بیان کریں۔,Medium,2,PRO,1
q_10_phy_ch10_sq_005,1,10.1 Thermal Expansion in Solids,definition_unit,Define the coefficient of linear expansion and state its SI unit.,coefficient of linear expansion کی تعریف کریں اور اس کی SI unit بیان کریں۔,Easy,2,ULTRA,1
q_10_phy_ch10_sq_006,1,10.1 Thermal Expansion in Solids,formula_relationship,State the mathematical relation for linear expansion and identify the physical quantities represented by its symbols.,linear expansion کا mathematical relation بیان کریں اور اس میں استعمال ہونے والی physical quantities کی نشاندہی کریں۔,Easy,2,ULTRA,1
q_10_phy_ch10_sq_007,1,10.1 Thermal Expansion in Solids,formula_relationship,State the mathematical relation for volume expansion of a solid and identify the coefficient of volume expansion.,solid کی volume expansion کا mathematical relation بیان کریں اور coefficient of volume expansion کی نشاندہی کریں۔,Easy,2,ULTRA,1
q_10_phy_ch10_sq_008,1,10.1 Thermal Expansion in Solids,list_state,Enlist the factors that determine the thermal expansion of a solid.,وہ factors فہرست کریں جو solid کی thermal expansion کو determine کرتے ہیں۔,Easy,2,PRO,1
q_10_phy_ch10_sq_009,1,10.1 Thermal Expansion in Solids,explain_reason,Explain why different solid materials show different amounts of thermal expansion under the same temperature change.,وضاحت کریں کہ temperature change یکساں ہونے کے باوجود مختلف solid materials مختلف مقدار میں thermal expansion کیوں دکھاتے ہیں۔,Medium,2,PRO,1
TOPIC_SEP,1,10.1 Thermal Expansion in Liquids,topic_separator,,,,,,1
q_10_phy_ch10_sq_010,1,10.1 Thermal Expansion in Liquids,difference,"Differentiate between real expansion and apparent expansion of a liquid, and state their mathematical relationship.",liquid کی real expansion اور apparent expansion میں فرق بیان کریں اور ان کا mathematical relationship لکھیں۔,Hard,2,PRO,1
q_10_phy_ch10_sq_011,1,10.1 Thermal Expansion in Liquids,diagram_based,"In the flask experiment, explain the initial fall from A to B and the subsequent rise from B to C of the liquid level.",flask experiment میں liquid level کے پہلے A سے B تک نیچے آنے اور پھر B سے C تک اوپر جانے کی وضاحت کریں۔,Medium,2,ELITE,1
TOPIC_SEP,1,10.1 Thermal Expansion in Gases,topic_separator,,,,,,1
q_10_phy_ch10_sq_012,1,10.1 Thermal Expansion in Gases,law_principle,State Charles' law for the expansion of a gas at constant pressure and describe the relationship between volume and temperature.,constant pressure پر gas expansion کے لیے Charles' law بیان کریں اور volume اور temperature کے relationship کی وضاحت کریں۔,Medium,2,ULTRA,1
q_10_phy_ch10_sq_013,1,10.1 Thermal Expansion in Gases,concept_explanation,Explain how molecular collisions produce gas pressure in a rigid container when the gas is heated.,وضاحت کریں کہ rigid container میں gas کو heat کرنے پر molecular collisions gas pressure کیسے پیدا کرتی ہیں۔,Hard,2,ELITE,1
q_10_phy_ch10_sq_014,1,10.1 Thermal Expansion in Gases,application_scenario,Explain how thermal expansion of air makes a hot-air balloon rise.,وضاحت کریں کہ air کی thermal expansion hot-air balloon کو rise کرنے میں کیسے مدد دیتی ہے۔,Medium,2,PRO,1
TOPIC_SEP,1,10.1 Consequences of Thermal Expansion in Real Life,topic_separator,,,,,,1
q_10_phy_ch10_sq_015,1,10.1 Consequences of Thermal Expansion in Real Life,explain_reason,Explain why gaps are left between railway tracks and state the consequence of omitting them.,وضاحت کریں کہ railway tracks کے درمیان gaps کیوں چھوڑے جاتے ہیں اور انہیں نہ چھوڑنے کا consequence بیان کریں۔,Easy,2,PRO,1
q_10_phy_ch10_sq_016,1,10.1 Consequences of Thermal Expansion in Real Life,compare_contrast,Explain why bridges require expansion joints while a tight metal lid can be loosened by warm water.,وضاحت کریں کہ bridges میں expansion joints کیوں ضروری ہوتے ہیں جبکہ tight metal lid کو warm water سے کیوں کھولا جا سکتا ہے۔,Medium,2,PRO,1
q_10_phy_ch10_sq_017,1,10.1 Consequences of Thermal Expansion in Real Life,explain_reason,Explain why electric transmission wires sag more in summer and become tighter in winter.,وضاحت کریں کہ electric transmission wires summer میں زیادہ sag اور winter میں زیادہ tight کیوں ہو جاتی ہیں۔,Easy,2,PRO,1
q_10_phy_ch10_sq_018,1,10.1 Consequences of Thermal Expansion in Real Life,cause_effect,Explain why a heated gas container may explode and state one safety provision used to reduce this risk.,وضاحت کریں کہ heated gas container کیوں explode کر سکتا ہے اور اس risk کو reduce کرنے کے لیے one safety provision بیان کریں۔,Medium,2,ELITE,1
q_10_phy_ch10_sq_019,1,10.1 Consequences of Thermal Expansion in Real Life,numerical_short,"Calculate the coefficient of linear expansion of a metal rod using the given data: L₀ = 1.0 m, ΔL = 0.02 m, T₀ = 20°C, T = 120°C.","دیے گئے data سے metal rod کا coefficient of linear expansion معلوم کریں: L₀ = 1.0 m, ΔL = 0.02 m, T₀ = 20°C, T = 120°C",Medium,2,PRO,1
TOPIC_SEP,1,10.2 Specific Heat Capacity,topic_separator,,,,,,1
q_10_phy_ch10_sq_020,1,10.2 Specific Heat Capacity,definition_unit,Define specific heat capacity and state its SI unit.,specific heat capacity کی تعریف کریں اور اس کی SI unit بیان کریں۔,Easy,2,ULTRA,1
q_10_phy_ch10_sq_021,1,10.2 Specific Heat Capacity,formula_relationship,State the heat-energy relation used for specific heat capacity and identify each physical quantity in it.,specific heat capacity کے لیے heat-energy relation بیان کریں اور اس میں موجود ہر physical quantity کی نشاندہی کریں۔,Easy,2,ULTRA,1
q_10_phy_ch10_sq_022,1,10.2 Specific Heat Capacity,list_state,State the three factors on which the heat energy required to raise a substance's temperature depends.,وہ three factors بیان کریں جن پر کسی substance کا temperature بڑھانے کے لیے required heat energy depend کرتی ہے۔,Easy,2,PRO,1
