question_hash,active,topic,question_type,question_style,question,urdu_translation,difficulty,marks,weightage,smart_syllabus
sep_10_phy_ch12_001,1,12.1 Waves and Nature of Waves,Topic,topic_separator,,,,,,1
q_10_phy_ch12_lq_001,1,12.1 Waves and Nature of Waves,Long,explain,Explain how waves transfer energy without transferring matter. Support the explanation with suitable examples from daily life.,وضاحت کریں کہ لہریں مادہ منتقل کیے بغیر توانائی کیسے منتقل کرتی ہیں۔ روزمرہ زندگی کی مناسب مثالوں سے وضاحت کی تائید کریں۔,Medium,5,PRO,1
q_10_phy_ch12_lq_002,1,12.1 Waves and Nature of Waves,Long,experiment,Describe the ripple-tank experiment used to demonstrate wave motion and the transfer of energy without the overall transfer of water particles.,لہری حرکت اور پانی کے ذرات کی مجموعی منتقلی کے بغیر توانائی کی منتقلی دکھانے والا ripple tank تجربہ بیان کریں۔,Medium,5,ULTRA,1
sep_10_phy_ch12_002,1,12.2 Types of Waves,Topic,topic_separator,,,,,,1
q_10_phy_ch12_lq_003,1,12.2 Types of Waves,Long,compare,"Compare mechanical and electromagnetic waves in terms of medium, production, speed, and suitable examples.",میڈیم، پیداوار، رفتار اور مناسب مثالوں کے لحاظ سے میکانی اور برقی مقناطیسی لہروں کا موازنہ کریں۔,Medium,5,PRO,1
sep_10_phy_ch12_003,1,12.2 Types of Mechanical Waves,Topic,topic_separator,,,,,,1
q_10_phy_ch12_lq_004,1,12.2 Types of Mechanical Waves,Long,compare,Explain transverse and longitudinal waves with labelled diagrams. Compare the direction of particle vibration with the direction of wave travel.,لیبل شدہ خاکوں کی مدد سے عرضی اور طولی لہروں کی وضاحت کریں۔ ذرات کے ارتعاش کی سمت کا لہر کے سفر کی سمت سے موازنہ کریں۔,Medium,5,PRO,1
sep_10_phy_ch12_004,1,12.3 Wave Parameters,Topic,topic_separator,,,,,,1
q_10_phy_ch12_lq_005,1,12.3 Wave Parameters,Long,state_and_explain,"Define amplitude, wavelength, frequency, time period, and wavefront. Explain the relationships among frequency, time period, wavelength, and wave speed.",وسعت، طولِ موج، تعدد، دورانیہ اور موجی سطح کی تعریف کریں۔ تعدد، دورانیہ، طولِ موج اور موجی رفتار کے باہمی تعلقات کی وضاحت کریں۔,Medium,5,ULTRA,1
q_10_phy_ch12_lq_006,1,12.3 Wave Parameters,Long,derive,Derive the wave equation from the distance travelled by a wave in one time period and define the symbols used.,ایک دورانیے میں لہر کے طے کردہ فاصلے سے موجی مساوات اخذ کریں اور استعمال ہونے والی علامتوں کی تعریف کریں۔,Medium,5,PRO,1
sep_10_phy_ch12_005,1,12.4 Properties of Waves,Topic,topic_separator,,,,,,1
q_10_phy_ch12_lq_007,1,12.4 Properties of Waves,Long,discuss,"Discuss reflection, refraction, and diffraction of waves. Explain each property with a suitable example.",لہروں کے انعکاس، انعطاف اور انعراج پر بحث کریں۔ ہر خاصیت کو مناسب مثال سے واضح کریں۔,Medium,5,PRO,1
sep_10_phy_ch12_006,1,12.4 Diffraction of Waves,Topic,topic_separator,,,,,,1
q_10_phy_ch12_lq_008,1,12.4 Diffraction of Waves,Long,cause_effect,Explain diffraction of waves. Discuss how wavelength and slit width affect the amount of diffraction.,لہروں کے انعراج کی وضاحت کریں۔ بحث کریں کہ طولِ موج اور شگاف کی چوڑائی انعراج کی مقدار کو کیسے متاثر کرتے ہیں۔,Medium,5,PRO,1
sep_10_phy_ch12_007,1,12.4 Refraction of Waves,Topic,topic_separator,,,,,,1
q_10_phy_ch12_lq_009,1,12.4 Refraction of Waves,Long,diagram_based,"Explain the refraction of water waves as they move obliquely from deep water to shallow water. Discuss changes in speed, wavelength, direction, and frequency.",پانی کی لہروں کے انعطاف کی وضاحت کریں جب وہ گہرے پانی سے ترچھی سمت میں کم گہرے پانی میں داخل ہوں۔ رفتار، طولِ موج، سمت اور تعدد میں تبدیلیوں پر بحث کریں۔,Hard,5,ELITE,1
sep_10_phy_ch12_008,1,12.5 Seismic and Tsunami Waves,Topic,topic_separator,,,,,,1
q_10_phy_ch12_lq_010,1,12.5 Seismic and Tsunami Waves,Long,compare,"Describe primary and secondary seismic waves and compare their particle motion, speed, and ability to travel through different media.",ابتدائی اور ثانوی زلزلی لہروں کو بیان کریں اور ذرات کی حرکت، رفتار اور مختلف میڈیم سے گزرنے کی صلاحیت کے لحاظ سے ان کا موازنہ کریں۔,Hard,5,ELITE,1
sep_10_phy_ch12_009,1,12.5 Tsunami Waves,Topic,topic_separator,,,,,,1
q_10_phy_ch12_lq_011,1,12.5 Tsunami Waves,Long,cause_effect,"Explain the formation and behaviour of tsunami waves. Discuss how their speed, wavelength, frequency, and amplitude change as they approach shallow coastal water.",سونامی لہروں کی تشکیل اور رویے کی وضاحت کریں۔ بحث کریں کہ کم گہرے ساحلی پانی کی طرف بڑھتے ہوئے ان کی رفتار، طولِ موج، تعدد اور وسعت کیسے بدلتی ہے۔,Hard,5,ELITE,1
sep_10_phy_ch12_010,1,12.3 Wave Parameters — Solved Examples,Topic,topic_separator,,,,,,1
q_10_phy_ch12_lq_012,1,12.3 Wave Parameters — Solved Examples,Numerical,calculate,"A wave takes 5 seconds to complete 10 cycles. If its wavelength is 1.2 m, calculate (a) the frequency of the wave and (b) its speed.","درج ذیل اعداد استعمال کرتے ہوئے (a) لہر کا تعدد اور (b) اس کی رفتار معلوم کریں: cycles = 10, t = 5 s, λ = 1.2 m",Medium,4,ULTRA,1
q_10_phy_ch12_lq_013,1,12.3 Wave Parameters,Numerical,calculate,The wavelength of a wave is 2 m and its frequency is 5 Hz. Calculate the speed of the wave.,"درج ذیل اعداد استعمال کرتے ہوئے لہر کی رفتار معلوم کریں: λ = 2 m, f = 5 Hz",Easy,4,PRO,1
q_10_phy_ch12_lq_014,1,12.3 Wave Parameters,Numerical,calculate,A wave travels at a speed of 300 m/s and has a wavelength of 3 m. Calculate its frequency.,"درج ذیل اعداد استعمال کرتے ہوئے لہر کا تعدد معلوم کریں: v = 300 m/s, λ = 3 m",Easy,4,PRO,1
q_10_phy_ch12_lq_015,1,12.3 Wave Parameters,Numerical,calculate,A sound wave has a frequency of 250 Hz and a speed of 340 m/s. Calculate its wavelength.,"درج ذیل اعداد استعمال کرتے ہوئے صوتی لہر کا طولِ موج معلوم کریں: f = 250 Hz, v = 340 m/s",Easy,4,PRO,1
q_10_phy_ch12_lq_016,1,12.3 Wave Parameters,Numerical,calculate,A wave has a frequency of 50 Hz. Calculate the time required to complete one wave.,درج ذیل تعدد کے لیے ایک مکمل لہر کا دورانیہ معلوم کریں: f = 50 Hz,Easy,4,PRO,1
q_10_phy_ch12_lq_017,1,12.3 Wave Parameters,Numerical,calculate,A wave has a wavelength of 0.5 m and a frequency of 200 Hz. Calculate the speed of the wave.,"درج ذیل اعداد استعمال کرتے ہوئے لہر کی رفتار معلوم کریں: λ = 0.5 m, f = 200 Hz",Easy,4,PRO,1
q_10_phy_ch12_lq_018,1,12.3 Wave Parameters,Numerical,calculate,The time period of a wave is 0.02 s. Calculate its frequency.,درج ذیل دورانیے سے لہر کا تعدد معلوم کریں: T = 0.02 s,Easy,4,PRO,1
