question_hash,active,topic,bloom_level,question,urdu_translation,A,B,C,D,correct_answer,difficulty,marks,weightage,smart_syllabus
TOPIC_SEP,1,20.1 Structure of Atom,Topic,,,,,,,,,,,1
q_10_phy_ch20_001,1,20.1 Structure of Atom,Remember,Which particles are found in the atomic nucleus?,atomic nucleus میں کون سے particles ہوتے ہیں؟,Electrons and photons / electrons اور photons,Only electrons / صرف electrons,Only neutrons in every atom / ہر atom میں صرف neutrons,Protons and neutrons / protons اور neutrons,D | Protons and neutrons / protons اور neutrons,Easy,1,PRO,1
q_10_phy_ch20_002,1,20.1 Structure of Atom,Remember,What is the charge of a proton?,proton کا charge کیا ہے؟,Negative / negative,Neutral / neutral,Variable in every atom / ہر atom میں variable,Positive / positive,D | Positive / positive,Easy,1,ULTRA,1
q_10_phy_ch20_003,1,20.1 Structure of Atom,Remember,What is the charge of a neutron?,neutron کا charge کیا ہے؟,Positive / positive,Zero or neutral / zero یا neutral,Negative / negative,Double positive / double positive,B | Zero or neutral / zero یا neutral,Easy,1,ULTRA,1
q_10_phy_ch20_004,1,20.1 Structure of Atom,Remember,Where are electrons located in an atom?,atom میں electrons کہاں located ہوتی ہیں؟,Inside protons / protons کے inside,Outside the nucleus in the electron cloud or shells / nucleus کے outside electron cloud یا shells میں,Only in the nucleus / صرف nucleus میں,Outside the atom with no attraction / atom کے outside without attraction,B | Outside the nucleus in the electron cloud or shells / nucleus کے outside electron cloud یا shells میں,Easy,1,PRO,1
TOPIC_SEP,1,20.1 Atomic Number,Topic,,,,,,,,,,,1
q_10_phy_ch20_005,1,20.1 Atomic Number,Remember,What does atomic number Z represent?,atomic number Z کیا represent کرتا ہے؟,Number of neutrons only / صرف neutrons کی number,Total protons plus neutrons / protons plus neutrons total,Number of protons in the nucleus / nucleus میں protons کی number,Number of shells / shells کی number,C | Number of protons in the nucleus / nucleus میں protons کی number,Easy,1,PRO,1
TOPIC_SEP,1,20.1 Mass Number,Topic,,,,,,,,,,,1
q_10_phy_ch20_006,1,20.1 Mass Number,Remember,What does mass number A represent?,mass number A کیا represent کرتا ہے؟,Number of electrons only / صرف electrons کی number,Number of protons minus neutrons / protons minus neutrons,Atomic mass in kilograms exactly / atomic mass exactly kilograms میں,Total number of protons and neutrons / protons اور neutrons کی total number,D | Total number of protons and neutrons / protons اور neutrons کی total number,Easy,1,PRO,1
TOPIC_SEP,1,20.1 Isotopes,Topic,,,,,,,,,,,1
q_10_phy_ch20_007,1,20.1 Isotopes,Remember,What are isotopes?,isotopes کیا ہیں؟,Atoms of the same element with same protons but different neutrons / same element کے atoms جن کے protons same مگر neutrons different ہوں,Atoms with different protons and identical mass in every case / different protons with identical mass,Charged molecules only / صرف charged molecules,Atoms with no nucleus / nucleus کے بغیر atoms,A | Atoms of the same element with same protons but different neutrons / same element کے atoms جن کے protons same مگر neutrons different ہوں,Easy,1,PRO,1
q_10_phy_ch20_008,1,20.1 Isotopes,Apply,An atom has Z = 6 and A = 14. How many neutrons does it contain?,"درج ذیل atom میں neutrons کی number معلوم کریں: Z = 6, A = 14",6,8,14,20,B | 8,Medium,1,PRO,1
TOPIC_SEP,1,20.1 Rutherford Model,Topic,,,,,,,,,,,1
q_10_phy_ch20_009,1,20.1 Rutherford Model,Understand,What did Rutherford's alpha-scattering experiment show?,Rutherford alpha-scattering experiment نے کیا show کیا؟,Positive charge is spread uniformly with no nucleus / positive charge uniformly spread اور nucleus نہیں,Most atom is empty space with a small dense positive nucleus / atom کا most حصہ empty space اور small dense positive nucleus ہے,Electrons are inside neutrons / electrons neutrons کے inside ہیں,Atoms cannot scatter particles / atoms particles scatter نہیں کر سکتے,B | Most atom is empty space with a small dense positive nucleus / atom کا most حصہ empty space اور small dense positive nucleus ہے,Medium,1,PRO,1
q_10_phy_ch20_010,1,20.1 Rutherford Model,Analyze,Why were a few alpha particles deflected through large angles?,few alpha particles large angles سے deflect کیوں ہوئیں؟,They passed close to the small positively charged nucleus / وہ small positively charged nucleus کے close pass ہوئیں,They struck electrons of equal mass / وہ equal mass electrons سے struck ہوئیں,The atom was completely solid / atom completely solid تھا,Alpha particles had no charge / alpha particles کا no charge تھا,A | They passed close to the small positively charged nucleus / وہ small positively charged nucleus کے close pass ہوئیں,Hard,1,ELITE,1
TOPIC_SEP,1,20.2 Radioactivity,Topic,,,,,,,,,,,1
q_10_phy_ch20_011,1,20.2 Radioactivity,Remember,What is radioactivity?,radioactivity کیا ہے؟,Emission caused only by heating / صرف heating سے caused emission,Spontaneous emission of radiation from unstable nuclei / unstable nuclei سے spontaneous radiation emission,Reflection of electromagnetic waves / electromagnetic waves reflection,Flow of current through a resistor / resistor میں current flow,B | Spontaneous emission of radiation from unstable nuclei / unstable nuclei سے spontaneous radiation emission,Easy,1,PRO,1
q_10_phy_ch20_012,1,20.2 Radioactivity,Understand,Is radioactive decay affected significantly by ordinary temperature or pressure changes?,ordinary temperature یا pressure changes radioactive decay کو significantly affect کرتی ہیں؟,"Yes, it stops at low temperature / ہاں، low temperature پر stop ہو جاتی ہے","Yes, pressure always doubles decay rate / ہاں، pressure decay rate double کرتی ہے",It depends only on colour / یہ صرف colour پر depend کرتی ہے,"No, it is a nuclear process / نہیں، یہ nuclear process ہے","D | No, it is a nuclear process / نہیں، یہ nuclear process ہے",Medium,1,PRO,1
TOPIC_SEP,1,20.2 Alpha Radiation,Topic,,,,,,,,,,,1
q_10_phy_ch20_013,1,20.2 Alpha Radiation,Remember,What is an alpha particle?,alpha particle کیا ہے؟,A high-speed electron / high-speed electron,An electromagnetic photon / electromagnetic photon,A helium nucleus with two protons and two neutrons / helium nucleus with two protons and two neutrons,A neutral hydrogen atom / neutral hydrogen atom,C | A helium nucleus with two protons and two neutrons / helium nucleus with two protons and two neutrons,Easy,1,PRO,1
TOPIC_SEP,1,20.2 Beta Radiation,Topic,,,,,,,,,,,1
q_10_phy_ch20_014,1,20.2 Beta Radiation,Remember,What is a beta-minus particle?,beta-minus particle کیا ہے؟,A high-speed electron emitted from a nucleus / nucleus سے emitted high-speed electron,A helium nucleus / helium nucleus,A gamma photon / gamma photon,A neutron pair / neutron pair,A | A high-speed electron emitted from a nucleus / nucleus سے emitted high-speed electron,Easy,1,PRO,1
TOPIC_SEP,1,20.2 Gamma Radiation,Topic,,,,,,,,,,,1
q_10_phy_ch20_015,1,20.2 Gamma Radiation,Remember,What is gamma radiation?,gamma radiation کیا ہے؟,High-energy electromagnetic radiation / high-energy electromagnetic radiation,A stream of helium nuclei / helium nuclei کی stream,A stream of electrons only / صرف electrons کی stream,A mechanical sound wave / mechanical sound wave,A | High-energy electromagnetic radiation / high-energy electromagnetic radiation,Easy,1,PRO,1
TOPIC_SEP,1,20.2 Ionizing Power,Topic,,,,,,,,,,,1
q_10_phy_ch20_016,1,20.2 Ionizing Power,Understand,Which radiation has the greatest ionizing power?,کون سی radiation greatest ionizing power رکھتی ہے؟,Beta radiation / beta radiation,Gamma radiation / gamma radiation,Alpha radiation / alpha radiation,Visible light / visible light,C | Alpha radiation / alpha radiation,Medium,1,PRO,1
TOPIC_SEP,1,20.2 Penetrating Power,Topic,,,,,,,,,,,1
q_10_phy_ch20_017,1,20.2 Penetrating Power,Understand,Which nuclear radiation has the greatest penetrating power?,کون سی nuclear radiation greatest penetrating power رکھتی ہے؟,Alpha radiation / alpha radiation,Beta radiation / beta radiation,Gamma radiation / gamma radiation,Infrared radiation only / صرف infrared radiation,C | Gamma radiation / gamma radiation,Medium,1,PRO,1
TOPIC_SEP,1,20.2 Shielding,Topic,,,,,,,,,,,1
q_10_phy_ch20_018,1,20.2 Shielding,Remember,Which material can stop alpha particles easily?,alpha particles کو easily کون سا material stop کر سکتا ہے؟,A sheet of paper or skin / paper sheet یا skin,Thick lead only / صرف thick lead,Several metres of concrete only / صرف several metres concrete,No material / no material,A | A sheet of paper or skin / paper sheet یا skin,Easy,1,PRO,1
q_10_phy_ch20_019,1,20.2 Shielding,Understand,Which shielding is commonly used to reduce gamma radiation?,gamma radiation reduce کرنے کے لیے commonly کون سی shielding use ہوتی ہے؟,Thin paper / thin paper,Thick lead or concrete / thick lead یا concrete,A few centimetres of air only / صرف few centimetres air,Wooden thread / wooden thread,B | Thick lead or concrete / thick lead یا concrete,Medium,1,PRO,1
TOPIC_SEP,1,20.2 Electric and Magnetic Fields,Topic,,,,,,,,,,,1
q_10_phy_ch20_020,1,20.2 Electric and Magnetic Fields,Analyze,Which radiation is not deflected by electric or magnetic fields?,کون سی radiation electric یا magnetic fields سے deflect نہیں ہوتی؟,Alpha radiation / alpha radiation,Beta radiation / beta radiation,Both alpha and beta always / alpha اور beta دونوں ہمیشہ,Gamma radiation / gamma radiation,D | Gamma radiation / gamma radiation,Hard,1,ELITE,1
TOPIC_SEP,1,20.3 Nuclear Equations,Topic,,,,,,,,,,,1
q_10_phy_ch20_021,1,20.3 Nuclear Equations,Understand,"In alpha decay, how does mass number change?",alpha decay میں mass number کیسے change ہوتا ہے؟,It decreases by 1 / یہ 1 سے decrease ہوتا ہے,It increases by 4 / یہ 4 سے increase ہوتا ہے,It decreases by 4 / یہ 4 سے decrease ہوتا ہے,It remains unchanged / یہ unchanged رہتا ہے,C | It decreases by 4 / یہ 4 سے decrease ہوتا ہے,Medium,1,PRO,1
