question_hash,active,topic,bloom_level,question,urdu_translation,A,B,C,D,correct_answer,difficulty,marks,weightage,smart_syllabus
TOPIC_SEP,1,11.1 Conduction,Topic,,,,,,,,,,,1
q_10_phy_ch11_001,1,11.1 Conduction,Remember,What is conduction?,conduction کیا ہے؟,Heat transfer through direct contact without bulk movement of matter / direct contact کے ذریعے matter کی bulk movement کے بغیر heat transfer,Heat transfer by electromagnetic waves / electromagnetic waves کے ذریعے heat transfer,Heat transfer by movement of fluid / fluid کی movement کے ذریعے heat transfer,Heat transfer only in vacuum / صرف vacuum میں heat transfer,A | Heat transfer through direct contact without bulk movement of matter / direct contact کے ذریعے matter کی bulk movement کے بغیر heat transfer,Easy,1,PRO,1
q_10_phy_ch11_002,1,11.1 Conduction,Understand,Why is conduction most efficient in solids?,conduction solids میں most efficient کیوں ہوتی ہے؟,Their particles are very far apart / ان کے particles بہت دور ہوتے ہیں,They contain no particles / ان میں particles نہیں ہوتے,They always have zero temperature / ان کا temperature ہمیشہ zero ہوتا ہے,Their particles are closely packed / ان کے particles closely packed ہوتے ہیں,D | Their particles are closely packed / ان کے particles closely packed ہوتے ہیں,Easy,1,ULTRA,1
q_10_phy_ch11_003,1,11.1 Conduction,Understand,Why do metals conduct heat faster than most non-metals?,metals most non-metals سے heat faster کیوں conduct کرتے ہیں؟,Metals contain no atoms / metals میں atoms نہیں ہوتے,Free electrons carry energy rapidly / free electrons energy rapidly carry کرتے ہیں,Their particles do not vibrate / ان کے particles vibrate نہیں کرتے,They stop all collisions / وہ تمام collisions روک دیتے ہیں,B | Free electrons carry energy rapidly / free electrons energy rapidly carry کرتے ہیں,Medium,1,PRO,1
q_10_phy_ch11_004,1,11.1 Conduction,Apply,Which spoon handle becomes hot more quickly when placed in hot water?,hot water میں رکھنے پر کون سا spoon handle زیادہ جلد hot ہوتا ہے؟,Metal spoon / metal spoon,Wooden spoon / wooden spoon,Plastic spoon / plastic spoon,Rubber spoon / rubber spoon,A | Metal spoon / metal spoon,Easy,1,PRO,1
q_10_phy_ch11_005,1,11.1 Conduction,Remember,"In conduction through a solid, heat moves from:",solid میں conduction کے دوران heat کہاں سے کہاں move کرتی ہے؟,Hotter region to cooler region / hotter region سے cooler region,Cooler region to hotter region / cooler region سے hotter region,Low mass to high mass only / صرف low mass سے high mass,Vacuum to matter / vacuum سے matter,A | Hotter region to cooler region / hotter region سے cooler region,Easy,1,ULTRA,1
q_10_phy_ch11_006,1,11.1 Conduction,Analyze,Which statement best distinguishes heat from temperature?,heat اور temperature میں best distinction کون سا ہے؟,Both are exactly the same quantity / دونوں بالکل same quantity ہیں,Heat is transferred energy; temperature indicates hotness or coldness / heat transferred energy ہے؛ temperature hotness یا coldness بتاتا ہے,"Temperature is transferred, but heat is not / temperature transfer ہوتی ہے مگر heat نہیں",Heat is measured only by length / heat صرف length سے measure ہوتی ہے,B | Heat is transferred energy; temperature indicates hotness or coldness / heat transferred energy ہے؛ temperature hotness یا coldness بتاتا ہے,Hard,1,ELITE,1
TOPIC_SEP,1,11.2 Convection in Liquids and Gases,Topic,,,,,,,,,,,1
q_10_phy_ch11_007,1,11.2 Convection in Liquids and Gases,Remember,What is convection?,convection کیا ہے؟,Heat transfer only by direct contact in solids / صرف solids میں direct contact سے heat transfer,Heat transfer by electromagnetic waves / electromagnetic waves سے heat transfer,Heat transfer by actual movement of fluid particles / fluid particles کی actual movement سے heat transfer,Heat transfer without particle movement in fluids / fluids میں particle movement کے بغیر heat transfer,C | Heat transfer by actual movement of fluid particles / fluid particles کی actual movement سے heat transfer,Easy,1,PRO,1
q_10_phy_ch11_008,1,11.2 Convection in Liquids and Gases,Understand,What happens to a fluid when it is heated?,fluid کو heat کرنے پر کیا ہوتا ہے؟,"It expands, becomes less dense, and rises / یہ expand ہو کر less dense بنتا اور rise کرتا ہے","It contracts, becomes denser, and rises / یہ contract ہو کر denser بنتا اور rise کرتا ہے",Its particles stop moving / اس کے particles move کرنا stop کر دیتے ہیں,Its mass becomes zero / اس کی mass zero ہو جاتی ہے,"A | It expands, becomes less dense, and rises / یہ expand ہو کر less dense بنتا اور rise کرتا ہے",Easy,1,PRO,1
