question_hash,active,topic,question_type,question_style,question,urdu_translation,difficulty,marks,weightage,smart_syllabus
sep_10_phy_ch19_001,1,19.1 Semiconductors,Topic,topic_separator,,,,,,1
q_10_phy_ch19_lq_001,1,19.1 Semiconductors,Long,classification,"Explain semiconductors and doping. Compare intrinsic, N-type, and P-type semiconductors in terms of impurities and majority charge carriers.",semiconductors اور doping کی وضاحت کریں۔ impurities اور majority charge carriers کے لحاظ سے intrinsic، N-type اور P-type semiconductors کا موازنہ کریں۔,Medium,5,ULTRA,1
sep_10_phy_ch19_002,1,19.2 PN Junction,Topic,topic_separator,,,,,,1
q_10_phy_ch19_lq_002,1,19.2 PN Junction,Long,explain,"Explain the formation of a PN junction, depletion region, and barrier potential.",PN junction، depletion region اور barrier potential کی formation explain کریں۔,Medium,5,ULTRA,1
sep_10_phy_ch19_003,1,19.2 Semiconductor Diode,Topic,topic_separator,,,,,,1
q_10_phy_ch19_lq_003,1,19.2 Semiconductor Diode,Long,compare,Explain how the depletion region changes in forward and reverse bias and discuss the effect on current flow through a diode.,وضاحت کریں کہ forward اور reverse bias میں depletion region کیسے change ہوتی ہے اور diode میں current flow پر اس کے effect پر بحث کریں۔,Medium,5,PRO,1
sep_10_phy_ch19_004,1,19.2 Diode Characteristics,Topic,topic_separator,,,,,,1
q_10_phy_ch19_lq_004,1,19.2 Diode Characteristics,Long,diagram_based,"Describe the current-voltage characteristic of a semiconductor diode in forward and reverse bias, including threshold and breakdown behaviour.",forward اور reverse bias میں semiconductor diode کی current-voltage characteristic بیان کریں، including threshold اور breakdown behaviour۔,Hard,5,ELITE,1
sep_10_phy_ch19_005,1,19.3 Rectification,Topic,topic_separator,,,,,,1
q_10_phy_ch19_lq_005,1,19.3 Rectification,Long,process_procedure,Explain rectification and describe how a semiconductor diode converts alternating current into a unidirectional output.,rectification کی وضاحت کریں اور بیان کریں کہ semiconductor diode alternating current کو unidirectional output میں کیسے convert کرتی ہے۔,Medium,5,ULTRA,1
sep_10_phy_ch19_006,1,19.3 Light-Emitting Diode,Topic,topic_separator,,,,,,1
q_10_phy_ch19_lq_006,1,19.3 Light-Emitting Diode,Long,explain,Describe how an LED produces light and explain how semiconductor material affects the colour of the emitted light.,بیان کریں کہ LED light کیسے produce کرتی ہے اور explain کریں کہ semiconductor material emitted light کے colour کو کیسے affect کرتا ہے۔,Medium,5,PRO,1
sep_10_phy_ch19_007,1,19.4 Analogue and Digital Signals,Topic,topic_separator,,,,,,1
q_10_phy_ch19_lq_007,1,19.4 Analogue and Digital Signals,Long,compare,"Compare analogue and digital signals. Discuss the advantages of digital systems for storage, processing, copying, and long-distance transmission.",analogue اور digital signals کا موازنہ کریں۔ storage، processing، copying اور long-distance transmission کے لیے digital systems کے advantages پر بحث کریں۔,Medium,5,ULTRA,1
sep_10_phy_ch19_008,1,19.4 Analogue-to-Digital Conversion,Topic,topic_separator,,,,,,1
q_10_phy_ch19_lq_008,1,19.4 Analogue-to-Digital Conversion,Long,process_procedure,"Describe analogue-to-digital conversion through sampling, quantization, and encoding. Explain how sampling rate and quantization levels affect accuracy.",sampling، quantization اور encoding کے ذریعے analogue-to-digital conversion بیان کریں۔ explain کریں کہ sampling rate اور quantization levels accuracy کو کیسے affect کرتے ہیں۔,Hard,5,ELITE,1
sep_10_phy_ch19_009,1,19.5 Boolean Logic,Topic,topic_separator,,,,,,1
q_10_phy_ch19_lq_009,1,19.5 Boolean Logic,Long,discuss,"What is Boolean logic? Discuss its importance in solving digital problems and making logical decisions, with suitable examples.",Boolean logic کیا ہے؟ مناسب examples کے ساتھ digital problems solve کرنے اور logical decisions لینے میں اس کی importance پر بحث کریں۔,Medium,5,PRO,1
sep_10_phy_ch19_010,1,19.5 Logic Gates,Topic,topic_separator,,,,,,1
q_10_phy_ch19_lq_010,1,19.5 Logic Gates,Long,diagram_based,"Explain the operation of NAND and OR gates with their circuit symbols, Boolean expressions, and truth tables.",NAND اور OR gates کی operation ان کے circuit symbols، Boolean expressions اور truth tables کے ساتھ explain کریں۔,Hard,5,PRO,1
sep_10_phy_ch19_011,1,19.5 Universal Gates,Topic,topic_separator,,,,,,1
q_10_phy_ch19_lq_011,1,19.5 Universal Gates,Long,diagram_based,Explain the working of a NOR gate and show how NOR gates can be used to construct other basic logic gates.,NOR gate کی working explain کریں اور دکھائیں کہ NOR gates سے other basic logic gates کیسے construct کیے جا سکتے ہیں۔,Hard,5,PRO,1
q_10_phy_ch19_lq_012,1,19.5 Universal Gates,Long,state_and_explain,Explain why NAND and NOR are called universal gates. Illustrate the construction of basic gates using a universal gate.,وضاحت کریں کہ NAND اور NOR کو universal gates کیوں کہا جاتا ہے۔ universal gate استعمال کرکے basic gates کی construction illustrate کریں۔,Hard,5,ULTRA,1
sep_10_phy_ch19_012,1,19.6 Burglar Alarm,Topic,topic_separator,,,,,,1
q_10_phy_ch19_lq_013,1,19.6 Burglar Alarm,Long,diagram_based,Explain how a burglar alarm can be designed using a NAND gate and an LDR. Describe the sensing and decision-making stages.,وضاحت کریں کہ NAND gate اور LDR سے burglar alarm کیسے design کیا جا سکتا ہے۔ sensing اور decision-making stages بیان کریں۔,Hard,5,PRO,1
sep_10_phy_ch19_013,1,19.6 Fire Alarm,Topic,topic_separator,,,,,,1
