question_hash,active,topic,bloom_level,question,urdu_translation,A,B,C,D,correct_answer,difficulty,marks,weightage,smart_syllabus
TOPIC_SEP,1,13.1 Production of Sound,Topic,,,,,,,,,,,1
q_10_phy_ch13_001,1,13.1 Production of Sound,Remember,How is sound produced?,sound کیسے produce ہوتی ہے؟,By stationary objects only / صرف stationary objects سے,By vacuum alone / صرف vacuum سے,By vibrating objects / vibrating objects سے,By electric charge without motion / motion کے بغیر electric charge سے,C | By vibrating objects / vibrating objects سے,Easy,1,PRO,1
q_10_phy_ch13_002,1,13.1 Production of Sound,Apply,Which part of a guitar produces sound directly?,guitar کا کون سا part sound directly produce کرتا ہے؟,Wooden body without vibration / vibration کے بغیر wooden body,Vibrating strings / vibrating strings,Tuning pegs only / صرف tuning pegs,Painted surface / painted surface,B | Vibrating strings / vibrating strings,Easy,1,PRO,1
q_10_phy_ch13_003,1,13.1 Production of Sound,Understand,What does the table-tennis-ball activity with a tuning fork demonstrate?,tuning fork اور table-tennis-ball activity کیا demonstrate کرتی ہے؟,Sound travels in vacuum / sound vacuum میں travel کرتی ہے,Light is longitudinal / light longitudinal ہے,The tuning fork prongs are vibrating / tuning fork prongs vibrate کر رہی ہیں,The ball has electric charge / ball پر electric charge ہے,C | The tuning fork prongs are vibrating / tuning fork prongs vibrate کر رہی ہیں,Medium,1,ULTRA,1
TOPIC_SEP,1,13.1 Propagation of Sound,Topic,,,,,,,,,,,1
q_10_phy_ch13_004,1,13.1 Propagation of Sound,Remember,Sound is a type of:,sound کس type کی wave ہے؟,Electromagnetic wave / electromagnetic wave,Static field / static field,Mechanical wave / mechanical wave,Nuclear particle / nuclear particle,C | Mechanical wave / mechanical wave,Easy,1,PRO,1
q_10_phy_ch13_005,1,13.1 Propagation of Sound,Remember,Sound waves in air are:,air میں sound waves کس nature کی ہیں؟,Transverse / transverse,Stationary only / صرف stationary,Electrostatic / electrostatic,Longitudinal / longitudinal,D | Longitudinal / longitudinal,Easy,1,PRO,1
q_10_phy_ch13_006,1,13.1 Propagation of Sound,Understand,What carries sound energy through air?,air میں sound energy کیا carry کرتی ہے؟,Crests and troughs only / صرف crests اور troughs,Electrons flowing through wire / wire میں flowing electrons,Successive compressions and rarefactions / successive compressions اور rarefactions,Photons in vacuum only / صرف vacuum میں photons,C | Successive compressions and rarefactions / successive compressions اور rarefactions,Medium,1,PRO,1
TOPIC_SEP,1,13.1 Bell Jar Experiment,Topic,,,,,,,,,,,1
q_10_phy_ch13_007,1,13.1 Bell Jar Experiment,Understand,Why does the electric bell become faint as air is removed from a bell jar?,bell jar سے air remove کرنے پر electric bell faint کیوں ہوتی ہے؟,The bell stops vibrating immediately / bell فوراً vibrate کرنا stop کرتی ہے,Vacuum increases sound absorption by air / vacuum air سے sound absorption increase کرتا ہے,Light blocks the sound / light sound کو block کرتی ہے,Sound needs a material medium / sound کو material medium چاہیے,D | Sound needs a material medium / sound کو material medium چاہیے,Medium,1,PRO,1
q_10_phy_ch13_008,1,13.1 Bell Jar Experiment,Analyze,"When air is reintroduced into the bell jar, the sound becomes audible again because:",bell jar میں air واپس introduce کرنے پر sound audible کیوں ہوتی ہے؟,The bell changes into a loudspeaker / bell loudspeaker بن جاتی ہے,Vacuum creates compressions / vacuum compressions create کرتا ہے,The frequency becomes zero / frequency zero ہو جاتی ہے,Air particles again transmit the vibrations / air particles دوبارہ vibrations transmit کرتے ہیں,D | Air particles again transmit the vibrations / air particles دوبارہ vibrations transmit کرتے ہیں,Hard,1,ELITE,1
TOPIC_SEP,1,13.2 Speed of Sound,Topic,,,,,,,,,,,1
q_10_phy_ch13_009,1,13.2 Speed of Sound,Remember,What is the approximate speed of sound in air stated in the chapter?,chapter کے مطابق air میں sound کی approximate speed کیا ہے؟,330–350 m/s / 330–350 m/s,3 × 10⁸ m/s / 3 × 10⁸ m/s,1.5 m/s / 1.5 m/s,"30,000 m/s / 30,000 m/s",A | 330–350 m/s / 330–350 m/s,Easy,1,ULTRA,1
q_10_phy_ch13_010,1,13.2 Speed of Sound,Understand,"In general, sound travels fastest in:",general طور پر sound کس medium میں fastest travel کرتی ہے؟,Liquids / liquids,Solids / solids,Gases / gases,Vacuum / vacuum,B | Solids / solids,Easy,1,PRO,1
q_10_phy_ch13_011,1,13.2 Speed of Sound,Understand,How does increasing air temperature generally affect sound speed?,air temperature increase ہونے سے sound speed پر generally کیا effect ہوتا ہے؟,It becomes zero / یہ zero ہو جاتی ہے,It increases / یہ increase ہوتی ہے,It always decreases / یہ ہمیشہ decrease ہوتی ہے,It becomes independent of medium / یہ medium سے independent ہو جاتی ہے,B | It increases / یہ increase ہوتی ہے,Medium,1,PRO,1
q_10_phy_ch13_012,1,13.2 Speed of Sound,Understand,Which medium listed has a greater sound speed than air?,listed media میں air سے greater sound speed کس کی ہے؟,Distilled water / distilled water,Vacuum / vacuum,No medium / no medium,Air at 0°C only / صرف air at 0°C,A | Distilled water / distilled water,Medium,1,PRO,1
q_10_phy_ch13_013,1,13.2 Speed of Sound,Apply,A sound wave has v = 340 m/s and λ = 2.0 m. What is its frequency?,"درج ذیل sound wave کی frequency معلوم کریں: v = 340 m/s, λ = 2.0 m",170 Hz,680 Hz,338 Hz,0.0059 Hz,A | 170 Hz,Medium,1,PRO,1
q_10_phy_ch13_014,1,13.2 Speed of Sound,Apply,A wave has λ = 0.5 m and f = 340 Hz. What is its speed?,"درج ذیل wave کی speed معلوم کریں: λ = 0.5 m, f = 340 Hz",680 m/s,170 m/s,340.5 m/s,0.00147 m/s,B | 170 m/s,Medium,1,PRO,1
TOPIC_SEP,1,13.3 Loudness,Topic,,,,,,,,,,,1
q_10_phy_ch13_015,1,13.3 Loudness,Remember,Loudness mainly depends on:,loudness mainly کس پر depend کرتی ہے؟,Frequency only / صرف frequency,Wavelength only / صرف wavelength,Speed of light / speed of light,Amplitude of vibration / amplitude of vibration,D | Amplitude of vibration / amplitude of vibration,Easy,1,PRO,1
q_10_phy_ch13_016,1,13.3 Loudness,Understand,What happens to loudness when amplitude increases?,amplitude increase ہونے سے loudness پر کیا effect ہوتا ہے؟,Loudness decreases / loudness decrease ہوتی ہے,Pitch becomes zero / pitch zero ہو جاتی ہے,Loudness increases / loudness increase ہوتی ہے,Sound becomes electromagnetic / sound electromagnetic بن جاتی ہے,C | Loudness increases / loudness increase ہوتی ہے,Easy,1,PRO,1
TOPIC_SEP,1,13.3 Pitch,Topic,,,,,,,,,,,1
q_10_phy_ch13_017,1,13.3 Pitch,Remember,Pitch is mainly related to:,pitch mainly کس quantity سے related ہے؟,Frequency / frequency,Amplitude / amplitude,Area of source only / صرف source area,Distance only / صرف distance,A | Frequency / frequency,Easy,1,PRO,1
q_10_phy_ch13_018,1,13.3 Pitch,Understand,A higher-frequency sound has:,higher-frequency sound کی pitch کیسی ہوتی ہے؟,Lower pitch / lower pitch,No pitch / no pitch,Higher pitch / higher pitch,The same pitch in all cases / تمام cases میں same pitch,C | Higher pitch / higher pitch,Easy,1,ULTRA,1
TOPIC_SEP,1,13.3 Quality of Sound,Topic,,,,,,,,,,,1
q_10_phy_ch13_019,1,13.3 Quality of Sound,Remember,What does quality of sound allow us to distinguish?,quality of sound ہمیں کیا distinguish کرنے دیتی ہے؟,Only loud and quiet sounds / صرف loud اور quiet sounds,Only high and low frequencies / صرف high اور low frequencies,Sounds with the same loudness and pitch from different sources / different sources کے same loudness اور pitch والے sounds,Sound and light / sound اور light,C | Sounds with the same loudness and pitch from different sources / different sources کے same loudness اور pitch والے sounds,Medium,1,PRO,1
q_10_phy_ch13_020,1,13.3 Quality of Sound,Analyze,Why do a violin and flute sound different at the same loudness and pitch?,same loudness اور pitch پر violin اور flute different کیوں sound کرتے ہیں؟,They produce different waveforms and harmonics / وہ different waveforms اور harmonics produce کرتے ہیں,They have exactly identical waveforms / ان کے waveforms exactly identical ہوتے ہیں,Frequency is absent in both / دونوں میں frequency absent ہے,Sound speed becomes different only because of colour / صرف colour کی وجہ سے sound speed different ہوتی ہے,A | They produce different waveforms and harmonics / وہ different waveforms اور harmonics produce کرتے ہیں,Hard,1,ELITE,1
TOPIC_SEP,1,13.3 Musical Sound and Noise,Topic,,,,,,,,,,,1
q_10_phy_ch13_021,1,13.3 Musical Sound and Noise,Understand,How does musical sound differ from noise?,musical sound noise سے کیسے differ کرتی ہے؟,Musical sound has regular controlled vibrations; noise is irregular and sudden / musical sound regular controlled vibrations جبکہ noise irregular اور sudden ہوتی ہے,Noise always has lower amplitude / noise کی amplitude ہمیشہ lower ہوتی ہے,Musical sound cannot travel in air / musical sound air میں travel نہیں کر سکتی,Noise is always ultrasonic / noise ہمیشہ ultrasonic ہوتی ہے,A | Musical sound has regular controlled vibrations; noise is irregular and sudden / musical sound regular controlled vibrations جبکہ noise irregular اور sudden ہوتی ہے,Medium,1,PRO,1
TOPIC_SEP,1,13.4 Echo and Reflection,Topic,,,,,,,,,,,1
q_10_phy_ch13_022,1,13.4 Echo and Reflection,Remember,What is an echo?,echo کیا ہے؟,A refracted light ray / refracted light ray,A reflected sound heard separately from the original sound / reflected sound جو original sound سے separately heard ہو,A sound with zero frequency / zero frequency sound,A direct sound without reflection / reflection کے بغیر direct sound,B | A reflected sound heard separately from the original sound / reflected sound جو original sound سے separately heard ہو,Easy,1,PRO,1
q_10_phy_ch13_023,1,13.4 Echo and Reflection,Remember,What minimum time gap is needed for a distinct echo?,distinct echo کے لیے minimum time gap کیا ہے؟,1 s,0.01 s,10 s,0.1 s,D | 0.1 s,Easy,1,ULTRA,1
