question_hash,active,topic,bloom_level,question,urdu_translation,A,B,C,D,correct_answer,difficulty,marks,weightage,smart_syllabus
TOPIC_SEP,1,7.1 Trigonometric Ratios or Functions,Topic,,,,,,,,,,,1
q_10_math_ch7_001,1,7.1 Trigonometric Ratios or Functions,Remember,Which ratio defines sin θ in a right-angled triangle?,right-angled triangle میں sin θ کو کون سا ratio define کرتا ہے؟,Opposite side/Hypotenuse,Adjacent side/Hypotenuse,Hypotenuse/Opposite side,Opposite side/Adjacent side,A | Opposite side/Hypotenuse,Easy,1,ULTRA,1
q_10_math_ch7_002,1,7.1 Trigonometric Ratios or Functions,Remember,Which ratio defines cos θ in a right-angled triangle?,right-angled triangle میں cos θ کو کون سا ratio define کرتا ہے؟,Adjacent side/Hypotenuse,Opposite side/Hypotenuse,Hypotenuse/Adjacent side,Adjacent side/Opposite side,A | Adjacent side/Hypotenuse,Easy,1,ULTRA,1
q_10_math_ch7_003,1,7.1 Trigonometric Ratios or Functions,Remember,Which ratio defines tan θ in a right-angled triangle?,right-angled triangle میں tan θ کو کون سا ratio define کرتا ہے؟,Adjacent side/Opposite side,Opposite side/Hypotenuse,Hypotenuse/Adjacent side,Opposite side/Adjacent side,D | Opposite side/Adjacent side,Easy,1,ULTRA,1
q_10_math_ch7_004,1,7.1 Trigonometric Ratios or Functions,Understand,Which trigonometric function is the reciprocal of sin θ?,sin θ کا reciprocal کون سا trigonometric function ہے؟,sec θ,cot θ,tan θ,cosec θ,D | cosec θ,Easy,1,PRO,1
q_10_math_ch7_005,1,7.1 Trigonometric Ratios or Functions,Understand,Which trigonometric function is the reciprocal of cos θ?,cos θ کا reciprocal کون سا trigonometric function ہے؟,cosec θ,cot θ,tan θ,sec θ,D | sec θ,Easy,1,PRO,1
q_10_math_ch7_006,1,7.1 Trigonometric Ratios or Functions,Understand,Which relation is correct for tan θ?,tan θ کے لیے کون سا relation درست ہے؟,tan θ = cos θ/sin θ,tan θ = sin θ/cos θ,tan θ = 1/sin θ,tan θ = 1/cos θ,B | tan θ = sin θ/cos θ,Medium,1,PRO,1
q_10_math_ch7_007,1,7.1 Trigonometric Ratios or Functions,Analyze,Which pair consists of reciprocal trigonometric functions?,کون سا pair reciprocal trigonometric functions پر مشتمل ہے؟,sin θ and cos θ,tan θ and cot θ,sin θ and tan θ,cos θ and cot θ,B | tan θ and cot θ,Hard,1,ELITE,1
TOPIC_SEP,1,7.1.1 Trigonometric Values for Special Angles,Topic,,,,,,,,,,,1
q_10_math_ch7_008,1,7.1.1 Trigonometric Values for Special Angles,Remember,What is the value of sin 30°?,درج ذیل کی value کیا ہے: sin 30°,1/2,0,1/√2,√3/2,A | 1/2,Easy,1,PRO,1
q_10_math_ch7_009,1,7.1.1 Trigonometric Values for Special Angles,Remember,What is the value of cos 60°?,درج ذیل کی value کیا ہے: cos 60°,0,1/√2,1/2,√3/2,C | 1/2,Easy,1,PRO,1
q_10_math_ch7_010,1,7.1.1 Trigonometric Values for Special Angles,Remember,What is the value of tan 45°?,درج ذیل کی value کیا ہے: tan 45°,0,1,1/√3,√3,B | 1,Easy,1,PRO,1
q_10_math_ch7_011,1,7.1.1 Trigonometric Values for Special Angles,Apply,Evaluate sin 45° + cos 45°.,درج ذیل expression کی value معلوم کریں: sin 45° + cos 45°,1,1/√2,2,√2,D | √2,Medium,1,ELITE,1
q_10_math_ch7_012,1,7.1.1 Trigonometric Values for Special Angles,Apply,Evaluate tan 30° × tan 60°.,درج ذیل expression کی value معلوم کریں: tan 30° × tan 60°,0,1/√3,3,1,D | 1,Medium,1,PRO,1
q_10_math_ch7_013,1,7.1.1 Trigonometric Values for Special Angles,Apply,Evaluate cos 180°.,درج ذیل کی value معلوم کریں: cos 180°,0,1,−1,undefined,C | −1,Medium,1,PRO,1
q_10_math_ch7_014,1,7.1.1 Trigonometric Values for Special Angles,Analyze,Which expression has an undefined value?,کون سی expression کی value undefined ہے؟,sin 90°,tan 90°,cos 90°,tan 180°,B | tan 90°,Hard,1,ELITE,1
TOPIC_SEP,1,7.1.2 Signs of Trigonometric Functions,Topic,,,,,,,,,,,1
q_10_math_ch7_015,1,7.1.2 Signs of Trigonometric Functions,Remember,In which quadrant are all trigonometric functions positive?,کس quadrant میں تمام trigonometric functions positive ہوتے ہیں؟,Second quadrant / دوسرا quadrant,First quadrant / پہلا quadrant,Third quadrant / تیسرا quadrant,Fourth quadrant / چوتھا quadrant,B | First quadrant / پہلا quadrant,Easy,1,ULTRA,1
q_10_math_ch7_016,1,7.1.2 Signs of Trigonometric Functions,Understand,Which functions are positive in the second quadrant?,second quadrant میں کون سے functions positive ہوتے ہیں؟,cos θ and sec θ,sin θ and cosec θ,tan θ and cot θ,All six functions,B | sin θ and cosec θ,Medium,1,PRO,1
q_10_math_ch7_017,1,7.1.2 Signs of Trigonometric Functions,Understand,Which functions are positive in the third quadrant?,third quadrant میں کون سے functions positive ہوتے ہیں؟,sin θ and cosec θ,cos θ and sec θ,tan θ and cot θ,All six functions,C | tan θ and cot θ,Medium,1,PRO,1
q_10_math_ch7_018,1,7.1.2 Signs of Trigonometric Functions,Understand,Which functions are positive in the fourth quadrant?,fourth quadrant میں کون سے functions positive ہوتے ہیں؟,sin θ and cosec θ,cos θ and sec θ,tan θ and cot θ,All six functions,B | cos θ and sec θ,Medium,1,PRO,1
q_10_math_ch7_019,1,7.1.2 Signs of Trigonometric Functions,Apply,What is the sign of cos 145°?,درج ذیل کا sign معلوم کریں: cos 145°,Positive / مثبت,Zero / صفر,Undefined / غیر معین,Negative / منفی,D | Negative / منفی,Medium,1,PRO,1
q_10_math_ch7_020,1,7.1.2 Signs of Trigonometric Functions,Analyze,Which statement is correct for an angle in the fourth quadrant?,fourth quadrant کے angle کے لیے کون سا statement درست ہے؟,cos θ < 0 and sin θ > 0,tan θ > 0 and cos θ < 0,cos θ > 0 and sin θ < 0,All trigonometric functions are positive,C | cos θ > 0 and sin θ < 0,Hard,1,ELITE,1
TOPIC_SEP,1,"7.1.3 Trigonometric Ratios of 0°, 90° and 180°",Topic,,,,,,,,,,,1
q_10_math_ch7_021,1,"7.1.3 Trigonometric Ratios of 0°, 90° and 180°",Remember,What is the value of sin 90°?,درج ذیل کی value کیا ہے: sin 90°,0,−1,undefined,1,D | 1,Easy,1,ULTRA,1
q_10_math_ch7_022,1,"7.1.3 Trigonometric Ratios of 0°, 90° and 180°",Remember,What is the value of cos 90°?,درج ذیل کی value کیا ہے: cos 90°,1,−1,undefined,0,D | 0,Easy,1,ULTRA,1
q_10_math_ch7_023,1,"7.1.3 Trigonometric Ratios of 0°, 90° and 180°",Understand,Why is cosec 0° undefined?,cosec 0° undefined کیوں ہے؟,Because cos 0° = 0,Because tan 0° = 1,Because sin 0° = 0,Because sin 0° = 1,C | Because sin 0° = 0,Medium,1,ELITE,1
q_10_math_ch7_024,1,"7.1.3 Trigonometric Ratios of 0°, 90° and 180°",Analyze,Which pair contains two undefined trigonometric values?,کون سا pair دو undefined trigonometric values پر مشتمل ہے؟,tan 90° and sec 90°,sin 0° and cos 90°,cot 90° and tan 180°,cos 0° and sin 180°,A | tan 90° and sec 90°,Hard,1,ELITE,1
TOPIC_SEP,1,7.1.4 Extending Sine and Cosine Functions to Angles Between 90° and 180°,Topic,,,,,,,,,,,1
