question_hash,active,topic,question_type,question_style,question,urdu_translation,difficulty,marks,weightage,smart_syllabus
sep_10_math_ch2_001,1,2.1 Quadratic Equation,Topic,topic_separator,,,,,,1
q_10_math_ch2_lq_001,1,2.1 Quadratic Equation,Long,explain,"Define a quadratic equation in one variable. Explain its standard form, pure quadratic form, and the role of the coefficients a, b, and c.",one variable میں quadratic equation کی تعریف کریں۔ اس کی standard form، pure quadratic form اور coefficients a، b اور c کے role کی وضاحت کریں۔,Easy,5,ULTRA,1
sep_10_math_ch2_002,1,2.1.1 Methods of Solving Quadratic Equations,Topic,topic_separator,,,,,,1
q_10_math_ch2_lq_002,1,2.1.1 Methods of Solving Quadratic Equations,Long,compare,"Compare the factorization, completing-square, quadratic-formula, and graphical methods for solving a quadratic equation. State the main steps and suitable use of each method.",quadratic equation حل کرنے کے factorization، completing-square، quadratic-formula اور graphical methods کا تقابل کریں۔ ہر method کے main steps اور suitable use بیان کریں۔,Hard,5,PRO,1
sep_10_math_ch2_003,1,2.1.1 Completing Square Method,Topic,topic_separator,,,,,,1
q_10_math_ch2_lq_003,1,2.1.1 Completing Square Method,Long,process_procedure,"Describe the complete procedure for solving a quadratic equation by completing the square, from arranging the equation to obtaining the solution set.",quadratic equation کو completing square method سے حل کرنے کی مکمل procedure بیان کریں، equation arrange کرنے سے solution set حاصل کرنے تک۔,Medium,5,PRO,1
sep_10_math_ch2_004,1,2.1.1 Quadratic Formula,Topic,topic_separator,,,,,,1
q_10_math_ch2_lq_004,1,2.1.1 Quadratic Formula,Long,derive,"Derive the quadratic formula for ax² + bx + c = 0 by the completing-square method, where a ≠ 0.",a ≠ 0 کی شرط کے ساتھ ax² + bx + c = 0 کے لیے completing-square method سے quadratic formula اخذ کریں۔,Hard,5,PRO,1
sep_10_math_ch2_005,1,2.1.1 Graphical Solution of a Quadratic Equation,Topic,topic_separator,,,,,,1
q_10_math_ch2_lq_005,1,2.1.1 Graphical Solution of a Quadratic Equation,Long,diagram_based,"Explain how a quadratic equation is solved graphically. Discuss the vertex form, direction of opening, x-intercepts, and interpretation of the roots from the graph.",quadratic equation کو graphically حل کرنے کا طریقہ بیان کریں۔ vertex form، graph کے opening direction، x-intercepts اور graph سے roots کی interpretation پر بحث کریں۔,Medium,5,PRO,1
sep_10_math_ch2_006,1,2.2 Graphical Intersections,Topic,topic_separator,,,,,,1
q_10_math_ch2_lq_006,1,2.2 Graphical Intersections,Long,compare,"Compare the graphical procedures for finding intersections of a linear function with coordinate axes, two linear functions, and a linear function with a quadratic function.",linear function اور coordinate axes، two linear functions، اور linear function اور quadratic function کے intersections graphically معلوم کرنے کی procedures کا تقابل کریں۔,Medium,5,ULTRA,1
sep_10_math_ch2_007,1,2.3 Roots and Coefficients,Topic,topic_separator,,,,,,1
q_10_math_ch2_lq_007,1,2.3 Roots and Coefficients,Long,derive,Derive the relationships for the sum and product of the roots of ax² + bx + c = 0.,ax² + bx + c = 0 کے roots کے sum اور product کے relationships اخذ کریں۔,Hard,5,PRO,1
sep_10_math_ch2_008,1,2.3.1 Formation of a Quadratic Equation,Topic,topic_separator,,,,,,1
q_10_math_ch2_lq_008,1,2.3.1 Formation of a Quadratic Equation,Long,derive,Derive the standard equation whose roots are α and β. Explain how a new quadratic equation is formed when transformed roots are given.,وہ standard equation اخذ کریں جس کے roots α اور β ہوں۔ transformed roots دیے جانے پر نئی quadratic equation بنانے کا طریقہ واضح کریں۔,Hard,5,PRO,1
sep_10_math_ch2_009,1,2.4 Discriminant and Nature of Roots,Topic,topic_separator,,,,,,1
q_10_math_ch2_lq_009,1,2.4 Discriminant and Nature of Roots,Long,classification,Define the discriminant of a quadratic equation and classify the nature of roots for all possible signs and perfect-square conditions of b² − 4ac.,quadratic equation کے discriminant کی تعریف کریں اور b² − 4ac کی تمام possible signs اور perfect-square conditions کے لیے roots کی nature classify کریں۔,Medium,5,ULTRA,1
sep_10_math_ch2_010,1,2.5 Quadratic Inequalities,Topic,topic_separator,,,,,,1
q_10_math_ch2_lq_010,1,2.5 Quadratic Inequalities,Long,process_procedure,"Describe the four-step method for solving a quadratic inequality in one unknown. Explain the use of critical points, intervals, test points, and open or closed endpoints.",one unknown میں quadratic inequality حل کرنے کا four-step method بیان کریں۔ critical points، intervals، test points اور open یا closed endpoints کے use کی وضاحت کریں۔,Medium,5,PRO,1
sep_10_math_ch2_011,1,2.6 Changing the Subject of Formula,Topic,topic_separator,,,,,,1
q_10_math_ch2_lq_011,1,2.6 Changing the Subject of Formula,Long,process_procedure,"Explain what is meant by the subject of a formula and describe the algebraic principles used to change the subject, including formulas containing powers, products, and fractions.",subject of a formula سے کیا مراد ہے؟ powers، products اور fractions والی formulas میں subject تبدیل کرنے کے algebraic principles بیان کریں۔,Medium,5,PRO,1
