question_hash,active,topic,question_style,question,urdu_translation,difficulty,marks,weightage,smart_syllabus
TOPIC_SEP,1,1.1 Complex Numbers,topic_separator,,,,,,1
q_10_math_ch1_sq_001,1,1.1 Complex Numbers,explain_reason,Explain why the equation x² + 1 = 0 has no solution in the real-number system and state the purpose of introducing i.,وضاحت کریں کہ درج ذیل equation کا real-number system میں solution کیوں نہیں ہے اور i متعارف کرانے کا مقصد بیان کریں: x² + 1 = 0,Medium,2,PRO,1
q_10_math_ch1_sq_002,1,1.1 Complex Numbers,numerical_short,Simplify the following powers of i: i⁵ and i¹⁶.,"درج ذیل powers of i کو سادہ کریں: i⁵, i¹⁶",Medium,2,PRO,1
q_10_math_ch1_sq_003,1,1.1 Complex Numbers,numerical_short,Simplify the complex power: (−i)¹⁹.,درج ذیل complex power کو سادہ کریں: (−i)¹⁹,Hard,2,PRO,1
q_10_math_ch1_sq_004,1,1.1 Complex Numbers,definition_formula,Define a complex number and identify the real and imaginary parts in its rectangular form.,complex number کی تعریف کریں اور اس کی rectangular form میں real اور imaginary parts کی نشاندہی کریں۔,Easy,2,ULTRA,1
TOPIC_SEP,1,1.1.1 Rectangular Form of a Complex Number,topic_separator,,,,,,1
q_10_math_ch1_sq_005,1,1.1.1 Rectangular Form of a Complex Number,compare_contrast,State the conditions under which z = x + iy is purely real or purely imaginary.,وہ conditions بیان کریں جن میں درج ذیل complex number pure real یا pure imaginary ہوتا ہے: z = x + iy,Easy,2,ULTRA,1
q_10_math_ch1_sq_006,1,1.1.1 Rectangular Form of a Complex Number,numerical_short,Write the following numbers in rectangular form: 2 + √(−4) and 3 − √(−7).,"درج ذیل numbers کو rectangular form میں لکھیں: 2 + √(−4), 3 − √(−7)",Medium,2,PRO,1
TOPIC_SEP,1,1.1.2 Equality of Complex Numbers,topic_separator,,,,,,1
q_10_math_ch1_sq_007,1,1.1.2 Equality of Complex Numbers,law_principle,State the condition for equality of two complex numbers and apply it to compare their corresponding parts.,دو complex numbers کی equality کی condition بیان کریں اور ان کے corresponding parts کا تقابل کریں۔,Easy,2,ULTRA,1
q_10_math_ch1_sq_008,1,1.1.2 Equality of Complex Numbers,numerical_short,Determine x and y from the equation: (2x − 1) + (y + 4)i = 5 + 7i.,درج ذیل equation سے x اور y معلوم کریں: (2x − 1) + (y + 4)i = 5 + 7i,Medium,2,PRO,1
TOPIC_SEP,1,1.2.1 Scalar Multiplication of Complex Numbers,topic_separator,,,,,,1
q_10_math_ch1_sq_009,1,1.2.1 Scalar Multiplication of Complex Numbers,formula_relationship,Explain how multiplication by a real scalar changes the magnitude and direction of a complex number represented on the Argand plane.,وضاحت کریں کہ real scalar سے multiplication، Argand plane پر represented complex number کی magnitude اور direction کو کیسے بدلتی ہے۔,Medium,2,ELITE,1
q_10_math_ch1_sq_010,1,1.2.1 Scalar Multiplication of Complex Numbers,numerical_short,"For z = 4 − 3i, determine the complex number obtained when z is multiplied by −2.",درج ذیل complex number کو −2 سے multiply کرنے پر حاصل ہونے والا complex number معلوم کریں: z = 4 − 3i,Easy,2,PRO,1
TOPIC_SEP,1,1.2.2 Addition of Two Complex Numbers,topic_separator,,,,,,1
q_10_math_ch1_sq_011,1,1.2.2 Addition of Two Complex Numbers,numerical_short,Add the complex numbers: (3 + 4i) + (5 − 2i).,درج ذیل complex numbers کو جمع کریں: (3 + 4i) + (5 − 2i),Easy,2,PRO,1
q_10_math_ch1_sq_012,1,1.2.2 Addition of Two Complex Numbers,diagram_based,Explain how the parallelogram law represents the addition of two complex numbers on the Argand plane.,وضاحت کریں کہ parallelogram law، Argand plane پر two complex numbers کی addition کو کیسے ظاہر کرتا ہے۔,Medium,2,ELITE,1
TOPIC_SEP,1,1.2.3 Subtraction of Two Complex Numbers,topic_separator,,,,,,1
q_10_math_ch1_sq_013,1,1.2.3 Subtraction of Two Complex Numbers,numerical_short,Subtract the second complex number from the first: (8 + 2i) − (5 − 6i).,دوسرے complex number کو پہلے complex number سے تفریق کریں: (8 + 2i) − (5 − 6i),Easy,2,PRO,1
TOPIC_SEP,1,1.2.4 Multiplication of Two Complex Numbers,topic_separator,,,,,,1
q_10_math_ch1_sq_014,1,1.2.4 Multiplication of Two Complex Numbers,numerical_short,Multiply and simplify: (3 − 4i)(5 − 6i).,درج ذیل expression کو multiply کرکے سادہ کریں: (3 − 4i)(5 − 6i),Hard,2,PRO,1
TOPIC_SEP,1,1.2.5 Division of Two Complex Numbers,topic_separator,,,,,,1
q_10_math_ch1_sq_015,1,1.2.5 Division of Two Complex Numbers,process_steps,State the method used to express a quotient of complex numbers in rectangular form.,complex numbers کے quotient کو rectangular form میں لکھنے کا method بیان کریں۔,Easy,2,ULTRA,1
q_10_math_ch1_sq_016,1,1.2.5 Division of Two Complex Numbers,numerical_short,Express the following quotient in rectangular form: (3 + 4i)/(5 − 7i).,درج ذیل quotient کو rectangular form میں لکھیں: (3 + 4i)/(5 − 7i),Hard,2,PRO,1
TOPIC_SEP,1,1.2.6 Properties of Complex Numbers,topic_separator,,,,,,1
q_10_math_ch1_sq_017,1,1.2.6 Properties of Complex Numbers,list_state,State the closure and commutative properties of addition for complex numbers.,complex numbers کے لیے addition کی closure اور commutative properties بیان کریں۔,Easy,2,ULTRA,1
q_10_math_ch1_sq_018,1,1.2.6 Properties of Complex Numbers,compare_contrast,Differentiate between the additive identity and multiplicative identity of complex numbers.,complex numbers کی additive identity اور multiplicative identity میں فرق بیان کریں۔,Easy,2,ULTRA,1
