question_hash,active,topic,question_style,question,urdu_translation,difficulty,marks,weightage,smart_syllabus
TOPIC_SEP,1,2.1 Quadratic Equation,topic_separator,,,,,,1
q_10_math_ch2_sq_001,1,2.1 Quadratic Equation,definition_formula,Define a quadratic equation in one variable and write its standard form with the required conditions.,one variable میں quadratic equation کی تعریف کریں اور required conditions کے ساتھ اس کی standard form لکھیں۔,Easy,2,ULTRA,1
q_10_math_ch2_sq_002,1,2.1 Quadratic Equation,compare_contrast,Differentiate between a quadratic equation and a pure quadratic equation using their coefficients.,quadratic equation اور pure quadratic equation میں coefficients کی بنیاد پر فرق بیان کریں۔,Medium,2,ELITE,1
q_10_math_ch2_sq_003,1,2.1 Quadratic Equation,classification,"Convert the following equation into standard quadratic form and identify a, b, and c: 3x − 1 = 2x².",درج ذیل equation کو standard quadratic form میں تبدیل کریں اور a، b اور c identify کریں: 3x − 1 = 2x²,Easy,2,PRO,1
TOPIC_SEP,1,2.1.1 Solution of Quadratic Equation by Factorization Method,topic_separator,,,,,,1
q_10_math_ch2_sq_004,1,2.1.1 Solution of Quadratic Equation by Factorization Method,process_steps,State the zero-product property and explain how it is used to solve a quadratic equation by factorization.,zero-product property بیان کریں اور وضاحت کریں کہ اسے factorization سے quadratic equation solve کرنے میں کیسے استعمال کیا جاتا ہے۔,Medium,2,ULTRA,1
q_10_math_ch2_sq_005,1,2.1.1 Solution of Quadratic Equation by Factorization Method,numerical_short,Solve the quadratic equation by factorization: x² − x − 6 = 0.,درج ذیل quadratic equation کو factorization سے solve کریں: x² − x − 6 = 0,Easy,2,PRO,1
q_10_math_ch2_sq_006,1,2.1.1 Solution of Quadratic Equation by Factorization Method,numerical_short,"Solve the rational equation after reducing it to quadratic form: (3x − 5)/(x − 2) = (5x − 2)/(x + 5), x ≠ 2, −5.","درج ذیل rational equation کو quadratic form میں reduce کرنے کے بعد solve کریں: (3x − 5)/(x − 2) = (5x − 2)/(x + 5), x ≠ 2, −5",Hard,2,PRO,1
TOPIC_SEP,1,2.1.1 Solution of a Quadratic Equation by Completing Square Method,topic_separator,,,,,,1
q_10_math_ch2_sq_007,1,2.1.1 Solution of a Quadratic Equation by Completing Square Method,process_steps,Enlist the main steps used to solve a quadratic equation by completing the square.,quadratic equation کو completing the square سے solve کرنے کے main steps enlist کریں۔,Easy,2,ULTRA,1
q_10_math_ch2_sq_008,1,2.1.1 Solution of a Quadratic Equation by Completing Square Method,numerical_short,Solve the quadratic equation by completing the square: 2x² + 5x + 2 = 0.,درج ذیل quadratic equation کو completing the square سے solve کریں: 2x² + 5x + 2 = 0,Medium,2,PRO,1
TOPIC_SEP,1,2.1.1 Solution of a Quadratic Equation by Quadratic Formula,topic_separator,,,,,,1
q_10_math_ch2_sq_009,1,2.1.1 Solution of a Quadratic Equation by Quadratic Formula,law_principle,"State the quadratic formula and identify the meaning of a, b, and c in the standard equation.",quadratic formula بیان کریں اور standard equation میں a، b اور c کی meaning identify کریں۔,Easy,2,ULTRA,1
q_10_math_ch2_sq_010,1,2.1.1 Solution of a Quadratic Equation by Quadratic Formula,numerical_short,Solve the equation using the quadratic formula: 2x² + 7x − 15 = 0.,درج ذیل equation کو quadratic formula سے solve کریں: 2x² + 7x − 15 = 0,Medium,2,PRO,1
TOPIC_SEP,1,2.1.1 Solution of Quadratic Equation by Graphs,topic_separator,,,,,,1
q_10_math_ch2_sq_011,1,2.1.1 Solution of Quadratic Equation by Graphs,concept_explanation,Explain how the roots of a quadratic equation are identified from its graph.,وضاحت کریں کہ quadratic equation کے roots اس کے graph سے کیسے identify کیے جاتے ہیں۔,Easy,2,ULTRA,1
q_10_math_ch2_sq_012,1,2.1.1 Solution of Quadratic Equation by Graphs,diagram_based,Sketch the graph of y = x² − 5x − 14 and use it to determine the roots of the corresponding equation.,درج ذیل function کا graph sketch کریں اور corresponding equation کے roots معلوم کریں: y = x² − 5x − 14,Hard,2,PRO,1
TOPIC_SEP,1,2.2.1 Finding Points of Intersection of a Linear Function and Coordinate Axes Graphically,topic_separator,,,,,,1
q_10_math_ch2_sq_013,1,2.2.1 Finding Points of Intersection of a Linear Function and Coordinate Axes Graphically,diagram_based,Explain how to determine the x-intercept and y-intercept of a linear function graphically.,وضاحت کریں کہ linear function کے x-intercept اور y-intercept کو graphically کیسے determine کیا جاتا ہے۔,Easy,2,ULTRA,1
q_10_math_ch2_sq_014,1,2.2.1 Finding Points of Intersection of a Linear Function and Coordinate Axes Graphically,numerical_short,Find graphically the points where the line x + y = 8 intersects the coordinate axes.,درج ذیل line کے coordinate axes کے ساتھ points of intersection graphically معلوم کریں: x + y = 8,Medium,2,PRO,1
TOPIC_SEP,1,2.2.2 Finding Point of Intersection of Two Linear Functions Graphically,topic_separator,,,,,,1
q_10_math_ch2_sq_015,1,2.2.2 Finding Point of Intersection of Two Linear Functions Graphically,diagram_based,State how the common solution of two linear equations is represented on their graphs.,بیان کریں کہ two linear equations کا common solution ان کے graphs پر کیسے represent ہوتا ہے۔,Easy,2,ULTRA,1
q_10_math_ch2_sq_016,1,2.2.2 Finding Point of Intersection of Two Linear Functions Graphically,numerical_short,Find graphically the point of intersection of the lines: x + y = 6 and 3x + y = 12.,"درج ذیل lines کا point of intersection graphically معلوم کریں: x + y = 6, 3x + y = 12",Medium,2,PRO,1
TOPIC_SEP,1,2.2.3 Finding Points of Intersection of a Linear Function and a Quadratic Function Graphically,topic_separator,,,,,,1
q_10_math_ch2_sq_017,1,2.2.3 Finding Points of Intersection of a Linear Function and a Quadratic Function Graphically,concept_explanation,Explain how the points of intersection of a linear function and a quadratic function are interpreted graphically.,وضاحت کریں کہ linear function اور quadratic function کے points of intersection کو graphically کیسے interpret کیا جاتا ہے۔,Medium,2,ELITE,1
q_10_math_ch2_sq_018,1,2.2.3 Finding Points of Intersection of a Linear Function and a Quadratic Function Graphically,numerical_short,Find graphically the intersection points of y = x + 2 and y = x² + x − 10.,"درج ذیل functions کے intersection points graphically معلوم کریں: y = x + 2, y = x² + x − 10",Hard,2,PRO,1
TOPIC_SEP,1,2.3 Relationship Between the Roots and Coefficients of a Quadratic Equation,topic_separator,,,,,,1
q_10_math_ch2_sq_019,1,2.3 Relationship Between the Roots and Coefficients of a Quadratic Equation,formula_relationship,State the relationships between the sum and product of the roots and the coefficients of ax² + bx + c = 0.,درج ذیل quadratic equation کے roots کے sum اور product کا coefficients کے ساتھ relationship بیان کریں: ax² + bx + c = 0,Easy,2,ULTRA,1
q_10_math_ch2_sq_020,1,2.3 Relationship Between the Roots and Coefficients of a Quadratic Equation,numerical_short,"Without solving the equation, find the sum and product of the roots: 3x² + 5x − 12 = 0.",equation solve کیے بغیر roots کا sum اور product معلوم کریں: 3x² + 5x − 12 = 0,Easy,2,PRO,1
q_10_math_ch2_sq_021,1,2.3 Relationship Between the Roots and Coefficients of a Quadratic Equation,explain_reason,Explain how changing the signs of all coefficients affects the sum and product of the roots.,وضاحت کریں کہ تمام coefficients کے signs بدلنے سے roots کے sum اور product پر کیا اثر پڑتا ہے۔,Medium,2,ELITE,1
TOPIC_SEP,1,2.3.1 Form a Quadratic Equation When Roots are Given,topic_separator,,,,,,1
