question_hash,active,topic,question_style,question,urdu_translation,difficulty,marks,weightage,smart_syllabus
TOPIC_SEP,1,9.1 Tangent to a Circle,topic_separator,,,,,,1
q_10_math_ch9_sq_001,1,9.1 Tangent to a Circle,definition_function,Define a tangent to a circle and identify the point of contact.,circle کے tangent کی تعریف کریں اور point of contact کی نشاندہی کریں۔,Easy,2,PRO,1
q_10_math_ch9_sq_002,1,9.1 Tangent to a Circle,law_principle,State the relation between a tangent and the radius drawn to the point of contact.,tangent اور point of contact تک کھینچے گئے radius کے درمیان relation بیان کریں۔,Easy,2,ULTRA,1
q_10_math_ch9_sq_003,1,9.1 Tangent to a Circle,law_principle,State the theorem for two tangents drawn from one external point to a circle.,ایک external point سے circle پر کھینچے گئے دو tangents سے متعلق theorem بیان کریں۔,Easy,2,ULTRA,1
q_10_math_ch9_sq_004,1,9.1 Tangent to a Circle,numerical_short,"A tangent QR is drawn to a circle of radius 4 cm. If PR = 8 cm and P is the centre, calculate QR.",4 cm radius کے circle پر tangent QR کھینچا گیا ہے۔ اگر PR = 8 cm اور P centre ہو تو QR معلوم کریں۔,Medium,2,PRO,1
q_10_math_ch9_sq_005,1,9.1 Tangent to a Circle,numerical_short,A point is 12 m from the centre of a circle of radius 5 m. Calculate the length of each tangent drawn from the point.,ایک point، 5 m radius کے circle کے centre سے 12 m دور ہے۔ اس point سے کھینچے گئے ہر tangent کی length معلوم کریں۔,Medium,2,PRO,1
q_10_math_ch9_sq_006,1,9.1 Tangent to a Circle,application_scenario,Give two real-life examples in which a tangent is perpendicular to a radius.,دو real-life examples دیں جن میں tangent، radius پر perpendicular ہو۔,Easy,2,PRO,1
q_10_math_ch9_sq_007,1,9.1 Tangent to a Circle,application_scenario,A circular plaza has radius 10 m and a pole is 26 m from its centre. Calculate the length of each guide wire touching the plaza.,circular plaza کا radius 10 m اور pole centre سے 26 m دور ہے۔ plaza کو touch کرنے والی ہر guide wire کی length معلوم کریں۔,Hard,2,PRO,1
TOPIC_SEP,1,9.1.3 Touching Circles,topic_separator,,,,,,1
q_10_math_ch9_sq_008,1,9.1.3 Touching Circles,law_principle,State the relation between the distance of the centres and the radii when two circles touch externally.,جب دو circles externally touch کریں تو centres کے distance اور radii کے درمیان relation بیان کریں۔,Easy,2,ULTRA,1
q_10_math_ch9_sq_009,1,9.1.3 Touching Circles,law_principle,State the relation between the distance of the centres and the radii when two circles touch internally.,جب دو circles internally touch کریں تو centres کے distance اور radii کے درمیان relation بیان کریں۔,Easy,2,ULTRA,1
q_10_math_ch9_sq_010,1,9.1.3 Touching Circles,numerical_short,Two circles of radii 4 cm and 6 cm touch externally. Calculate the distance between their centres.,4 cm اور 6 cm radii کے دو circles externally touch کرتے ہیں۔ ان کے centres کے درمیان distance معلوم کریں۔,Easy,2,PRO,1
q_10_math_ch9_sq_011,1,9.1.3 Touching Circles,numerical_short,Two circles of radii 12 cm and 7.5 cm touch internally. Calculate the distance between their centres.,12 cm اور 7.5 cm radii کے دو circles internally touch کرتے ہیں۔ ان کے centres کے درمیان distance معلوم کریں۔,Easy,2,PRO,1
q_10_math_ch9_sq_012,1,9.1.3 Touching Circles,numerical_short,Two circular gears of radii 5 cm and 7 cm touch externally. Find the distance between their centres.,5 cm اور 7 cm radii کے دو circular gears externally touch کرتے ہیں۔ ان کے centres کے درمیان distance معلوم کریں۔,Easy,2,PRO,1
q_10_math_ch9_sq_013,1,9.1.3 Touching Circles,numerical_short,A sensor of radius 2.5 cm touches internally a circular dish of radius 15 cm. Find the distance between their centres.,2.5 cm radius کا sensor، 15 cm radius کی circular dish کو internally touch کرتا ہے۔ centres کے درمیان distance معلوم کریں۔,Medium,2,PRO,1
TOPIC_SEP,1,9.1.4 Central and Inscribed Angles,topic_separator,,,,,,1
q_10_math_ch9_sq_014,1,9.1.4 Central and Inscribed Angles,law_principle,State the relationship between the central angle of a minor arc and the angle subtended by the corresponding major arc.,minor arc کے central angle اور corresponding major arc کے subtended angle کے درمیان relationship بیان کریں۔,Easy,2,ULTRA,1
q_10_math_ch9_sq_015,1,9.1.4 Central and Inscribed Angles,numerical_short,An arc subtends an angle of 60° at the centre. Find the angle subtended by the same arc at the circumference.,ایک arc centre پر 60° کا angle بناتا ہے۔ اسی arc کا circumference پر subtended angle معلوم کریں۔,Easy,2,PRO,1
