question_hash,active,topic,question_style,question,urdu_translation,difficulty,marks,weightage,smart_syllabus
TOPIC_SEP,1,6.1 Rectangular Coordinate Plane,topic_separator,,,,,,1
q_10_math_ch6_sq_001,1,6.1 Rectangular Coordinate Plane,definition_function,Define the rectangular coordinate plane and identify its two axes.,rectangular coordinate plane کی تعریف کریں اور اس کے two axes identify کریں۔,Easy,2,ULTRA,1
q_10_math_ch6_sq_002,1,6.1 Rectangular Coordinate Plane,compare_contrast,Differentiate between the x-coordinate and y-coordinate of an ordered pair.,ordered pair کے x-coordinate اور y-coordinate میں فرق بیان کریں۔,Medium,2,ULTRA,1
q_10_math_ch6_sq_003,1,6.1 Rectangular Coordinate Plane,classification,State the signs of x and y coordinates in each of the four quadrants.,چاروں quadrants میں x اور y coordinates کے signs بیان کریں۔,Medium,2,ULTRA,1
q_10_math_ch6_sq_004,1,6.1 Rectangular Coordinate Plane,numerical_short,"Identify the quadrant containing each point: (4, 3), (5, −4), (−6, 2), and (−4, −4).","درج ذیل ہر point کا quadrant identify کریں: (4, 3), (5, −4), (−6, 2), (−4, −4)",Easy,2,PRO,1
q_10_math_ch6_sq_005,1,6.1 Rectangular Coordinate Plane,diagram_based,"Plot the points A(3, −3), B(−3, 3), C(5, 7), and D(−2, −4) on a coordinate plane.","درج ذیل points کو coordinate plane پر plot کریں: A(3, −3), B(−3, 3), C(5, 7), D(−2, −4)",Medium,2,PRO,1
TOPIC_SEP,1,6.2 Scalars and Vectors,topic_separator,,,,,,1
q_10_math_ch6_sq_006,1,6.2 Scalars and Vectors,compare_contrast,Differentiate between scalar and vector quantities and give two examples of each.,scalar اور vector quantities میں فرق بیان کریں اور ہر ایک کی دو examples دیں۔,Easy,2,ULTRA,1
TOPIC_SEP,1,6.2.1 Representation of a Vector as Directed Line Segment,topic_separator,,,,,,1
q_10_math_ch6_sq_007,1,6.2.1 Representation of a Vector as Directed Line Segment,definition_function,Define a vector as a directed line segment and identify its initial point and terminal point.,vector کو directed line segment کے طور پر define کریں اور اس کا initial point اور terminal point identify کریں۔,Easy,2,ULTRA,1
q_10_math_ch6_sq_008,1,6.2.1 Representation of a Vector as Directed Line Segment,compare_contrast,"Differentiate among equal vectors, negative vectors, and zero vectors.",equal vectors، negative vectors اور zero vectors میں فرق بیان کریں۔,Medium,2,ULTRA,1
q_10_math_ch6_sq_009,1,6.2.1 Representation of a Vector as Directed Line Segment,diagram_based,"For each directed line segment in the given notation, state its tail and tip: AB, PQ, and RS.","درج ذیل directed line segments کے tail اور tip بیان کریں: AB, PQ, RS",Easy,2,PRO,1
TOPIC_SEP,1,6.2.2 Vectors and Coordinates,topic_separator,,,,,,1
q_10_math_ch6_sq_010,1,6.2.2 Vectors and Coordinates,definition_formula,Define the unit coordinate vectors i and j and state their directions.,unit coordinate vectors i اور j کی تعریف کریں اور ان کی directions بیان کریں۔,Medium,2,ULTRA,1
q_10_math_ch6_sq_011,1,6.2.2 Vectors and Coordinates,formula_relationship,Write the coordinate form of a vector whose horizontal and vertical components are x and y.,وہ vector coordinate form میں لکھیں جس کے horizontal اور vertical components x اور y ہوں۔,Medium,2,ULTRA,1
TOPIC_SEP,1,6.2.3 Position Vectors,topic_separator,,,,,,1
q_10_math_ch6_sq_012,1,6.2.3 Position Vectors,definition_formula,"Define the position vector of P(x, y) with respect to the origin and write its component form.","origin کے لحاظ سے P(x, y) کے position vector کی تعریف کریں اور اس کی component form لکھیں۔",Easy,2,ULTRA,1
TOPIC_SEP,1,6.2.4 Magnitude of a Vector,topic_separator,,,,,,1
q_10_math_ch6_sq_013,1,6.2.4 Magnitude of a Vector,definition_formula,"Define the magnitude of a vector joining P(x₁, y₁) and Q(x₂, y₂) and write the distance formula.","P(x₁, y₁) اور Q(x₂, y₂) کو join کرنے والے vector کی magnitude define کریں اور distance formula لکھیں۔",Medium,2,ULTRA,1
q_10_math_ch6_sq_014,1,6.2.4 Magnitude of a Vector,numerical_short,"For P(2, 4) and Q(−5, 3), find the vector PQ and calculate its magnitude.","درج ذیل points کے لیے vector PQ معلوم کریں اور اس کی magnitude calculate کریں: P(2, 4), Q(−5, 3)",Hard,2,PRO,1
q_10_math_ch6_sq_015,1,6.2.4 Magnitude of a Vector,numerical_short,"Find the magnitude of the vector from P(4, 7) to Q(5, 10).","درج ذیل points کے لیے P سے Q تک vector کی magnitude معلوم کریں: P(4, 7), Q(5, 10)",Easy,2,PRO,1
TOPIC_SEP,1,6.2.5 Scalar Multiplication of a Vector,topic_separator,,,,,,1
q_10_math_ch6_sq_016,1,6.2.5 Scalar Multiplication of a Vector,formula_relationship,Explain how scalar multiplication affects the magnitude and direction of a vector for positive and negative scalars.,وضاحت کریں کہ positive اور negative scalars کے لیے scalar multiplication vector کی magnitude اور direction کو کیسے affect کرتی ہے۔,Medium,2,ULTRA,1
q_10_math_ch6_sq_017,1,6.2.5 Scalar Multiplication of a Vector,law_principle,State the condition under which two non-zero vectors are parallel.,وہ condition بیان کریں جس میں two non-zero vectors parallel ہوتے ہیں۔,Medium,2,ULTRA,1
q_10_math_ch6_sq_018,1,6.2.5 Scalar Multiplication of a Vector,numerical_short,"If a = 3b, a = 9i − kj, and b = 3i − 12j, determine k.","اگر درج ذیل vectors کے لیے a = 3b ہو تو k معلوم کریں: a = 9i − kj, b = 3i − 12j",Hard,2,PRO,1
q_10_math_ch6_sq_019,1,6.2.5 Scalar Multiplication of a Vector,numerical_short,Determine whether the vectors a = 5i − 2j and b = −10i + 4j are parallel.,"determine کریں کہ درج ذیل vectors parallel ہیں یا نہیں: a = 5i − 2j, b = −10i + 4j",Easy,2,PRO,1
TOPIC_SEP,1,6.2.6 Unit Vector,topic_separator,,,,,,1
q_10_math_ch6_sq_020,1,6.2.6 Unit Vector,definition_formula,Define a unit vector and state the formula for the unit vector in the direction of a non-zero vector.,unit vector کی تعریف کریں اور non-zero vector کی direction میں unit vector کا formula بیان کریں۔,Easy,2,ULTRA,1
q_10_math_ch6_sq_021,1,6.2.6 Unit Vector,numerical_short,Find a unit vector in the direction of a = −5i + 2j.,درج ذیل vector کی direction میں unit vector معلوم کریں: a = −5i + 2j,Medium,2,PRO,1
q_10_math_ch6_sq_022,1,6.2.6 Unit Vector,explain_reason,Explain why a zero vector cannot have a unit vector in its direction.,وضاحت کریں کہ zero vector کی direction میں unit vector کیوں نہیں ہو سکتا۔,Medium,2,ELITE,1
TOPIC_SEP,1,6.3 Addition of Vectors,topic_separator,,,,,,1
q_10_math_ch6_sq_023,1,6.3 Addition of Vectors,law_principle,State the triangle law of vector addition.,vector addition کا triangle law بیان کریں۔,Easy,2,ULTRA,1
q_10_math_ch6_sq_024,1,6.3 Addition of Vectors,law_principle,State the parallelogram law of vector addition.,vector addition کا parallelogram law بیان کریں۔,Easy,2,ULTRA,1
q_10_math_ch6_sq_025,1,6.3 Addition of Vectors,numerical_short,"For a = 2i + 3j and b = 4i − 6j, find a + b.","درج ذیل vectors کے لیے a + b معلوم کریں: a = 2i + 3j, b = 4i − 6j",Easy,2,PRO,1
TOPIC_SEP,1,6.4 Difference of Two Vectors,topic_separator,,,,,,1
q_10_math_ch6_sq_026,1,6.4 Difference of Two Vectors,definition_formula,Define vector subtraction in terms of addition of the negative vector.,negative vector کی addition کے لحاظ سے vector subtraction کی تعریف کریں۔,Easy,2,ULTRA,1
q_10_math_ch6_sq_027,1,6.4 Difference of Two Vectors,numerical_short,"For a = 6i + 13j and b = −4i + 7j, find a − b.","درج ذیل vectors کے لیے a − b معلوم کریں: a = 6i + 13j, b = −4i + 7j",Easy,2,PRO,1
TOPIC_SEP,1,6.5 Vector in Terms of Two Non-Zero and Non-Parallel Coplanar Vectors,topic_separator,,,,,,1
