question_hash,active,topic,question_type,question_style,question,urdu_translation,difficulty,marks,weightage,smart_syllabus
sep_10_math_ch9_001,1,9.1 Tangent to a Circle,Topic,topic_separator,,,,,,1
q_10_math_ch9_lq_001,1,9.1 Tangent to a Circle,Long,explain,"Define a tangent, point of tangency, and point of contact. Differentiate a tangent from a chord and a secant with labelled diagrams.",tangent، point of tangency اور point of contact کی تعریف کریں۔ labelled diagrams کے ساتھ tangent، chord اور secant میں فرق بیان کریں۔,Medium,5,PRO,1
sep_10_math_ch9_002,1,9.1.1 Tangent and Radius Theorems,Topic,topic_separator,,,,,,1
q_10_math_ch9_lq_002,1,9.1.1 Tangent and Radius Theorems,Long,derive,"Prove that a line perpendicular to a radius at its outer endpoint is tangent to the circle, and prove that the tangent at a point of contact is perpendicular to the radius through that point.",ثابت کریں کہ radius کے outer endpoint پر perpendicular line circle کی tangent ہوتی ہے، اور point of contact پر tangent اس point سے گزرنے والے radius پر perpendicular ہوتی ہے۔,Hard,5,PRO,1
sep_10_math_ch9_003,1,9.1.2 Equal Tangents from an External Point,Topic,topic_separator,,,,,,1
q_10_math_ch9_lq_003,1,9.1.2 Equal Tangents from an External Point,Long,derive,Prove that two tangents drawn to a circle from the same external point are equal in length.,ثابت کریں کہ same external point سے circle پر drawn two tangents length میں equal ہوتی ہیں۔,Hard,5,PRO,1
sep_10_math_ch9_004,1,9.1.3 Touching Circles,Topic,topic_separator,,,,,,1
q_10_math_ch9_lq_004,1,9.1.3 Touching Circles,Long,compare,Compare circles touching externally and internally. Derive the relationship between the distance of their centres and the sum or difference of their radii.,externally اور internally touching circles کا تقابل کریں۔ ان کے centres کے distance اور radii کے sum یا difference کے درمیان relationship اخذ کریں۔,Hard,5,PRO,1
sep_10_math_ch9_005,1,9.1.4 Central Angle and Angle at Circumference,Topic,topic_separator,,,,,,1
q_10_math_ch9_lq_005,1,9.1.4 Central Angle and Angle at Circumference,Long,derive,Prove that the angle subtended by a minor arc at the centre is twice the angle subtended by the corresponding major arc at a point on the circumference.,ثابت کریں کہ minor arc centre پر جو angle subtend کرتا ہے وہ corresponding major arc کے circumference کے point پر subtended angle کا double ہوتا ہے۔,Hard,5,PRO,1
sep_10_math_ch9_006,1,9.1.5 Angles in the Same Segment,Topic,topic_separator,,,,,,1
q_10_math_ch9_lq_006,1,9.1.5 Angles in the Same Segment,Long,derive,Prove that any two angles in the same segment of a circle are equal.,ثابت کریں کہ circle کے same segment میں any two angles equal ہوتے ہیں۔,Hard,5,PRO,1
sep_10_math_ch9_007,1,9.1.6 Angles in Different Segments,Topic,topic_separator,,,,,,1
q_10_math_ch9_lq_007,1,9.1.6 Angles in Different Segments,Long,classification,"Explain and justify the angle properties of a semicircle, a segment greater than a semicircle, and a segment less than a semicircle.",semicircle، segment greater than a semicircle، اور segment less than a semicircle کی angle properties explain اور justify کریں۔,Medium,5,PRO,1
sep_10_math_ch9_008,1,9.1.7 Cyclic Quadrilateral,Topic,topic_separator,,,,,,1
q_10_math_ch9_lq_008,1,9.1.7 Cyclic Quadrilateral,Long,derive,Prove that opposite angles of a quadrilateral inscribed in a circle are supplementary.,ثابت کریں کہ circle میں inscribed quadrilateral کے opposite angles supplementary ہوتے ہیں۔,Hard,5,PRO,1
sep_10_math_ch9_009,1,9.2.1 Arc Length,Topic,topic_separator,,,,,,1
q_10_math_ch9_lq_009,1,9.2.1 Arc Length,Long,derive,"Derive the formula ℓ = rθ for arc length when θ is measured in radians, and explain the conversion between degrees and radians.",arc length کے لیے formula ℓ = rθ اخذ کریں جب θ radians میں measured ہو، اور degrees اور radians کے conversion کی وضاحت کریں۔,Hard,5,PRO,1
sep_10_math_ch9_010,1,9.2.2 Area of a Sector,Topic,topic_separator,,,,,,1
q_10_math_ch9_lq_010,1,9.2.2 Area of a Sector,Long,derive,Derive the formulas A = 1/2 r²θ and A = 1/2 rℓ for the area of a sector.,sector کے area کے formulas A = 1/2 r²θ اور A = 1/2 rℓ اخذ کریں۔,Hard,5,PRO,1
sep_10_math_ch9_011,1,Applications of Tangents and Circle Angles,Topic,topic_separator,,,,,,1
q_10_math_ch9_lq_011,1,Applications of Tangents and Circle Angles,Long,application_case,"Discuss applications of tangents, touching circles, angles in circles, arc length, and sector area in roundabouts, Ferris wheels, architecture, monuments, gears, clocks, and circular structures.",roundabouts، Ferris wheels، architecture، monuments، gears، clocks اور circular structures میں tangents، touching circles، angles in circles، arc length اور sector area کی applications پر بحث کریں۔,Medium,5,ELITE,1
sep_10_math_ch9_012,1,9.1.1 Tangent and Radius — Solved Example,Topic,topic_separator,,,,,,1
q_10_math_ch9_lq_012,1,9.1.1 Tangent and Radius — Solved Example,Numerical,calculate,"A tangent QR touches a circle of radius 4 cm at Q, and PR = 8 cm. Calculate QR.",tangent QR ایک circle of radius 4 cm کو Q پر touch کرتی ہے اور PR = 8 cm ہے۔ QR calculate کریں۔,Medium,4,ULTRA,1
sep_10_math_ch9_013,1,9.1.2 Equal Tangents — Solved Example,Topic,topic_separator,,,,,,1
q_10_math_ch9_lq_013,1,9.1.2 Equal Tangents — Solved Example,Numerical,calculate,A point is 12 m from the centre of a circular dome of radius 5 m. Calculate the length of each tangent support cable.,ایک point circular dome of radius 5 m کے centre سے 12 m دور ہے۔ ہر tangent support cable کی length calculate کریں۔,Medium,4,PRO,1
sep_10_math_ch9_014,1,9.1.3 Touching Circles — Solved Examples,Topic,topic_separator,,,,,,1
