question_hash,active,topic,question_style,question,urdu_translation,difficulty,marks,weightage,smart_syllabus
TOPIC_SEP,1,4.1 Function,topic_separator,,,,,,1
q_10_math_ch4_sq_001,1,4.1 Function,definition_function,Define a function from a set X to a set Y and explain the uniqueness condition for the image of each input.,set X سے set Y تک function کی تعریف کریں اور ہر input کی image کے لیے uniqueness condition explain کریں۔,Easy,2,ULTRA,1
q_10_math_ch4_sq_002,1,4.1 Function,compare_contrast,"Differentiate among the domain, co-domain, and range of a function.",function کے domain، co-domain اور range میں فرق بیان کریں۔,Easy,2,ULTRA,1
q_10_math_ch4_sq_003,1,4.1 Function,definition_example,Explain the roles of the independent and dependent variables in y = f(x).,درج ذیل notation میں independent اور dependent variables کے roles explain کریں: y = f(x),Easy,2,ELITE,1
q_10_math_ch4_sq_004,1,4.1 Function,numerical_short,"For f(x) = x² + 3x + 1, calculate f(0), f(−2), and f(a).",درج ذیل function کے لیے f(0)، f(−2) اور f(a) calculate کریں: f(x) = x² + 3x + 1,Medium,2,PRO,1
q_10_math_ch4_sq_005,1,4.1 Function,numerical_short,Determine the domain and range of the function: f(x) = (x + 1)².,درج ذیل function کا domain اور range معلوم کریں: f(x) = (x + 1)²,Hard,2,PRO,1
TOPIC_SEP,1,4.1.1 Operations on Functions,topic_separator,,,,,,1
q_10_math_ch4_sq_006,1,4.1.1 Operations on Functions,list_state,Enlist the four algebraic operations defined on two functions.,two functions پر defined چار algebraic operations enlist کریں۔,Easy,2,ULTRA,1
q_10_math_ch4_sq_007,1,4.1.1 Operations on Functions,formula_relationship,"Write the definitions of the sum, difference, product, and quotient of two functions, including the restriction for division.",two functions کے sum، difference، product اور quotient کی definitions لکھیں، اور division کی restriction بھی بیان کریں۔,Medium,2,ULTRA,1
q_10_math_ch4_sq_008,1,4.1.1 Operations on Functions,numerical_short,"For f(x) = 2x + 5 and g(x) = 3x − 2, find (f + g)(x) and (f − g)(x).","درج ذیل functions کے لیے (f + g)(x) اور (f − g)(x) معلوم کریں: f(x) = 2x + 5, g(x) = 3x − 2",Easy,2,PRO,1
q_10_math_ch4_sq_009,1,4.1.1 Operations on Functions,numerical_short,"For f(x) = x + 2 and g(x) = 2x + 4, find (fg)(x) and f(x)/g(x), stating the required restriction.","درج ذیل functions کے لیے (fg)(x) اور f(x)/g(x) معلوم کریں اور required restriction بھی لکھیں: f(x) = x + 2, g(x) = 2x + 4",Hard,2,PRO,1
TOPIC_SEP,1,4.1.2 Composition of Functions,topic_separator,,,,,,1
q_10_math_ch4_sq_010,1,4.1.2 Composition of Functions,definition_function,Define the composition of two functions and explain the order in which the functions act.,two functions کی composition کی تعریف کریں اور functions کے act کرنے کی order explain کریں۔,Easy,2,ULTRA,1
q_10_math_ch4_sq_011,1,4.1.2 Composition of Functions,compare_contrast,Explain why (f ∘ g)(x) and (g ∘ f)(x) are generally not equal.,"وضاحت کریں کہ درج ذیل compositions عام طور پر equal کیوں نہیں ہوتیں: (f ∘ g)(x), (g ∘ f)(x)",Medium,2,ULTRA,1
q_10_math_ch4_sq_012,1,4.1.2 Composition of Functions,numerical_short,"For f(x) = 2x + 3 and g(x) = x², find (f ∘ g)(x) and (g ∘ f)(x).","درج ذیل functions کے لیے (f ∘ g)(x) اور (g ∘ f)(x) معلوم کریں: f(x) = 2x + 3, g(x) = x²",Medium,2,PRO,1
q_10_math_ch4_sq_013,1,4.1.2 Composition of Functions,numerical_short,"For f(x) = 2x + 3 and g(x) = x³, calculate g(f(4)), f(f(3)), and f(g(−2)).","درج ذیل functions کے لیے g(f(4))، f(f(3)) اور f(g(−2)) calculate کریں: f(x) = 2x + 3, g(x) = x³",Hard,2,PRO,1
q_10_math_ch4_sq_014,1,4.1.2 Composition of Functions,classification,"Differentiate among one-to-one, onto, and bijective functions.",one-to-one، onto اور bijective functions میں فرق بیان کریں۔,Medium,2,ULTRA,1
TOPIC_SEP,1,4.1.3 Inverse Function,topic_separator,,,,,,1
q_10_math_ch4_sq_015,1,4.1.3 Inverse Function,definition_function,Define the inverse of a function and state how it reverses the mapping of the original function.,function کے inverse کی تعریف کریں اور بیان کریں کہ یہ original function کی mapping کو کیسے reverse کرتا ہے۔,Easy,2,ULTRA,1
q_10_math_ch4_sq_016,1,4.1.3 Inverse Function,formula_relationship,State the relationships between the domain and range of a function and those of its inverse.,function اور اس کے inverse کے domain اور range کے relationships بیان کریں۔,Easy,2,ULTRA,1
q_10_math_ch4_sq_017,1,4.1.3 Inverse Function,explain_reason,Explain why a function must be bijective in order to have an inverse.,وضاحت کریں کہ function کا inverse ہونے کے لیے اس کا bijective ہونا کیوں ضروری ہے۔,Medium,2,ULTRA,1
q_10_math_ch4_sq_018,1,4.1.3 Inverse Function,numerical_short,Find the inverse of the function and state its domain and range: f(x) = 2x + 3.,درج ذیل function کا inverse معلوم کریں اور اس کا domain اور range بیان کریں: f(x) = 2x + 3,Hard,2,PRO,1
q_10_math_ch4_sq_019,1,4.1.3 Inverse Function,numerical_short,Find f⁻¹(x) for the function: f(x) = (x − 3)/4.,درج ذیل function کے لیے f⁻¹(x) معلوم کریں: f(x) = (x − 3)/4,Easy,2,PRO,1
q_10_math_ch4_sq_020,1,4.1.3 Inverse Function,numerical_short,Verify the inverse relationship for f(x) = x³ by evaluating f(f⁻¹(x)) and f⁻¹(f(x)).,درج ذیل function کے لیے f(f⁻¹(x)) اور f⁻¹(f(x)) evaluate کرکے inverse relationship verify کریں: f(x) = x³,Hard,2,PRO,1
TOPIC_SEP,1,4.1.4 Vertical Line Test,topic_separator,,,,,,1
q_10_math_ch4_sq_021,1,4.1.4 Vertical Line Test,law_principle,State the vertical line test and explain how it identifies whether a graph represents a function.,vertical line test بیان کریں اور explain کریں کہ یہ graph کے function ہونے کی شناخت کیسے کرتا ہے۔,Easy,2,ULTRA,1
q_10_math_ch4_sq_022,1,4.1.4 Vertical Line Test,diagram_based,Explain why a sideways parabola fails the vertical line test.,وضاحت کریں کہ sideways parabola vertical line test کو کیوں fail کرتی ہے۔,Medium,2,ELITE,1
TOPIC_SEP,1,4.1.5 Horizontal Line Test,topic_separator,,,,,,1
q_10_math_ch4_sq_023,1,4.1.5 Horizontal Line Test,law_principle,State the horizontal line test and explain how it identifies a one-to-one function.,horizontal line test بیان کریں اور explain کریں کہ یہ one-to-one function کی شناخت کیسے کرتا ہے۔,Easy,2,ULTRA,1
q_10_math_ch4_sq_024,1,4.1.5 Horizontal Line Test,compare_contrast,Differentiate between the purposes of the vertical line test and horizontal line test.,vertical line test اور horizontal line test کے purposes میں فرق بیان کریں۔,Medium,2,ELITE,1
TOPIC_SEP,1,4.2 Graphs of Absolute Valued Functions,topic_separator,,,,,,1
q_10_math_ch4_sq_025,1,4.2 Graphs of Absolute Valued Functions,definition_formula,Define an absolute valued function and state the general form of its graph.,absolute valued function کی تعریف کریں اور اس کے graph کی general form بیان کریں۔,Easy,2,ULTRA,1
q_10_math_ch4_sq_026,1,4.2 Graphs of Absolute Valued Functions,features_characteristics,"State the shape, symmetry, and vertex of the graph y = |x|.",درج ذیل graph کی shape، symmetry اور vertex بیان کریں: y = |x|,Easy,2,ULTRA,1
q_10_math_ch4_sq_027,1,4.2 Graphs of Absolute Valued Functions,formula_relationship,"Explain the roles of a, h, and k in the function g(x) = a|x − h| + k.",درج ذیل function میں a، h اور k کے roles explain کریں: g(x) = a|x − h| + k,Medium,2,ULTRA,1
q_10_math_ch4_sq_028,1,4.2 Graphs of Absolute Valued Functions,diagram_based,Plot the graph and identify its vertex and axis of symmetry: f(x) = |x| + 2.,درج ذیل function کا graph plot کریں اور اس کا vertex اور axis of symmetry identify کریں: f(x) = |x| + 2,Medium,2,PRO,1
q_10_math_ch4_sq_029,1,4.2 Graphs of Absolute Valued Functions,diagram_based,Plot the graph and identify its vertex: f(x) = 2|x + 1| − 3.,درج ذیل function کا graph plot کریں اور اس کا vertex identify کریں: f(x) = 2|x + 1| − 3,Hard,2,PRO,1
TOPIC_SEP,1,4.3 Solution of Absolute Value Linear Equation in One Variable,topic_separator,,,,,,1
q_10_math_ch4_sq_030,1,4.3 Solution of Absolute Value Linear Equation in One Variable,process_steps,State the method for converting an absolute value linear equation into two linear equations.,absolute value linear equation کو two linear equations میں convert کرنے کا method بیان کریں۔,Easy,2,ULTRA,1
q_10_math_ch4_sq_031,1,4.3 Solution of Absolute Value Linear Equation in One Variable,numerical_short,Solve and express the solution on a number line: |x − 2| = 6.,درج ذیل equation solve کریں اور solution کو number line پر show کریں: |x − 2| = 6,Medium,2,PRO,1
q_10_math_ch4_sq_032,1,4.3 Solution of Absolute Value Linear Equation in One Variable,numerical_short,Solve the absolute value equation: |4x − 9| = 3.,درج ذیل absolute value equation solve کریں: |4x − 9| = 3,Medium,2,PRO,1
TOPIC_SEP,1,4.4 Solution of Absolute Value Linear Inequality in One Variable,topic_separator,,,,,,1
q_10_math_ch4_sq_033,1,4.4 Solution of Absolute Value Linear Inequality in One Variable,compare_contrast,Differentiate between the solution forms of |x − a| < b and |x − a| > b.,"درج ذیل absolute value inequalities کی solution forms میں فرق بیان کریں: |x − a| < b, |x − a| > b",Medium,2,ULTRA,1
q_10_math_ch4_sq_034,1,4.4 Solution of Absolute Value Linear Inequality in One Variable,numerical_short,Solve the inequality and express the solution in interval notation: |x − 1| ≥ 5.,درج ذیل inequality solve کریں اور solution کو interval notation میں لکھیں: |x − 1| ≥ 5,Hard,2,PRO,1
q_10_math_ch4_sq_035,1,4.4 Solution of Absolute Value Linear Inequality in One Variable,numerical_short,Solve and represent the solution on a number line: |4x − 12| ≤ 0.,درج ذیل inequality solve کریں اور solution کو number line پر represent کریں: |4x − 12| ≤ 0,Hard,2,PRO,1
TOPIC_SEP,1,4.5 Solving Real-Life Problems Involving Function,topic_separator,,,,,,1
q_10_math_ch4_sq_036,1,4.5 Solving Real-Life Problems Involving Function,application_scenario,"Explain how functions can model income, fare, cost, revenue, or distance in real-life situations.",وضاحت کریں کہ functions real-life situations میں income، fare، cost، revenue یا distance کو کیسے model کرتی ہیں۔,Medium,2,ELITE,1
q_10_math_ch4_sq_037,1,4.5 Solving Real-Life Problems Involving Function,numerical_short,The fare function is f(x) = 200 + 15x. Calculate the fare for a distance of 50 km.,fare function درج ذیل ہے۔ 50 km distance کے لیے fare calculate کریں: f(x) = 200 + 15x,Easy,2,PRO,1
q_10_math_ch4_sq_038,1,4.5 Solving Real-Life Problems Involving Function,numerical_short,"For E(n) = 1500n, calculate the total earning for 10 working days.",درج ذیل earning function کے لیے 10 working days کی total earning calculate کریں: E(n) = 1500n,Easy,2,PRO,1
TOPIC_SEP,1,4.6 Solving Real-Life Problems Involving Absolute Valued Functions,topic_separator,,,,,,1
q_10_math_ch4_sq_039,1,4.6 Solving Real-Life Problems Involving Absolute Valued Functions,application_scenario,"Explain why absolute value is useful for modelling tolerance, error, deviation, and distance from a reference value.",وضاحت کریں کہ absolute value tolerance، error، deviation اور reference value سے distance کو model کرنے کے لیے کیوں useful ہے۔,Medium,2,ELITE,1
q_10_math_ch4_sq_040,1,4.6 Solving Real-Life Problems Involving Absolute Valued Functions,numerical_short,A device operates at 220 V with a tolerance of 5 V. Express and determine the acceptable voltage range.,ایک device 220 V پر 5 V tolerance کے ساتھ operate کرتی ہے۔ acceptable voltage range کو express کرکے determine کریں۔,Medium,2,PRO,1
