question_hash,active,topic,question_type,question_style,question,urdu_translation,difficulty,marks,weightage,smart_syllabus
sep_10_math_ch1_001,1,1.1 Complex Numbers,Topic,topic_separator,,,,,,1
q_10_math_ch1_lq_001,1,1.1 Complex Numbers,Long,explain,"Explain the need for complex numbers by comparing equations whose squares lead to positive and negative real values. Define the imaginary unit i and explain the rectangular form of a complex number, including real, imaginary, pure real, and pure imaginary cases.",ان مساوات کا تقابل کرتے ہوئے complex numbers کی ضرورت واضح کریں جن میں مربع کرنے سے مثبت اور منفی حقیقی values حاصل ہوتی ہیں۔ imaginary unit i کی تعریف کریں اور complex number کی rectangular form کی وضاحت کریں، جس میں real، imaginary، pure real اور pure imaginary cases شامل ہوں۔,Medium,5,PRO,1
sep_10_math_ch1_002,1,1.1.2 Equality of Complex Numbers,Topic,topic_separator,,,,,,1
q_10_math_ch1_lq_002,1,1.1.2 Equality of Complex Numbers,Long,state_and_explain,State and explain the condition for equality of two complex numbers. Discuss how this condition is used to determine unknown real variables in complex equations.,دو complex numbers کی equality کی شرط بیان کریں اور اس کی وضاحت کریں۔ بحث کریں کہ complex equations میں نامعلوم حقیقی variables معلوم کرنے کے لیے یہ شرط کس طرح استعمال ہوتی ہے۔,Easy,5,ULTRA,1
sep_10_math_ch1_003,1,1.2.1 Scalar Multiplication of Complex Numbers,Topic,topic_separator,,,,,,1
q_10_math_ch1_lq_003,1,1.2.1 Scalar Multiplication of Complex Numbers,Long,diagram_based,"Explain scalar multiplication of a complex number by a real number. Illustrate geometrically how multiplication by 2, 1/2, and −1 changes the magnitude and direction of its position vector in the Argand plane.",complex number کی real number سے scalar multiplication کی وضاحت کریں۔ Argand plane میں geometric diagrams کی مدد سے واضح کریں کہ 2، 1/2 اور −1 سے multiplication اس کے position vector کی magnitude اور direction کو کس طرح تبدیل کرتی ہے۔,Medium,5,ULTRA,1
sep_10_math_ch1_004,1,1.2.2–1.2.3 Addition and Subtraction of Complex Numbers,Topic,topic_separator,,,,,,1
q_10_math_ch1_lq_004,1,1.2.2–1.2.3 Addition and Subtraction of Complex Numbers,Long,derive,Derive the rules for addition and subtraction of two complex numbers in rectangular form. Explain their geometric interpretation in the Argand plane by using position vectors and the parallelogram law.,rectangular form میں دو complex numbers کی addition اور subtraction کے rules اخذ کریں۔ position vectors اور parallelogram law استعمال کرتے ہوئے Argand plane میں ان کی geometric interpretation کی وضاحت کریں۔,Medium,5,PRO,1
sep_10_math_ch1_005,1,1.2.4 Multiplication of Two Complex Numbers,Topic,topic_separator,,,,,,1
q_10_math_ch1_lq_005,1,1.2.4 Multiplication of Two Complex Numbers,Long,derive,Derive the rule for multiplying two complex numbers in rectangular form. Show how the real and imaginary parts of the product are obtained by using i² = −1.,rectangular form میں دو complex numbers کی multiplication کا rule اخذ کریں۔ i² = −1 استعمال کرتے ہوئے واضح کریں کہ product کے real اور imaginary parts کس طرح حاصل ہوتے ہیں۔,Medium,5,PRO,1
sep_10_math_ch1_006,1,1.2.5 Division of Two Complex Numbers,Topic,topic_separator,,,,,,1
q_10_math_ch1_lq_006,1,1.2.5 Division of Two Complex Numbers,Long,derive,Derive the method for dividing one complex number by a non-zero complex number. Explain how the conjugate of the denominator is used to express the quotient in rectangular form.,ایک complex number کو non-zero complex number سے divide کرنے کا method اخذ کریں۔ وضاحت کریں کہ denominator کے conjugate کو استعمال کرتے ہوئے quotient کو rectangular form میں کیسے لکھا جاتا ہے۔,Hard,5,PRO,1
sep_10_math_ch1_007,1,1.2.6 Properties of Complex Numbers,Topic,topic_separator,,,,,,1
q_10_math_ch1_lq_007,1,1.2.6 Properties of Complex Numbers,Long,compare,"Compare the algebraic properties of complex numbers under addition and multiplication, including closure, commutative, associative, identity, and inverse properties. Also explain the distributive property of multiplication over addition.",addition اور multiplication کے تحت complex numbers کی algebraic properties کا تقابل کریں، جن میں closure، commutative، associative، identity اور inverse properties شامل ہوں۔ multiplication کی addition پر distributive property کی بھی وضاحت کریں۔,Hard,5,PRO,1
