question_hash,active,topic,question_type,question_style,question,urdu_translation,difficulty,marks,weightage,smart_syllabus
sep_10_math_ch3_001,1,3.1 Matrices,Topic,topic_separator,,,,,,1
q_10_math_ch3_lq_001,1,3.1 Matrices,Long,explain,"Define a matrix and explain its rows, columns, elements, order, and equality conditions with suitable notation.",matrix کی تعریف کریں اور suitable notation کے ساتھ اس کی rows، columns، elements، order اور equality conditions کی وضاحت کریں۔,Easy,5,ULTRA,1
sep_10_math_ch3_002,1,3.2 Types of Matrices,Topic,topic_separator,,,,,,1
q_10_math_ch3_lq_002,1,3.2 Types of Matrices,Long,classification,"Classify matrices into row, column, zero, square, rectangular, diagonal, scalar, identity, transpose, symmetric, and skew-symmetric matrices. State the defining condition of each type.",matrices کو row، column، zero، square، rectangular، diagonal، scalar، identity، transpose، symmetric اور skew-symmetric matrices میں classify کریں۔ ہر type کی defining condition بیان کریں۔,Hard,5,PRO,1
sep_10_math_ch3_003,1,3.3 Algebraic Operations on Matrices,Topic,topic_separator,,,,,,1
q_10_math_ch3_lq_003,1,3.3 Algebraic Operations on Matrices,Long,compare,"Compare scalar multiplication, addition, subtraction, and multiplication of matrices. State the conformability conditions and explain why division of one matrix by another is not defined.",matrices کی scalar multiplication، addition، subtraction اور multiplication کا تقابل کریں۔ conformability conditions بیان کریں اور وضاحت کریں کہ ایک matrix کو دوسری matrix سے divide کرنا کیوں defined نہیں ہے۔,Hard,5,PRO,1
sep_10_math_ch3_004,1,3.3.4–3.3.6 Laws under Addition,Topic,topic_separator,,,,,,1
q_10_math_ch3_lq_004,1,3.3.4–3.3.6 Laws under Addition,Long,derive,"Verify and explain the commutative and associative laws of matrix addition, the additive identity, and the additive inverse.",matrix addition کے commutative اور associative laws، additive identity اور additive inverse کو verify اور explain کریں۔,Medium,5,PRO,1
sep_10_math_ch3_005,1,3.4 Multiplication of Matrices,Topic,topic_separator,,,,,,1
q_10_math_ch3_lq_005,1,3.4 Multiplication of Matrices,Long,process_procedure,"Explain the row-by-column procedure for multiplying matrices. Derive the order of AB when A is m-by-n and B is n-by-p, and discuss why AB and BA may differ or one may be undefined.",matrices کی row-by-column multiplication procedure کی وضاحت کریں۔ اگر A کی order m-by-n اور B کی order n-by-p ہو تو AB کی order اخذ کریں، اور بحث کریں کہ AB اور BA مختلف یا ان میں سے ایک undefined کیوں ہو سکتا ہے۔,Hard,5,PRO,1
