question_hash,active,topic,question_type,question_style,question,urdu_translation,difficulty,marks,weightage,smart_syllabus
sep_10_math_ch4_001,1,4.1 Function,Topic,topic_separator,,,,,,1
q_10_math_ch4_lq_001,1,4.1 Function,Long,explain,"Define a function from X to Y and explain domain, co-domain, range, image, pre-image, independent variable, and dependent variable with a mapping diagram.",X سے Y تک function کی تعریف کریں اور mapping diagram کے ساتھ domain، co-domain، range، image، pre-image، independent variable اور dependent variable کی وضاحت کریں۔,Medium,5,PRO,1
sep_10_math_ch4_002,1,4.1.1 Operations on Functions,Topic,topic_separator,,,,,,1
q_10_math_ch4_lq_002,1,4.1.1 Operations on Functions,Long,compare,"Explain and compare addition, subtraction, multiplication, and division of two functions. State the restriction required for division.",دو functions کی addition، subtraction، multiplication اور division کی وضاحت اور تقابل کریں۔ division کے لیے required restriction بیان کریں۔,Medium,5,ULTRA,1
sep_10_math_ch4_003,1,4.1.2 Composition of Functions,Topic,topic_separator,,,,,,1
q_10_math_ch4_lq_003,1,4.1.2 Composition of Functions,Long,explain,"Define composition of functions and explain fog, gof, fof, and gog by using mapping diagrams and algebraic examples. Discuss why composition is generally not commutative.",composition of functions کی تعریف کریں اور mapping diagrams اور algebraic examples سے fog، gof، fof اور gog کی وضاحت کریں۔ بحث کریں کہ composition عام طور پر commutative کیوں نہیں ہوتی۔,Hard,5,PRO,1
sep_10_math_ch4_004,1,4.1.3 Inverse Function,Topic,topic_separator,,,,,,1
q_10_math_ch4_lq_004,1,4.1.3 Inverse Function,Long,state_and_explain,Define an inverse function and explain the relationship between the domains and ranges of a function and its inverse. State the condition under which an inverse exists.,inverse function کی تعریف کریں اور function اور اس کے inverse کے domains اور ranges کے relationship کی وضاحت کریں۔ inverse کے existence کی شرط بیان کریں۔,Medium,5,PRO,1
sep_10_math_ch4_005,1,"4.1.3 One-to-One, Onto, and Bijective Functions",Topic,topic_separator,,,,,,1
q_10_math_ch4_lq_005,1,"4.1.3 One-to-One, Onto, and Bijective Functions",Long,classification,"Differentiate among one-to-one, onto, and bijective functions, and explain why bijectivity is required for an inverse function.",one-to-one، onto اور bijective functions کے درمیان فرق بیان کریں، اور explain کریں کہ inverse function کے لیے bijectivity کیوں required ہے۔,Medium,5,ULTRA,1
sep_10_math_ch4_006,1,4.1.4–4.1.5 Line Tests,Topic,topic_separator,,,,,,1
q_10_math_ch4_lq_006,1,4.1.4–4.1.5 Line Tests,Long,diagram_based,Explain the vertical-line test for identifying a function and the horizontal-line test for identifying a one-to-one function. Illustrate both tests with suitable graph types.,function identify کرنے کے لیے vertical-line test اور one-to-one function identify کرنے کے لیے horizontal-line test کی وضاحت کریں۔ دونوں tests کو suitable graph types سے illustrate کریں۔,Medium,5,PRO,1
sep_10_math_ch4_007,1,4.2 Graphs of Absolute Valued Functions,Topic,topic_separator,,,,,,1
q_10_math_ch4_lq_007,1,4.2 Graphs of Absolute Valued Functions,Long,diagram_based,"Explain the parent function f(x) = |x|, its piecewise form, vertex, axis of symmetry, and V-shaped graph. Discuss the effect of a, h, and k in g(x) = a|x − h| + k.",parent function f(x) = |x|، اس کی piecewise form، vertex، axis of symmetry اور V-shaped graph کی وضاحت کریں۔ g(x) = a|x − h| + k میں a، h اور k کے effects پر بحث کریں۔,Hard,5,PRO,1
sep_10_math_ch4_008,1,4.3 Absolute Value Linear Equations,Topic,topic_separator,,,,,,1
q_10_math_ch4_lq_008,1,4.3 Absolute Value Linear Equations,Long,process_procedure,Describe the procedure for solving an absolute value linear equation in one variable and representing its solution on a number line.,one variable میں absolute value linear equation حل کرنے اور solution کو number line پر represent کرنے کی procedure بیان کریں۔,Medium,5,PRO,1
sep_10_math_ch4_009,1,4.4 Absolute Value Linear Inequalities,Topic,topic_separator,,,,,,1
q_10_math_ch4_lq_009,1,4.4 Absolute Value Linear Inequalities,Long,compare,Explain the four standard forms of absolute value inequalities and compare the interval and number-line representations for strict and inclusive inequalities.,absolute value inequalities کی four standard forms کی وضاحت کریں، اور strict و inclusive inequalities کے interval اور number-line representations کا تقابل کریں۔,Hard,5,PRO,1
sep_10_math_ch4_010,1,4.5 Real-Life Problems Involving Functions,Topic,topic_separator,,,,,,1
q_10_math_ch4_lq_010,1,4.5 Real-Life Problems Involving Functions,Long,application_case,"Discuss how functions model balance, fares, manufacturing cost, travel time, printing charges, profit, and discounts. Explain the common steps for identifying variables and evaluating the model.",بحث کریں کہ functions balance، fares، manufacturing cost، travel time، printing charges، profit اور discounts کو کیسے model کرتی ہیں۔ variables identify کرنے اور model evaluate کرنے کے common steps بیان کریں۔,Medium,5,ELITE,1
sep_10_math_ch4_011,1,4.6 Real-Life Problems Involving Absolute Value Functions,Topic,topic_separator,,,,,,1
q_10_math_ch4_lq_011,1,4.6 Real-Life Problems Involving Absolute Value Functions,Long,application_case,"Explain how absolute value functions model tolerance, deviation, distance, magnitude, and two-sided variation in scientific and engineering situations.",وضاحت کریں کہ absolute value functions scientific اور engineering situations میں tolerance، deviation، distance، magnitude اور two-sided variation کو کیسے model کرتی ہیں۔,Medium,5,ELITE,1
sep_10_math_ch4_012,1,4.1 Function — Solved Examples,Topic,topic_separator,,,,,,1
q_10_math_ch4_lq_012,1,4.1 Function — Solved Examples,Numerical,evaluate,"For f(x) = x² + 3x + 1, evaluate f(0), f(−2), f(a), and f(x + 1), and determine the domain and range of f(x) = (x + 1)².",f(x) = x² + 3x + 1 کے لیے f(0)، f(−2)، f(a) اور f(x + 1) evaluate کریں، اور f(x) = (x + 1)² کا domain اور range معلوم کریں۔,Medium,4,ULTRA,1
sep_10_math_ch4_013,1,4.1.1 Operations on Functions — Solved Examples,Topic,topic_separator,,,,,,1
q_10_math_ch4_lq_013,1,4.1.1 Operations on Functions — Solved Examples,Numerical,evaluate,"For the worked pairs of functions, calculate their sum, difference, product, and quotient with the stated restrictions.",worked function pairs کے لیے ان کا sum، difference، product اور quotient stated restrictions کے ساتھ calculate کریں۔,Medium,4,ULTRA,1
sep_10_math_ch4_014,1,4.1.2 Composition — Solved Examples,Topic,topic_separator,,,,,,1
q_10_math_ch4_lq_014,1,4.1.2 Composition — Solved Examples,Numerical,evaluate,"If f(x) = 2x + 3 and g(x) = x², find fog, gof, fof, and gog.",اگر f(x) = 2x + 3 اور g(x) = x² ہوں تو fog، gof، fof اور gog معلوم کریں۔,Medium,4,ULTRA,1
