question_hash,active,topic,bloom_level,question,urdu_translation,A,B,C,D,correct_answer,difficulty,marks,weightage,smart_syllabus
TOPIC_SEP,1,9.1 Tangent to a Circle,Topic,,,,,,,,,,,1
q_10_math_ch9_001,1,9.1 Tangent to a Circle,Remember,A tangent to a circle touches the circle at:,circle کی tangent circle کو کتنے points پر touch کرتی ہے؟,Two points / دو points,Three points / تین points,No point / کوئی point نہیں,One point / ایک point,D | One point / ایک point,Easy,1,ULTRA,1
q_10_math_ch9_002,1,9.1 Tangent to a Circle,Remember,The point where a tangent touches a circle is called the:,وہ point جہاں tangent circle کو touch کرتی ہے، کیا کہلاتا ہے؟,Centre / مرکز,Midpoint / وسطی نقطہ,Vertex / راس,Point of contact / نقطۂ تماس,D | Point of contact / نقطۂ تماس,Easy,1,ULTRA,1
q_10_math_ch9_003,1,9.1 Tangent to a Circle,Understand,A line drawn perpendicular to a radial segment at its outer endpoint is:,radial segment کے outer endpoint پر drawn perpendicular line کیا ہوتی ہے؟,A tangent to the circle / circle کی tangent,A diameter / diameter,A chord / chord,A secant through the centre / centre سے گزرنے والی secant,A | A tangent to the circle / circle کی tangent,Easy,1,PRO,1
q_10_math_ch9_004,1,9.1 Tangent to a Circle,Understand,The tangent and the radius drawn to the point of contact are:,point of contact پر tangent اور radius آپس میں کیسے ہوتے ہیں؟,Parallel / متوازی,Equal in length / لمبائی میں برابر,Collinear / ہم خط,Perpendicular / عمودی,D | Perpendicular / عمودی,Easy,1,PRO,1
q_10_math_ch9_005,1,9.1 Tangent to a Circle,Remember,What is the angle between a tangent and the radius at the point of contact?,point of contact پر tangent اور radius کے درمیان angle کیا ہوتا ہے؟,30°,45°,180°,90°,D | 90°,Easy,1,ULTRA,1
q_10_math_ch9_006,1,9.1 Tangent to a Circle,Understand,How many tangents can be drawn to a circle from a point outside it?,circle کے باہر ایک point سے کتنی tangents draw کی جا سکتی ہیں؟,One / ایک,Two / دو,Three / تین,Infinitely many / لامحدود,B | Two / دو,Easy,1,PRO,1
q_10_math_ch9_007,1,9.1 Tangent to a Circle,Understand,Two tangents drawn from the same external point to a circle are:,same external point سے circle کی طرف drawn two tangents کی lengths کیسی ہوتی ہیں؟,Perpendicular / عمودی,Equal / برابر,Unequal / غیر برابر,Parallel / متوازی,B | Equal / برابر,Easy,1,PRO,1
q_10_math_ch9_008,1,9.1 Tangent to a Circle,Apply,"A tangent QR is drawn from R to a circle with centre P. If PR = 8 cm and radius PQ = 4 cm, find QR.",R سے circle کی tangent QR drawn ہے۔ اگر PR = 8 cm اور radius PQ = 4 cm ہو تو QR معلوم کریں۔,4 cm,4√3 cm,8 cm,2√3 cm,B | 4√3 cm,Hard,1,PRO,1
q_10_math_ch9_009,1,9.1 Tangent to a Circle,Apply,A point is 12 m from the centre of a circle of radius 5 m. What is the length of each tangent from the point?,ایک point centre سے 12 m دور ہے اور circle کا radius 5 m ہے۔ ہر tangent کی length معلوم کریں۔,7 m,13 m,√119 m,17 m,C | √119 m,Hard,1,PRO,1
TOPIC_SEP,1,9.1.3 Touching Circles,Topic,,,,,,,,,,,1
q_10_math_ch9_010,1,9.1.3 Touching Circles,Remember,"If two circles touch externally, the distance between their centres equals:",اگر two circles externally touch کریں تو centres کے درمیان distance کس کے برابر ہوتا ہے؟,The difference of their radii / ان کے radii کا difference,The product of their radii / ان کے radii کا product,The sum of their radii / ان کے radii کا sum,Half the sum of their radii / radii کے sum کا half,C | The sum of their radii / ان کے radii کا sum,Easy,1,ULTRA,1
q_10_math_ch9_011,1,9.1.3 Touching Circles,Remember,"If two circles touch internally, the distance between their centres equals:",اگر two circles internally touch کریں تو centres کے درمیان distance کس کے برابر ہوتا ہے؟,The sum of their radii / ان کے radii کا sum,The product of their radii / ان کے radii کا product,The difference of their radii / ان کے radii کا difference,Twice the smaller radius / چھوٹے radius کا double,C | The difference of their radii / ان کے radii کا difference,Easy,1,ULTRA,1
q_10_math_ch9_012,1,9.1.3 Touching Circles,Apply,Two circles of radii 4 cm and 6 cm touch externally. Find the distance between their centres.,radii 4 cm اور 6 cm والے two circles externally touch کرتے ہیں۔ centres کا distance معلوم کریں۔,2 cm,5 cm,24 cm,10 cm,D | 10 cm,Medium,1,PRO,1
q_10_math_ch9_013,1,9.1.3 Touching Circles,Apply,An inner circle of radius 7.5 cm touches internally an outer circle of radius 12 cm. Find the distance between their centres.,radius 7.5 cm والا inner circle radius 12 cm والے outer circle کو internally touch کرتا ہے۔ centres کا distance معلوم کریں۔,19.5 cm,4.5 cm,6 cm,9.5 cm,B | 4.5 cm,Medium,1,PRO,1
TOPIC_SEP,1,9.1.4 Central and Inscribed Angles,Topic,,,,,,,,,,,1
q_10_math_ch9_014,1,9.1.4 Central and Inscribed Angles,Understand,The central angle subtended by a minor arc is how many times the angle subtended by the corresponding major arc at the circumference?,minor arc کا central angle corresponding major arc پر circumference کے angle سے کتنی times ہوتا ہے؟,Half / آدھا,Twice / دو گنا,Three times / تین گنا,Equal / برابر,B | Twice / دو گنا,Medium,1,PRO,1
q_10_math_ch9_015,1,9.1.4 Central and Inscribed Angles,Apply,An arc subtends an angle of 60° at the centre. What angle does it subtend at a point on the remaining circumference?,ایک arc centre پر 60° angle subtend کرتی ہے۔ remaining circumference کے point پر angle کیا ہوگا؟,30°,60°,90°,120°,A | 30°,Medium,1,PRO,1
q_10_math_ch9_016,1,9.1.4 Central and Inscribed Angles,Analyze,"If an inscribed angle standing on an arc is 35°, what is the corresponding central angle?",اگر arc پر standing inscribed angle 35° ہو تو corresponding central angle کیا ہوگا؟,70°,17.5°,35°,105°,A | 70°,Hard,1,PRO,1
TOPIC_SEP,1,9.1.5 Angles in the Same Segment,Topic,,,,,,,,,,,1
q_10_math_ch9_017,1,9.1.5 Angles in the Same Segment,Understand,Any two angles in the same segment of a circle are:,circle کے same segment میں any two angles کیسے ہوتے ہیں؟,Equal / برابر,Supplementary / مکمل زاویے,Complementary / متمم زاویے,Perpendicular / عمودی,A | Equal / برابر,Easy,1,ULTRA,1
q_10_math_ch9_018,1,9.1.5 Angles in the Same Segment,Apply,"Two angles stand on the same chord in the same segment. If one is 40°, find the other.",same segment میں two angles same chord پر stand کرتے ہیں۔ اگر ایک 40° ہو تو دوسرا معلوم کریں۔,20°,80°,140°,40°,D | 40°,Medium,1,PRO,1
q_10_math_ch9_019,1,9.1.5 Angles in the Same Segment,Analyze,A projector casts an image over an arc. Two observers on the same segment see the arc under angles 50° and x. Find x.,ایک projector arc پر image cast کرتا ہے۔ same segment میں two observers arc کو 50° اور x angles پر دیکھتے ہیں۔ x معلوم کریں۔,25°,100°,50°,130°,C | 50°,Hard,1,ELITE,1
TOPIC_SEP,1,9.1.6 Angles in a Semicircle and Other Segments,Topic,,,,,,,,,,,1
q_10_math_ch9_020,1,9.1.6 Angles in a Semicircle and Other Segments,Remember,The angle in a semicircle is:,semicircle میں angle کیا ہوتا ہے؟,An acute angle / حاد زاویہ,A right angle / قائمہ زاویہ,An obtuse angle / منفرجہ زاویہ,A straight angle / سیدھا زاویہ,B | A right angle / قائمہ زاویہ,Easy,1,ULTRA,1
q_10_math_ch9_021,1,9.1.6 Angles in a Semicircle and Other Segments,Understand,An angle in a segment greater than a semicircle is:,semicircle سے greater segment میں angle کیسا ہوتا ہے؟,Equal to a right angle / right angle کے برابر,Greater than a right angle / right angle سے زیادہ,Less than a right angle / right angle سے کم,Always a straight angle / ہمیشہ straight angle,C | Less than a right angle / right angle سے کم,Medium,1,ELITE,1
q_10_math_ch9_022,1,9.1.6 Angles in a Semicircle and Other Segments,Understand,An angle in a segment less than a semicircle is:,semicircle سے less segment میں angle کیسا ہوتا ہے؟,Greater than a right angle / right angle سے زیادہ,Less than a right angle / right angle سے کم,Equal to a right angle / right angle کے برابر,Always zero / ہمیشہ zero,A | Greater than a right angle / right angle سے زیادہ,Medium,1,ELITE,1
q_10_math_ch9_023,1,9.1.6 Angles in a Semicircle and Other Segments,Apply,A triangle is inscribed in a semicircle with the diameter as one side. What is the angle opposite the diameter?,ایک triangle semicircle میں inscribed ہے اور diameter اس کی side ہے۔ diameter کے opposite angle کیا ہوگا؟,45°,60°,90°,180°,C | 90°,Medium,1,PRO,1
TOPIC_SEP,1,9.1.7 Cyclic Quadrilateral,Topic,,,,,,,,,,,1
q_10_math_ch9_024,1,9.1.7 Cyclic Quadrilateral,Remember,The opposite angles of a quadrilateral inscribed in a circle are:,circle میں inscribed quadrilateral کے opposite angles کیسے ہوتے ہیں؟,Equal / برابر,Supplementary / مکمل زاویے,Complementary / متمم,Right angles in every case / ہر صورت right angles,B | Supplementary / مکمل زاویے,Easy,1,ULTRA,1
q_10_math_ch9_025,1,9.1.7 Cyclic Quadrilateral,Apply,One angle of a cyclic quadrilateral is 161°. Find its opposite angle.,cyclic quadrilateral کا ایک angle 161° ہے۔ opposite angle معلوم کریں۔,19°,29°,161°,199°,A | 19°,Medium,1,PRO,1
q_10_math_ch9_026,1,9.1.7 Cyclic Quadrilateral,Apply,"If one angle of a cyclic quadrilateral is 82°, what is the opposite angle?",اگر cyclic quadrilateral کا ایک angle 82° ہو تو opposite angle کیا ہوگا؟,8°,82°,98°,262°,C | 98°,Medium,1,PRO,1
TOPIC_SEP,1,9.2 Arc Length and Area of Sector,Topic,,,,,,,,,,,1
q_10_math_ch9_027,1,9.2 Arc Length and Area of Sector,Remember,"If θ is measured in radians, which formula gives the arc length ℓ of a circle of radius r?",اگر θ radians میں ہو تو radius r والے circle کی arc length ℓ کا formula کون سا ہے؟,ℓ = 2rθ,ℓ = r²θ,ℓ = rθ,ℓ = θ/r,C | ℓ = rθ,Easy,1,ULTRA,1
q_10_math_ch9_028,1,9.2 Arc Length and Area of Sector,Remember,"If θ is measured in radians, which formula gives the area A of a sector of radius r?",اگر θ radians میں ہو تو radius r والے sector کا area A کس formula سے ملتا ہے؟,A = r²θ,A = 2rθ,A = 1/2 r²θ,A = πrθ,C | A = 1/2 r²θ,Easy,1,ULTRA,1
q_10_math_ch9_029,1,9.2 Arc Length and Area of Sector,Understand,The ratio of arc length to circumference is equal to:,arc length اور circumference کا ratio کس کے برابر ہوتا ہے؟,θ/π,2θ/π,θ/(2π),π/(2θ),C | θ/(2π),Medium,1,PRO,1
