question_hash,active,topic,bloom_level,question,urdu_translation,A,B,C,D,correct_answer,difficulty,marks,weightage,smart_syllabus
TOPIC_SEP,1,5.1 Algebraic Fraction and Rational Expression,Topic,,,,,,,,,,,1
q_10_math_ch5_001,1,5.1 Algebraic Fraction and Rational Expression,Remember,An algebraic fraction has numerator and denominator that are:,algebraic fraction کے numerator اور denominator کیا ہوتے ہیں؟,Algebraic expressions / algebraic expressions,Only integers / صرف integers,Only constants / صرف constants,Only matrices / صرف matrices,A | Algebraic expressions / algebraic expressions,Easy,1,ULTRA,1
q_10_math_ch5_002,1,5.1 Algebraic Fraction and Rational Expression,Remember,"In an algebraic fraction, the denominator is:",algebraic fraction میں denominator کے بارے میں کیا شرط ہے؟,Always zero / ہمیشہ zero,Never zero / کبھی zero نہیں,Always one / ہمیشہ one,Always negative / ہمیشہ negative,B | Never zero / کبھی zero نہیں,Easy,1,PRO,1
q_10_math_ch5_003,1,5.1 Algebraic Fraction and Rational Expression,Remember,"A rational expression is the quotient P(x)/Q(x), where:",rational expression P(x)/Q(x) میں کون سی condition ضروری ہے؟,Q(x) ≠ 0,P(x) = 0,Q(x) = 0,P(x) = Q(x),A | Q(x) ≠ 0,Easy,1,ULTRA,1
q_10_math_ch5_004,1,5.1 Algebraic Fraction and Rational Expression,Understand,Simplifying a rational expression means reducing it to lowest form by cancelling:,rational expression کو lowest form میں reduce کرنے کے لیے کیا cancel کیا جاتا ہے؟,Unlike terms only / صرف unlike terms,All variables / تمام variables,Only constants / صرف constants,Common factors of numerator and denominator / numerator اور denominator کے common factors,D | Common factors of numerator and denominator / numerator اور denominator کے common factors,Easy,1,PRO,1
q_10_math_ch5_005,1,5.1 Algebraic Fraction and Rational Expression,Apply,Reduce to lowest form: (6x² − 8xy)/(9xy − 12y²),درج ذیل rational expression کو lowest form میں reduce کریں: (6x² − 8xy)/(9xy − 12y²),3x/(2y),2y/(3x),2x/(3y),(2x − 4y)/(3y),C | 2x/(3y),Medium,1,PRO,1
q_10_math_ch5_006,1,5.1 Algebraic Fraction and Rational Expression,Apply,Reduce to lowest form: (24a³c²x²)/(18a³x² − 12a²x³),درج ذیل rational expression کو lowest form میں reduce کریں: (24a³c²x²)/(18a³x² − 12a²x³),4c²/(3a − 2x),4ac²/(3a + 2x),2ac²/(3a − 2x),4ac²/(3a − 2x),D | 4ac²/(3a − 2x),Hard,1,PRO,1
TOPIC_SEP,1,5.2.1 Addition and Subtraction of Rational Expressions,Topic,,,,,,,,,,,1
q_10_math_ch5_007,1,5.2.1 Addition and Subtraction of Rational Expressions,Remember,What is the first step in adding rational expressions with unlike denominators?,unlike denominators والی rational expressions کو add کرنے کا first step کیا ہے؟,Multiply numerators only / صرف numerators multiply کریں,Determine the LCM of denominators / denominators کا LCM معلوم کریں,Cancel all variables / تمام variables cancel کریں,Take the reciprocal / reciprocal لیں,B | Determine the LCM of denominators / denominators کا LCM معلوم کریں,Easy,1,ULTRA,1
q_10_math_ch5_008,1,5.2.1 Addition and Subtraction of Rational Expressions,Understand,"After finding the LCM, each rational expression is rewritten as:",LCM معلوم کرنے کے بعد ہر rational expression کو کس form میں rewrite کیا جاتا ہے؟,A decimal only / صرف decimal,A polynomial with no denominator / بغیر denominator polynomial,An equivalent fraction with the LCM denominator / LCM denominator والی equivalent fraction,Its reciprocal / اس کا reciprocal,C | An equivalent fraction with the LCM denominator / LCM denominator والی equivalent fraction,Medium,1,PRO,1
