question_hash,active,topic,question_style,question,urdu_translation,difficulty,marks,weightage,smart_syllabus
TOPIC_SEP,1,7.1 Trigonometric Ratios or Functions,topic_separator,,,,,,1
q_10_math_ch7_sq_001,1,7.1 Trigonometric Ratios or Functions,definition_formula,Define the six trigonometric ratios of an acute angle in a right-angled triangle and write their standard relationships.,قائمہ زاویہ مثلث میں حادہ زاویے کے چھ trigonometric ratios کی تعریف کریں اور ان کے standard relationships لکھیں۔,Medium,2,ULTRA,1
q_10_math_ch7_sq_002,1,7.1 Trigonometric Ratios or Functions,formula_relationship,"State the reciprocal relationships among sine, cosine, tangent, cosecant, secant, and cotangent.",sine، cosine، tangent، cosecant، secant اور cotangent کے باہمی reciprocal relationships بیان کریں۔,Medium,2,ULTRA,1
TOPIC_SEP,1,7.1.1 Trigonometric Values for Special Angles,topic_separator,,,,,,1
q_10_math_ch7_sq_003,1,7.1.1 Trigonometric Values for Special Angles,table_based,"Write the values of sin θ, cos θ, and tan θ for the special angles 0°, 30°, 45°, 60°, 90°, and 180°.","special angles کے لیے sin θ، cos θ اور tan θ کی values لکھیں: 0°, 30°, 45°, 60°, 90°, 180°",Easy,2,PRO,1
q_10_math_ch7_sq_004,1,7.1.1 Trigonometric Values for Special Angles,numerical_short,Calculate the exact values of cot 60° and sec 60°.,"درج ذیل کی exact values معلوم کریں: cot 60°, sec 60°",Easy,2,PRO,1
q_10_math_ch7_sq_005,1,7.1.1 Trigonometric Values for Special Angles,numerical_short,Evaluate the exact values of sin 45° and cosec 30°.,"درج ذیل کی exact values معلوم کریں: sin 45°, cosec 30°",Easy,2,PRO,1
TOPIC_SEP,1,7.1.2 Signs of Trigonometric Functions,topic_separator,,,,,,1
q_10_math_ch7_sq_006,1,7.1.2 Signs of Trigonometric Functions,classification,State which trigonometric functions are positive in each of the four quadrants.,چاروں quadrants میں positive ہونے والے trigonometric functions بیان کریں۔,Easy,2,ULTRA,1
q_10_math_ch7_sq_007,1,7.1.2 Signs of Trigonometric Functions,explain_reason,Explain why sine and cosecant are positive in the second quadrant while cosine and secant are negative.,وضاحت کریں کہ second quadrant میں sine اور cosecant positive جبکہ cosine اور secant negative کیوں ہوتے ہیں۔,Medium,2,ELITE,1
q_10_math_ch7_sq_008,1,7.1.2 Signs of Trigonometric Functions,numerical_short,"Determine the signs of sin 55°, cos 145°, tan 111°, sec 179°, cosec 88°, and cot 14°.","درج ذیل trigonometric ratios کے signs معلوم کریں: sin 55°, cos 145°, tan 111°, sec 179°, cosec 88°, cot 14°",Medium,2,PRO,1
TOPIC_SEP,1,"7.1.3 Trigonometric Ratios of 0°, 90° and 180°",topic_separator,,,,,,1
q_10_math_ch7_sq_009,1,"7.1.3 Trigonometric Ratios of 0°, 90° and 180°",concept_explanation,"Explain how the unit circle is used to obtain the trigonometric ratios of 0°, 90°, and 180°.",وضاحت کریں کہ 0°، 90° اور 180° کے trigonometric ratios حاصل کرنے کے لیے unit circle کس طرح استعمال ہوتا ہے۔,Medium,2,ELITE,1
q_10_math_ch7_sq_010,1,"7.1.3 Trigonometric Ratios of 0°, 90° and 180°",list_state,"State which trigonometric ratios are undefined at 0°, 90°, and 180°.",0°، 90° اور 180° پر undefined ہونے والے trigonometric ratios بیان کریں۔,Easy,2,ULTRA,1
TOPIC_SEP,1,7.1.4 Extending Sine and Cosine Functions to Angles Between 90° and 180°,topic_separator,,,,,,1
q_10_math_ch7_sq_011,1,7.1.4 Extending Sine and Cosine Functions to Angles Between 90° and 180°,formula_relationship,State the trigonometric relationships for angles of the forms 90° + θ and 180° − θ.,"درج ذیل forms کے angles کے trigonometric relationships بیان کریں: 90° + θ, 180° − θ",Medium,2,ULTRA,1
q_10_math_ch7_sq_012,1,7.1.4 Extending Sine and Cosine Functions to Angles Between 90° and 180°,numerical_short,"Without using a calculator, find the exact values of sin 150°, cosec 120°, sin 135°, and cosec 135°.","calculator استعمال کیے بغیر درج ذیل کی exact values معلوم کریں: sin 150°, cosec 120°, sin 135°, cosec 135°",Hard,2,PRO,1
q_10_math_ch7_sq_013,1,7.1.4 Extending Sine and Cosine Functions to Angles Between 90° and 180°,numerical_short,"Without using a calculator, find the exact values of tan 150°, cos 120°, tan 135°, and cot 135°.","calculator استعمال کیے بغیر درج ذیل کی exact values معلوم کریں: tan 150°, cos 120°, tan 135°, cot 135°",Hard,2,PRO,1
q_10_math_ch7_sq_014,1,7.1.4 Extending Sine and Cosine Functions to Angles Between 90° and 180°,formula_relationship,"Complete the standard identities involving tan(180° − θ), sin(180° − θ), tan(90° + θ), cos(90° + θ), cosec(180° − θ), and cosec(90° + θ).","درج ذیل standard identities مکمل کریں: tan(180° − θ), sin(180° − θ), tan(90° + θ), cos(90° + θ), cosec(180° − θ), cosec(90° + θ)",Medium,2,PRO,1
TOPIC_SEP,1,7.2 Oblique Triangles,topic_separator,,,,,,1
q_10_math_ch7_sq_015,1,7.2 Oblique Triangles,definition_example,Define an oblique triangle and distinguish between its acute and obtuse forms.,oblique triangle کی تعریف کریں اور اس کی acute اور obtuse forms میں فرق بیان کریں۔,Easy,2,ULTRA,1
q_10_math_ch7_sq_016,1,7.2 Oblique Triangles,features_characteristics,State the angle and side notation commonly used for an oblique triangle ABC.,oblique triangle ABC کے لیے استعمال ہونے والی angle اور side notation بیان کریں۔,Easy,2,ELITE,1
TOPIC_SEP,1,7.2.1 The Law of Sines,topic_separator,,,,,,1
q_10_math_ch7_sq_017,1,7.2.1 The Law of Sines,law_principle,"State the law of sines for a triangle whose sides are a, b, and c opposite the angles α, β, and γ.",اس triangle کے لیے law of sines بیان کریں جس کی sides a، b، c اور opposite angles α، β، γ ہوں۔,Easy,2,PRO,1
q_10_math_ch7_sq_018,1,7.2.1 The Law of Sines,function_purpose,Explain when the law of sines is suitable for solving an oblique triangle.,وضاحت کریں کہ oblique triangle کو solve کرنے کے لیے law of sines کب مناسب ہوتا ہے۔,Medium,2,ELITE,1
