question_hash,active,topic,question_style,question,urdu_translation,difficulty,marks,weightage,smart_syllabus
TOPIC_SEP,1,10.1 Construction of a Circle,topic_separator,,,,,,1
q_10_math_ch10_sq_001,1,10.1 Construction of a Circle,concept_explanation,Explain why perpendicular bisectors of chords are used in circle constructions.,وضاحت کریں کہ circle constructions میں chords کے perpendicular bisectors کیوں استعمال ہوتے ہیں۔,Medium,2,PRO,1
q_10_math_ch10_sq_002,1,10.1 Construction of a Circle,features_characteristics,State the information required to draw a circle directly with a compass.,compass سے circle directly draw کرنے کے لیے required information بیان کریں۔,Easy,2,PRO,1
q_10_math_ch10_sq_003,1,10.1 Construction of a Circle,difference,Differentiate between collinear and non-collinear points in the context of circle construction.,circle construction کے context میں collinear اور non-collinear points کے درمیان فرق بیان کریں۔,Easy,2,PRO,1
TOPIC_SEP,1,10.1.1 Locate the Centre of a Given Circle,topic_separator,,,,,,1
q_10_math_ch10_sq_004,1,10.1.1 Locate the Centre of a Given Circle,process_steps,Enlist the main construction steps used to locate the centre of a given circle.,given circle کا centre locate کرنے کے main construction steps لکھیں۔,Medium,2,ULTRA,1
q_10_math_ch10_sq_005,1,10.1.1 Locate the Centre of a Given Circle,explain_reason,Explain why at least two chords are needed to locate the centre of a circle.,وضاحت کریں کہ circle کا centre locate کرنے کے لیے کم از کم دو chords کیوں required ہیں۔,Medium,2,PRO,1
q_10_math_ch10_sq_006,1,10.1.1 Locate the Centre of a Given Circle,application_scenario,A circular track is partially marked. State how chords and their perpendicular bisectors can be used to locate its centre.,circular track جزوی طور پر marked ہے۔ بیان کریں کہ chords اور ان کے perpendicular bisectors سے centre کیسے locate کیا جا سکتا ہے۔,Medium,2,PRO,1
q_10_math_ch10_sq_007,1,10.1.1 Locate the Centre of a Given Circle,diagram_based,Describe how the intersection point of the perpendicular bisectors of two chords identifies the centre.,بیان کریں کہ دو chords کے perpendicular bisectors کا intersection point centre کی نشاندہی کیسے کرتا ہے۔,Easy,2,PRO,1
TOPIC_SEP,1,10.1.2 Circle Through Three Given Non-Collinear Points,topic_separator,,,,,,1
q_10_math_ch10_sq_008,1,10.1.2 Circle Through Three Given Non-Collinear Points,process_steps,Enlist the steps for constructing a circle through three given non-collinear points.,تین given non-collinear points سے گزرنے والا circle construct کرنے کے steps لکھیں۔,Medium,2,ULTRA,1
