question_hash,active,topic,bloom_level,question,urdu_translation,A,B,C,D,correct_answer,difficulty,marks,weightage,smart_syllabus
TOPIC_SEP,1,8.0 Circle and its Components,Topic,,,,,,,,,,,1
q_10_math_ch8_001,1,8.0 Circle and its Components,Remember,A circle is the set of all points in a plane that are at the same distance from:,circle ان تمام points کا set ہے جو plane میں کس سے برابر فاصلے پر ہوں؟,A fixed line / ایک مقررہ خط,Two fixed points / دو مقررہ نقاط,A fixed point / ایک مقررہ نقطہ,A moving line / ایک متحرک خط,C | A fixed point / ایک مقررہ نقطہ,Easy,1,ULTRA,1
q_10_math_ch8_002,1,8.0 Circle and its Components,Remember,What is the line segment joining the centre of a circle to a point on the circle called?,circle کے centre کو circumference کے ایک point سے ملانے والا line segment کیا کہلاتا ہے؟,Chord / وتر,Secant / قاطع,Diameter / قطر,Radial segment / شعاعی قطعہ,D | Radial segment / شعاعی قطعہ,Easy,1,ULTRA,1
q_10_math_ch8_003,1,8.0 Circle and its Components,Remember,The measure of a radial segment is called the:,radial segment کی measure کیا کہلاتی ہے؟,Diameter / قطر,Radius / نصف قطر,Circumference / محیط,Arc / قوس,B | Radius / نصف قطر,Easy,1,ULTRA,1
q_10_math_ch8_004,1,8.0 Circle and its Components,Remember,What is the length of the boundary of a circle called?,circle کی boundary کی length کیا کہلاتی ہے؟,Sector / قطاع,Segment / قطعہ,Circumference / محیط,Diameter / قطر,C | Circumference / محیط,Easy,1,ULTRA,1
q_10_math_ch8_005,1,8.0 Circle and its Components,Apply,Which formula gives the circumference C of a circle of radius r?,radius r والے circle کے circumference C کا formula کون سا ہے؟,C = πr²,C = πr,C = 2r²,C = 2πr,D | C = 2πr,Medium,1,PRO,1
q_10_math_ch8_006,1,8.0 Circle and its Components,Remember,A line segment joining any two distinct points of a circle is called a:,circle کے کسی دو distinct points کو ملانے والا line segment کیا کہلاتا ہے؟,Radius / نصف قطر,Chord / وتر,Tangent / مماس,Sector / قطاع,B | Chord / وتر,Easy,1,ULTRA,1
q_10_math_ch8_007,1,8.0 Circle and its Components,Understand,Which chord passes through the centre of a circle?,کون سا chord circle کے centre سے گزرتا ہے؟,Secant / قاطع,Diameter / قطر,Minor arc / قوسِ صغریٰ,Radial segment / شعاعی قطعہ,B | Diameter / قطر,Easy,1,PRO,1
q_10_math_ch8_008,1,8.0 Circle and its Components,Remember,A semicircle is bounded by a diameter and:,semicircle ایک diameter اور کس سے bounded ہوتا ہے؟,A circumference cut by that diameter / اس diameter سے کٹا ہوا circumference,Two radii only / صرف دو radii,A chord only / صرف ایک chord,A tangent line / ایک tangent line,A | A circumference cut by that diameter / اس diameter سے کٹا ہوا circumference,Easy,1,ELITE,1
q_10_math_ch8_009,1,8.0 Circle and its Components,Remember,Any part of the circumference of a circle is called an:,circle کے circumference کے کسی part کو کیا کہتے ہیں؟,Sector / قطاع,Chord / وتر,Radius / نصف قطر,Arc / قوس,D | Arc / قوس,Easy,1,ULTRA,1
