question_hash,active,topic,bloom_level,question,urdu_translation,A,B,C,D,correct_answer,difficulty,marks,weightage,smart_syllabus
TOPIC_SEP,1,12.1 Probability,Topic,,,,,,,,,,,1
q_10_math_ch12_001,1,12.1 Probability,Remember,Probability is used to describe how likely an event is to:,probability اس بات کو describe کرتی ہے کہ event کے ہونے کا امکان کتنا ہے؟,Occur / واقع ہونا,Become a frequency table / frequency table بننا,Form a tangent / tangent بنانا,Change a class interval / class interval change کرنا,A | Occur / واقع ہونا,Easy,1,ULTRA,1
q_10_math_ch12_002,1,12.1 Probability,Understand,Probability is especially useful when an outcome is:,probability خاص طور پر تب useful ہوتی ہے جب outcome کیسی ہو؟,Already fixed and observed / پہلے سے fixed اور observed,Uncertain / غیر یقینی,Always impossible / ہمیشہ impossible,A geometric construction only / صرف geometric construction,B | Uncertain / غیر یقینی,Easy,1,ELITE,1
TOPIC_SEP,1,12.1.1 Random Experiment,Topic,,,,,,,,,,,1
q_10_math_ch12_003,1,12.1.1 Random Experiment,Remember,A random experiment is an experiment in which the set of possible outcomes is known but the exact outcome is:,random experiment میں possible outcomes کا set known ہوتا ہے مگر exact outcome کیسا ہوتا ہے؟,Always known / ہمیشہ معلوم,Unknown / نامعلوم,Always zero / ہمیشہ zero,Equal to the sample size / sample size کے برابر,B | Unknown / نامعلوم,Easy,1,ULTRA,1
q_10_math_ch12_004,1,12.1.1 Random Experiment,Understand,Which is an example of a random experiment given in the chapter?,chapter میں random experiment کی example کون سی ہے؟,Drawing a fixed radius / fixed radius draw کرنا,Measuring a known diameter / known diameter measure کرنا,Tossing a coin / coin toss کرنا,Copying a given angle / given angle copy کرنا,C | Tossing a coin / coin toss کرنا,Easy,1,PRO,1
q_10_math_ch12_005,1,12.1.1 Random Experiment,Understand,A statistical experiment is described as a type of random experiment in which outcomes are:,statistical experiment ایسے random experiment کو کہتے ہیں جس میں outcomes کیا ہوتے ہیں؟,Numerically measured and statistically analysed / numerically measured اور statistically analysed,Ignored after observation / observation کے بعد ignore,Always equally likely / ہمیشہ equally likely,Only geometric / صرف geometric,A | Numerically measured and statistically analysed / numerically measured اور statistically analysed,Medium,1,ELITE,1
TOPIC_SEP,1,12.1.2 Outcomes and Sample Space,Topic,,,,,,,,,,,1
q_10_math_ch12_006,1,12.1.2 Outcomes and Sample Space,Remember,The possible result of a random experiment is called an:,random experiment کے possible result کو کیا کہتے ہیں؟,Quartile / quartile,Outcome / outcome,Tangent / tangent,Class boundary / class boundary,B | Outcome / outcome,Easy,1,ULTRA,1
q_10_math_ch12_007,1,12.1.2 Outcomes and Sample Space,Remember,The set of all possible outcomes of a random experiment is called the:,random experiment کے all possible outcomes کے set کو کیا کہتے ہیں؟,Event complement only / صرف event complement,Frequency polygon / frequency polygon,Sample space / sample space,Range / range,C | Sample space / sample space,Easy,1,ULTRA,1
