question_hash,active,topic,bloom_level,question,urdu_translation,A,B,C,D,correct_answer,difficulty,marks,weightage,smart_syllabus
TOPIC_SEP,1,6.1 Rectangular Coordinate Plane,Topic,,,,,,,,,,,1
q_10_math_ch6_001,1,6.1 Rectangular Coordinate Plane,Remember,A rectangular coordinate plane is formed by the intersection of the:,rectangular coordinate plane کن lines کے intersection سے بنتا ہے؟,Two parallel lines / two parallel lines,Two circles / two circles,One axis and one curve / one axis اور one curve,x-axis and y-axis / x-axis اور y-axis,D | x-axis and y-axis / x-axis اور y-axis,Easy,1,ULTRA,1
q_10_math_ch6_002,1,6.1 Rectangular Coordinate Plane,Remember,The point of intersection of the coordinate axes is called the:,coordinate axes کا intersection point کیا کہلاتا ہے؟,Vertex / vertex,Terminal point / terminal point,Origin / origin,Midpoint / midpoint,C | Origin / origin,Easy,1,ULTRA,1
q_10_math_ch6_003,1,6.1 Rectangular Coordinate Plane,Remember,The x-axis and y-axis divide the plane into how many quadrants?,x-axis اور y-axis plane کو کتنے quadrants میں divide کرتے ہیں؟,2,3,6,4,D | 4,Easy,1,PRO,1
q_10_math_ch6_004,1,6.1 Rectangular Coordinate Plane,Remember,"In an ordered pair (x, y), the first element is the:","ordered pair (x, y) میں first element کیا ہوتا ہے؟",x-coordinate / x-coordinate,y-coordinate / y-coordinate,Origin / origin,Magnitude / magnitude,A | x-coordinate / x-coordinate,Easy,1,ULTRA,1
q_10_math_ch6_005,1,6.1 Rectangular Coordinate Plane,Apply,"In which quadrant does the point (−2, 1) lie?","درج ذیل point کس quadrant میں ہے: (−2, 1)",Quadrant I / quadrant I,Quadrant II / quadrant II,Quadrant III / quadrant III,Quadrant IV / quadrant IV,B | Quadrant II / quadrant II,Medium,1,PRO,1
q_10_math_ch6_006,1,6.1 Rectangular Coordinate Plane,Apply,What are the coordinates of a point 3 units right and 1 unit above the origin?,origin سے 3 units right اور 1 unit above point کے coordinates کیا ہیں؟,"(1, 3)","(3, 1)","(−3, 1)","(3, −1)","B | (3, 1)",Medium,1,PRO,1
q_10_math_ch6_007,1,6.1 Rectangular Coordinate Plane,Apply,What are the coordinates of a point 3 units left and 2 units below the origin?,origin سے 3 units left اور 2 units below point کے coordinates کیا ہیں؟,"(−3, −2)","(3, 2)","(−2, −3)","(3, −2)","A | (−3, −2)",Medium,1,PRO,1
TOPIC_SEP,1,6.2 Scalars and Vectors,Topic,,,,,,,,,,,1
q_10_math_ch6_008,1,6.2 Scalars and Vectors,Remember,A scalar quantity has:,scalar quantity میں کیا ہوتا ہے؟,Direction but no magnitude / direction مگر magnitude نہیں,Both magnitude and direction / magnitude اور direction دونوں,Neither magnitude nor direction / نہ magnitude نہ direction,Magnitude but no direction / magnitude مگر direction نہیں,D | Magnitude but no direction / magnitude مگر direction نہیں,Easy,1,ULTRA,1
q_10_math_ch6_009,1,6.2 Scalars and Vectors,Remember,A vector quantity has:,vector quantity میں کیا ہوتا ہے؟,Both magnitude and direction / magnitude اور direction دونوں,Magnitude only / صرف magnitude,Direction only / صرف direction,Neither magnitude nor direction / نہ magnitude نہ direction,A | Both magnitude and direction / magnitude اور direction دونوں,Easy,1,ULTRA,1
q_10_math_ch6_010,1,6.2 Scalars and Vectors,Remember,Which is a scalar quantity?,کون سی scalar quantity ہے؟,Velocity / velocity,Force / force,Displacement / displacement,Mass / mass,D | Mass / mass,Easy,1,ELITE,1
q_10_math_ch6_011,1,6.2 Scalars and Vectors,Remember,Which is a vector quantity?,کون سی vector quantity ہے؟,Momentum / momentum,Time / time,Volume / volume,Power / power,A | Momentum / momentum,Easy,1,ELITE,1
TOPIC_SEP,1,6.2.1 Representation of a Vector,Topic,,,,,,,,,,,1
q_10_math_ch6_012,1,6.2.1 Representation of a Vector,Remember,The initial point of a directed line segment is called the:,directed line segment کا initial point کیا کہلاتا ہے؟,Tail / tail,Tip / tip,Origin of plane only / صرف plane کا origin,Magnitude / magnitude,A | Tail / tail,Easy,1,ULTRA,1
q_10_math_ch6_013,1,6.2.1 Representation of a Vector,Remember,The terminal point of a directed line segment is called the:,directed line segment کا terminal point کیا کہلاتا ہے؟,Tail / tail,Scalar / scalar,Coordinate / coordinate,Tip / tip,D | Tip / tip,Easy,1,ULTRA,1
q_10_math_ch6_014,1,6.2.1 Representation of a Vector,Understand,A negative vector has the same magnitude as the original vector but:,negative vector original vector کے same magnitude کے ساتھ کیا رکھتا ہے؟,Same direction / same direction,Zero direction / zero direction,Opposite direction / opposite direction,Double direction / double direction,C | Opposite direction / opposite direction,Medium,1,PRO,1
q_10_math_ch6_015,1,6.2.1 Representation of a Vector,Understand,Two vectors are equal when they have the same:,two vectors equal کب ہوتے ہیں؟,Initial point only / صرف initial point,Magnitude and direction / magnitude اور direction,Terminal point only / صرف terminal point,Length but opposite direction / length مگر opposite direction,B | Magnitude and direction / magnitude اور direction,Medium,1,PRO,1
q_10_math_ch6_016,1,6.2.1 Representation of a Vector,Understand,A zero vector has:,zero vector کی magnitude کیا ہوتی ہے؟,1,0,−1,Undefined,B | 0,Easy,1,PRO,1
q_10_math_ch6_017,1,6.2.1 Representation of a Vector,Understand,A zero vector is parallel to:,zero vector کس کے parallel ہوتا ہے؟,No vector / کسی vector کے نہیں,Only unit vectors / صرف unit vectors,Every vector / ہر vector,Only itself / صرف خود,C | Every vector / ہر vector,Medium,1,ELITE,1
TOPIC_SEP,1,6.2.2 Vectors and Coordinates,Topic,,,,,,,,,,,1
q_10_math_ch6_018,1,6.2.2 Vectors and Coordinates,Remember,What are the coordinate forms of i and j?,i اور j کی coordinate forms کیا ہیں؟,"i = (0, 1), j = (1, 0)","i = (1, 1), j = (0, 0)","i = (−1, 0), j = (0, −1)","i = (1, 0), j = (0, 1)","D | i = (1, 0), j = (0, 1)",Medium,1,ULTRA,1
q_10_math_ch6_019,1,6.2.2 Vectors and Coordinates,Remember,"What is the position vector of P(x, y) from the origin?","origin سے P(x, y) کا position vector کیا ہے؟",OP = xi + yj,OP = yi + xj,OP = x + y,OP = (x − y)i,A | OP = xi + yj,Medium,1,PRO,1
q_10_math_ch6_020,1,6.2.2 Vectors and Coordinates,Analyze,"For P(x₁, y₁) and Q(x₂, y₂), what is PQ?","درج ذیل points کے لیے PQ کیا ہے: P(x₁, y₁), Q(x₂, y₂)",(x₁ − x₂)i + (y₁ − y₂)j,(x₂ − x₁)i + (y₂ − y₁)j,(x₁ + x₂)i + (y₁ + y₂)j,x₂i + y₂j,B | (x₂ − x₁)i + (y₂ − y₁)j,Hard,1,ULTRA,1
q_10_math_ch6_021,1,6.2.2 Vectors and Coordinates,Analyze,"For P(2, 4) and Q(−5, 3), find PQ.","درج ذیل points کے لیے PQ معلوم کریں: P(2, 4), Q(−5, 3)",−7i − j,7i + j,−3i + 7j,−7i + j,A | −7i − j,Hard,1,PRO,1
TOPIC_SEP,1,6.2.4 Magnitude of a Vector,Topic,,,,,,,,,,,1
q_10_math_ch6_022,1,6.2.4 Magnitude of a Vector,Remember,What is the magnitude of xi + yj?,درج ذیل vector کی magnitude کیا ہے: xi + yj,x² + y²,√(x² − y²),√(x² + y²),|x + y|,C | √(x² + y²),Easy,1,ULTRA,1
q_10_math_ch6_023,1,6.2.4 Magnitude of a Vector,Analyze,"For P(x₁, y₁) and Q(x₂, y₂), what is |PQ|?","درج ذیل points کے لیے |PQ| کیا ہے: P(x₁, y₁), Q(x₂, y₂)",(x₂ − x₁)² + (y₂ − y₁)²,√((x₂ + x₁)² + (y₂ + y₁)²),√((x₂ − x₁)² + (y₂ − y₁)²),|x₂ − x₁| + |y₂ − y₁|,C | √((x₂ − x₁)² + (y₂ − y₁)²),Hard,1,ULTRA,1
q_10_math_ch6_024,1,6.2.4 Magnitude of a Vector,Analyze,"For P(2, 4) and Q(−5, 3), find |PQ|.","درج ذیل points کے لیے |PQ| معلوم کریں: P(2, 4), Q(−5, 3)",50,√50,√48,7,B | √50,Hard,1,PRO,1
q_10_math_ch6_025,1,6.2.4 Magnitude of a Vector,Apply,Find the magnitude of 4i + 5j.,درج ذیل vector کی magnitude معلوم کریں: 4i + 5j,9,41,√20,√41,D | √41,Medium,1,PRO,1
