question_hash,active,topic,question_type,question_style,question,urdu_translation,difficulty,marks,weightage,smart_syllabus
sep_10_math_ch5_001,1,5.1 Algebraic Fractions and Rational Expressions,Topic,topic_separator,,,,,,1
q_10_math_ch5_lq_001,1,5.1 Algebraic Fractions and Rational Expressions,Long,compare,"Define an algebraic fraction and a rational expression. Explain the role of the numerator, denominator, polynomial quotient, and the restriction that the denominator must be non-zero.",algebraic fraction اور rational expression کی تعریف کریں۔ numerator، denominator، polynomial quotient اور denominator کے non-zero ہونے کی restriction کی وضاحت کریں۔,Easy,5,ULTRA,1
sep_10_math_ch5_002,1,5.1.2 Simplification of Rational Expressions,Topic,topic_separator,,,,,,1
q_10_math_ch5_lq_002,1,5.1.2 Simplification of Rational Expressions,Long,process_procedure,Explain the complete process of reducing a rational expression to lowest form by factorization and cancellation. State the conditions under which cancellation is valid.,factorization اور cancellation کے ذریعے rational expression کو lowest form میں reduce کرنے کی مکمل process بیان کریں۔ cancellation valid ہونے کی conditions بیان کریں۔,Medium,5,PRO,1
sep_10_math_ch5_003,1,5.2.1 Addition and Subtraction of Rational Expressions,Topic,topic_separator,,,,,,1
q_10_math_ch5_lq_003,1,5.2.1 Addition and Subtraction of Rational Expressions,Long,process_procedure,"Describe the method for adding and subtracting rational expressions with unlike denominators, including factorization, LCM, equivalent fractions, combination, and simplification.",unlike denominators والی rational expressions کی addition اور subtraction کا method بیان کریں، جس میں factorization، LCM، equivalent fractions، combination اور simplification شامل ہوں۔,Medium,5,PRO,1
sep_10_math_ch5_004,1,5.2.2 Multiplication and Division of Rational Expressions,Topic,topic_separator,,,,,,1
q_10_math_ch5_lq_004,1,5.2.2 Multiplication and Division of Rational Expressions,Long,compare,"Compare multiplication and division of rational expressions. Explain factorization, cancellation, and the use of the reciprocal in division.",rational expressions کی multiplication اور division کا تقابل کریں۔ factorization، cancellation اور division میں reciprocal کے use کی وضاحت کریں۔,Medium,5,PRO,1
sep_10_math_ch5_005,1,5.3 Equations Reducible to Quadratic Form,Topic,topic_separator,,,,,,1
q_10_math_ch5_lq_005,1,5.3 Equations Reducible to Quadratic Form,Long,explain,Explain how an equation that is not initially quadratic can be reduced to quadratic form by a suitable substitution. Discuss the need to back-substitute and verify permissible solutions.,وضاحت کریں کہ initially quadratic نہ ہونے والی equation کو suitable substitution سے quadratic form میں کیسے reduce کیا جاتا ہے۔ back-substitution اور permissible solutions verify کرنے کی ضرورت پر بحث کریں۔,Medium,5,PRO,1
