question_hash,active,topic,question_type,question_style,question,urdu_translation,difficulty,marks,weightage,smart_syllabus
sep_10_math_ch10_001,1,10.1 Construction of a Circle,Topic,topic_separator,,,,,,1
q_10_math_ch10_lq_001,1,10.1 Construction of a Circle,Long,state_and_explain,Explain the basic principles of constructing a circle when its centre and radius are known and when the circle must be determined from geometric data.,جب circle کا centre اور radius معلوم ہوں، اور جب circle کو geometric data سے determine کرنا ہو، دونوں صورتوں میں circle construction کے basic principles explain کریں۔,Medium,5,ULTRA,1
sep_10_math_ch10_002,1,10.1.1 Locate the Centre of a Given Circle,Topic,topic_separator,,,,,,1
q_10_math_ch10_lq_002,1,10.1.1 Locate the Centre of a Given Circle,Long,process_procedure,Describe the ruler-and-compass construction for locating the centre of a given circle by using two chords and their perpendicular bisectors.,two chords اور ان کے perpendicular bisectors استعمال کرتے ہوئے given circle کا centre locate کرنے کی ruler-and-compass construction بیان کریں۔,Medium,5,PRO,1
sep_10_math_ch10_003,1,10.1.2 Circle Through Three Non-Collinear Points,Topic,topic_separator,,,,,,1
q_10_math_ch10_lq_003,1,10.1.2 Circle Through Three Non-Collinear Points,Long,process_procedure,Describe the construction of a circle passing through three given non-collinear points and justify why the perpendicular bisectors meet at its centre.,three given non-collinear points سے گزرنے والے circle کی construction بیان کریں اور justify کریں کہ perpendicular bisectors اس کے centre پر کیوں meet کرتے ہیں۔,Hard,5,PRO,1
sep_10_math_ch10_004,1,10.1.3 Complete a Circle by Finding Its Centre,Topic,topic_separator,,,,,,1
q_10_math_ch10_lq_004,1,10.1.3 Complete a Circle by Finding Its Centre,Long,process_procedure,Describe how to complete a circle when only an arc is given by locating the centre through perpendicular bisectors of two chords.,صرف arc given ہونے پر two chords کے perpendicular bisectors سے centre locate کرکے circle complete کرنے کا طریقہ بیان کریں۔,Hard,5,PRO,1
sep_10_math_ch10_005,1,10.1.4 Complete a Circle Without Finding Its Centre,Topic,topic_separator,,,,,,1
q_10_math_ch10_lq_005,1,10.1.4 Complete a Circle Without Finding Its Centre,Long,process_procedure,"Explain the construction for completing a circle from a given arc without locating its centre, using equal chords and equal angles.",given arc سے centre locate کیے بغیر equal chords اور equal angles استعمال کرتے ہوئے circle complete کرنے کی construction explain کریں۔,Hard,5,PRO,1
sep_10_math_ch10_006,1,10.2.1 Tangent to an Arc at Its Midpoint,Topic,topic_separator,,,,,,1
q_10_math_ch10_lq_006,1,10.2.1 Tangent to an Arc at Its Midpoint,Long,process_procedure,Describe the construction of a tangent to a given arc at its midpoint without using the centre.,centre استعمال کیے بغیر given arc کے midpoint پر tangent construct کرنے کا طریقہ بیان کریں۔,Medium,5,PRO,1
sep_10_math_ch10_007,1,10.2.1 Tangent to an Arc at an Endpoint,Topic,topic_separator,,,,,,1
q_10_math_ch10_lq_007,1,10.2.1 Tangent to an Arc at an Endpoint,Long,process_procedure,Describe the construction of a tangent to a given arc at an endpoint without using the centre.,centre استعمال کیے بغیر given arc کے endpoint پر tangent construct کرنے کا طریقہ بیان کریں۔,Hard,5,PRO,1
sep_10_math_ch10_008,1,10.2.1 Tangent from a Point Outside an Arc,Topic,topic_separator,,,,,,1
q_10_math_ch10_lq_008,1,10.2.1 Tangent from a Point Outside an Arc,Long,process_procedure,Describe the construction of a tangent from a point outside a given arc without using the centre.,centre استعمال کیے بغیر given arc کے باہر موجود point سے tangent construct کرنے کا طریقہ بیان کریں۔,Hard,5,PRO,1
sep_10_math_ch10_009,1,10.2.2 Tangent at a Point on a Circle,Topic,topic_separator,,,,,,1
q_10_math_ch10_lq_009,1,10.2.2 Tangent at a Point on a Circle,Long,process_procedure,Describe the construction of a tangent at a specified point on the circumference of a circle whose centre is known.,known centre والے circle کی circumference پر specified point پر tangent construct کرنے کا طریقہ بیان کریں۔,Medium,5,PRO,1
sep_10_math_ch10_010,1,10.2.2 Tangent from an External Point,Topic,topic_separator,,,,,,1
q_10_math_ch10_lq_010,1,10.2.2 Tangent from an External Point,Long,process_procedure,Describe the construction of a tangent to a circle from an external point by using the semicircle on the line joining the centre and external point.,centre اور external point کو join کرنے والی line پر semicircle استعمال کرتے ہوئے external point سے circle کی tangent construct کرنے کا طریقہ بیان کریں۔,Hard,5,PRO,1
sep_10_math_ch10_011,1,10.2.3 Two Tangents Meeting at a Given Angle,Topic,topic_separator,,,,,,1
q_10_math_ch10_lq_011,1,10.2.3 Two Tangents Meeting at a Given Angle,Long,process_procedure,Describe how to construct two tangents to a circle that meet at a specified angle. Explain the relationship between the angle of the tangents and the central construction.,specified angle پر meet کرنے والی two tangents circle پر construct کرنے کا طریقہ بیان کریں۔ tangent angle اور central construction کے relationship کی وضاحت کریں۔,Hard,5,PRO,1
sep_10_math_ch10_012,1,Applications of Practical Circle Geometry,Topic,topic_separator,,,,,,1
q_10_math_ch10_lq_012,1,Applications of Practical Circle Geometry,Long,application_case,"Discuss practical applications of circle and tangent constructions in athletic tracks, Ferris wheels, recreational parks, fountains, machine wheels, pulleys, and entrance arches.",athletic tracks، Ferris wheels، recreational parks، fountains، machine wheels، pulleys اور entrance arches میں circle اور tangent constructions کی practical applications پر بحث کریں۔,Medium,5,ELITE,1
sep_10_math_ch10_013,1,Exercise 10.1 — Circle Construction,Topic,topic_separator,,,,,,1
q_10_math_ch10_lq_013,1,Exercise 10.1 — Circle Construction,Long,diagram_based,"Perform the listed constructions of circles with given radii, circles through three non-collinear points, and circles completed from given arcs by finding the centre.",given radii والے circles، three non-collinear points سے گزرنے والے circles، اور given arcs سے centre find کرکے complete کیے جانے والے circles کی listed constructions perform کریں۔,Hard,5,PRO,1
sep_10_math_ch10_014,1,Exercise 10.1 — Completing Circles Without the Centre,Topic,topic_separator,,,,,,1
q_10_math_ch10_lq_014,1,Exercise 10.1 — Completing Circles Without the Centre,Long,diagram_based,"Complete the listed arcs into circles without finding their centres, including the fountain and partial Ferris-wheel applications.",fountain اور partial Ferris-wheel applications سمیت listed arcs کو centres find کیے بغیر circles میں complete کریں۔,Hard,5,PRO,1
sep_10_math_ch10_015,1,Exercise 10.2 — Tangents to Arcs,Topic,topic_separator,,,,,,1
q_10_math_ch10_lq_015,1,Exercise 10.2 — Tangents to Arcs,Long,diagram_based,"Construct tangents to the listed arcs when the given point is the midpoint, an endpoint, or outside the arc.",listed arcs پر tangents construct کریں جب given point midpoint، endpoint، یا arc کے باہر ہو۔,Hard,5,PRO,1
sep_10_math_ch10_016,1,Exercise 10.2 — Tangents to Circles,Topic,topic_separator,,,,,,1
