question_hash,active,topic,question_style,question,urdu_translation,difficulty,marks,weightage,smart_syllabus
TOPIC_SEP,1,11.1 Construction of Cumulative Frequencies,topic_separator,,,,,,1
q_10_math_ch11_sq_001,1,11.1 Construction of Cumulative Frequencies,definition_function,Define cumulative frequency and state how it is obtained from ordinary frequencies.,cumulative frequency کی تعریف کریں اور بیان کریں کہ اسے ordinary frequencies سے کیسے obtain کیا جاتا ہے۔,Easy,2,PRO,1
q_10_math_ch11_sq_002,1,11.1 Construction of Cumulative Frequencies,definition_function,Define a cumulative frequency table and state what information it presents.,cumulative frequency table کی تعریف کریں اور بیان کریں کہ یہ کون سی information present کرتی ہے۔,Easy,2,PRO,1
q_10_math_ch11_sq_003,1,11.1 Construction of Cumulative Frequencies,process_steps,Enlist the steps used to construct a cumulative frequency column from a grouped frequency table.,grouped frequency table سے cumulative frequency column construct کرنے کے steps لکھیں۔,Medium,2,ULTRA,1
q_10_math_ch11_sq_004,1,11.1 Construction of Cumulative Frequencies,table_based,"Construct cumulative frequencies for the following frequencies: 4, 10, 13, 8, 5.","درج ذیل frequencies کی cumulative frequencies construct کریں: 4, 10, 13, 8, 5",Medium,2,PRO,1
TOPIC_SEP,1,11.1.1 Cumulative Frequency Polygon or Ogive,topic_separator,,,,,,1
q_10_math_ch11_sq_005,1,11.1.1 Cumulative Frequency Polygon or Ogive,definition_function,Define a cumulative frequency polygon or ogive and state its main use.,cumulative frequency polygon یا ogive کی تعریف کریں اور اس کا main use بیان کریں۔,Easy,2,PRO,1
q_10_math_ch11_sq_006,1,11.1.1 Cumulative Frequency Polygon or Ogive,difference,Differentiate between the less-than and more-than methods of constructing an ogive.,ogive construct کرنے کے less-than اور more-than methods کے درمیان فرق بیان کریں۔,Medium,2,ULTRA,1
q_10_math_ch11_sq_007,1,11.1.1 Cumulative Frequency Polygon or Ogive,process_steps,Enlist the steps for constructing a less-than cumulative frequency polygon.,less-than cumulative frequency polygon construct کرنے کے steps لکھیں۔,Medium,2,ULTRA,1
q_10_math_ch11_sq_008,1,11.1.1 Cumulative Frequency Polygon or Ogive,process_steps,Enlist the steps for constructing a more-than cumulative frequency polygon.,more-than cumulative frequency polygon construct کرنے کے steps لکھیں۔,Medium,2,ULTRA,1
q_10_math_ch11_sq_009,1,11.1.1 Cumulative Frequency Polygon or Ogive,diagram_based,Explain how the median is located graphically from an ogive.,وضاحت کریں کہ ogive سے median graphically کیسے locate کیا جاتا ہے۔,Medium,2,PRO,1
q_10_math_ch11_sq_010,1,11.1.1 Cumulative Frequency Polygon or Ogive,diagram_based,Explain how the first and third quartiles are located graphically from an ogive.,وضاحت کریں کہ ogive سے first اور third quartiles graphically کیسے locate کیے جاتے ہیں۔,Medium,2,PRO,1
q_10_math_ch11_sq_011,1,11.1.1 Cumulative Frequency Polygon or Ogive,table_based,"Construct an ogive for the grouped scores 69–79, 79–89, 89–99, 99–109, 109–119 with frequencies 4, 10, 13, 8, 5.","درج ذیل grouped scores اور frequencies کے لیے ogive construct کریں: 69–79, 79–89, 89–99, 99–109, 109–119; 4, 10, 13, 8, 5",Hard,2,PRO,1
q_10_math_ch11_sq_012,1,11.1.1 Cumulative Frequency Polygon or Ogive,diagram_based,"Using an ogive, determine the median, Q₁, Q₃, D₆, P₈₀, and interquartile range for a grouped distribution.",ogive استعمال کرتے ہوئے grouped distribution کے لیے median، Q₁، Q₃، D₆، P₈₀ اور interquartile range معلوم کریں۔,Hard,2,ELITE,1
TOPIC_SEP,1,"11.1.3 Median, Quartiles, Deciles, Percentiles and IQR",topic_separator,,,,,,1
q_10_math_ch11_sq_013,1,"11.1.3 Median, Quartiles, Deciles, Percentiles and IQR",definition_function,Define the median and state how it divides an arranged data set.,median کی تعریف کریں اور بیان کریں کہ یہ arranged data set کو کیسے divide کرتا ہے۔,Easy,2,PRO,1
q_10_math_ch11_sq_014,1,"11.1.3 Median, Quartiles, Deciles, Percentiles and IQR",definition_function,"Define quartiles and state the percentages represented by Q₁, Q₂, and Q₃.",quartiles کی تعریف کریں اور Q₁، Q₂ اور Q₃ کے represented percentages بیان کریں۔,Easy,2,ULTRA,1
