question_hash,active,topic,question_style,question,urdu_translation,difficulty,marks,weightage,smart_syllabus
TOPIC_SEP,1,3.1 Introduction to Python Programming,topic_separator,,,,,,1
q_10_cs_ch3_sq_001,1,3.1 Introduction to Python Programming,definition_example,Define Python and state any two fields in which it is commonly used.,Python کی تعریف کریں اور ایسے کوئی دو شعبے بیان کریں جن میں یہ عام طور پر استعمال ہوتی ہے۔,Easy,2,PRO,1
q_10_cs_ch3_sq_002,1,3.1 Introduction to Python Programming,features_characteristics,State any three characteristics that make Python suitable for beginners and professional developers.,Python کی کوئی تین خصوصیات بیان کریں جو اسے beginners اور professional developers کے لیے موزوں بناتی ہیں۔,Easy,2,ULTRA,1
TOPIC_SEP,1,3.1.1 Basic Programming Concepts,topic_separator,,,,,,1
q_10_cs_ch3_sq_003,1,3.1.1 Basic Programming Concepts,definition_function,Define computer programming and state the purpose of instructions written in a programming language.,Computer programming کی تعریف کریں اور programming language میں لکھی گئی instructions کا مقصد بیان کریں۔,Easy,2,PRO,1
q_10_cs_ch3_sq_004,1,3.1.1 Basic Programming Concepts,process_steps,State the three basic stages of the programming process and briefly explain each stage.,Programming process کے تین بنیادی مراحل بیان کریں اور ہر مرحلے کی مختصر وضاحت کریں۔,Medium,2,PRO,1
TOPIC_SEP,1,3.1 Setting Up Python Development Environment,topic_separator,,,,,,1
q_10_cs_ch3_sq_005,1,3.1 Setting Up Python Development Environment,definition_function,Define a Python development environment and state the main components required to prepare it.,Python development environment کی تعریف کریں اور اسے تیار کرنے کے لیے درکار بنیادی components بیان کریں۔,Easy,2,ULTRA,1
q_10_cs_ch3_sq_006,1,3.1 Setting Up Python Development Environment,process_steps,List the main steps for downloading and installing Python on a computer.,کمپیوٹر پر Python download اور install کرنے کے بنیادی steps لکھیں۔,Easy,2,PRO,1
q_10_cs_ch3_sq_007,1,3.1 Setting Up Python Development Environment,function_purpose,Explain the purpose of selecting the Add Python to PATH option during installation.,Installation کے دوران Add Python to PATH option منتخب کرنے کا مقصد بیان کریں۔,Medium,2,ULTRA,1
q_10_cs_ch3_sq_008,1,3.1 Setting Up Python Development Environment,list_state,Name any three IDE options mentioned for Python programming and state the purpose of an IDE.,Python programming کے لیے بیان کیے گئے کوئی تین IDE options کے نام لکھیں اور IDE کا مقصد بیان کریں۔,Easy,2,ELITE,1
q_10_cs_ch3_sq_009,1,3.1 Setting Up Python Development Environment,process_steps,State the steps for configuring a Python interpreter in PyCharm.,PyCharm میں Python interpreter configure کرنے کے steps بیان کریں۔,Medium,2,ULTRA,1
q_10_cs_ch3_sq_010,1,3.1 Setting Up Python Development Environment,process_steps,Explain how to test whether a Python development environment has been configured correctly.,وضاحت کریں کہ Python development environment کی درست configuration کو کیسے test کیا جا سکتا ہے۔,Medium,2,PRO,1
