question_hash,active,topic,bloom_level,question,urdu_translation,A,B,C,D,correct_answer,difficulty,marks,weightage,smart_syllabus
TOPIC_SEP,1,5.5 Exercise-Derived Concepts,Topic,,,,,,,,,,,1
q_10_cs_ch5_001,1,5.5 Exercise-Derived Concepts,Remember,What is the first step in the Data Science Life Cycle (DSLC)?,ڈیٹا سائنس لائف سائیکل (DSLC) کا پہلا مرحلہ کون سا ہے؟,Understanding the Problem / مسئلے کو سمجھنا,Collecting Data / ڈیٹا جمع کرنا,Visualizing Data / ڈیٹا کو بصری شکل دینا,Analyzing the Data / ڈیٹا کا تجزیہ کرنا,A | Understanding the Problem / مسئلے کو سمجھنا,Easy,1,PRO,1
q_10_cs_ch5_002,1,5.5 Exercise-Derived Concepts,Understand,Which method is best for collecting opinions from many students?,بہت سے طلبہ کی آرا جمع کرنے کے لیے کون سا طریقہ بہترین ہے؟,Survey / سروے,IoT devices / IoT ڈیوائسز,Web scraping / ویب اسکریپنگ,Database table / ڈیٹابیس ٹیبل,A | Survey / سروے,Medium,1,PRO,1
q_10_cs_ch5_003,1,5.5 Exercise-Derived Concepts,Remember,What is bias in data?,ڈیٹا میں بائس کیا ہے؟,Very large data size / بہت بڑا ڈیٹا سائز,Unfair or one-sided data / غیر منصفانہ یا یک طرفہ ڈیٹا,Well-cleaned data / اچھی طرح صاف کیا گیا ڈیٹا,High-speed data / تیز رفتار ڈیٹا,B | Unfair or one-sided data / غیر منصفانہ یا یک طرفہ ڈیٹا,Easy,1,PRO,1
q_10_cs_ch5_004,1,5.5 Exercise-Derived Concepts,Remember,Which tool is ideal for beginners to create charts?,نئے سیکھنے والوں کے لیے چارٹس بنانے کا کون سا ٹول موزوں ہے؟,Tableau / Tableau,Google Sheets / Google Sheets,Python / Python,Hadoop / Hadoop,B | Google Sheets / Google Sheets,Easy,1,PRO,1
q_10_cs_ch5_005,1,5.5 Exercise-Derived Concepts,Remember,A relational database stores information in the form of:,ریلیشنل ڈیٹابیس معلومات کو کس شکل میں محفوظ کرتا ہے؟,Slides / سلائیڈز,Blocks / بلاکس,Tables / ٹیبلز,Layers / لیئرز,C | Tables / ٹیبلز,Easy,1,PRO,1
q_10_cs_ch5_006,1,5.5 Exercise-Derived Concepts,Remember,Which chart is best for comparing groups?,گروپس کا موازنہ کرنے کے لیے کون سا چارٹ بہترین ہے؟,Pie chart / پائی چارٹ,Line chart / لائن چارٹ,Area chart / ایریا چارٹ,Bar chart / بار چارٹ,D | Bar chart / بار چارٹ,Easy,1,PRO,1
q_10_cs_ch5_007,1,5.5 Exercise-Derived Concepts,Understand,What is the main goal of analyzing data?,ڈیٹا کے تجزیے کا بنیادی مقصد کیا ہے؟,Delete old data / پرانا ڈیٹا حذف کرنا,Decorate data / ڈیٹا کو سجانا,Find patterns and make decisions / پیٹرنز تلاش کرنا اور فیصلے کرنا,Upload data to the internet / ڈیٹا انٹرنیٹ پر اپ لوڈ کرنا,C | Find patterns and make decisions / پیٹرنز تلاش کرنا اور فیصلے کرنا,Medium,1,PRO,1
q_10_cs_ch5_008,1,5.5 Exercise-Derived Concepts,Remember,Which tool is an advanced data-visualization platform?,کون سا ٹول ایک ایڈوانسڈ ڈیٹا ویژولائزیشن پلیٹ فارم ہے؟,MS Paint / MS Paint,Notepad / Notepad,WhatsApp / WhatsApp,Google Data Studio / Google Data Studio,D | Google Data Studio / Google Data Studio,Easy,1,PRO,1
q_10_cs_ch5_009,1,5.5 Exercise-Derived Concepts,Understand,What should be done before storing collected data?,جمع شدہ ڈیٹا محفوظ کرنے سے پہلے کیا کرنا چاہیے؟,Add animations / اینیمیشنز شامل کرنا,Clean and validate it / اسے صاف اور ویلیڈیٹ کرنا,Encrypt every value / ہر ویلیو کو انکرپٹ کرنا,Translate every entry / ہر اندراج کا ترجمہ کرنا,B | Clean and validate it / اسے صاف اور ویلیڈیٹ کرنا,Medium,1,PRO,1
q_10_cs_ch5_010,1,5.5 Exercise-Derived Concepts,Remember,Which of the following is an example of a data source?,مندرجہ ذیل میں سے کون سا ڈیٹا سورس کی مثال ہے؟,YouTube / YouTube,Whiteboard / وائٹ بورڈ,Survey form / سروے فارم,Slide show / سلائیڈ شو,C | Survey form / سروے فارم,Easy,1,PRO,1
TOPIC_SEP,1,5.1 Introduction to Data Science,Topic,,,,,,,,,,,1
q_10_cs_ch5_011,1,5.1 Introduction to Data Science,Remember,Data Science is the field in which data is used to:,ڈیٹا سائنس وہ شعبہ ہے جس میں ڈیٹا کس لیے استعمال ہوتا ہے؟,Create only computer hardware / صرف کمپیوٹر ہارڈویئر بنانے کے لیے,Replace every database / ہر ڈیٹابیس بدلنے کے لیے,Store files without analysis / تجزیے کے بغیر فائلیں محفوظ کرنے کے لیے,"Find patterns, answer questions, and make better decisions / پیٹرنز تلاش کرنے، سوالات کے جواب دینے اور بہتر فیصلے کرنے کے لیے","D | Find patterns, answer questions, and make better decisions / پیٹرنز تلاش کرنے، سوالات کے جواب دینے اور بہتر فیصلے کرنے کے لیے",Easy,1,ULTRA,1
TOPIC_SEP,1,5.1.1 Importance of Data in Decision Making,Topic,,,,,,,,,,,1
q_10_cs_ch5_012,1,5.1.1 Importance of Data in Decision Making,Remember,"Without data, decisions may be based on:",ڈیٹا کے بغیر فیصلے کس بنیاد پر ہو سکتے ہیں؟,Guesses or personal opinions / اندازوں یا ذاتی آرا,Validated records only / صرف ویلیڈیٹڈ ریکارڈز,Clean survey results / صاف سروے نتائج,Structured SQL tables / اسٹرکچرڈ SQL ٹیبلز,A | Guesses or personal opinions / اندازوں یا ذاتی آرا,Easy,1,ULTRA,1
q_10_cs_ch5_013,1,5.1.1 Importance of Data in Decision Making,Apply,A school wants to choose a new sports club. What should it do first to make a data-based decision?,اسکول نیا اسپورٹس کلب منتخب کرنا چاہتا ہے۔ ڈیٹا پر مبنی فیصلہ کرنے کے لیے اسے پہلے کیا کرنا چاہیے؟,Choose the teacher's favorite sport / استاد کا پسندیدہ کھیل منتخب کرنا,Select a sport randomly / کھیل بے ترتیب منتخب کرنا,Ignore student preferences / طلبہ کی ترجیحات نظر انداز کرنا,Collect data about the sports students enjoy most / طلبہ کے پسندیدہ کھیلوں کے بارے میں ڈیٹا جمع کرنا,D | Collect data about the sports students enjoy most / طلبہ کے پسندیدہ کھیلوں کے بارے میں ڈیٹا جمع کرنا,Medium,1,ULTRA,1
TOPIC_SEP,1,5.1.2 Real-Life Applications of Data Science,Topic,,,,,,,,,,,1
