question_hash,active,topic,question_style,question,urdu_translation,difficulty,marks,weightage,smart_syllabus
TOPIC_SEP,1,5.1 Introduction to Data Science,topic_separator,,,,,,1
q_10_cs_ch5_sq_001,1,5.1 Introduction to Data Science,definition_function,Define Data Science and state its main purpose in solving problems and making decisions.,Data Science کی تعریف کریں اور مسائل حل کرنے اور فیصلے کرنے میں اس کا بنیادی مقصد بیان کریں۔,Easy,2,PRO,1
TOPIC_SEP,1,5.1.1 Importance of Data in Decision Making,topic_separator,,,,,,1
q_10_cs_ch5_sq_002,1,5.1.1 Importance of Data in Decision Making,explain_reason,Explain why data-based decisions are more reliable than decisions based on guesses or personal opinions.,وضاحت کریں کہ data پر مبنی فیصلے guesses یا personal opinions پر مبنی فیصلوں سے زیادہ قابلِ اعتماد کیوں ہوتے ہیں۔,Medium,2,PRO,1
q_10_cs_ch5_sq_003,1,5.1.1 Importance of Data in Decision Making,difference,Differentiate between data-driven decision making and decision making based on personal opinion.,Data-driven decision making اور personal opinion پر مبنی decision making کے درمیان فرق بیان کریں۔,Medium,2,ULTRA,1
TOPIC_SEP,1,5.1.2 Real-Life Applications of Data Science,topic_separator,,,,,,1
q_10_cs_ch5_sq_004,1,5.1.2 Real-Life Applications of Data Science,list_state,State any three real-life applications of Data Science and briefly mention how data is used in each.,Data Science کی کوئی تین real-life applications بیان کریں اور مختصراً لکھیں کہ ہر ایک میں data کیسے استعمال ہوتا ہے۔,Easy,2,PRO,1
q_10_cs_ch5_sq_005,1,5.1.2 Real-Life Applications of Data Science,application_scenario,Explain how online shopping platforms use previous purchases to suggest products to customers.,وضاحت کریں کہ online shopping platforms پچھلی purchases استعمال کرتے ہوئے customers کو products کیسے suggest کرتے ہیں۔,Medium,2,ELITE,1
TOPIC_SEP,1,5.2 Overview of the Data Science Life Cycle,topic_separator,,,,,,1
q_10_cs_ch5_sq_006,1,5.2 Overview of the Data Science Life Cycle,process_steps,Define the Data Science Life Cycle (DSLC) and list its six main steps in the correct sequence.,Data Science Life Cycle (DSLC) کی تعریف کریں اور اس کے چھ بنیادی steps درست sequence میں لکھیں۔,Easy,2,PRO,1
q_10_cs_ch5_sq_007,1,5.2 Overview of the Data Science Life Cycle,sequence,Explain why the steps of the Data Science Life Cycle should be followed in a logical sequence.,وضاحت کریں کہ Data Science Life Cycle کے steps کو logical sequence میں follow کرنا کیوں ضروری ہے۔,Medium,2,ULTRA,1
TOPIC_SEP,1,5.2.1 Understanding the Problem,topic_separator,,,,,,1
q_10_cs_ch5_sq_008,1,5.2.1 Understanding the Problem,explain_reason,Explain the importance of understanding a problem clearly before collecting data.,Data collect کرنے سے پہلے problem کو واضح طور پر سمجھنے کی اہمیت بیان کریں۔,Medium,2,PRO,1
TOPIC_SEP,1,5.2.1 Identifying and Defining a Problem,topic_separator,,,,,,1
q_10_cs_ch5_sq_009,1,5.2.1 Identifying and Defining a Problem,difference,Differentiate between identifying a problem and defining a problem clearly.,Problem identify کرنے اور problem کو واضح طور پر define کرنے کے درمیان فرق بیان کریں۔,Medium,2,ULTRA,1
TOPIC_SEP,1,5.2.1 Setting Clear Objectives,topic_separator,,,,,,1
q_10_cs_ch5_sq_010,1,5.2.1 Setting Clear Objectives,definition_function,Define objectives in a Data Science project and state how they guide the remaining stages of the project.,Data Science project میں objectives کی تعریف کریں اور بیان کریں کہ یہ project کے باقی stages کی رہنمائی کیسے کرتے ہیں۔,Easy,2,PRO,1
q_10_cs_ch5_sq_011,1,5.2.1 Setting Clear Objectives,application_scenario,Formulate two clear objectives for investigating why students arrive late at school.,Students کے school دیر سے پہنچنے کی وجوہات معلوم کرنے کے لیے دو clear objectives بنائیں۔,Medium,2,ELITE,1
TOPIC_SEP,1,5.2.2 Collecting Data,topic_separator,,,,,,1
q_10_cs_ch5_sq_012,1,5.2.2 Collecting Data,list_state,Name any two methods of data collection and give one suitable example of each.,Data collection کے کوئی دو methods کے نام لکھیں اور ہر ایک کی ایک مناسب مثال دیں۔,Easy,2,PRO,1
TOPIC_SEP,1,5.2.2 Methods of Data Collection,topic_separator,,,,,,1
q_10_cs_ch5_sq_013,1,5.2.2 Methods of Data Collection,definition_example,Define a survey and state one online and one paper-based method of conducting it.,Survey کی تعریف کریں اور اسے conduct کرنے کا ایک online اور ایک paper-based method بیان کریں۔,Easy,2,ULTRA,1
q_10_cs_ch5_sq_014,1,5.2.2 Methods of Data Collection,difference,Differentiate between data collection through APIs and data collection through IoT sensors.,APIs کے ذریعے data collection اور IoT sensors کے ذریعے data collection کے درمیان فرق بیان کریں۔,Medium,2,PRO,1
q_10_cs_ch5_sq_015,1,5.2.2 Methods of Data Collection,definition_example,"Define web scraping, give one business-related example, and state the condition under which it should be performed.",Web scraping کی تعریف کریں، ایک business-related مثال دیں اور وہ شرط بیان کریں جس کے تحت اسے perform کرنا چاہیے۔,Medium,2,PRO,1
TOPIC_SEP,1,5.2.2 Choosing the Right Data Source,topic_separator,,,,,,1
q_10_cs_ch5_sq_016,1,5.2.2 Choosing the Right Data Source,features_characteristics,State the three main qualities of a suitable data source.,مناسب data source کی تین بنیادی qualities بیان کریں۔,Easy,2,ULTRA,1
q_10_cs_ch5_sq_017,1,5.2.2 Choosing the Right Data Source,explain_reason,Explain why data should be recent and directly related to the problem being investigated.,وضاحت کریں کہ data کا recent اور زیرِ تحقیق problem سے directly related ہونا کیوں ضروری ہے۔,Medium,2,ELITE,1
TOPIC_SEP,1,5.2.2 Assessing Data Quality and Bias,topic_separator,,,,,,1
q_10_cs_ch5_sq_018,1,5.2.2 Assessing Data Quality and Bias,definition_function,"Define data quality and bias, and state how each can affect the reliability of results.",Data quality اور bias کی تعریف کریں اور بیان کریں کہ ہر ایک results کی reliability کو کیسے متاثر کر سکتا ہے۔,Medium,2,PRO,1
q_10_cs_ch5_sq_019,1,5.2.2 Assessing Data Quality and Bias,cause_effect,"Explain how surveying only one group of students can produce biased results, and state one way to reduce this bias.",وضاحت کریں کہ صرف ایک group کے students کا survey biased results کیسے پیدا کر سکتا ہے، اور اس bias کو کم کرنے کا ایک طریقہ بیان کریں۔,Medium,2,PRO,1
TOPIC_SEP,1,5.2.2 Collecting Data,topic_separator,,,,,,1
q_10_cs_ch5_sq_020,1,5.2.2 Collecting Data,process_steps,"Design a short survey by stating the steps for preparing questions, selecting respondents, collecting responses, and storing the data.",Short survey design کرنے کے لیے questions تیار کرنے، respondents منتخب کرنے، responses collect کرنے اور data store کرنے کے steps بیان کریں۔,Hard,2,PRO,1
TOPIC_SEP,1,5.2.3 Cleaning and Validating Data,topic_separator,,,,,,1
q_10_cs_ch5_sq_021,1,5.2.3 Cleaning and Validating Data,difference,Differentiate between raw data and cleaned data using any two points.,Raw data اور cleaned data کے درمیان کوئی دو فرق بیان کریں۔,Medium,2,PRO,1
TOPIC_SEP,1,5.2.3 Raw Data,topic_separator,,,,,,1
q_10_cs_ch5_sq_022,1,5.2.3 Raw Data,definition_example,Define raw data and give one example of raw data collected through a survey.,Raw data کی تعریف کریں اور survey کے ذریعے collect ہونے والے raw data کی ایک مثال دیں۔,Easy,2,ULTRA,1
TOPIC_SEP,1,5.2.3 Common Data Errors,topic_separator,,,,,,1
q_10_cs_ch5_sq_023,1,5.2.3 Common Data Errors,list_state,List the five common types of errors that may occur in raw data.,Raw data میں پیدا ہونے والی پانچ common error types لکھیں۔,Easy,2,PRO,1
q_10_cs_ch5_sq_024,1,5.2.3 Common Data Errors,difference,"Differentiate between missing data and duplicate entries, and give one example of each.",Missing data اور duplicate entries میں فرق کریں اور ہر ایک کی ایک مثال دیں۔,Easy,2,ULTRA,1
q_10_cs_ch5_sq_025,1,5.2.3 Common Data Errors,difference,Differentiate between inconsistent formats and spelling mistakes in a dataset.,Dataset میں inconsistent formats اور spelling mistakes کے درمیان فرق بیان کریں۔,Medium,2,ELITE,1
q_10_cs_ch5_sq_026,1,5.2.3 Common Data Errors,definition_example,Define an outlier and give one example of an unrealistic value in a student survey.,Outlier کی تعریف کریں اور student survey میں unrealistic value کی ایک مثال دیں۔,Medium,2,ULTRA,1
TOPIC_SEP,1,5.2.3 Data Validation Techniques,topic_separator,,,,,,1
q_10_cs_ch5_sq_027,1,5.2.3 Data Validation Techniques,process_steps,"Explain how range checks, value-type checks, and accepted-value lists can be used to validate data.",وضاحت کریں کہ range checks، value-type checks اور accepted-value lists کو data validate کرنے کے لیے کیسے استعمال کیا جا سکتا ہے۔,Hard,2,PRO,1
q_10_cs_ch5_sq_028,1,5.2.3 Data Validation Techniques,list_state,State any three techniques that improve the quality of responses in an online survey form.,Online survey form میں responses کی quality بہتر بنانے والی کوئی تین techniques بیان کریں۔,Medium,2,ELITE,1
TOPIC_SEP,1,5.2.3 Data Cleaning Methods,topic_separator,,,,,,1
