question_hash,active,topic,question_type,question_style,question,urdu_translation,difficulty,marks,weightage,smart_syllabus
sep_10_cs_ch8_001,1,8.1 From Basics to Advanced Entrepreneurship,Topic,topic_separator,,,,,,1
q_10_cs_ch8_lq_001,1,8.1 From Basics to Advanced Entrepreneurship,Long,elaborate,"Explain the transition from basic to advanced entrepreneurship. Discuss the importance of legal compliance, regulatory awareness, ethical frameworks, structured problem-solving, strategic marketing, and customer-focused decision-making in a modern digital business.",basic سے advanced entrepreneurship کی طرف منتقلی کی وضاحت کریں۔ جدید digital business میں legal compliance، regulatory awareness، ethical frameworks، structured problem-solving، strategic marketing اور customer-focused decision-making کی اہمیت پر بحث کریں۔,Medium,5,ULTRA,1
sep_10_cs_ch8_002,1,8.2 Problem-Solving and Adaptability,Topic,topic_separator,,,,,,1
q_10_cs_ch8_lq_002,1,8.2 Problem-Solving and Adaptability,Long,process_procedure,"Explain the process of problem-solving and adaptability in entrepreneurship. Describe how an entrepreneur identifies a problem, finds its main cause, selects a suitable solution, and adjusts to changing market or technology conditions.",entrepreneurship میں problem-solving اور adaptability کے process کی وضاحت کریں۔ بیان کریں کہ entrepreneur مسئلے کی شناخت، اس کی بنیادی وجہ معلوم کرنے، مناسب solution منتخب کرنے، اور بدلتی ہوئی market یا technology conditions کے مطابق خود کو adjust کرنے کا عمل کس طرح انجام دیتا ہے۔,Medium,5,PRO,1
q_10_cs_ch8_lq_003,1,"8.2.1 Structured Problem-Solving, Root Cause Analysis, and SWOT Analysis",Long,compare,"Explain structured problem-solving, root cause analysis, and SWOT analysis. Compare their purposes and describe how each method helps a business understand challenges and choose an effective response.",structured problem-solving، root cause analysis اور SWOT analysis کی وضاحت کریں۔ ان کے مقاصد کا موازنہ کریں اور بیان کریں کہ ہر method business کو challenges سمجھنے اور مؤثر response منتخب کرنے میں کس طرح مدد دیتا ہے۔,Hard,5,ULTRA,1
q_10_cs_ch8_lq_004,1,8.2.2 Adaptability and Resilience,Long,cause_effect,"Explain adaptability and resilience in business. Discuss how responding to changes in customer needs, competition, and technology, and learning from setbacks, helps a business survive and grow.",business میں adaptability اور resilience کی وضاحت کریں۔ بحث کریں کہ customer needs، competition اور technology میں changes کا response دینا، اور setbacks سے سیکھنا، business کو survive اور grow کرنے میں کس طرح مدد دیتا ہے۔,Medium,5,ELITE,1
sep_10_cs_ch8_003,1,8.3 Ethical Business Practices and Digital Ethics,Topic,topic_separator,,,,,,1
q_10_cs_ch8_lq_005,1,8.3 Ethical Business Practices and Digital Ethics,Long,elaborate,"Write a detailed note on ethical business practices and digital ethics. Explain how fairness, honesty, responsible use of digital tools, customer protection, and respect for privacy help a business build trust.",ethical business practices اور digital ethics پر تفصیلی نوٹ لکھیں۔ وضاحت کریں کہ fairness، honesty، digital tools کا responsible use، customer protection اور privacy کا احترام business کو trust قائم کرنے میں کس طرح مدد دیتے ہیں۔,Medium,5,PRO,1
q_10_cs_ch8_lq_006,1,8.3.1 Ethical Decision-Making,Long,application_case,"Explain ethical decision-making in business. Discuss conflict of interest and balancing profit with customer welfare, using suitable textbook-supported business situations.",business میں ethical decision-making کی وضاحت کریں۔ conflict of interest اور profit کو customer welfare کے ساتھ balance کرنے پر مناسب textbook-supported business situations کی مدد سے بحث کریں۔,Hard,5,ULTRA,1
sep_10_cs_ch8_004,1,8.3.2 Responsible Marketing and Advertising,Topic,topic_separator,,,,,,1
