question_hash,active,topic,bloom_level,question,urdu_translation,A,B,C,D,correct_answer,difficulty,marks,weightage,smart_syllabus
TOPIC_SEP,1,6.6 Exercise-Derived Concepts,Topic,,,,,,,,,,,1
q_10_cs_ch6_001,1,6.6 Exercise-Derived Concepts,Remember,What is Artificial Intelligence (AI)?,مصنوعی ذہانت (AI) کیا ہے؟,Solving math problems by hand / ریاضی کے مسائل ہاتھ سے حل کرنا,Sending emails using a computer / کمپیوٹر سے ای میلز بھیجنا,Machines performing tasks like humans / مشینوں کا انسانوں جیسے کام انجام دینا,Watching videos online / آن لائن ویڈیوز دیکھنا,C | Machines performing tasks like humans / مشینوں کا انسانوں جیسے کام انجام دینا,Easy,1,PRO,1
q_10_cs_ch6_002,1,6.6 Exercise-Derived Concepts,Remember,Which of the following is an example of AI?,مندرجہ ذیل میں سے کون سی AI کی مثال ہے؟,Using a whiteboard / وائٹ بورڈ استعمال کرنا,A chatbot replying to questions / سوالات کا جواب دینے والا چیٹ بوٹ,A TV remote / ٹی وی ریموٹ,Typing on a keyboard / کی بورڈ پر ٹائپ کرنا,B | A chatbot replying to questions / سوالات کا جواب دینے والا چیٹ بوٹ,Easy,1,PRO,1
q_10_cs_ch6_003,1,6.6 Exercise-Derived Concepts,Remember,What is Machine Learning (ML)?,مشین لرننگ (ML) کیا ہے؟,Teaching machines to learn from data like humans / مشینوں کو انسانوں کی طرح ڈیٹا سے سیکھنا سکھانا,Teaching humans to use machines / انسانوں کو مشینیں استعمال کرنا سکھانا,Learning computer hardware basics / کمپیوٹر ہارڈویئر کی بنیادی باتیں سیکھنا,A machine without internet / انٹرنیٹ کے بغیر مشین,A | Teaching machines to learn from data like humans / مشینوں کو انسانوں کی طرح ڈیٹا سے سیکھنا سکھانا,Easy,1,PRO,1
q_10_cs_ch6_004,1,6.6 Exercise-Derived Concepts,Remember,Which application recommends videos using Machine Learning?,کون سی ایپلی کیشن مشین لرننگ کے ذریعے ویڈیوز تجویز کرتی ہے؟,Google Maps / Google Maps,Microsoft Paint / Microsoft Paint,Windows Media Player / Windows Media Player,YouTube / YouTube,D | YouTube / YouTube,Easy,1,PRO,1
q_10_cs_ch6_005,1,6.6 Exercise-Derived Concepts,Remember,"In supervised learning, the training data is:",سپر وائزڈ لرننگ میں ٹریننگ ڈیٹا کیسا ہوتا ہے؟,Unorganized / غیر منظم,Labeled with correct answers / درست جوابات کے ساتھ لیبل شدہ,Without any answers / بغیر کسی جواب کے,Only text-based / صرف متن پر مبنی,B | Labeled with correct answers / درست جوابات کے ساتھ لیبل شدہ,Easy,1,PRO,1
q_10_cs_ch6_006,1,6.6 Exercise-Derived Concepts,Understand,Which of the following is an example of unsupervised learning?,مندرجہ ذیل میں سے کون سی اَن سپر وائزڈ لرننگ کی مثال ہے؟,Predicting student marks / طلبہ کے نمبرز کی پیش گوئی کرنا,Grouping students by interest without labels / طلبہ کو بغیر لیبلز کے دلچسپی کے مطابق گروپس میں تقسیم کرنا,Identifying spam emails using labeled examples / لیبل شدہ مثالوں سے اسپیم ای میلز کی شناخت کرنا,Marking quizzes with correct answers / درست جوابات کے ساتھ کوئزز چیک کرنا,B | Grouping students by interest without labels / طلبہ کو بغیر لیبلز کے دلچسپی کے مطابق گروپس میں تقسیم کرنا,Medium,1,PRO,1
q_10_cs_ch6_007,1,6.6 Exercise-Derived Concepts,Remember,Google Assistant is an example of:,Google Assistant کس کی مثال ہے؟,A game application / گیم ایپلی کیشن,A word processor / ورڈ پروسیسر,A smart assistant using AI / AI استعمال کرنے والا اسمارٹ اسسٹنٹ,A calculator / کیلکولیٹر,C | A smart assistant using AI / AI استعمال کرنے والا اسمارٹ اسسٹنٹ,Easy,1,PRO,1
q_10_cs_ch6_008,1,6.6 Exercise-Derived Concepts,Understand,Which skill is essential for a data analyst?,ڈیٹا اینالسٹ کے لیے کون سی مہارت ضروری ہے؟,Interpreting and visualizing data / ڈیٹا کی تشریح اور ویژولائزیشن,Painting / پینٹنگ,Basic drawing / بنیادی ڈرائنگ,Flying drones / ڈرون اڑانا,A | Interpreting and visualizing data / ڈیٹا کی تشریح اور ویژولائزیشن,Medium,1,PRO,1
q_10_cs_ch6_009,1,6.6 Exercise-Derived Concepts,Understand,AI is mostly used for:,AI زیادہ تر کس لیے استعمال ہوتی ہے؟,Handwriting notes / ہاتھ سے نوٹس لکھنا,Making phone calls manually / دستی طور پر فون کالز کرنا,Smart decision-making and automation / اسمارٹ فیصلہ سازی اور آٹومیشن,Charging phones / فون چارج کرنا,C | Smart decision-making and automation / اسمارٹ فیصلہ سازی اور آٹومیشن,Medium,1,PRO,1
