question_hash,active,topic,bloom_level,question,urdu_translation,A,B,C,D,correct_answer,difficulty,marks,weightage,smart_syllabus
TOPIC_SEP,1,4.6 Exercise-Derived Concepts,Topic,,,,,,,,,,,1
q_10_cs_ch4_001,1,4.6 Exercise-Derived Concepts,Remember,What does the range() function do in Python?,Python میں range() فنکشن کیا کرتا ہے؟,Generates a list of random numbers / رینڈم نمبروں کی فہرست بناتا ہے,Calculates the sum of numbers / نمبروں کا مجموعہ نکالتا ہے,Prints a range of numbers automatically / نمبروں کی رینج خودکار طور پر پرنٹ کرتا ہے,Creates a sequence of numbers / نمبروں کی ایک ترتیب بناتا ہے,D | Creates a sequence of numbers / نمبروں کی ایک ترتیب بناتا ہے,Easy,1,PRO,1
q_10_cs_ch4_002,1,4.6 Exercise-Derived Concepts,Analyze,What is the output of the following code: count = 0; for i in range(2): for j in range(3): count += 1; print(count)?,درج ذیل کوڈ کا آؤٹ پٹ معلوم کریں: count = 0; for i in range(2): for j in range(3): count += 1; print(count),4 / 4,6 / 6,5 / 5,7 / 7,B | 6 / 6,Hard,1,PRO,1
q_10_cs_ch4_003,1,4.6 Exercise-Derived Concepts,Remember,Which list method adds an item at the end of a list?,کون سا لسٹ میتھڈ لسٹ کے آخر میں آئٹم شامل کرتا ہے؟,append() / append(),insert() / insert(),add() / add(),extend() / extend(),A | append() / append(),Easy,1,PRO,1
q_10_cs_ch4_004,1,4.6 Exercise-Derived Concepts,Understand,What is the purpose of control structures in programming?,پروگرامنگ میں کنٹرول اسٹرکچرز کا مقصد کیا ہے؟,Only make code longer / صرف کوڈ کو لمبا کرنا,Manage decision-making and repetition of tasks / فیصلہ سازی اور کاموں کی تکرار کو منظم کرنا,Create variables / ویری ایبلز بنانا,Import libraries / لائبریریز امپورٹ کرنا,B | Manage decision-making and repetition of tasks / فیصلہ سازی اور کاموں کی تکرار کو منظم کرنا,Medium,1,PRO,1
q_10_cs_ch4_005,1,4.6 Exercise-Derived Concepts,Remember,Which statement executes code when an if condition is false?,if کی کنڈیشن False ہونے پر کون سا اسٹیٹمنٹ کوڈ چلاتا ہے؟,if / if,elif / elif,while / while,else / else,D | else / else,Easy,1,PRO,1
q_10_cs_ch4_006,1,4.6 Exercise-Derived Concepts,Remember,How can print() be prevented from adding a newline?,print() کو نئی لائن شامل کرنے سے کیسے روکا جا سکتا ہے؟,Use newline=False / newline=False استعمال کریں,Use break / break استعمال کریں,Use the end parameter / end پیرامیٹر استعمال کریں,Use continue / continue استعمال کریں,C | Use the end parameter / end پیرامیٹر استعمال کریں,Easy,1,PRO,1
q_10_cs_ch4_007,1,4.6 Exercise-Derived Concepts,Remember,Which library is used to generate random numbers?,رینڈم نمبرز بنانے کے لیے کون سی لائبریری استعمال ہوتی ہے؟,datetime / datetime,random / random,statistics / statistics,math / math,B | random / random,Easy,1,PRO,1
q_10_cs_ch4_008,1,4.6 Exercise-Derived Concepts,Remember,What does list.append() do?,list.append() کیا کرتا ہے؟,Removes the first item / پہلا آئٹم حذف کرتا ہے,Sorts the list / لسٹ کو ترتیب دیتا ہے,Reverses the list / لسٹ کو الٹ دیتا ہے,Adds an item to the end of the list / لسٹ کے آخر میں آئٹم شامل کرتا ہے,D | Adds an item to the end of the list / لسٹ کے آخر میں آئٹم شامل کرتا ہے,Easy,1,PRO,1
q_10_cs_ch4_009,1,4.6 Exercise-Derived Concepts,Understand,What is the purpose of range()?,range() کا مقصد کیا ہے؟,Create a list of numbers automatically / نمبروں کی فہرست خودکار بنانا,Calculate the range of values statistically / ویلیوز کی شماریاتی رینج نکالنا,Generate a sequence of numbers / نمبروں کی ترتیب بنانا,Sort numbers / نمبروں کو ترتیب دینا,C | Generate a sequence of numbers / نمبروں کی ترتیب بنانا,Medium,1,PRO,1
q_10_cs_ch4_010,1,4.6 Exercise-Derived Concepts,Remember,Which debugging technique involves adding output statements?,کون سی ڈیبگنگ تکنیک میں آؤٹ پٹ اسٹیٹمنٹس شامل کیے جاتے ہیں؟,Unit testing / یونٹ ٹیسٹنگ,Error messages / ایرر میسجز,Print statements / پرنٹ اسٹیٹمنٹس,Integration testing / انٹیگریشن ٹیسٹنگ,C | Print statements / پرنٹ اسٹیٹمنٹس,Easy,1,PRO,1
TOPIC_SEP,1,4.1 Decision Making,Topic,,,,,,,,,,,1
q_10_cs_ch4_011,1,4.1 Decision Making,Remember,Decision making in programming allows a program to:,پروگرامنگ میں فیصلہ سازی پروگرام کو کیا کرنے دیتی ہے؟,Repeat every instruction forever / ہر ہدایت ہمیشہ دہرانا,Create libraries automatically / لائبریریز خودکار طور پر بنانا,Store only one value / صرف ایک ویلیو محفوظ کرنا,Choose different actions based on conditions / کنڈیشنز کی بنیاد پر مختلف اعمال منتخب کرنا,D | Choose different actions based on conditions / کنڈیشنز کی بنیاد پر مختلف اعمال منتخب کرنا,Easy,1,ULTRA,1
q_10_cs_ch4_012,1,4.1 Decision Making,Understand,Why are conditional statements used in Python?,Python میں کنڈیشنل اسٹیٹمنٹس کیوں استعمال ہوتے ہیں؟,To create random numbers only / صرف رینڈم نمبرز بنانے کے لیے,To sort every list automatically / ہر لسٹ خودکار طور پر ترتیب دینے کے لیے,To implement decision making in a program / پروگرام میں فیصلہ سازی نافذ کرنے کے لیے,To test hardware devices / ہارڈویئر ڈیوائسز ٹیسٹ کرنے کے لیے,C | To implement decision making in a program / پروگرام میں فیصلہ سازی نافذ کرنے کے لیے,Medium,1,ULTRA,1
TOPIC_SEP,1,4.1.1 if Statement,Topic,,,,,,,,,,,1
q_10_cs_ch4_013,1,4.1.1 if Statement,Remember,An if statement executes its code block when the condition is:,if اسٹیٹمنٹ اپنا کوڈ بلاک کب چلاتا ہے؟,False / False,Empty / خالی,True / True,Repeated / دہرائی گئی,C | True / True,Easy,1,ULTRA,1
q_10_cs_ch4_014,1,4.1.1 if Statement,Understand,What defines the scope of an if block in Python?,Python میں if بلاک کا اسکوپ کیا متعین کرتا ہے؟,Indentation / انڈینٹیشن,Quotation marks / کوٹیشن مارکس,Parentheses only / صرف قوسین,List indexing / لسٹ انڈیکسنگ,A | Indentation / انڈینٹیشن,Medium,1,ULTRA,1
q_10_cs_ch4_015,1,4.1.1 if Statement,Apply,"What is printed by the code: temperature = 35; if temperature > 30: print(""It's a hot day"")?","درج ذیل کوڈ کا آؤٹ پٹ کیا ہوگا: temperature = 35; if temperature > 30: print(""It's a hot day"")",It's a hot day / It's a hot day,It's not a hot day / It's not a hot day,35 / 35,No output / کوئی آؤٹ پٹ نہیں,A | It's a hot day / It's a hot day,Hard,1,ULTRA,1
TOPIC_SEP,1,4.1.2 if-else Statement,Topic,,,,,,,,,,,1
q_10_cs_ch4_016,1,4.1.2 if-else Statement,Remember,The if-else statement provides:,if-else اسٹیٹمنٹ کیا فراہم کرتا ہے؟,Only one block that always runs / صرف ایک بلاک جو ہمیشہ چلتا ہے,A random number generator / رینڈم نمبر جنریٹر,A list-sorting method / لسٹ ترتیب دینے کا میتھڈ,One block for a True condition and another for a False condition / True کنڈیشن کے لیے ایک اور False کنڈیشن کے لیے دوسرا بلاک,D | One block for a True condition and another for a False condition / True کنڈیشن کے لیے ایک اور False کنڈیشن کے لیے دوسرا بلاک,Easy,1,ULTRA,1
q_10_cs_ch4_017,1,4.1.2 if-else Statement,Apply,What is printed when temperature = 15 in the chapter's if-else example?,باب کی if-else مثال میں temperature = 15 ہونے پر کیا پرنٹ ہوگا؟,It's not a hot day / It's not a hot day,It's a hot day / It's a hot day,Wear a raincoat / Wear a raincoat,No output / کوئی آؤٹ پٹ نہیں,A | It's not a hot day / It's not a hot day,Hard,1,ULTRA,1
TOPIC_SEP,1,4.1.3 Nested Conditions,Topic,,,,,,,,,,,1
q_10_cs_ch4_018,1,4.1.3 Nested Conditions,Remember,A condition placed inside another condition is called:,ایک کنڈیشن کے اندر دوسری کنڈیشن کو کیا کہا جاتا ہے؟,Loop condition / لوپ کنڈیشن,Nested condition / نیسٹڈ کنڈیشن,Range condition / رینج کنڈیشن,Library condition / لائبریری کنڈیشن,B | Nested condition / نیسٹڈ کنڈیشن,Easy,1,ULTRA,1
q_10_cs_ch4_019,1,4.1.3 Nested Conditions,Understand,Why are nested conditions used?,نیسٹڈ کنڈیشنز کیوں استعمال ہوتی ہیں؟,To check multiple related conditions in sequence / متعلقہ متعدد کنڈیشنز کو ترتیب سے چیک کرنے کے لیے,To reverse a list / لسٹ کو الٹنے کے لیے,To create a module / ماڈیول بنانے کے لیے,To end every program / ہر پروگرام ختم کرنے کے لیے,A | To check multiple related conditions in sequence / متعلقہ متعدد کنڈیشنز کو ترتیب سے چیک کرنے کے لیے,Medium,1,ULTRA,1
q_10_cs_ch4_020,1,4.1.3 Nested Conditions,Analyze,"In the weather example, what is printed when weather = ""rainy"" and temperature = 10?","موسم والی مثال میں درج ذیل ویلیوز پر کیا پرنٹ ہوگا: weather = ""rainy"", temperature = 10",Wear a raincoat / Wear a raincoat,Take an umbrella / Take an umbrella,Enjoy your day! / Enjoy your day!,It's a hot day / It's a hot day,A | Wear a raincoat / Wear a raincoat,Hard,1,PRO,1
q_10_cs_ch4_021,1,4.1.3 Nested Conditions,Analyze,"In the weather example, what is printed when weather = ""rainy"" and temperature = 20?","موسم والی مثال میں درج ذیل ویلیوز پر کیا پرنٹ ہوگا: weather = ""rainy"", temperature = 20",Wear a raincoat / Wear a raincoat,Enjoy your day! / Enjoy your day!,Take an umbrella / Take an umbrella,No output / کوئی آؤٹ پٹ نہیں,C | Take an umbrella / Take an umbrella,Hard,1,PRO,1
q_10_cs_ch4_022,1,4.1.3 Nested Conditions,Analyze,"In the weather example, what is printed when weather is not ""rainy""?","موسم والی مثال میں weather کی ویلیو ""rainy"" نہ ہونے پر کیا پرنٹ ہوگا؟",Wear a raincoat / Wear a raincoat,Take an umbrella / Take an umbrella,The temperature value / temperature کی ویلیو,Enjoy your day! / Enjoy your day!,D | Enjoy your day! / Enjoy your day!,Hard,1,PRO,1
TOPIC_SEP,1,4.2 Looping Constructs,Topic,,,,,,,,,,,1
q_10_cs_ch4_023,1,4.2 Looping Constructs,Remember,Loops are used to:,لوپس کس لیے استعمال ہوتے ہیں؟,Create only Boolean values / صرف بولین ویلیوز بنانا,Repeat actions / اعمال کو دہرانا,Replace every condition / ہر کنڈیشن بدلنا,Import libraries only / صرف لائبریریز امپورٹ کرنا,B | Repeat actions / اعمال کو دہرانا,Easy,1,ULTRA,1
