question_hash,active,topic,bloom_level,question,urdu_translation,A,B,C,D,correct_answer,difficulty,marks,weightage,smart_syllabus
TOPIC_SEP,1,7.7 Exercise-Derived Concepts,Topic,,,,,,,,,,,1
q_10_cs_ch7_001,1,7.7 Exercise-Derived Concepts,Remember,What does AI stand for?,AI کا مکمل نام کیا ہے؟,Automatic Intelligence / Automatic Intelligence,Artificial Intelligence / Artificial Intelligence,Active Interface / Active Interface,Applied Information / Applied Information,B | Artificial Intelligence / Artificial Intelligence,Easy,1,PRO,1
q_10_cs_ch7_002,1,7.7 Exercise-Derived Concepts,Remember,Which technology allows computers to understand human voice?,کون سی ٹیکنالوجی کمپیوٹر کو انسانی آواز سمجھنے کی صلاحیت دیتی ہے؟,Speech recognition / اسپیچ ریکگنیشن,Online calculator / آن لائن کیلکولیٹر,Image editing / امیج ایڈیٹنگ,File copying / فائل کاپی کرنا,A | Speech recognition / اسپیچ ریکگنیشن,Easy,1,PRO,1
q_10_cs_ch7_003,1,7.7 Exercise-Derived Concepts,Understand,What type of data helps AI make better decisions?,کون سا ڈیٹا AI کو بہتر فیصلے کرنے میں مدد دیتا ہے؟,Short and weak data / مختصر اور کمزور ڈیٹا,Only images / صرف تصاویر,Large and good-quality data / بڑا اور اچھی کوالٹی کا ڈیٹا,Data without labels in every case / ہر صورت میں بغیر لیبل ڈیٹا,C | Large and good-quality data / بڑا اور اچھی کوالٹی کا ڈیٹا,Medium,1,PRO,1
q_10_cs_ch7_004,1,7.7 Exercise-Derived Concepts,Remember,What is the role of robots in factories?,فیکٹریوں میں روبوٹس کا کردار کیا ہے؟,Performing repeated or dangerous tasks / دہرائے جانے والے یا خطرناک کام انجام دینا,Watching videos / ویڈیوز دیکھنا,Making websites / ویب سائٹس بنانا,Writing stories / کہانیاں لکھنا,A | Performing repeated or dangerous tasks / دہرائے جانے والے یا خطرناک کام انجام دینا,Easy,1,PRO,1
q_10_cs_ch7_005,1,7.7 Exercise-Derived Concepts,Understand,Which is a challenge of using AI?,AI استعمال کرنے کا چیلنج کون سا ہے؟,It works slowly in every case / یہ ہر صورت میں سست کام کرتی ہے,It cannot be turned off / اسے بند نہیں کیا جا سکتا,It may replace some human jobs / یہ بعض انسانی ملازمتوں کی جگہ لے سکتی ہے,It cannot store data / یہ ڈیٹا محفوظ نہیں کر سکتی,C | It may replace some human jobs / یہ بعض انسانی ملازمتوں کی جگہ لے سکتی ہے,Medium,1,PRO,1
q_10_cs_ch7_006,1,7.7 Exercise-Derived Concepts,Remember,What is bias in AI?,AI میں بائس کیا ہے؟,A computer error / کمپیوٹر ایرر,Unfair results caused by poor or unbalanced data / کمزور یا غیر متوازن ڈیٹا سے پیدا ہونے والے غیر منصفانہ نتائج,Equal results for everyone / سب کے لیے برابر نتائج,Fast performance / تیز کارکردگی,B | Unfair results caused by poor or unbalanced data / کمزور یا غیر متوازن ڈیٹا سے پیدا ہونے والے غیر منصفانہ نتائج,Easy,1,PRO,1
q_10_cs_ch7_007,1,7.7 Exercise-Derived Concepts,Understand,Why is fairness important in AI?,AI میں انصاف کیوں اہم ہے؟,To stop the system from working / سسٹم کو کام کرنے سے روکنے کے لیے,To avoid slow speed / سست رفتار سے بچنے کے لیے,To use more memory / زیادہ میموری استعمال کرنے کے لیے,To give equal treatment to all users / تمام صارفین کو برابر سلوک فراہم کرنے کے لیے,D | To give equal treatment to all users / تمام صارفین کو برابر سلوک فراہم کرنے کے لیے,Medium,1,PRO,1
q_10_cs_ch7_008,1,7.7 Exercise-Derived Concepts,Remember,Which of these is NOT an AI tool?,مندرجہ ذیل میں سے کون سا AI ٹول نہیں ہے؟,Chatbot / چیٹ بوٹ,Paper notebook / کاغذی نوٹ بک,Face detection / فیس ڈیٹیکشن,Spell checker / اسپیل چیکر,B | Paper notebook / کاغذی نوٹ بک,Easy,1,PRO,1
TOPIC_SEP,1,7.1 Introduction to Artificial Intelligence,Topic,,,,,,,,,,,1
q_10_cs_ch7_009,1,7.1 Introduction to Artificial Intelligence,Remember,Artificial Intelligence is a field of computer science that teaches machines to:,مصنوعی ذہانت کمپیوٹر سائنس کا وہ شعبہ ہے جو مشینوں کو کیا سکھاتا ہے؟,Store only text files / صرف ٹیکسٹ فائلیں محفوظ کرنا,Replace every human decision / ہر انسانی فیصلہ بدلنا,Think and act in smart ways / اسمارٹ انداز میں سوچنا اور عمل کرنا,Create hardware parts / ہارڈویئر پارٹس بنانا,C | Think and act in smart ways / اسمارٹ انداز میں سوچنا اور عمل کرنا,Easy,1,ULTRA,1
q_10_cs_ch7_010,1,7.1 Introduction to Artificial Intelligence,Understand,How does AI solve problems differently from a fixed step-by-step program?,AI ایک مقررہ step-by-step پروگرام سے مختلف انداز میں مسائل کیسے حل کرتی ہے؟,It uses no instructions at all / یہ کسی ہدایت کا استعمال نہیں کرتی,It always repeats the same output / یہ ہمیشہ ایک ہی آؤٹ پٹ دہراتی ہے,It stores results only in spreadsheets / یہ نتائج صرف اسپریڈشیٹس میں محفوظ کرتی ہے,It can learn from data and make smart decisions / یہ ڈیٹا سے سیکھ کر اسمارٹ فیصلے کر سکتی ہے,D | It can learn from data and make smart decisions / یہ ڈیٹا سے سیکھ کر اسمارٹ فیصلے کر سکتی ہے,Medium,1,ULTRA,1
q_10_cs_ch7_011,1,7.1 Introduction to Artificial Intelligence,Remember,How can AI help doctors?,AI ڈاکٹروں کی کیسے مدد کر سکتی ہے؟,By helping detect or diagnose diseases / بیماریوں کی شناخت یا تشخیص میں مدد دے کر,By replacing all hospitals / تمام ہسپتال بدل کر,By deleting patient records / مریضوں کے ریکارڈ حذف کر کے,By creating road maps only / صرف روڈ میپس بنا کر,A | By helping detect or diagnose diseases / بیماریوں کی شناخت یا تشخیص میں مدد دے کر,Easy,1,ELITE,1
q_10_cs_ch7_012,1,7.1 Introduction to Artificial Intelligence,Understand,How can AI help students?,AI طلبہ کی کیسے مدد کر سکتی ہے؟,By removing every school subject / ہر اسکول مضمون ختم کر کے,By replacing all teachers automatically / تمام اساتذہ کو خودکار طور پر بدل کر,By helping them find answers and learn / جوابات تلاش کرنے اور سیکھنے میں مدد دے کر,By preventing internet access / انٹرنیٹ رسائی روک کر,C | By helping them find answers and learn / جوابات تلاش کرنے اور سیکھنے میں مدد دے کر,Medium,1,ELITE,1
TOPIC_SEP,1,7.1.1 Impact of AI on Jobs and Work,Topic,,,,,,,,,,,1
q_10_cs_ch7_013,1,7.1.1 Impact of AI on Jobs and Work,Remember,"In factories, robots and machines can perform jobs that were once done by:",فیکٹریوں میں روبوٹس اور مشینیں وہ کام انجام دے سکتی ہیں جو پہلے کون کرتا تھا؟,Only databases / صرف ڈیٹابیسز,Only mobile applications / صرف موبائل ایپلی کیشنز,Human experts / انسانی ماہرین,Only traffic signals / صرف ٹریفک سگنلز,C | Human experts / انسانی ماہرین,Easy,1,ULTRA,1
q_10_cs_ch7_014,1,7.1.1 Impact of AI on Jobs and Work,Understand,Which jobs may be reduced by AI?,AI سے کون سی ملازمتیں کم ہو سکتی ہیں؟,Every creative job / ہر تخلیقی کام,All medical jobs / تمام طبی ملازمتیں,Only data-science jobs / صرف ڈیٹا سائنس ملازمتیں,"Simple, repetitive jobs / سادہ اور دہرائے جانے والے کام","D | Simple, repetitive jobs / سادہ اور دہرائے جانے والے کام",Medium,1,ULTRA,1
q_10_cs_ch7_015,1,7.1.1 Impact of AI on Jobs and Work,Understand,Which new jobs can AI create?,AI کون سی نئی ملازمتیں پیدا کر سکتی ہے؟,Only factory packer / صرف فیکٹری پیکر,Only bus driver / صرف بس ڈرائیور,Only paper clerk / صرف کاغذی کلرک,"AI developer, data scientist, and machine-learning engineer / AI ڈیویلپر، ڈیٹا سائنسدان اور مشین لرننگ انجینئر","D | AI developer, data scientist, and machine-learning engineer / AI ڈیویلپر، ڈیٹا سائنسدان اور مشین لرننگ انجینئر",Medium,1,ELITE,1
q_10_cs_ch7_016,1,7.1.1 Impact of AI on Jobs and Work,Analyze,Which statement best summarizes AI's effect on employment?,کون سا بیان ملازمتوں پر AI کے اثر کا بہترین خلاصہ ہے؟,AI can replace some routine jobs while creating new skilled jobs / AI کچھ معمول کے کام بدل سکتی ہے جبکہ نئی مہارت والی ملازمتیں پیدا کرتی ہے,AI removes every job without creating new roles / AI ہر ملازمت ختم کرتی ہے اور کوئی نیا کردار نہیں بناتی,AI affects only farming jobs / AI صرف زراعت کی ملازمتوں کو متاثر کرتی ہے,AI has no effect on work / AI کا کام پر کوئی اثر نہیں,A | AI can replace some routine jobs while creating new skilled jobs / AI کچھ معمول کے کام بدل سکتی ہے جبکہ نئی مہارت والی ملازمتیں پیدا کرتی ہے,Hard,1,PRO,1
TOPIC_SEP,1,7.2 Data and AI,Topic,,,,,,,,,,,1
q_10_cs_ch7_017,1,7.2 Data and AI,Remember,What is the most important part of AI?,AI کا سب سے اہم حصہ کیا ہے؟,A printer / پرنٹر,A paper file / کاغذی فائل,A keyboard / کی بورڈ,Data / ڈیٹا,D | Data / ڈیٹا,Easy,1,ULTRA,1
q_10_cs_ch7_018,1,7.2 Data and AI,Understand,Why does AI need data?,AI کو ڈیٹا کی ضرورت کیوں ہوتی ہے؟,To increase screen size / اسکرین کا سائز بڑھانے کے لیے,To replace every sensor / ہر سینسر بدلنے کے لیے,To remove all errors automatically / تمام ایررز خودکار طور پر ختم کرنے کے لیے,"To learn, find patterns, and make better choices / سیکھنے، پیٹرنز تلاش کرنے اور بہتر فیصلے کرنے کے لیے","D | To learn, find patterns, and make better choices / سیکھنے، پیٹرنز تلاش کرنے اور بہتر فیصلے کرنے کے لیے",Medium,1,ULTRA,1
