question_hash,active,topic,question_type,question_style,question,urdu_translation,difficulty,marks,weightage,smart_syllabus
sep_10_cs_ch6_001,1,"6.1 AI, ML and Overview",Topic,topic_separator,,,,,,1
q_10_cs_ch6_lq_001,1,"6.1 AI, ML and Overview",Long,compare,"Differentiate between Artificial Intelligence (AI) and Machine Learning (ML). Compare their definitions, main goals, dependence on data, human-like behaviour, and real-life examples.",Artificial Intelligence (AI) اور Machine Learning (ML) میں فرق بیان کریں۔ ان کی definitions، main goals، data پر انحصار، human-like behaviour اور real-life examples کا موازنہ کریں۔,Medium,5,ULTRA,1
q_10_cs_ch6_lq_002,1,6.1.1–6.1.2 Applications of AI and ML,Long,application_case,"Explain major applications of AI and ML in daily life and Pakistan. Include Urdu speech-to-text systems, banking chatbots, traffic-control systems, recommendation services, electricity-usage prediction, and weather forecasting.",روزمرہ زندگی اور پاکستان میں AI اور ML کے اہم استعمالات کی وضاحت کریں۔ Urdu speech-to-text systems، banking chatbots، traffic-control systems، recommendation services، electricity-usage prediction اور weather forecasting کو شامل کریں۔,Medium,5,ELITE,1
sep_10_cs_ch6_002,1,6.2 Machine Learning Types,Topic,topic_separator,,,,,,1
q_10_cs_ch6_lq_003,1,6.2 Machine Learning Types,Long,compare,"Explain supervised and unsupervised learning with suitable examples. Compare them in terms of labelled data, main task, output, and common uses.",supervised learning اور unsupervised learning کی مناسب مثالوں کے ساتھ وضاحت کریں۔ labelled data، main task، output اور common uses کے لحاظ سے دونوں کا موازنہ کریں۔,Medium,5,PRO,1
q_10_cs_ch6_lq_004,1,6.2.3 Supervised vs Unsupervised Learning,Long,application_case,"For each of the following situations, identify whether supervised or unsupervised learning is more suitable and justify the choice: predicting whether a student will pass or fail, grouping students by interests, identifying spam emails from labelled examples, and dividing products into groups by features.",درج ذیل ہر situation کے لیے بتائیں کہ supervised learning یا unsupervised learning میں سے کون سا زیادہ مناسب ہے، اور انتخاب کی وجہ بیان کریں: student کے pass یا fail ہونے کی prediction، students کو interests کے مطابق groups میں تقسیم کرنا، labelled examples سے spam emails identify کرنا، اور products کو features کے مطابق groups میں تقسیم کرنا۔,Hard,5,PRO,1
sep_10_cs_ch6_003,1,6.3.1 Smart Assistants and Recommendation Systems,Topic,topic_separator,,,,,,1
q_10_cs_ch6_lq_005,1,6.3.1 Smart Assistants and Recommendation Systems,Long,compare,Explain smart assistants and recommendation systems. Compare how smart assistants process commands and questions with how recommendation systems learn user activity to suggest relevant content or products.,smart assistants اور recommendation systems کی وضاحت کریں۔ موازنہ کریں کہ smart assistants commands اور questions کو کس طرح process کرتے ہیں، جبکہ recommendation systems user activity سے سیکھ کر relevant content یا products کس طرح suggest کرتے ہیں۔,Medium,5,ULTRA,1
sep_10_cs_ch6_004,1,6.3.2 Business Use Cases Using Customer Analysis and Chatbots,Topic,topic_separator,,,,,,1
q_10_cs_ch6_lq_006,1,6.3.2 Business Use Cases Using Customer Analysis and Chatbots,Long,discuss,"Discuss how businesses use customer analysis and chatbots. Explain how customer data supports product suggestions, sales improvement, and automatic responses to frequently asked questions.",بحث کریں کہ businesses customer analysis اور chatbots کو کس طرح استعمال کرتے ہیں۔ وضاحت کریں کہ customer data product suggestions، sales improvement اور frequently asked questions کے automatic responses میں کس طرح مدد دیتا ہے۔,Medium,5,ELITE,1
sep_10_cs_ch6_005,1,"6.3.3 Bias, Privacy, and Responsibility",Topic,topic_separator,,,,,,1
q_10_cs_ch6_lq_007,1,"6.3.3 Bias, Privacy, and Responsibility",Long,advantages_limitations,"Explain bias, privacy, data security, and human responsibility in AI systems. Discuss how diverse data, user permission, encryption, limited data collection, and human accountability support responsible AI use.",AI systems میں bias، privacy، data security اور human responsibility کی وضاحت کریں۔ بحث کریں کہ diverse data، user permission، encryption، limited data collection اور human accountability responsible AI use میں کس طرح مدد دیتے ہیں۔,Hard,5,PRO,1
sep_10_cs_ch6_006,1,6.3 Supervised and Unsupervised Algorithms,Topic,topic_separator,,,,,,1
q_10_cs_ch6_lq_008,1,6.3 Supervised and Unsupervised Algorithms,Long,application_case,"Explain how the nature of data and the problem determines the choice of a machine-learning algorithm. Describe when Linear Regression, Decision Trees, and K-Means Clustering are suitable.",وضاحت کریں کہ data کی نوعیت اور problem کس طرح machine-learning algorithm کے انتخاب کا تعین کرتے ہیں۔ بیان کریں کہ Linear Regression، Decision Trees اور K-Means Clustering کب مناسب ہوتے ہیں۔,Medium,5,ULTRA,1
sep_10_cs_ch6_007,1,6.4.1 Linear Regression,Topic,topic_separator,,,,,,1
q_10_cs_ch6_lq_009,1,6.4.1 Linear Regression,Long,explain,"Explain Simple Linear Regression using the relationship between study hours and test scores. Identify the input and output variables, describe the best-fit line, and explain how it is used to predict a score for a new study time.",study hours اور test scores کے تعلق کی مدد سے Simple Linear Regression کی وضاحت کریں۔ input اور output variables identify کریں، best-fit line بیان کریں، اور واضح کریں کہ نئی study time کے لیے score predict کرنے میں اسے کس طرح استعمال کیا جاتا ہے۔,Medium,5,PRO,1
sep_10_cs_ch6_008,1,6.3 Decision Trees,Topic,topic_separator,,,,,,1
q_10_cs_ch6_lq_010,1,6.3 Decision Trees,Long,algorithm_explanation,Explain how a Decision Tree makes classification or yes/no decisions. Describe its tree-like structure and illustrate its use with a suitable customer or student example from the chapter concepts.,وضاحت کریں کہ Decision Tree classification یا yes/no decisions کس طرح کرتا ہے۔ اس کی tree-like structure بیان کریں اور chapter concepts سے customer یا student کی مناسب مثال کے ساتھ اس کا استعمال واضح کریں۔,Medium,5,ULTRA,1
sep_10_cs_ch6_009,1,6.3 K-Means Clustering,Topic,topic_separator,,,,,,1
q_10_cs_ch6_lq_011,1,6.3 K-Means Clustering,Long,algorithm_explanation,Explain K-Means Clustering as an unsupervised-learning algorithm. Describe how it groups similar data and explain its use in grouping students by interests or customers by behaviour.,K-Means Clustering کو unsupervised-learning algorithm کے طور پر واضح کریں۔ بیان کریں کہ یہ similar data کو کس طرح groups میں تقسیم کرتا ہے، اور students کو interests یا customers کو behaviour کے مطابق group کرنے میں اس کا استعمال سمجھائیں۔,Medium,5,ULTRA,1
sep_10_cs_ch6_010,1,6.5 Evaluating Model Performance,Topic,topic_separator,,,,,,1
q_10_cs_ch6_lq_012,1,6.5 Evaluating Model Performance,Long,elaborate,"Explain how model performance is evaluated in Machine Learning. Discuss the Confusion Matrix, Accuracy, and Precision as performance metrics.",وضاحت کریں کہ Machine Learning میں model performance کس طرح evaluate کی جاتی ہے۔ performance metrics کے طور پر Confusion Matrix، Accuracy اور Precision پر بحث کریں۔,Hard,5,PRO,1
sep_10_cs_ch6_011,1,6.5.1 Exercise Numerical — Confusion Matrix and Accuracy,Topic,topic_separator,,,,,,1
q_10_cs_ch6_lq_013,1,6.5.1 Exercise Numerical — Confusion Matrix and Accuracy,Numerical,calculate,"A model predicts whether students will pass (1) or fail (0). For 20 students, the results are: TP=8, TN=6, FP=4, FN=2. (a) Fill the confusion matrix. | (b) Calculate the model's accuracy.","ایک model predict کرتا ہے کہ students pass (1) ہوں گے یا fail (0)۔ 20 students کے results درج ذیل ہیں۔ (a) confusion matrix مکمل کریں۔ | (b) model کی accuracy calculate کریں: TP=8, TN=6, FP=4, FN=2",Hard,4,PRO,1
