question_hash,active,topic,question_type,question_style,question,urdu_translation,difficulty,marks,weightage,smart_syllabus
sep_10_cs_ch7_001,1,7.1 Introduction to Artificial Intelligence (AI),Topic,topic_separator,,,,,,1
q_10_cs_ch7_lq_001,1,7.1 Introduction to Artificial Intelligence (AI),Long,elaborate,"Explain Artificial Intelligence as a field of computer science. Discuss how AI systems learn from data, solve problems, make decisions, and support people in areas such as mobile applications, online shopping, healthcare, and transportation.",Artificial Intelligence کو computer science کے ایک شعبے کے طور پر واضح کریں۔ بحث کریں کہ AI systems data سے کیسے سیکھتے ہیں، problems solve کرتے ہیں، decisions لیتے ہیں، اور mobile applications، online shopping، healthcare اور transportation جیسے شعبوں میں لوگوں کی کس طرح مدد کرتے ہیں۔,Easy,5,ULTRA,1
sep_10_cs_ch7_002,1,7.1.1 Impact of AI on Jobs and Work,Topic,topic_separator,,,,,,1
q_10_cs_ch7_lq_002,1,7.1.1 Impact of AI on Jobs and Work,Long,cause_effect,"Discuss the impact of AI on jobs and the workplace. Explain how AI may replace repetitive tasks while also creating new roles such as data scientist, AI developer, and machine-learning engineer.",jobs اور workplace پر AI کے اثرات پر بحث کریں۔ وضاحت کریں کہ AI repetitive tasks کو کس طرح replace کر سکتا ہے، جبکہ data scientist، AI developer اور machine-learning engineer جیسے نئے roles بھی پیدا کرتا ہے۔,Medium,5,ELITE,1
sep_10_cs_ch7_003,1,7.2 Data and AI,Topic,topic_separator,,,,,,1
q_10_cs_ch7_lq_003,1,7.2 Data and AI,Long,elaborate,"Explain the importance of data in Artificial Intelligence. Discuss why AI systems require both a large quantity of data and high-quality, accurate data to learn patterns and make reliable decisions.",Artificial Intelligence میں data کی اہمیت کی وضاحت کریں۔ بحث کریں کہ AI systems کو patterns سیکھنے اور reliable decisions لینے کے لیے data کی بڑی quantity کے ساتھ high-quality اور accurate data کی ضرورت کیوں ہوتی ہے۔,Medium,5,PRO,1
q_10_cs_ch7_lq_004,1,7.2.1 Automatic Data Collection,Long,application_case,"Explain automatic data collection and describe how mobile phones, online services, and other applications collect location, usage, search-history, clicks, views, and preferences. Discuss its benefits and the need for careful use of personal data.",automatic data collection کی وضاحت کریں اور بیان کریں کہ mobile phones، online services اور دوسری applications location، usage، search history، clicks، views اور preferences کس طرح collect کرتی ہیں۔ اس کے فوائد اور personal data کے محتاط استعمال کی ضرورت پر بحث کریں۔,Hard,5,ELITE,1
q_10_cs_ch7_lq_005,1,7.2.2 Types of Data: Quality and Quantity,Long,compare,"Differentiate between data quantity and data quality in AI. Explain how insufficient, inaccurate, incomplete, or biased data can reduce the performance and fairness of an AI system.",AI میں data quantity اور data quality میں فرق بیان کریں۔ وضاحت کریں کہ insufficient، inaccurate، incomplete یا biased data کسی AI system کی performance اور fairness کو کس طرح کم کر سکتا ہے۔,Medium,5,ULTRA,1
sep_10_cs_ch7_004,1,7.3 Real-World Applications of AI,Topic,topic_separator,,,,,,1
q_10_cs_ch7_lq_006,1,7.3 Real-World Applications of AI,Long,classification,"Write a detailed note on any three real-world applications of AI from the following: Natural Language Processing, robotics, speech recognition and voice control, recommendation systems, and autonomous vehicles.",درج ذیل میں سے AI کی کسی تین real-world applications پر تفصیلی نوٹ لکھیں: Natural Language Processing، robotics، speech recognition and voice control، recommendation systems، اور autonomous vehicles۔,Medium,5,PRO,1
sep_10_cs_ch7_005,1,7.3.1 Natural Language Processing (NLP),Topic,topic_separator,,,,,,1
q_10_cs_ch7_lq_007,1,7.3.1 Natural Language Processing (NLP),Long,explain,"Explain Natural Language Processing (NLP). Describe how it enables computers to understand, interpret, and respond to human language, with suitable examples from voice assistants, search bars, chatbots, and customer service.",Natural Language Processing (NLP) کی وضاحت کریں۔ بیان کریں کہ یہ computers کو human language سمجھنے، interpret کرنے اور respond کرنے کے قابل کس طرح بناتا ہے، voice assistants، search bars، chatbots اور customer service سے مناسب examples کے ساتھ۔,Medium,5,ULTRA,1
sep_10_cs_ch7_006,1,7.3.2 Robotics in Everyday Life,Topic,topic_separator,,,,,,1
q_10_cs_ch7_lq_008,1,7.3.2 Robotics in Everyday Life,Long,discuss,"Discuss the role of robotics in everyday life. Explain how robots perform repetitive, dangerous, or precise tasks in factories, hospitals, homes, restaurants, and assistance for elderly or disabled people.",روزمرہ زندگی میں robotics کے کردار پر بحث کریں۔ وضاحت کریں کہ robots factories، hospitals، homes، restaurants اور elderly یا disabled people کی مدد میں repetitive، dangerous یا precise tasks کس طرح انجام دیتے ہیں۔,Medium,5,ULTRA,1
sep_10_cs_ch7_007,1,7.3.3 Speech Technology and Voice Control,Topic,topic_separator,,,,,,1
q_10_cs_ch7_lq_009,1,7.3.3 Speech Technology and Voice Control,Long,application_case,"Explain speech technology and voice control. Describe their use in voice assistants, customer service, smart homes, healthcare, and vehicle systems, and discuss how they improve accessibility for users.",speech technology اور voice control کی وضاحت کریں۔ voice assistants، customer service، smart homes، healthcare اور vehicle systems میں ان کے استعمالات بیان کریں، اور بحث کریں کہ یہ users کے لیے accessibility کو کس طرح بہتر بناتے ہیں۔,Medium,5,ELITE,1
sep_10_cs_ch7_008,1,7.3.4 Recommendation Systems,Topic,topic_separator,,,,,,1
q_10_cs_ch7_lq_010,1,7.3.4 Recommendation Systems,Long,explain,"Explain how recommendation systems work. Describe how they use a person's viewing, searching, or purchasing history to suggest videos, products, books, articles, or learning content, and state why privacy must be protected.",وضاحت کریں کہ recommendation systems کس طرح کام کرتے ہیں۔ بیان کریں کہ یہ کسی شخص کی viewing، searching یا purchasing history استعمال کرکے videos، products، books، articles یا learning content کس طرح suggest کرتے ہیں، اور لکھیں کہ privacy کی حفاظت کیوں ضروری ہے۔,Medium,5,ULTRA,1
sep_10_cs_ch7_009,1,7.3.5 Autonomous Vehicles (Self-Driving Vehicles),Topic,topic_separator,,,,,,1
q_10_cs_ch7_lq_011,1,7.3.5 Autonomous Vehicles (Self-Driving Vehicles),Long,advantages_limitations,"Explain the working of autonomous vehicles. Describe the role of sensors, cameras, GPS, radar, AI, maps, and traffic signals, and discuss their benefits, safety limitations, privacy concerns, and responsibility in case of an accident.",autonomous vehicles کے working کی وضاحت کریں۔ sensors، cameras، GPS، radar، AI، maps اور traffic signals کا کردار بیان کریں، اور ان کے benefits، safety limitations، privacy concerns اور accident کی صورت میں responsibility پر بحث کریں۔,Hard,5,PRO,1
sep_10_cs_ch7_010,1,7.4 Benefits and Challenges of AI Applications,Topic,topic_separator,,,,,,1
q_10_cs_ch7_lq_012,1,7.4 Benefits and Challenges of AI Applications,Long,advantages_limitations,"Discuss the major benefits and limitations of AI applications. Explain how AI improves speed, accuracy, personalization, planning, and efficiency, while poor-quality data, system errors, job loss, and unfair decisions create challenges.",AI applications کے اہم benefits اور limitations پر بحث کریں۔ وضاحت کریں کہ AI speed، accuracy، personalization، planning اور efficiency کو کس طرح بہتر بناتا ہے، جبکہ poor-quality data، system errors، job loss اور unfair decisions کس طرح challenges پیدا کرتے ہیں۔,Medium,5,ULTRA,1
sep_10_cs_ch7_011,1,"7.5 Ethics, Fairness, and Social Impact of AI",Topic,topic_separator,,,,,,1
