question_hash,active,topic,question_style,question,urdu_translation,difficulty,marks,weightage,smart_syllabus
TOPIC_SEP,1,4.1 Decision Making,topic_separator,,,,,,1
q_10_cs_ch4_sq_001,1,4.1 Decision Making,definition_function,Define control structures and state their role in decision-making and repetition of tasks.,Control structures کی تعریف کریں اور decision-making اور tasks کی repetition میں ان کا کردار بیان کریں۔,Easy,2,PRO,1
q_10_cs_ch4_sq_002,1,4.1 Decision Making,definition_example,Define decision-making in programming and give one real-life example of a condition-based decision.,Programming میں decision-making کی تعریف کریں اور condition پر مبنی فیصلے کی ایک روزمرہ مثال دیں۔,Easy,2,ULTRA,1
TOPIC_SEP,1,4.1.1 if Statement,topic_separator,,,,,,1
q_10_cs_ch4_sq_003,1,4.1.1 if Statement,definition_function,Define an if statement and state when its block of code is executed.,if statement کی تعریف کریں اور بیان کریں کہ اس کا code block کب execute ہوتا ہے۔,Easy,2,PRO,1
q_10_cs_ch4_sq_004,1,4.1.1 if Statement,explain_reason,Explain why correct indentation is mandatory in a Python if statement and state the effect of incorrect indentation.,وضاحت کریں کہ Python کے if statement میں درست indentation کیوں لازمی ہے اور غلط indentation کا اثر بیان کریں۔,Medium,2,PRO,1
q_10_cs_ch4_sq_005,1,4.1.1 if Statement,application_scenario,"Determine the output of the code and state the condition being tested: temperature = 35; if temperature > 30: print(""It's a hot day"")","درج ذیل code کا output معلوم کریں اور test ہونے والی condition بیان کریں: temperature = 35; if temperature > 30: print(""It's a hot day"")",Medium,2,ELITE,1
TOPIC_SEP,1,4.1.2 if-else Statement,topic_separator,,,,,,1
q_10_cs_ch4_sq_006,1,4.1.2 if-else Statement,difference,Differentiate between an if statement and an if-else statement using any two points.,if statement اور if-else statement کے درمیان کوئی دو فرق بیان کریں۔,Medium,2,PRO,1
q_10_cs_ch4_sq_007,1,4.1.2 if-else Statement,function_purpose,Explain the purpose of the else block and state when it is executed.,else block کا مقصد بیان کریں اور واضح کریں کہ یہ کب execute ہوتا ہے۔,Easy,2,PRO,1
q_10_cs_ch4_sq_008,1,4.1.2 if-else Statement,application_scenario,"Determine the output of the code and explain which block is executed: temperature = 15; if temperature > 30: print(""It's a hot day""); else: print(""It's not a hot day"")","درج ذیل code کا output معلوم کریں اور وضاحت کریں کہ کون سا block execute ہوتا ہے: temperature = 15; if temperature > 30: print(""It's a hot day""); else: print(""It's not a hot day"")",Medium,2,ELITE,1
TOPIC_SEP,1,4.1.3 Nested Conditions,topic_separator,,,,,,1
