question_hash,active,topic,question_type,question_style,question,urdu_translation,difficulty,marks,weightage,smart_syllabus
sep_10_cs_ch3_001,1,3.1 Introduction to Python Programming,Topic,topic_separator,,,,,,1
q_10_cs_ch3_lq_001,1,3.1 Introduction to Python Programming,Long,explain,"Explain Python as a high-level programming language. Discuss its simplicity, readability, versatility, major application areas, and the basic idea of giving precise instructions to a computer through a program.",Python کو ایک high-level programming language کے طور پر واضح کریں۔ اس کی سادگی، readability، versatility، اہم استعمالات اور پروگرام کے ذریعے کمپیوٹر کو واضح ہدایات دینے کے بنیادی تصور پر بحث کریں۔,Easy,5,ULTRA,1
q_10_cs_ch3_lq_002,1,3.1.1 Basic Programming Concepts and Development Environment,Long,process_procedure,"Describe the complete procedure for setting up a Python development environment. Include downloading and installing Python, adding Python to PATH, installing an IDE, configuring the interpreter, and testing the configuration with a simple program.",Python development environment قائم کرنے کا مکمل طریقہ بیان کریں۔ اس میں Python کو download اور install کرنا، Python کو PATH میں شامل کرنا، IDE install کرنا، interpreter configure کرنا اور ایک سادہ پروگرام کے ذریعے configuration test کرنا شامل کریں۔,Medium,5,ELITE,1
q_10_cs_ch3_lq_003,1,3.1.1 Google Colab as an Online Python Environment,Long,compare,Compare a locally installed Python IDE with Google Colab. Explain how Google Colab provides a cloud-based Jupyter Notebook environment and why it is useful for beginners or computers with limited resources.,مقامی طور پر install کیے گئے Python IDE اور Google Colab کا موازنہ کریں۔ وضاحت کریں کہ Google Colab کس طرح cloud-based Jupyter Notebook environment فراہم کرتا ہے اور یہ beginners یا محدود وسائل والے کمپیوٹرز کے لیے کیوں مفید ہے۔,Medium,5,ELITE,1
sep_10_cs_ch3_002,1,3.2 Basic Python Syntax and Structure,Topic,topic_separator,,,,,,1
q_10_cs_ch3_lq_004,1,3.2 Basic Python Syntax and Structure,Long,describe,"Describe the basic syntax and structure of a Python program. Explain the use of the print() function, single-line and multiline comments, and indentation, with suitable examples.",Python پروگرام کی بنیادی syntax اور structure بیان کریں۔ print() function، single-line اور multiline comments، اور indentation کے استعمال کو مناسب مثالوں کے ساتھ واضح کریں۔,Medium,5,ULTRA,1
sep_10_cs_ch3_003,1,3.2.1 Variables in Python,Topic,topic_separator,,,,,,1
q_10_cs_ch3_lq_005,1,3.2.1 Variables in Python,Long,state_and_explain,Explain variables in Python and state the main rules for naming variables. Also discuss why reserved keywords cannot be used as variable names.,Python میں variables کی وضاحت کریں اور variables کے نام رکھنے کے اہم قواعد بیان کریں۔ مزید بحث کریں کہ reserved keywords کو variable names کے طور پر کیوں استعمال نہیں کیا جا سکتا۔,Easy,5,ULTRA,1
q_10_cs_ch3_lq_006,1,3.2.1 Types of Variables,Long,classification,"Explain the basic data types in Python. Describe integer, floating-point, string, and Boolean data types with suitable examples of each.",Python کی بنیادی data types کی وضاحت کریں۔ integer، floating-point، string اور Boolean data types کو ہر ایک کی مناسب مثال کے ساتھ بیان کریں۔,Easy,5,PRO,1
sep_10_cs_ch3_004,1,3.2.1 Input and Output Operations in Python,Topic,topic_separator,,,,,,1
