question_hash,active,topic,question_type,question_style,question,urdu_translation,difficulty,marks,weightage,smart_syllabus
sep_10_cs_ch5_001,1,5.1 Introduction to Data Science,Topic,topic_separator,,,,,,1
q_10_cs_ch5_lq_001,1,5.1 Introduction to Data Science,Long,elaborate,"Explain the concept and importance of Data Science. Discuss how data supports decision-making and describe its applications in social media, online shopping, healthcare, transport, and education.",Data Science کے تصور اور اہمیت کی وضاحت کریں۔ بحث کریں کہ data فیصلہ سازی میں کس طرح مدد دیتا ہے، اور social media، online shopping، healthcare، transport اور education میں اس کے استعمالات بیان کریں۔,Easy,5,ULTRA,1
sep_10_cs_ch5_002,1,5.2 Overview of the Data Science Life Cycle,Topic,topic_separator,,,,,,1
q_10_cs_ch5_lq_002,1,5.2 Overview of the Data Science Life Cycle,Long,process_procedure,"Explain the six steps of the Data Science Life Cycle (DSLC), giving one clear explanation of each step from understanding the problem to visualizing and communicating results.",Data Science Life Cycle (DSLC) کے چھ مراحل کی وضاحت کریں، مسئلے کو سمجھنے سے لے کر نتائج کو visualize اور communicate کرنے تک ہر مرحلے کی ایک واضح تشریح دیں۔,Medium,5,PRO,1
sep_10_cs_ch5_003,1,5.2.1 Understanding the Problem,Topic,topic_separator,,,,,,1
q_10_cs_ch5_lq_003,1,5.2.1 Understanding the Problem,Long,process_procedure,"Describe how a data-science problem is identified and clearly defined. Explain how clear objectives are set and how they guide the data requirements, questions, and expected results of a project.",بیان کریں کہ Data Science کا مسئلہ کس طرح identify اور واضح طور پر define کیا جاتا ہے۔ وضاحت کریں کہ clear objectives کیسے مقرر کیے جاتے ہیں اور وہ project کے data requirements، questions اور expected results کی کس طرح رہنمائی کرتے ہیں۔,Medium,5,ULTRA,1
q_10_cs_ch5_lq_004,1,5.2.1 Understanding the Problem,Long,application_case,"A school wants to investigate why many students arrive late. Formulate the problem clearly and develop suitable objectives for collecting reasons, identifying common causes, and recommending practical solutions.",ایک school یہ جاننا چاہتا ہے کہ بہت سے students دیر سے کیوں پہنچتے ہیں۔ مسئلے کو واضح طور پر formulate کریں اور reasons collect کرنے، common causes identify کرنے، اور practical solutions recommend کرنے کے لیے مناسب objectives تیار کریں۔,Hard,5,ELITE,1
sep_10_cs_ch5_004,1,5.2.2 Collecting Data,Topic,topic_separator,,,,,,1
q_10_cs_ch5_lq_005,1,5.2.2 Collecting Data,Long,classification,"Explain the major methods of data collection. Describe surveys, APIs and online sources, IoT and sensor data, and web scraping with suitable examples and relevant precautions.",data collection کے اہم طریقوں کی وضاحت کریں۔ surveys، APIs and online sources، IoT and sensor data، اور web scraping کو مناسب مثالوں اور متعلقہ احتیاطوں کے ساتھ بیان کریں۔,Medium,5,ULTRA,1
q_10_cs_ch5_lq_006,1,5.2.2 Collecting Data,Long,application_case,"Design a short survey to study the free-time habits of students. Explain how questions should be prepared, responses collected and stored, and bias reduced to obtain useful and fair data.",students کی free-time habits کا مطالعہ کرنے کے لیے ایک مختصر survey design کریں۔ وضاحت کریں کہ useful اور fair data حاصل کرنے کے لیے questions کیسے تیار کیے جائیں، responses کیسے collect اور store کیے جائیں، اور bias کو کیسے کم کیا جائے۔,Hard,5,ELITE,1
