question_hash,active,topic,question_style,question,urdu_translation,difficulty,marks,weightage,smart_syllabus
TOPIC_SEP,1,8.1 From Basics to Advanced Entrepreneurship,topic_separator,,,,,,1
q_10_cs_ch8_sq_001,1,8.1 From Basics to Advanced Entrepreneurship,definition_function,Define digital entrepreneurship and state any two advanced skills required to operate a responsible digital business.,Digital entrepreneurship کی تعریف کریں اور responsible digital business چلانے کے لیے درکار کوئی دو advanced skills بیان کریں۔,Easy,2,PRO,1
q_10_cs_ch8_sq_002,1,8.1 From Basics to Advanced Entrepreneurship,compare_contrast,Differentiate between the basic entrepreneurship skills introduced in Grade 9 and the advanced digital-business skills emphasized in Grade 10.,Grade 9 میں متعارف کرائی گئی basic entrepreneurship skills اور Grade 10 میں زور دی گئی advanced digital-business skills کے درمیان فرق بیان کریں۔,Medium,2,ULTRA,1
TOPIC_SEP,1,8.2 Problem-Solving & Adaptability,topic_separator,,,,,,1
q_10_cs_ch8_sq_003,1,8.2 Problem-Solving & Adaptability,definition_function,"Define problem-solving and adaptability, and state why both skills are important for an entrepreneur.",Problem-solving اور adaptability کی تعریف کریں اور بیان کریں کہ دونوں skills ایک entrepreneur کے لیے کیوں اہم ہیں۔,Easy,2,PRO,1
q_10_cs_ch8_sq_004,1,8.2 Problem-Solving & Adaptability,concept_explanation,"Explain how structured problem-solving, SWOT analysis, and adaptability work together when a business faces a new challenge.",وضاحت کریں کہ business کو نئی challenge پیش آنے پر structured problem-solving، SWOT analysis اور adaptability مل کر کیسے کام کرتے ہیں۔,Hard,2,PRO,1
TOPIC_SEP,1,8.2.1 Structured Problem-Solving,topic_separator,,,,,,1
q_10_cs_ch8_sq_005,1,8.2.1 Structured Problem-Solving,definition_function,Define structured problem-solving and state the main purpose of using a step-by-step approach.,Structured problem-solving کی تعریف کریں اور step-by-step approach استعمال کرنے کا بنیادی مقصد بیان کریں۔,Easy,2,ULTRA,1
q_10_cs_ch8_sq_006,1,8.2.1 Structured Problem-Solving,definition_function,Define root cause analysis and explain why treating only the visible problem may not provide a lasting solution.,Root cause analysis کی تعریف کریں اور وضاحت کریں کہ صرف visible problem کو حل کرنا lasting solution کیوں نہیں دیتا۔,Medium,2,PRO,1
q_10_cs_ch8_sq_007,1,8.2.1 Structured Problem-Solving,application_scenario,An online shop is receiving many complaints about late orders. Explain how root cause analysis can help identify and correct the real cause.,ایک online shop کو late orders کے بارے میں بہت سی complaints مل رہی ہیں۔ وضاحت کریں کہ root cause analysis اصل cause identify اور correct کرنے میں کیسے مدد دے سکتا ہے۔,Hard,2,ULTRA,1
q_10_cs_ch8_sq_008,1,8.2.1 Structured Problem-Solving,classification,Expand the term SWOT and state the business factor represented by each of its four components.,SWOT کی مکمل شکل لکھیں اور اس کے چاروں components کے ذریعے ظاہر ہونے والے business factor کو بیان کریں۔,Easy,2,PRO,1
q_10_cs_ch8_sq_009,1,8.2.1 Structured Problem-Solving,difference,"Differentiate between the internal and external factors of SWOT analysis, giving one example of each category.",SWOT analysis کے internal اور external factors کے درمیان فرق بیان کریں اور ہر category کی ایک example دیں۔,Medium,2,PRO,1
TOPIC_SEP,1,8.2.2 Adaptability & Resilience,topic_separator,,,,,,1
q_10_cs_ch8_sq_010,1,8.2.2 Adaptability & Resilience,difference,Differentiate between adaptability and resilience in terms of responding to change and recovering from setbacks.,Change کا response دینے اور setbacks سے recover ہونے کے لحاظ سے adaptability اور resilience کے درمیان فرق بیان کریں۔,Medium,2,ULTRA,1
