question_hash,active,topic,question_style,question,urdu_translation,difficulty,marks,weightage,smart_syllabus
TOPIC_SEP,1,2.1 Scientific Notation,topic_separator,,,,,,1
q_9_math_ch2_sq_001,1,2.1 Scientific Notation,definition_formula,Define scientific notation and state the condition imposed on the coefficient in a × 10ⁿ.,scientific notation کی تعریف کریں اور a × 10ⁿ میں coefficient پر imposed condition بیان کریں۔,Easy,2,ULTRA,1
q_9_math_ch2_sq_002,1,2.1 Scientific Notation,numerical_short,Express the number in scientific notation: 0.000567,درج ذیل number کو scientific notation میں express کریں: 0.000567,Easy,2,PRO,1
q_9_math_ch2_sq_003,1,2.1 Scientific Notation,numerical_short,Express the number in scientific notation: 734,درج ذیل number کو scientific notation میں express کریں: 734,Easy,2,PRO,1
q_9_math_ch2_sq_004,1,2.1 Scientific Notation,numerical_short,Express the quantity in ordinary notation: 2.6 × 10³,درج ذیل quantity کو ordinary notation میں express کریں: 2.6 × 10³,Easy,2,PRO,1
q_9_math_ch2_sq_005,1,2.1 Scientific Notation,numerical_short,Express the quantity in ordinary notation: 8.794 × 10⁴,درج ذیل quantity کو ordinary notation میں express کریں: 8.794 × 10⁴,Easy,2,PRO,1
TOPIC_SEP,1,2.2 Logarithms,topic_separator,,,,,,1
q_9_math_ch2_sq_006,1,2.2 Logarithms,definition_formula,Define a logarithm and state the equivalent exponential and logarithmic forms.,logarithm کی تعریف کریں اور equivalent exponential اور logarithmic forms بیان کریں۔,Easy,2,ULTRA,1
q_9_math_ch2_sq_007,1,2.2 Logarithms,numerical_short,Express the equation in logarithmic form: 3⁷ = 2187,درج ذیل equation کو logarithmic form میں express کریں: 3⁷ = 2187,Easy,2,PRO,1
q_9_math_ch2_sq_008,1,2.2 Logarithms,numerical_short,Express the equation in exponential form: log₉729 = 3,درج ذیل equation کو exponential form میں express کریں: log₉729 = 3,Easy,2,PRO,1
q_9_math_ch2_sq_009,1,2.2 Logarithms,list_state,State the restrictions on the base and argument of a real logarithm.,real logarithm کی base اور argument پر restrictions بیان کریں۔,Easy,2,ULTRA,1
TOPIC_SEP,1,2.2 Common and Natural Logarithms,topic_separator,,,,,,1
q_9_math_ch2_sq_010,1,2.2 Common and Natural Logarithms,difference,Differentiate between common and natural logarithms by stating their bases and standard notations.,bases اور standard notations کے لحاظ سے common اور natural logarithms میں فرق بیان کریں۔,Easy,2,ULTRA,1
TOPIC_SEP,1,2.3 Characteristic and Mantissa,topic_separator,,,,,,1
q_9_math_ch2_sq_011,1,2.3 Characteristic and Mantissa,definition_function,Define the characteristic and mantissa of a common logarithm and state the role of each part.,common logarithm کی characteristic اور mantissa کی تعریف کریں اور ہر part کا role بیان کریں۔,Easy,2,ULTRA,1
TOPIC_SEP,1,2.3 Characteristic,topic_separator,,,,,,1
q_9_math_ch2_sq_012,1,2.3 Characteristic,numerical_short,Determine the characteristic of the common logarithm of the number: 357.2,درج ذیل number کے common logarithm کی characteristic معلوم کریں: 357.2,Easy,2,ELITE,1
q_9_math_ch2_sq_013,1,2.3 Characteristic,numerical_short,Determine the characteristic of the common logarithm of the number: 0.0047,درج ذیل number کے common logarithm کی characteristic معلوم کریں: 0.0047,Easy,2,ELITE,1
TOPIC_SEP,1,2.3 Antilogarithms,topic_separator,,,,,,1
q_9_math_ch2_sq_014,1,2.3 Antilogarithms,definition_function,Define an antilogarithm and state its relationship with a logarithm.,antilogarithm کی تعریف کریں اور logarithm کے ساتھ اس کا relationship بیان کریں۔,Easy,2,ULTRA,1
TOPIC_SEP,1,2.4 Laws of Logarithms,topic_separator,,,,,,1
q_9_math_ch2_sq_015,1,2.4 Laws of Logarithms,list_state,"State the product, quotient, and power laws of logarithms.",logarithms کے product، quotient اور power laws بیان کریں۔,Easy,2,PRO,1
TOPIC_SEP,1,2.5 Natural Logarithms,topic_separator,,,,,,1
q_9_math_ch2_sq_016,1,2.5 Natural Logarithms,list_state,"State the values of ln(1) and ln(e), and mention why ln(0) is undefined.",ln(1) اور ln(e) کی values بیان کریں اور ذکر کریں کہ ln(0) undefined کیوں ہے۔,Easy,2,IMPORTANT,1
q_9_math_ch2_sq_017,1,2.1 Scientific Notation,numerical_short,Write the quantity in normalized scientific notation: 0.33 × 10³,درج ذیل quantity کو normalized scientific notation میں لکھیں: 0.33 × 10³,Medium,2,PRO,1
TOPIC_SEP,1,2.2 Logarithmic Equations,topic_separator,,,,,,1
q_9_math_ch2_sq_018,1,2.2 Logarithmic Equations,numerical_short,Find the value of x: log₉x = 0.5,x کی value معلوم کریں: log₉x = 0.5,Medium,2,PRO,1
TOPIC_SEP,1,2.2 Exponential Equations,topic_separator,,,,,,1
q_9_math_ch2_sq_019,1,2.2 Exponential Equations,numerical_short,Find the value of x: (1/9)³ˣ = 27,x کی value معلوم کریں: (1/9)³ˣ = 27,Medium,2,PRO,1
TOPIC_SEP,1,2.3 Logarithm Tables,topic_separator,,,,,,1
