question_hash,active,topic,question_style,question,urdu_translation,difficulty,marks,weightage,smart_syllabus
TOPIC_SEP,1,10.1 Functions and their Graphs,topic_separator,,,,,,1
q_9_math_ch10_sq_001,1,10.1 Functions and their Graphs,definition_function,Define a function and identify the independent and dependent variables in y = f(x).,function کی تعریف کریں اور y = f(x) میں independent اور dependent variables identify کریں۔,Easy,2,IMPORTANT,1
q_9_math_ch10_sq_002,1,10.1 Functions and their Graphs,list_state,State four forms in which a function can be represented.,وہ four forms بیان کریں جن میں function represent کی جا سکتی ہے۔,Easy,2,ULTRA,1
TOPIC_SEP,1,10.1.1 Graph of Linear Functions,topic_separator,,,,,,1
q_9_math_ch10_sq_003,1,10.1.1 Graph of Linear Functions,definition_formula,Define a linear function and identify the meanings of m and c in y = mx + c.,linear function کی تعریف کریں اور y = mx + c میں m اور c کے meanings identify کریں۔,Easy,2,ULTRA,1
q_9_math_ch10_sq_004,1,10.1.1 Graph of Linear Functions,process_steps,State the intercept method for sketching the graph of a linear function.,linear function کا graph sketch کرنے کے لیے intercept method بیان کریں۔,Medium,2,ELITE,1
q_9_math_ch10_sq_005,1,10.1.1 Graph of Linear Functions,cause_effect,Explain how the sign of the gradient affects the direction of a straight-line graph.,وضاحت کریں کہ gradient کا sign straight-line graph کی direction کو کیسے affect کرتا ہے۔,Medium,2,ELITE,1
TOPIC_SEP,1,10.1.2 Graph of Quadratic Functions,topic_separator,,,,,,1
q_9_math_ch10_sq_006,1,10.1.2 Graph of Quadratic Functions,definition_formula,Define a quadratic function and state its general form with the condition on a.,quadratic function کی تعریف کریں اور a کی condition کے ساتھ اس کی general form بیان کریں۔,Easy,2,ULTRA,1
q_9_math_ch10_sq_007,1,10.1.2 Graph of Quadratic Functions,compare_contrast,Compare the graphs of y = x² and y = −x² in terms of direction of opening and symmetry.,y = x² اور y = −x² کے graphs کا direction of opening اور symmetry کے لحاظ سے موازنہ کریں۔,Medium,2,ELITE,1
q_9_math_ch10_sq_008,1,10.1.2 Graph of Quadratic Functions,features_characteristics,State three characteristic features of the graph of a quadratic function.,quadratic function کے graph کی three characteristic features بیان کریں۔,Easy,2,ULTRA,1
TOPIC_SEP,1,10.1.3 Graph of Cubic Functions,topic_separator,,,,,,1
q_9_math_ch10_sq_009,1,10.1.3 Graph of Cubic Functions,definition_formula,Define a cubic function and state its standard form with the condition on a.,cubic function کی تعریف کریں اور a کی condition کے ساتھ اس کی standard form بیان کریں۔,Easy,2,ULTRA,1
q_9_math_ch10_sq_010,1,10.1.3 Graph of Cubic Functions,features_characteristics,State three characteristic features of a cubic-function graph.,cubic-function graph کی three characteristic features بیان کریں۔,Medium,2,ELITE,1
TOPIC_SEP,1,10.1.4 Graph of Reciprocal Functions,topic_separator,,,,,,1
q_9_math_ch10_sq_011,1,10.1.4 Graph of Reciprocal Functions,definition_formula,Define a reciprocal function and state the restriction on its variable.,reciprocal function کی تعریف کریں اور اس کے variable پر restriction بیان کریں۔,Easy,2,ULTRA,1
TOPIC_SEP,1,10.1.4 Asymptotes,topic_separator,,,,,,1
q_9_math_ch10_sq_012,1,10.1.4 Asymptotes,definition_function,Define an asymptote and distinguish vertical and horizontal asymptotes.,asymptote کی تعریف کریں اور vertical اور horizontal asymptotes میں فرق بیان کریں۔,Medium,2,ELITE,1
TOPIC_SEP,1,10.1.5 Graph of Exponential Functions,topic_separator,,,,,,1
q_9_math_ch10_sq_013,1,10.1.5 Graph of Exponential Functions,definition_formula,Define an exponential function of the form y = kaˣ and state the conditions given for its constants.,y = kaˣ کی form والی exponential function کی تعریف کریں اور constants کی given conditions بیان کریں۔,Easy,2,ULTRA,1
TOPIC_SEP,1,10.1.5 Exponential Growth,topic_separator,,,,,,1
q_9_math_ch10_sq_014,1,10.1.5 Exponential Growth,features_characteristics,State the main graphical features of y = aˣ when a > 1.,a > 1 ہونے پر y = aˣ کی main graphical features بیان کریں۔,Medium,2,ELITE,1
TOPIC_SEP,1,10.1.6 Power Functions,topic_separator,,,,,,1
q_9_math_ch10_sq_015,1,10.1.6 Power Functions,classification,"Classify power functions according to positive integer, negative integer, and rational values of n in y = axⁿ.",y = axⁿ میں n کی positive integer، negative integer اور rational values کے مطابق power functions classify کریں۔,Hard,2,ELITE,1
TOPIC_SEP,1,10.2 Exponential Growth and Decay,topic_separator,,,,,,1
