question_hash,active,topic,bloom_level,question,urdu_translation,A,B,C,D,correct_answer,difficulty,marks,weightage,smart_syllabus
TOPIC_SEP,1,13.1 Basic Probability,Topic,,,,,,,,,,,1
q_9_math_ch13_001,1,13.1 Basic Probability,Remember,Probability is the numerical measure of the:,probability کس چیز کی numerical measure ہے؟,Size of a class interval / class interval کا size,Slope of a line / line کی slope,Chance of occurrence of an event / event کے occur ہونے کا chance,Similarity of figures / figures کی similarity,C | Chance of occurrence of an event / event کے occur ہونے کا chance,Easy,1,PRO,1
TOPIC_SEP,1,13.1 Probability Formula,Topic,,,,,,,,,,,1
q_9_math_ch13_002,1,13.1 Probability Formula,Remember,"For equally likely outcomes, P(A) equals:",equally likely outcomes کے لیے P(A) کس کے equal ہے؟,n(S)/n(A),n(A)+n(S),n(A)/n(S),n(A)×n(S),C | n(A)/n(S),Easy,1,PRO,1
TOPIC_SEP,1,13.1 Experiment,Topic,,,,,,,,,,,1
q_9_math_ch13_003,1,13.1 Experiment,Remember,"A process that generates results, such as tossing a coin, is called an:",coin toss جیسا results generate کرنے والا process کیا کہلاتا ہے؟,Event only / صرف event,Frequency polygon / frequency polygon,Experiment / experiment,Axiom / axiom,C | Experiment / experiment,Easy,1,PRO,1
TOPIC_SEP,1,13.1 Outcomes,Topic,,,,,,,,,,,1
q_9_math_ch13_004,1,13.1 Outcomes,Remember,The results of an experiment are called:,experiment کے results کو کیا کہتے ہیں؟,Class limits / class limits,Asymptotes / asymptotes,Premises / premises,Outcomes / outcomes,D | Outcomes / outcomes,Easy,1,PRO,1
TOPIC_SEP,1,13.1 Sample Space,Topic,,,,,,,,,,,1
q_9_math_ch13_005,1,13.1 Sample Space,Remember,The set of all possible outcomes of an experiment is the:,experiment کے all possible outcomes کے set کو کیا کہتے ہیں؟,Event complement / event complement,Frequency table / frequency table,Sample space / sample space,Scale factor / scale factor,C | Sample space / sample space,Easy,1,PRO,1
TOPIC_SEP,1,13.1 Sample Point,Topic,,,,,,,,,,,1
q_9_math_ch13_006,1,13.1 Sample Point,Remember,Each element of a sample space is called a:,sample space کے each element کو کیا کہتے ہیں؟,Class mark / class mark,Tangent / tangent,Sample point / sample point,Conjecture / conjecture,C | Sample point / sample point,Easy,1,PRO,1
TOPIC_SEP,1,13.1 Event,Topic,,,,,,,,,,,1
q_9_math_ch13_007,1,13.1 Event,Remember,A set of selected outcomes of an experiment is called an:,experiment کے selected outcomes کے set کو کیا کہتے ہیں؟,Event / event,Experiment / experiment,Histogram / histogram,Polygon / polygon,A | Event / event,Easy,1,PRO,1
TOPIC_SEP,1,13.1 Certain Event,Topic,,,,,,,,,,,1
q_9_math_ch13_008,1,13.1 Certain Event,Remember,The probability of a certain event is:,certain event کی probability کیا ہے؟,0,1,1/2,−1,B | 1,Easy,1,PRO,1
TOPIC_SEP,1,13.1 Impossible Event,Topic,,,,,,,,,,,1
q_9_math_ch13_009,1,13.1 Impossible Event,Remember,The probability of an impossible event is:,impossible event کی probability کیا ہے؟,1,1/2,−1,0,D | 0,Easy,1,PRO,1
TOPIC_SEP,1,13.1 Probability Range,Topic,,,,,,,,,,,1
q_9_math_ch13_010,1,13.1 Probability Range,Remember,"For any event A, the probability satisfies:",any event A کے لیے probability کون سی condition satisfy کرتی ہے؟,P(A)>1,0 ≤ P(A) ≤ 1,P(A)<0,−1≤P(A)≤0,B | 0 ≤ P(A) ≤ 1,Easy,1,PRO,1
TOPIC_SEP,1,13.1 Equally Likely Event,Topic,,,,,,,,,,,1
q_9_math_ch13_011,1,13.1 Equally Likely Event,Remember,An equally likely event on the probability scale has probability:,probability scale پر equally likely event کی probability کیا ہے؟,0.5,0,0.25,1,A | 0.5,Easy,1,PRO,1
TOPIC_SEP,1,13.2 Complement of an Event,Topic,,,,,,,,,,,1
q_9_math_ch13_012,1,13.2 Complement of an Event,Remember,The complement of event A is denoted by:,event A کے complement کو کیسے denote کیا جاتا ہے؟,A′,A∩A,2A,S/A only,A | A′,Easy,1,PRO,1
TOPIC_SEP,1,13.2 Complement Rule,Topic,,,,,,,,,,,1
q_9_math_ch13_013,1,13.2 Complement Rule,Remember,The complement rule is:,complement rule کیا ہے؟,P(A′)=P(A),P(A′)=1−P(A),P(A′)=1+P(A),P(A′)=P(A)/2,B | P(A′)=1−P(A),Easy,1,PRO,1
TOPIC_SEP,1,13.5 Relative Frequency,Topic,,,,,,,,,,,1
q_9_math_ch13_014,1,13.5 Relative Frequency,Remember,Relative frequency is calculated as:,relative frequency کیسے calculate ہوتی ہے؟,Total trials/Frequency,Frequency/Total number of trials,Frequency×Total trials,Frequency−Total trials,B | Frequency/Total number of trials,Easy,1,PRO,1
TOPIC_SEP,1,13.5 Estimated Probability,Topic,,,,,,,,,,,1
q_9_math_ch13_015,1,13.5 Estimated Probability,Understand,Relative frequency is used as an estimate of:,relative frequency کس کی estimate کے طور پر use ہوتی ہے؟,Probability / probability,Class width / class width,Gradient / gradient,Scale factor / scale factor,A | Probability / probability,Easy,1,PRO,1
