question_hash,active,topic,question_style,question,urdu_translation,difficulty,marks,weightage,smart_syllabus
TOPIC_SEP,1,6.1 Angles in Standard Position,topic_separator,,,,,,1
q_9_math_ch6_sq_001,1,6.1 Angles in Standard Position,definition_function,"Define an angle in standard position and identify its initial side, terminal side, and vertex.",standard position میں angle کی تعریف کریں اور اس کی initial side، terminal side اور vertex identify کریں۔,Easy,2,ULTRA,1
TOPIC_SEP,1,6.1 Positive and Negative Angles,topic_separator,,,,,,1
q_9_math_ch6_sq_002,1,6.1 Positive and Negative Angles,difference,Differentiate between positive and negative angles by stating their directions of rotation.,directions of rotation کے لحاظ سے positive اور negative angles میں فرق بیان کریں۔,Easy,2,ULTRA,1
TOPIC_SEP,1,6.1 Co-Terminal Angles,topic_separator,,,,,,1
q_9_math_ch6_sq_003,1,6.1 Co-Terminal Angles,definition_formula,Define co-terminal angles and state the general relationship used to generate them.,co-terminal angles کی تعریف کریں اور انہیں generate کرنے کا general relationship بیان کریں۔,Easy,2,ULTRA,1
TOPIC_SEP,1,6.1 Degree Measure,topic_separator,,,,,,1
q_9_math_ch6_sq_004,1,6.1 Degree Measure,definition_unit,"Define degree measure and state the relationships among degrees, minutes, and seconds.",degree measure کی تعریف کریں اور degrees، minutes اور seconds کے relationships بیان کریں۔,Easy,2,ULTRA,1
TOPIC_SEP,1,6.1 Radian Measure,topic_separator,,,,,,1
q_9_math_ch6_sq_005,1,6.1 Radian Measure,definition_unit,Define one radian and state the radian measure of a complete revolution.,one radian کی تعریف کریں اور complete revolution کی radian measure بیان کریں۔,Easy,2,ULTRA,1
TOPIC_SEP,1,6.1 Degree-Radian Relationship,topic_separator,,,,,,1
q_9_math_ch6_sq_006,1,6.1 Degree-Radian Relationship,formula_relationship,State the relationships used to convert degrees into radians and radians into degrees.,degrees کو radians اور radians کو degrees میں convert کرنے کے relationships بیان کریں۔,Easy,2,ULTRA,1
TOPIC_SEP,1,6.1 Arc Length,topic_separator,,,,,,1
