question_hash,active,topic,question_type,question_style,question,urdu_translation,difficulty,marks,weightage,smart_syllabus
sep_9_math_ch10_001,1,10.1.1 Linear Functions,Topic,topic_separator,,,,,,1
q_9_math_ch10_lq_001,1,10.1.1 Linear Functions,Long,state_and_explain,Define a linear function and explain the roles of slope and y-intercept in its graph. Describe a method for sketching a line using intercepts.,linear function کی تعریف کریں اور graph میں slope اور y-intercept کے roles explain کریں۔ intercepts استعمال کرکے line sketch کرنے کا method describe کریں۔,Easy,5,PRO,1
sep_9_math_ch10_002,1,10.1.2–10.1.3 Quadratic and Cubic Functions,Topic,topic_separator,,,,,,1
q_9_math_ch10_lq_002,1,10.1.2–10.1.3 Quadratic and Cubic Functions,Long,compare,"Compare quadratic and cubic functions in terms of standard form, degree, graph shape, intercepts, and possible turning points.",standard form، degree، graph shape، intercepts اور possible turning points کے لحاظ سے quadratic اور cubic functions کا تقابل کریں۔,Medium,5,ULTRA,1
sep_9_math_ch10_003,1,10.1.4 Reciprocal Functions,Topic,topic_separator,,,,,,1
q_9_math_ch10_lq_003,1,10.1.4 Reciprocal Functions,Long,explain,"Explain the graph of a reciprocal function, including its domain restrictions, branches, and horizontal and vertical asymptotes.",reciprocal function کا graph explain کریں، جس میں domain restrictions، branches اور horizontal و vertical asymptotes شامل ہوں۔,Medium,5,PRO,1
sep_9_math_ch10_004,1,10.1.5 Exponential Functions,Topic,topic_separator,,,,,,1
q_9_math_ch10_lq_004,1,10.1.5 Exponential Functions,Long,explain,Explain the form and graph of an exponential function y = kaˣ for a > 1. Discuss its intercept and growth behaviour.,a > 1 کے لیے exponential function y = kaˣ کی form اور graph explain کریں۔ اس کا intercept اور growth behaviour discuss کریں۔,Medium,5,ULTRA,1
sep_9_math_ch10_005,1,10.1.6 Power Functions,Topic,topic_separator,,,,,,1
q_9_math_ch10_lq_005,1,10.1.6 Power Functions,Long,classification,"Classify and describe the graph behaviour of y = axⁿ when n is a positive integer, negative integer, or rational number for x > 0.",x > 0 کے لیے y = axⁿ کے graph behaviour کو classify اور describe کریں، جب n positive integer، negative integer یا rational number ہو۔,Hard,5,ELITE,1
sep_9_math_ch10_006,1,10.2 Exponential Growth and Decay,Topic,topic_separator,,,,,,1
q_9_math_ch10_lq_006,1,10.2 Exponential Growth and Decay,Long,compare,Compare exponential growth and exponential decay through their graphical behaviour and textbook-supported practical phenomena.,graphical behaviour اور textbook-supported practical phenomena کے ذریعے exponential growth اور exponential decay کا تقابل کریں۔,Medium,5,PRO,1
sep_9_math_ch10_007,1,10.2.1 Gradient of Curves,Topic,topic_separator,,,,,,1
