question_hash,active,topic,question_style,question,urdu_translation,difficulty,marks,weightage,smart_syllabus
TOPIC_SEP,1,8 Introduction to Logic,topic_separator,,,,,,1
q_9_math_ch8_sq_001,1,8 Introduction to Logic,definition_function,Define logic and state two roles it performs in mathematical reasoning.,logic کی تعریف کریں اور mathematical reasoning میں اس کے دو roles بیان کریں۔,Easy,2,IMPORTANT,1
q_9_math_ch8_sq_002,1,8 Introduction to Logic,difference,Differentiate between inductive and deductive reasoning with one feature of each.,inductive اور deductive reasoning میں فرق بیان کریں اور ہر ایک کی one feature لکھیں۔,Medium,2,ELITE,1
TOPIC_SEP,1,8.1 Statement,topic_separator,,,,,,1
q_9_math_ch8_sq_003,1,8.1 Statement,definition_example,Define a mathematical statement and give one true and one false example.,mathematical statement کی تعریف کریں اور one true اور one false example دیں۔,Easy,2,ULTRA,1
q_9_math_ch8_sq_004,1,8.1 Statement,classification,Classify the expressions as statements or non-statements and justify briefly: 3 + 4 = 7; Close the door.,expressions کو statements یا non-statements میں classify کریں اور مختصر justification دیں: 3 + 4 = 7; Close the door.,Medium,2,ELITE,1
TOPIC_SEP,1,8.1.1 Logical Operators,topic_separator,,,,,,1
q_9_math_ch8_sq_005,1,8.1.1 Logical Operators,table_based,"Write the symbols and readings of negation, conjunction, disjunction, implication, and biconditional.",negation، conjunction، disjunction، implication اور biconditional کے symbols اور readings لکھیں۔,Easy,2,ULTRA,1
TOPIC_SEP,1,8.1.2 Negation,topic_separator,,,,,,1
q_9_math_ch8_sq_006,1,8.1.2 Negation,definition_function,Define the negation of a statement p and state how its truth value is related to p.,statement p کی negation کی تعریف کریں اور بیان کریں کہ اس کی truth value، p سے کیسے related ہے۔,Easy,2,ULTRA,1
TOPIC_SEP,1,8.1.2 Conjunction,topic_separator,,,,,,1
q_9_math_ch8_sq_007,1,8.1.2 Conjunction,definition_function,Define the conjunction p ∧ q and state the condition under which it is true.,conjunction p ∧ q کی تعریف کریں اور وہ condition بیان کریں جس میں یہ true ہوتی ہے۔,Easy,2,ULTRA,1
TOPIC_SEP,1,8.1.2 Disjunction,topic_separator,,,,,,1
q_9_math_ch8_sq_008,1,8.1.2 Disjunction,definition_function,Define the disjunction p ∨ q and state the condition under which it is false.,disjunction p ∨ q کی تعریف کریں اور وہ condition بیان کریں جس میں یہ false ہوتی ہے۔,Easy,2,ULTRA,1
TOPIC_SEP,1,8.1.2 Implication,topic_separator,,,,,,1
q_9_math_ch8_sq_009,1,8.1.2 Implication,definition_function,Define the conditional p → q and identify its antecedent and consequent.,conditional p → q کی تعریف کریں اور اس کے antecedent اور consequent identify کریں۔,Easy,2,ULTRA,1
TOPIC_SEP,1,8.1.2 Biconditional,topic_separator,,,,,,1
q_9_math_ch8_sq_010,1,8.1.2 Biconditional,definition_function,Define the biconditional p ↔ q and state when it is true.,biconditional p ↔ q کی تعریف کریں اور بیان کریں کہ یہ کب true ہوتی ہے۔,Easy,2,ULTRA,1
TOPIC_SEP,1,8.1.2 Related Conditionals,topic_separator,,,,,,1
q_9_math_ch8_sq_011,1,8.1.2 Related Conditionals,classification,"For a conditional p → q, write its converse, inverse, and contrapositive.",conditional p → q کے لیے اس کا converse، inverse اور contrapositive لکھیں۔,Medium,2,PRO,1
q_9_math_ch8_sq_012,1,8.1.2 Related Conditionals,compare_contrast,Compare the logical equivalence of a conditional with its contrapositive and of a converse with its inverse.,conditional اور contrapositive کی logical equivalence، نیز converse اور inverse کی equivalence کا موازنہ کریں۔,Hard,2,ELITE,1
TOPIC_SEP,1,8.1.2 Truth Tables,topic_separator,,,,,,1
q_9_math_ch8_sq_013,1,8.1.2 Truth Tables,table_based,Construct the truth table of the compound statement: (p → q) ∧ p,compound statement کی truth table construct کریں: (p → q) ∧ p,Medium,2,PRO,1
q_9_math_ch8_sq_014,1,8.1.2 Truth Tables,table_based,"Construct the truth table and classify the statement as always true, always false, or contingent: [(p → q) ∧ p] → q",truth table construct کریں اور statement کو always true، always false یا contingent classify کریں: [(p → q) ∧ p] → q,Hard,2,PRO,1
TOPIC_SEP,1,8.1.3 Mathematical Proof,topic_separator,,,,,,1
q_9_math_ch8_sq_015,1,8.1.3 Mathematical Proof,definition_function,Define a mathematical proof and state why a logical sequence of steps is necessary.,mathematical proof کی تعریف کریں اور بیان کریں کہ logical sequence of steps کیوں necessary ہے۔,Medium,2,ELITE,1
