question_hash,active,topic,question_type,question_style,question,urdu_translation,difficulty,marks,weightage,smart_syllabus
sep_9_math_ch7_001,1,7.1 Coordinate Plane,Topic,topic_separator,,,,,,1
q_9_math_ch7_lq_001,1,7.1 Coordinate Plane,Long,describe,"Describe the Cartesian coordinate plane, coordinate axes, origin, ordered pairs, abscissa, ordinate, quadrants, and the coordinate forms of points on the axes.",Cartesian coordinate plane، coordinate axes، origin، ordered pairs، abscissa، ordinate، quadrants اور axes پر points کی coordinate forms بیان کریں۔,Medium,5,PRO,1
sep_9_math_ch7_002,1,7.1.1 Distance Formula,Topic,topic_separator,,,,,,1
q_9_math_ch7_lq_002,1,7.1.1 Distance Formula,Long,derive,Derive the distance formula for two points in the coordinate plane by constructing a right triangle and applying the Pythagoras theorem.,coordinate plane میں two points کے لیے right triangle construct کرکے اور Pythagoras theorem apply کرکے distance formula اخذ کریں۔,Hard,5,PRO,1
sep_9_math_ch7_003,1,7.1.2 Midpoint Formula,Topic,topic_separator,,,,,,1
q_9_math_ch7_lq_003,1,7.1.2 Midpoint Formula,Long,derive,Derive the midpoint formula for a line segment by averaging the corresponding coordinates of its endpoints.,line segment کے endpoints کے corresponding coordinates کا average لے کر midpoint formula اخذ کریں۔,Medium,5,PRO,1
sep_9_math_ch7_004,1,7.2.1 Slope or Gradient,Topic,topic_separator,,,,,,1
q_9_math_ch7_lq_004,1,7.2.1 Slope or Gradient,Long,derive,Define inclination and slope of a line and derive the gradient formula for a line joining two points. Discuss the signs of slope and the horizontal and vertical cases.,line کی inclination اور slope کی تعریف کریں اور two points کو join کرنے والی line کا gradient formula اخذ کریں۔ slope کے signs اور horizontal و vertical cases پر بحث کریں۔,Hard,5,PRO,1
sep_9_math_ch7_005,1,"7.2.1 Parallel, Perpendicular, and Collinear Lines",Topic,topic_separator,,,,,,1
q_9_math_ch7_lq_005,1,"7.2.1 Parallel, Perpendicular, and Collinear Lines",Long,state_and_explain,"State and explain the gradient conditions for parallel, perpendicular, and collinear lines.",parallel، perpendicular اور collinear lines کے gradient conditions بیان کریں اور واضح کریں۔,Medium,5,PRO,1
sep_9_math_ch7_006,1,7.2.2–7.2.3 Lines Parallel to Coordinate Axes,Topic,topic_separator,,,,,,1
q_9_math_ch7_lq_006,1,7.2.2–7.2.3 Lines Parallel to Coordinate Axes,Long,compare,"Derive and compare the equations of lines parallel to the x-axis and y-axis, including their special cases through the origin.",x-axis اور y-axis کے parallel lines کی equations اخذ اور compare کریں، جس میں origin سے passing special cases بھی شامل ہوں۔,Medium,5,ULTRA,1
sep_9_math_ch7_007,1,7.2.4 Standard Forms of a Straight Line,Topic,topic_separator,,,,,,1
q_9_math_ch7_lq_007,1,7.2.4 Standard Forms of a Straight Line,Long,derive,"Derive the slope-intercept, point-slope, two-point, intercept, symmetric, and normal forms of the equation of a straight line.",straight line کی equation کی slope-intercept، point-slope، two-point، intercept، symmetric اور normal forms اخذ کریں۔,Hard,5,PRO,1
sep_9_math_ch7_008,1,7.2.5 Linear Equation Represents a Straight Line,Topic,topic_separator,,,,,,1
