question_hash,active,topic,bloom_level,question,urdu_translation,A,B,C,D,correct_answer,difficulty,marks,weightage,smart_syllabus
TOPIC_SEP,1,10.1 Functions and Graphs,Topic,,,,,,,,,,,1
q_9_math_ch10_001,1,10.1 Functions and Graphs,Remember,"In y=f(x), x is the:",y=f(x) میں x کیا ہے؟,Independent variable or input / independent variable یا input,Dependent variable / dependent variable,Output only / صرف output,Gradient / gradient,A | Independent variable or input / independent variable یا input,Easy,1,PRO,1
q_9_math_ch10_002,1,10.1 Functions and Graphs,Remember,"In y=f(x), y is the:",y=f(x) میں y کیا ہے؟,Independent variable / independent variable,Input only / صرف input,x-intercept / x-intercept,Dependent variable or output / dependent variable یا output,D | Dependent variable or output / dependent variable یا output,Easy,1,PRO,1
TOPIC_SEP,1,10.1 Linear Functions,Topic,,,,,,,,,,,1
q_9_math_ch10_003,1,10.1 Linear Functions,Remember,The general form of a linear function is:,linear function کی general form کیا ہے؟,y=ax²+bx+c,y=mx+c,y=a/x,y=kaˣ,B | y=mx+c,Easy,1,PRO,1
q_9_math_ch10_004,1,10.1 Linear Functions,Remember,"In y=mx+c, m represents the:",y=mx+c میں m کس کو represent کرتا ہے؟,y-intercept / y-intercept,x-intercept / x-intercept,Slope or gradient / slope یا gradient,Area / area,C | Slope or gradient / slope یا gradient,Easy,1,PRO,1
q_9_math_ch10_005,1,10.1 Linear Functions,Remember,"In y=mx+c, c represents the:",y=mx+c میں c کس کو represent کرتا ہے؟,Slope / slope,y-intercept / y-intercept,x-coordinate only / صرف x-coordinate,Turning point / turning point,B | y-intercept / y-intercept,Easy,1,PRO,1
TOPIC_SEP,1,10.1 Quadratic Functions,Topic,,,,,,,,,,,1
q_9_math_ch10_006,1,10.1 Quadratic Functions,Remember,The graph of a quadratic function is a:,quadratic function کا graph کیا ہوتا ہے؟,Straight line / straight line,Parabola / parabola,Circle / circle,Hyperbola only / صرف hyperbola,B | Parabola / parabola,Easy,1,PRO,1
q_9_math_ch10_007,1,10.1 Quadratic Functions,Remember,"For y=ax²+bx+c, the parabola opens upward when:",y=ax²+bx+c میں parabola upward کب open کرتا ہے؟,a>0,a<0,a=0,b<0 only,A | a>0,Easy,1,PRO,1
q_9_math_ch10_008,1,10.1 Quadratic Functions,Remember,"For y=ax²+bx+c, the parabola opens downward when:",y=ax²+bx+c میں parabola downward کب open کرتا ہے؟,a>0,a=0,c>0 only,a<0,D | a<0,Easy,1,PRO,1
TOPIC_SEP,1,10.1 Cubic Functions,Topic,,,,,,,,,,,1
q_9_math_ch10_009,1,10.1 Cubic Functions,Remember,A cubic function has degree:,cubic function کی degree کیا ہوتی ہے؟,1,3,2,4,B | 3,Easy,1,PRO,1
q_9_math_ch10_010,1,10.1 Cubic Functions,Remember,A cubic graph can have at most how many turning points?,cubic graph میں maximum کتنے turning points ہو سکتے ہیں؟,2,1,3,4,A | 2,Easy,1,PRO,1
TOPIC_SEP,1,10.1 Reciprocal Functions,Topic,,,,,,,,,,,1
q_9_math_ch10_011,1,10.1 Reciprocal Functions,Remember,A basic reciprocal function has the form:,basic reciprocal function کی form کیا ہے؟,y=ax,y=a/x,y=ax²,y=aˣ,B | y=a/x,Easy,1,PRO,1
TOPIC_SEP,1,10.1 Asymptotes,Topic,,,,,,,,,,,1
q_9_math_ch10_012,1,10.1 Asymptotes,Remember,An asymptote is a line that a graph:,asymptote وہ line ہے جسے graph کیا کرتا ہے؟,Always crosses twice / ہمیشہ twice cross کرتا ہے,Coincides with everywhere / ہر جگہ coincide کرتا ہے,Forms a circle around / circle بناتا ہے,Approaches but does not touch / approach کرتا ہے مگر touch نہیں کرتا,D | Approaches but does not touch / approach کرتا ہے مگر touch نہیں کرتا,Easy,1,PRO,1
TOPIC_SEP,1,10.1 Exponential Functions,Topic,,,,,,,,,,,1
q_9_math_ch10_013,1,10.1 Exponential Functions,Remember,The function y=5ˣ is:,function y=5ˣ کس type کی ہے؟,Exponential / exponential,Linear / linear,Quadratic / quadratic,Reciprocal / reciprocal,A | Exponential / exponential,Easy,1,PRO,1
TOPIC_SEP,1,10.1 Exponential Growth,Topic,,,,,,,,,,,1
q_9_math_ch10_014,1,10.1 Exponential Growth,Understand,"For a>1, the graph of y=aˣ represents:",a>1 کے لیے y=aˣ کا graph کیا represent کرتا ہے؟,Linear decay / linear decay,Constant function / constant function,Exponential growth / exponential growth,Reciprocal symmetry / reciprocal symmetry,C | Exponential growth / exponential growth,Easy,1,PRO,1
