question_hash,active,topic,question_style,question,urdu_translation,difficulty,marks,weightage,smart_syllabus
TOPIC_SEP,1,4.1 Factorization,topic_separator,,,,,,1
q_9_math_ch4_sq_001,1,4.1 Factorization,definition_function,Define factorization of an algebraic expression and state its main purpose in algebraic manipulation.,algebraic expression کی factorization کی تعریف کریں اور algebraic manipulation میں اس کا main purpose بیان کریں۔,Easy,2,ULTRA,1
TOPIC_SEP,1,4.1 Common-Factor Method,topic_separator,,,,,,1
q_9_math_ch4_sq_002,1,4.1 Common-Factor Method,process_steps,State the steps used to factorize an algebraic expression by taking out the greatest common factor.,greatest common factor باہر نکال کر algebraic expression factorize کرنے کے steps بیان کریں۔,Easy,2,ULTRA,1
q_9_math_ch4_sq_003,1,4.1 Common-Factor Method,numerical_short,Factorize the expression by taking out the common factor: 12x + 36,common factor باہر نکال کر درج ذیل expression factorize کریں: 12x + 36,Easy,2,PRO,1
TOPIC_SEP,1,4.1 Algebraic Identities,topic_separator,,,,,,1
q_9_math_ch4_sq_004,1,4.1 Algebraic Identities,list_state,"State the identities for (a + b)², (a − b)², and a² − b².",(a + b)²، (a − b)² اور a² − b² کی identities بیان کریں۔,Easy,2,ULTRA,1
TOPIC_SEP,1,4.1 Difference of Squares,topic_separator,,,,,,1
q_9_math_ch4_sq_005,1,4.1 Difference of Squares,numerical_short,Factorize the expression by using the difference-of-squares identity: x² − 9,difference-of-squares identity استعمال کرکے درج ذیل expression factorize کریں: x² − 9,Easy,2,PRO,1
TOPIC_SEP,1,4.1 Perfect-Square Trinomials,topic_separator,,,,,,1
q_9_math_ch4_sq_006,1,4.1 Perfect-Square Trinomials,numerical_short,Factorize the perfect-square trinomial: x² − 6x + 9,درج ذیل perfect-square trinomial factorize کریں: x² − 6x + 9,Easy,2,PRO,1
TOPIC_SEP,1,4.1 Trinomial Factorization,topic_separator,,,,,,1
q_9_math_ch4_sq_007,1,4.1 Trinomial Factorization,process_steps,State the method used to factorize a quadratic trinomial of the form x² + bx + c.,x² + bx + c کی form والے quadratic trinomial کو factorize کرنے کا method بیان کریں۔,Easy,2,ULTRA,1
q_9_math_ch4_sq_008,1,4.1 Trinomial Factorization,numerical_short,Factorize the trinomial: x² + 5x + 6,درج ذیل trinomial factorize کریں: x² + 5x + 6,Easy,2,PRO,1
TOPIC_SEP,1,4.2 Cubic Identities,topic_separator,,,,,,1
q_9_math_ch4_sq_009,1,4.2 Cubic Identities,list_state,State the factorization identities for a³ + b³ and a³ − b³.,a³ + b³ اور a³ − b³ کی factorization identities بیان کریں۔,Easy,2,ULTRA,1
TOPIC_SEP,1,4.2 Sum of Cubes,topic_separator,,,,,,1
q_9_math_ch4_sq_010,1,4.2 Sum of Cubes,numerical_short,Factorize the expression: x³ + 64y³,درج ذیل expression factorize کریں: x³ + 64y³,Easy,2,PRO,1
TOPIC_SEP,1,4.2 Difference of Cubes,topic_separator,,,,,,1
q_9_math_ch4_sq_011,1,4.2 Difference of Cubes,numerical_short,Factorize the expression: x³y³ − 8,درج ذیل expression factorize کریں: x³y³ − 8,Easy,2,PRO,1
TOPIC_SEP,1,4.2 Perfect Cubes,topic_separator,,,,,,1
