question_hash,active,topic,question_type,question_style,question,urdu_translation,difficulty,marks,weightage,smart_syllabus
sep_9_math_ch9_001,1,9.1 Similarity of Polygons,Topic,topic_separator,,,,,,1
q_9_math_ch9_lq_001,1,9.1 Similarity of Polygons,Long,state_and_explain,Define similar polygons and explain the conditions involving corresponding angles and proportional corresponding sides. Explain the meaning of scale factor.,similar polygons کی تعریف کریں اور corresponding angles اور proportional corresponding sides والی conditions explain کریں۔ scale factor کا meaning بھی explain کریں۔,Easy,5,PRO,1
sep_9_math_ch9_002,1,9.1.1 Identification of Similar Triangles,Topic,topic_separator,,,,,,1
q_9_math_ch9_lq_002,1,9.1.1 Identification of Similar Triangles,Long,compare,"Explain and compare the AA, SAS, and SSS criteria for similarity of triangles, using appropriately labelled relationships.",triangles کی similarity کے AA، SAS اور SSS criteria explain اور compare کریں، اور appropriately labelled relationships استعمال کریں۔,Medium,5,PRO,1
sep_9_math_ch9_003,1,9.1.2 Similarity of Quadrilaterals,Topic,topic_separator,,,,,,1
q_9_math_ch9_lq_003,1,9.1.2 Similarity of Quadrilaterals,Long,process_procedure,Explain the method for establishing similarity of two quadrilaterals by checking corresponding angles and ratios of corresponding sides.,corresponding angles اور corresponding sides کے ratios check کرکے two quadrilaterals کی similarity establish کرنے کا method explain کریں۔,Medium,5,ULTRA,1
sep_9_math_ch9_004,1,9.2 Areas of Similar Figures,Topic,topic_separator,,,,,,1
q_9_math_ch9_lq_004,1,9.2 Areas of Similar Figures,Long,derive,Derive the relationship between the areas of two similar figures and the ratio of their corresponding lengths. Explain the effect of a linear scale factor k on area.,two similar figures کے areas اور corresponding lengths کے ratio کا relationship derive کریں۔ linear scale factor k کا area پر effect explain کریں۔,Hard,5,PRO,1
sep_9_math_ch9_005,1,9.3 Volumes and Masses of Similar Solids,Topic,topic_separator,,,,,,1
q_9_math_ch9_lq_005,1,9.3 Volumes and Masses of Similar Solids,Long,derive,Derive the relationship between the volumes of two similar solids and the ratio of their corresponding lengths. Explain why the mass ratio is the same as the volume ratio for solids made of the same material.,two similar solids کے volumes اور corresponding lengths کے ratio کا relationship derive کریں۔ same material کے solids کے لیے mass ratio volume ratio کے same کیوں ہوتا ہے، explain کریں۔,Hard,5,PRO,1
sep_9_math_ch9_006,1,9.4.1 Regular Polygons,Topic,topic_separator,,,,,,1
q_9_math_ch9_lq_006,1,9.4.1 Regular Polygons,Long,elaborate,"Explain the geometrical properties of regular polygons, including the sum of interior angles, each interior and exterior angle, diagonals, and symmetry.",regular polygons کی geometrical properties explain کریں، جن میں interior angles کا sum، each interior اور exterior angle، diagonals اور symmetry شامل ہوں۔,Medium,5,PRO,1
sep_9_math_ch9_007,1,9.4.2–9.4.3 Triangles and Parallelograms,Topic,topic_separator,,,,,,1
q_9_math_ch9_lq_007,1,9.4.2–9.4.3 Triangles and Parallelograms,Long,compare,"Compare the principal geometrical properties of triangles and parallelograms, including angle relationships, sides, diagonals, and special cases such as rectangles, rhombi, and squares.",triangles اور parallelograms کی principal geometrical properties کا تقابل کریں، جن میں angle relationships، sides، diagonals اور rectangles، rhombi اور squares جیسے special cases شامل ہوں۔,Medium,5,ULTRA,1
sep_9_math_ch9_008,1,9.4.4 Tessellation and Applications,Topic,topic_separator,,,,,,1
q_9_math_ch9_lq_008,1,9.4.4 Tessellation and Applications,Long,discuss,"Explain tessellation and discuss why equilateral triangles, squares, and regular hexagons can tessellate a plane by themselves. Relate polygon properties to tiling, carpeting, and painting applications.",tessellation explain کریں اور discuss کریں کہ equilateral triangles، squares اور regular hexagons plane کو خود tessellate کیوں کر سکتے ہیں۔ polygon properties کو tiling، carpeting اور painting applications سے relate کریں۔,Medium,5,ELITE,1
sep_9_math_ch9_009,1,Exercise 9.1 — Similar Triangles,Topic,topic_separator,,,,,,1
q_9_math_ch9_lq_009,1,Exercise 9.1 — Similar Triangles,Numerical,determine,"In AABC, AB = 12 cm, AC = 16 cm, and BC = 20 cm. AABC is similar to ADEF, the perimeter of ADEF is 30 cm, and DE = 6 cm. Determine DF and EF.","given similar triangles کے لیے DF اور EF determine کریں: AB = 12 cm, AC = 16 cm, BC = 20 cm, perimeter of ADEF = 30 cm, DE = 6 cm",Medium,4,PRO,1
sep_9_math_ch9_010,1,Exercise 9.1 — Staircase Similarity,Topic,topic_separator,,,,,,1
q_9_math_ch9_lq_010,1,Exercise 9.1 — Staircase Similarity,Numerical,find,A plank is placed over stairs whose steps are 20 cm wide and 16 cm deep. A rectangular box of height 8 cm and width x cm is placed under the plank on a step. Find x.,"plank اور stairs کے given data سے box کی width x معلوم کریں: step width = 20 cm, step depth = 16 cm, box height = 8 cm",Hard,4,PRO,1
sep_9_math_ch9_011,1,Exercise 9.1 — Shadow Similarity,Topic,topic_separator,,,,,,1
q_9_math_ch9_lq_011,1,Exercise 9.1 — Shadow Similarity,Numerical,find,"A man 1.8 m tall casts a shadow 0.76 m long. At the same time, a telephone pole casts a 3 m shadow. Find the height of the pole.","similar shadows استعمال کرکے telephone pole کی height معلوم کریں: man height = 1.8 m, man shadow = 0.76 m, pole shadow = 3 m",Medium,4,PRO,1
sep_9_math_ch9_012,1,Exercise 9.1 — Similar Trapezoid Triangles,Topic,topic_separator,,,,,,1
q_9_math_ch9_lq_012,1,Exercise 9.1 — Similar Trapezoid Triangles,Numerical,find,"In an isosceles trapezoid ABCD, AB ∥ CD and diagonals AC and BD intersect at E. Prove AABE ∼ ACDE, and then find CE when AB = 8 cm, CD = 4 cm, and AE = 3 cm.","isosceles trapezoid ABCD میں AB ∥ CD اور diagonals E پر intersect کرتی ہیں۔ AABE ∼ ACDE prove کریں اور CE معلوم کریں: AB = 8 cm, CD = 4 cm, AE = 3 cm",Hard,4,PRO,1
sep_9_math_ch9_013,1,Exercise 9.1 — Scaled Dodecagon,Topic,topic_separator,,,,,,1
q_9_math_ch9_lq_013,1,Exercise 9.1 — Scaled Dodecagon,Numerical,find,"A regular dodecagon has its side lengths decreased by a factor of 7/12. If the perimeter of the original dodecagon is 72 cm, find the side length of the scaled dodecagon.",regular dodecagon کی side lengths factor 7/12 سے decrease کی گئی ہیں۔ scaled dodecagon کی side length معلوم کریں: original perimeter = 72 cm,Medium,4,PRO,1
sep_9_math_ch9_014,1,Exercise 9.2 — Area Ratios,Topic,topic_separator,,,,,,1
q_9_math_ch9_lq_014,1,Exercise 9.2 — Area Ratios,Numerical,calculate,Find the ratios of the areas of similar figures when the ratios of corresponding lengths are: (a) 1:3 | (b) 3:4 | (c) 2:7 | (d) 8:9 | (e) 6:5.,corresponding lengths کے given ratios سے similar figures کے area ratios calculate کریں: (a) 1:3 | (b) 3:4 | (c) 2:7 | (d) 8:9 | (e) 6:5,Medium,4,PRO,1
sep_9_math_ch9_015,1,Exercise 9.2 — Triangle Area Scale,Topic,topic_separator,,,,,,1
q_9_math_ch9_lq_015,1,Exercise 9.2 — Triangle Area Scale,Numerical,find,"Triangles ABC and DEF are similar with scale factor 3 from ABC to DEF. If the area of AABC is 50 cm², find the area of ADEF.","similar triangles کے لیے ADEF کا area معلوم کریں: scale factor from ABC to DEF = 3, area of AABC = 50 cm²",Easy,4,PRO,1
sep_9_math_ch9_016,1,Exercise 9.2 — Quadrilateral Area Scale,Topic,topic_separator,,,,,,1
q_9_math_ch9_lq_016,1,Exercise 9.2 — Quadrilateral Area Scale,Numerical,find,"Quadrilaterals ABCD and EFGH are similar with scale factor 3/2 from ABCD to EFGH. If the area of ABCD is 64 cm², find the area of EFGH.","similar quadrilaterals کے لیے EFGH کا area معلوم کریں: scale factor from ABCD to EFGH = 3/2, area of ABCD = 64 cm²",Medium,4,PRO,1
sep_9_math_ch9_017,1,Exercise 9.2 — Length Ratio from Areas,Topic,topic_separator,,,,,,1
q_9_math_ch9_lq_017,1,Exercise 9.2 — Length Ratio from Areas,Numerical,determine,The areas of two similar triangles are 16 cm² and 25 cm². Determine the ratio of a pair of corresponding sides.,two similar triangles کے areas سے corresponding sides کا ratio determine کریں: 16 cm² and 25 cm²,Medium,4,PRO,1
sep_9_math_ch9_018,1,Exercise 9.2 — Corresponding Base,Topic,topic_separator,,,,,,1
q_9_math_ch9_lq_018,1,Exercise 9.2 — Corresponding Base,Numerical,find,"The areas of two similar triangles are 144 cm² and 81 cm². If the base of the larger triangle is 30 cm, find the corresponding base of the smaller triangle.","similar triangles کے areas اور larger base سے smaller corresponding base معلوم کریں: areas = 144 cm² and 81 cm², larger base = 30 cm",Medium,4,PRO,1
sep_9_math_ch9_019,1,Exercise 9.2 — Similar Heptagons,Topic,topic_separator,,,,,,1
q_9_math_ch9_lq_019,1,Exercise 9.2 — Similar Heptagons,Numerical,find,"A regular heptagon is inscribed in a larger similar heptagon. Each side of the larger heptagon is 1.7 times the corresponding side of the smaller one. If the smaller area is 100 cm², find the larger area.","similar heptagons کے لیے larger area معلوم کریں: linear scale factor = 1.7, smaller area = 100 cm²",Medium,4,PRO,1
sep_9_math_ch9_020,1,Exercise 9.3 — Sphere Volumes,Topic,topic_separator,,,,,,1
